,latitude,longitude
0,-77.400085,39.45052
1,-77.400528,39.445553
2,-77.404655,39.445122
3,-77.406342,39.439365
4,-77.428085,39.429665
5,-77.432091,39.430531
6,-77.435951,39.425121
7,-77.443367,39.420406
8,-77.450974,39.420006
9,-77.452621,39.417118
10,-77.443634,39.413116
11,-77.444084,39.408295
12,-77.447601,39.409599
13,-77.465256,39.407948
14,-77.476089,39.420742
15,-77.485344,39.423862
16,-77.488098,39.436604
17,-77.489044,39.434078
18,-77.491104,39.42112
19,-77.478241,39.414967
20,-77.469978,39.403229
21,-77.456085,39.402996
22,-77.454277,39.399311
23,-77.458061,39.395084
24,-77.459267,39.388298
25,-77.464088,39.387718
26,-77.468094,39.38361
27,-77.473969,39.382996
28,-77.476089,39.381294
29,-77.480087,39.382687
30,-77.482285,39.37532
31,-77.492088,39.373562
32,-77.492378,39.369408
33,-77.496307,39.369122
34,-77.492012,39.369034
35,-77.491356,39.372391
36,-77.480087,39.372192
37,-77.477356,39.374386
38,-77.470558,39.375584
39,-77.46904,39.378071
40,-77.464088,39.378555
41,-77.461426,39.382454
42,-77.456085,39.382343
43,-77.453751,39.386784
44,-77.446655,39.387684
45,-77.440186,39.393219
46,-77.42894,39.392265
47,-77.427597,39.38512
48,-77.432541,39.381119
49,-77.427582,39.377121
50,-77.434135,39.373119
51,-77.43486,39.367886
52,-77.438278,39.36512
53,-77.432877,39.356335
54,-77.428093,39.353119
55,-77.430611,39.343639
56,-77.433929,39.338959
57,-77.438881,39.335907
58,-77.452316,39.333118
59,-77.439125,39.330086
60,-77.438995,39.325115
61,-77.443016,39.321121
62,-77.443192,39.316219
63,-77.460091,39.314903
64,-77.461998,39.313118
65,-77.460091,39.311417
66,-77.44809,39.310776
67,-77.446526,39.30912
68,-77.453506,39.301121
69,-77.453468,39.294498
70,-77.456299,39.293331
71,-77.456085,39.29195
72,-77.451096,39.293121
73,-77.44973,39.298759
74,-77.442612,39.303646
75,-77.436798,39.317833
76,-77.42009,39.317867
77,-77.41758,39.318615
78,-77.416557,39.321594
79,-77.412086,39.321747
80,-77.411194,39.320229
81,-77.417053,39.313118
82,-77.41671,39.30912
83,-77.410629,39.311657
84,-77.404099,39.317955
85,-77.403488,39.313118
86,-77.406754,39.311783
87,-77.407578,39.304611
88,-77.410461,39.30349
89,-77.42009,39.291847
90,-77.428085,39.295017
91,-77.435928,39.293121
92,-77.430618,39.290596
93,-77.426476,39.285118
94,-77.429756,39.28112
95,-77.428085,39.2733
96,-77.425583,39.278618
97,-77.418373,39.283401
98,-77.412811,39.289848
99,-77.410011,39.28912
100,-77.408089,39.284245
101,-77.40094,39.289116
102,-77.404968,39.297119
103,-77.401672,39.298702
104,-77.400787,39.305119
105,-77.397354,39.306381
106,-77.396088,39.309692
107,-77.391617,39.309589
108,-77.390617,39.302593
109,-77.384087,39.301792
110,-77.381432,39.302467
111,-77.380486,39.305511
112,-77.373383,39.306412
113,-77.372467,39.309502
114,-77.369255,39.310287
115,-77.367622,39.313583
116,-77.36779,39.308826
117,-77.371147,39.308182
118,-77.37175,39.304779
119,-77.374886,39.303913
