,latitude,longitude
0,-77.043991,38.919209
1,-77.043083,38.917912
2,-77.041084,38.917721
3,-77.039619,38.916576
4,-77.038086,38.916771
5,-77.036942,38.916248
6,-77.033302,38.911118
7,-77.030746,38.909454
8,-77.03096,38.908119
9,-77.029144,38.905113
10,-77.027809,38.904118
11,-77.027397,38.90012
12,-77.028519,38.898556
13,-77.031761,38.896118
14,-77.031792,38.895119
15,-77.033295,38.894337
16,-77.033569,38.89312
17,-77.03228,38.89212
18,-77.03566,38.888119
19,-77.038086,38.887096
20,-77.039093,38.887657
21,-77.041153,38.887051
22,-77.042084,38.887432
23,-77.04319,38.886124
24,-77.045082,38.885033
25,-77.045898,38.886303
26,-77.047081,38.886295
27,-77.047302,38.885895
28,-77.046616,38.88512
29,-77.046501,38.884117
30,-77.047081,38.883698
31,-77.048904,38.885292
32,-77.050705,38.88549
33,-77.051079,38.886295
34,-77.052711,38.88649
35,-77.053085,38.887245
36,-77.054321,38.886364
37,-77.058426,38.885769
38,-77.059204,38.88599
39,-77.05835,38.887386
40,-77.056084,38.88789
41,-77.055733,38.888767
42,-77.053993,38.889034
43,-77.054901,38.889301
44,-77.055023,38.890171
45,-77.055923,38.890282
46,-77.056084,38.892185
47,-77.057198,38.891228
48,-77.06208,38.89122
49,-77.065079,38.891319
50,-77.066673,38.892529
51,-77.067078,38.896568
52,-77.065598,38.896118
53,-77.064079,38.89299
54,-77.061081,38.892666
55,-77.059029,38.89307
56,-77.058929,38.893978
57,-77.057037,38.894077
58,-77.057968,38.89423
59,-77.057976,38.898018
60,-77.057037,38.898117
61,-77.057983,38.898212
62,-77.058052,38.899151
63,-77.059982,38.899223
64,-77.060043,38.900154
65,-77.061966,38.900227
66,-77.06208,38.901173
67,-77.065956,38.901249
68,-77.066093,38.902187
69,-77.068161,38.902195
70,-77.069481,38.90152
71,-77.069748,38.899788
72,-77.071083,38.898643
73,-77.071861,38.90012
74,-77.07093,38.90197
75,-77.0709,38.903118
76,-77.072838,38.903362
77,-77.073082,38.904263
78,-77.077682,38.90451
79,-77.078918,38.905117
80,-77.078194,38.906239
81,-77.074051,38.907085
82,-77.071312,38.910347
83,-77.069855,38.910889
84,-77.068985,38.91312
85,-77.067085,38.915062
86,-77.066086,38.914951
87,-77.064079,38.915627
88,-77.062973,38.915012
89,-77.062744,38.916119
90,-77.059082,38.916203
91,-77.058083,38.917469
92,-77.055084,38.917889
93,-77.053085,38.919159
94,-77.050079,38.918617
95,-77.048088,38.91954
96,-77.047081,38.91925
97,-77.045082,38.919659
98,-77.043991,38.919209
