,latitude,longitude
0,-77.043983,38.928215
1,-77.043808,38.926117
2,-77.045074,38.925846
3,-77.045952,38.924992
4,-77.047775,38.924809
5,-77.04866,38.9207
6,-77.051086,38.919434
7,-77.053154,38.919189
8,-77.053162,38.917118
9,-77.051086,38.915577
10,-77.050079,38.911793
11,-77.04805,38.91214
12,-77.045372,38.910828
13,-77.043091,38.911411
14,-77.040916,38.909119
15,-77.041664,38.90712
16,-77.041092,38.906593
17,-77.037079,38.905098
18,-77.036079,38.905327
19,-77.03569,38.904507
20,-77.034088,38.903812
21,-77.032265,38.902119
22,-77.033424,38.901119
23,-77.032097,38.90012
24,-77.034081,38.899178
25,-77.035072,38.899612
26,-77.038284,38.899323
27,-77.037666,38.898117
28,-77.038429,38.897121
29,-77.038383,38.892818
30,-77.035774,38.89212
31,-77.038445,38.891472
32,-77.039085,38.889336
33,-77.039528,38.891117
34,-77.040085,38.89151
35,-77.047081,38.891357
36,-77.048622,38.88966
37,-77.050331,38.889118
38,-77.050369,38.888828
39,-77.04908,38.888569
40,-77.048088,38.887821
41,-77.042084,38.887707
42,-77.038399,38.888428
43,-77.03688,38.887329
44,-77.034081,38.887428
45,-77.034691,38.88612
46,-77.034081,38.884922
47,-77.035172,38.885033
48,-77.037079,38.886703
49,-77.048279,38.886318
50,-77.048286,38.885902
51,-77.046661,38.88554
52,-77.046089,38.884712
53,-77.04509,38.885513
54,-77.043877,38.884117
55,-77.044464,38.883499
56,-77.044403,38.882793
57,-77.043442,38.881752
58,-77.042084,38.881477
59,-77.041534,38.880665
60,-77.040085,38.880238
61,-77.040092,38.879723
62,-77.042091,38.879803
63,-77.042664,38.880539
64,-77.044365,38.880833
65,-77.047852,38.884357
66,-77.04908,38.884449
67,-77.050903,38.886292
68,-77.052086,38.886368
69,-77.053085,38.887398
70,-77.054085,38.887409
71,-77.054611,38.88665
72,-77.056297,38.886337
73,-77.057083,38.885452
74,-77.058533,38.885578
75,-77.059921,38.884117
76,-77.059792,38.883404
77,-77.058929,38.883118
