Zip Code,Area of 10 mins,Area of 30 mins,Area of 60 mins
20001,0.0013787213729301584,0.012409563220444397,0.04621082254539033
20002,0.0014214350521797314,0.012131622785318541,0.04781782922827915
20003,0.0014232421694941877,0.010232947347276422,0.044315606311783995
20004,0.001347959075928884,0.011176921694186603,0.04696076465438637
20005,0.0017931889869942097,0.013245276911902693,0.05014119823795227
20006,0.0012853930379606027,0.012249271295559083,0.04674120282675176
20007,0.0008491591804613563,0.010533689954172587,0.04236579698203968
20008,0.001465244821019951,0.014405403302362174,0.048161342170715216
20009,0.001633053176192334,0.014229616529291889,0.049306830381510736
20010,0.0015256152298661618,0.015107525977782643,0.047124460548729985
20011,0.0015904881577171182,0.015210674701847893,0.04580831920725359
20012,0.0013916064506247494,0.014842264672779493,0.04433947394727511
20015,0.0014723048391260818,0.014960374227257489,0.04823108712571411
20016,0.0015630683335530193,0.012271468219751114,0.047098189961388925
20017,0.0015050149490889453,0.012446445233535997,0.041278373931845636
20018,0.0014401058431303682,0.01201227315232245,0.042280165491320076
20019,0.0014471460892764298,0.011080296538239054,0.03397083432832915
20020,0.0009948125830305798,0.009107675839686635,0.03108242637085823
20024,0.0010356008178860066,0.0097061815113193,0.04518784191645864
20032,0.0008918306850773661,0.008226467985878116,0.03170655055578209
20036,0.001588996146892896,0.013390889063202849,0.04895042204952915
20037,0.0010642126935636043,0.010787601245738188,0.042637728018235066
