,latitude,longitude
0,-77.030075,38.960125
1,-77.029427,38.959118
2,-77.028076,38.958858
3,-77.027092,38.95805
4,-77.026085,38.959351
5,-77.023087,38.958073
6,-77.022087,38.959034
7,-77.021088,38.958534
8,-77.020081,38.959335
9,-77.01709,38.958694
10,-77.016083,38.959072
11,-77.015083,38.958244
12,-77.013519,38.958118
13,-77.013573,38.956635
14,-77.012543,38.95612
15,-77.012016,38.955189
16,-77.010498,38.9547
17,-77.010086,38.952911
18,-77.009079,38.953392
19,-77.008499,38.952705
20,-77.006088,38.952118
21,-77.007164,38.951038
22,-77.006775,38.950432
23,-77.005913,38.950298
24,-77.005402,38.947803
25,-77.00309,38.946491
26,-77.002083,38.947395
27,-77.000992,38.947212
28,-77.001877,38.945919
29,-77.00309,38.94574
30,-77.003555,38.945118
31,-77.003082,38.944607
32,-77.001831,38.944366
33,-77.000961,38.943119
34,-77.001083,38.942364
35,-77.002769,38.94212
36,-77.002083,38.94175
37,-77.001083,38.94186
38,-77.000114,38.941124
39,-77.002083,38.940918
40,-77.0028,38.940121
41,-77.002083,38.939499
42,-76.999161,38.939041
43,-76.998085,38.937469
44,-76.997498,38.939117
45,-76.998383,38.940121
46,-76.998085,38.940643
47,-76.996887,38.940319
48,-76.996086,38.939411
49,-76.99308,38.940849
50,-76.991089,38.940258
51,-76.990089,38.940975
52,-76.988083,38.9403
53,-76.988167,38.936119
54,-76.989662,38.93512
55,-76.992088,38.934574
56,-76.993088,38.933434
57,-76.994278,38.933311
58,-76.994171,38.93203
59,-76.993088,38.932789
60,-76.991707,38.932495
61,-76.991096,38.931694
62,-76.990089,38.932499
63,-76.983597,38.932117
64,-76.982048,38.93116
65,-76.980095,38.928898
66,-76.978096,38.928677
67,-76.976189,38.930222
68,-76.975014,38.930195
69,-76.974556,38.92865
70,-76.973,38.928204
71,-76.973,38.927197
72,-76.973389,38.927822
73,-76.975494,38.927532
74,-76.975418,38.925785
75,-76.973083,38.925453
76,-76.972092,38.925785
77,-76.970703,38.925117
78,-76.970795,38.924118
79,-76.972084,38.922939
80,-76.973709,38.922749
81,-76.977425,38.918118
82,-76.977089,38.917816
83,-76.974083,38.917709
84,-76.973083,38.918743
85,-76.971085,38.919445
86,-76.970688,38.919121
87,-76.970711,38.917118
88,-76.972702,38.916119
89,-76.972679,38.915524
90,-76.971436,38.91412
91,-76.971695,38.913731
