,latitude,longitude
0,-77.031021,39.025173
1,-77.03019,39.02412
2,-77.030624,39.023113
3,-77.030083,39.019745
4,-77.028091,39.019886
5,-77.027084,39.020866
6,-77.025085,39.020893
7,-77.023087,39.022877
8,-77.022079,39.021915
9,-77.021835,39.023117
10,-77.02108,39.023872
11,-77.020081,39.023838
12,-77.019081,39.022884
13,-77.016083,39.022846
14,-77.01535,39.022118
15,-77.015251,39.020947
16,-77.014084,39.020847
17,-77.013351,39.020123
18,-77.01432,39.019119
19,-77.013351,39.01812
20,-77.013596,39.017632
21,-77.014076,39.017384
22,-77.014832,39.018372
23,-77.015236,39.018272
24,-77.015083,39.015965
25,-77.013405,39.015793
26,-77.013084,39.014954
27,-77.012085,39.015839
28,-77.010872,39.015907
29,-77.010086,39.016773
30,-77.009087,39.015785
31,-77.007301,39.0159
32,-77.006203,39.014996
33,-77.004387,39.014809
34,-77.004082,39.013966
35,-77.003738,39.014778
36,-77.003075,39.01495
37,-77.002419,39.014778
38,-77.002083,39.013954
39,-76.998436,39.01376
40,-76.998436,39.012474
41,-77.000198,39.01223
42,-77.000252,39.010117
43,-76.999443,39.009758
44,-76.999237,39.008957
45,-76.997353,39.008846
46,-76.997093,39.007992
47,-76.996765,39.008801
48,-76.995979,39.009014
49,-76.995766,39.009796
50,-76.990379,39.009819
51,-76.990379,39.008423
52,-76.991188,39.008217
53,-76.991379,39.006413
54,-76.993164,39.006207
55,-76.993195,39.005119
56,-76.989319,39.004883
57,-76.989319,39.003357
58,-76.990196,39.00312
59,-76.989265,39.002937
60,-76.989082,39.002029
61,-76.988022,39.002056
62,-76.987892,39.002926
63,-76.986984,39.003021
64,-76.98687,39.00391
65,-76.984291,39.003914
66,-76.984085,39.002018
67,-76.983887,39.002922
68,-76.982086,39.002998
69,-76.981827,39.003864
70,-76.980339,39.003864
71,-76.980247,39.001118
72,-76.979385,39.000813
73,-76.979172,39.000019
74,-76.978363,38.999836
75,-76.97821,38.99799
76,-76.97773,38.998764
77,-76.976959,38.999001
78,-76.9767,38.999737
79,-76.975456,38.999737
80,-76.975082,38.998955
81,-76.974739,38.999775
82,-76.972084,38.99992
83,-76.971481,38.999722
84,-76.971085,38.998924
85,-76.968498,38.998711
86,-76.968491,38.996525
87,-76.97126,38.99612
88,-76.970421,38.995781
89,-76.970093,38.994972
90,-76.969772,38.995808
91,-76.967407,38.995792
92,-76.967171,38.994026
93,-76.966354,38.993843
94,-76.966072,38.992996
95,-76.965775,38.994816
96,-76.963387,38.994808
97,-76.962906,38.99395
98,-76.961952,38.993996
99,-76.961693,38.994732
100,-76.961082,38.994926
101,-76.959473,38.994724
102,-76.959473,38.993511
103,-76.960213,38.992989
104,-76.958511,38.992687
105,-76.958298,38.992123
106,-76.958511,38.991554
107,-76.960083,38.991322
108,-76.960487,38.990524
109,-76.961258,38.990295
110,-76.960403,38.989796
111,-76.96019,38.989014
112,-76.95237,38.988831
113,-76.952225,38.986977
114,-76.95137,38.986828
115,-76.951172,38.986023
116,-76.948387,38.985806
117,-76.948387,38.984436
118,-76.949181,38.984222
119,-76.949394,38.983433
120,-76.95417,38.983204
121,-76.954376,38.980404
122,-76.955185,38.980015
123,-76.952278,38.979916
124,-76.95208,38.979023
125,-76.948273,38.978924
126,-76.948082,38.978027
127,-76.943283,38.977921
128,-76.943085,38.977028
129,-76.942879,38.977924
130,-76.941971,38.978119
131,-76.941872,38.978905
132,-76.9403,38.978905
133,-76.940155,38.97805
134,-76.939293,38.977909
135,-76.939186,38.977119
136,-76.939293,38.97633
137,-76.940186,38.97612
138,-76.94017,38.974022
139,-76.939407,38.973789
140,-76.939079,38.973022
141,-76.938721,38.974762
142,-76.938087,38.974937
143,-76.937431,38.974762
