MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1002783126,RES,CLS,5005 Ames St NE,Washington,"Washington, DC",20019,3,Detached,2/14/14,Phoenix Real Estate Solutions (PHXS1),"$380,000 "
1002783352,RES,CLS,3938 Blaine St NE,Washington,"Washington, DC",20019,2,Row/Townhouse,5/29/14,Fairfax Realty Premier (FXR3),"$200,000 "
1002787442,RES,CLS,1054 48th St NE,Washington,"Washington, DC",20019,3,Detached,1/31/14,Keller Williams Realty Falls Church (KWR30),"$74,900 "
1002787478,RES,CLS,1052 48th St NE,Washington,"Washington, DC",20019,2,Detached,1/31/14,Keller Williams Realty Falls Church (KWR30),"$74,900 "
1002787904,RES,CLS,3828 Blaine St NE,Washington,"Washington, DC",20019,3,End of Row/Townhouse,2/7/14,Keller Williams Realty (KWR8),"$260,000 "
1002788150,RES,CLS,3969 Ames St NE,Washington,"Washington, DC",20019,3,End of Row/Townhouse,2/18/14,"Long & Foster Real Estate, Inc. (LNG33)","$162,500 "
1002788982,RES,CLS,564 48th Pl NE,Washington,"Washington, DC",20019,3,Detached,3/21/14,Realty Direct LLC (RLTD3),"$140,000 "
1002790432,RES,CLS,4531 Eads Pl NE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,3/4/14,Mansfield Realtors (MNS1),"$135,000 "
1002792124,RES,CLS,5213 C St SE,Washington,"Washington, DC",20019,2,Detached,5/30/14,"Realty Direct, INC (RLTD5)","$105,000 "
1002792606,RES,CLS,3036 M Pl SE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,5/5/14,"Realty Direct, INC (RLTD5)","$179,900 "
1002793538,RES,CLS,5304 C St SE,Washington,"Washington, DC",20019,4,Detached,2/24/14,Keller Williams Capital Properties (KWCP1),"$298,000 "
1002793556,RES,CLS,5122 E St SE,Washington,"Washington, DC",20019,4,Detached,2/14/14,"Evers & Co. Real Estate, A Long & Foster Company (EVR3)","$303,000 "
1002795552,RES,CLS,5028 A St SE,Washington,"Washington, DC",20019,4,Detached,5/2/14,"Long & Foster Real Estate, Inc. (LNG44)","$369,900 "
1002798472,RES,CLS,4531 Foote St NE,Washington,"Washington, DC",20019,2,Twin/Semi-Detached,3/7/14,RE/MAX Specialists (RMSP1),"$122,500 "
1002798772,RES,CLS,4939 Nash St NE,Washington,"Washington, DC",20019,2,Detached,3/4/14,Greenland Realty (GNLR1),"$72,500 "
1002799732,RES,CLS,4110 Ames St NE #102,Washington,"Washington, DC",20019,2,Unit/Flat/Apartment,2/21/14,RE/MAX 100 (RMAX1002),"$95,000 "
1002800078,RES,CLS,4127 Lee St NE,Washington,"Washington, DC",20019,4,Detached,2/4/14,"REALTYFORCE, INC. (FORC1)","$269,900 "
1002803142,RES,CLS,4508 Lee St NE,Washington,"Washington, DC",20019,2,End of Row/Townhouse,2/24/14,Keller Williams Capital Properties (KWCP2),"$135,000 "
1002811294,RES,CLS,5401 Hunt Pl NE,Washington,"Washington, DC",20019,3,Detached,3/21/14,Coldwell Banker Residential Brokerage (CBRB45),"$269,000 "
1002814820,RES,CLS,102 Kenilworth Ave NE,Washington,"Washington, DC",20019,2,Twin/Semi-Detached,4/30/14,"D N K Real Estate, LLC (DNK1)","$184,500 "
1002819272,RES,CLS,711 32nd St SE,Washington,"Washington, DC",20019,2,Detached,3/12/14,"Long & Foster Real Estate, Inc. (LNG1)","$125,000 "
1002820448,RES,CLS,4343 F St SE,Washington,"Washington, DC",20019,3,Twin/Semi-Detached,4/7/14,Berkshire Hathaway HomeServices PenFed Realty (PFED6),"$129,000 "
1002822976,RES,CLS,2924 M St SE,Washington,"Washington, DC",20019,2,Twin/Semi-Detached,2/28/14,"Particular Properties Real Estate, LLC (RPRP1)","$189,900 "
1002825692,RES,CLS,4121 Stanley St SE,Washington,"Washington, DC",20019,5,Detached,3/7/14,"Long & Foster Real Estate, Inc. (LNG183)","$215,000 "
1002827606,RES,CLS,5125 Queen Stroll Pl SE,Washington,"Washington, DC",20019,4,Detached,4/15/14,Keller Williams Capital Properties (KWCP1),"$305,000 "
1002828498,RES,CLS,609 49th Pl NE,Washington,"Washington, DC",20019,4,Detached,4/9/14,"Spring Hill Real Estate, LLC. (SHIL1)","$235,000 "
1002830814,RES,CLS,1112 42nd St NE,Washington,"Washington, DC",20019,3,Detached,3/21/14,"Washingtonian Properties, LLC (WINA1)","$355,000 "
