MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1000871086,RES,CLS,3061 Chancellor's Way NE,Washington,"Washington, DC",20017,3,End of Row/Townhouse,5/2/14,"Exit Realty Associates, LLC. (EXIT22)","$790,000 "
1002791382,RES,CLS,3404 15th St NE,Washington,"Washington, DC",20017,4,Twin/Semi-Detached,2/14/14,"Long & Foster Real Estate, Inc. (LNG44)","$650,750 "
1002796172,RES,CLS,4824 Eastern Ave NE,Washington,"Washington, DC",20017,4,Detached,5/28/14,Keller Williams Realty (KWR21),"$535,000 "
1002811392,RES,CLS,1333 Lawrence St NE,Washington,"Washington, DC",20017,4,Detached,2/19/14,Coldwell Banker Residential Brokerage (CBRB52),"$575,000 "
1002814782,RES,CLS,934 Perry Pl NE,Washington,"Washington, DC",20017,3,Row/Townhouse,2/27/14,RE/MAX 100 (RMAX1002),"$480,500 "
1002823558,RES,CLS,1426 Jackson St NE,Washington,"Washington, DC",20017,3,Detached,3/20/14,"Windows Over Washington Realty Group, LLC (WOWR1)","$459,900 "
1002827876,RES,CLS,2824 12th St NE #205,Washington,"Washington, DC",20017,1,Unit/Flat/Apartment,3/31/14,Century 21 New Millennium (CENT2007),"$209,000 "
1002828896,RES,CLS,1510 Monroe St NE,Washington,"Washington, DC",20017,4,Detached,4/10/14,"Long & Foster Real Estate, Inc. (LNG44)","$625,000 "
1002830162,RES,CLS,3719 12th St NE #206,Washington,"Washington, DC",20017,1,Unit/Flat/Apartment,2/20/14,"Long & Foster Real Estate, Inc. (LNG44)","$180,000 "
1002831446,RES,CLS,3007 Hawthorne Dr NE #3007,Washington,"Washington, DC",20017,2,,4/25/14,"Weichert, REALTORS (WEI4)","$270,000 "
1002837930,RES,CLS,4310 10th St NE,Washington,"Washington, DC",20017,3,Twin/Semi-Detached,3/17/14,"Long & Foster Real Estate, Inc. (LNG210)","$580,000 "
1002844022,RES,CLS,401 Evarts St NE #304,Washington,"Washington, DC",20017,2,Unit/Flat/Apartment,5/16/14,"Long & Foster Real Estate, Inc. (LNG1)","$260,000 "
1002844046,RES,CLS,2824 12th St NE #206,Washington,"Washington, DC",20017,2,Unit/Flat/Apartment,3/31/14,City Chic Real Estate (CHIC1),"$215,000 "
1002847836,RES,CLS,4509 6th Pl NE,Washington,"Washington, DC",20017,4,Twin/Semi-Detached,3/31/14,Bennett Realty Solutions (EXBR1),"$315,000 "
1002855562,RES,CLS,1326 Allison St NE,Washington,"Washington, DC",20017,3,Twin/Semi-Detached,5/16/14,Redfin Corp (REFC3),"$565,000 "
1002855786,RES,CLS,631 Emerson St NE,Washington,"Washington, DC",20017,2,Twin/Semi-Detached,6/11/14,Freedom Realty Group (FRD1),"$220,000 "
1002856694,RES,CLS,1220 Jackson St NE,Washington,"Washington, DC",20017,4,Detached,6/6/14,"Long & Foster Real Estate, Inc. (LNG196)","$280,000 "
