MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1000334182,RES,CLS,4209 Illinois Ave NW,Washington,"Washington, DC",20011,5,Row/Townhouse,3/31/14,RE/MAX Specialists (RMSP1),"$335,000 "
1002775516,RES,CLS,4603 Illinois Ave NW,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,6/17/14,"Long & Foster Real Estate, Inc. (LNG194)","$450,000 "
1002783360,RES,CLS,5151 7th St NE,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,2/27/14,Fairfax Realty Premier (FXR3),"$327,000 "
1002785152,RES,CLS,1420 Madison St NW,Washington,"Washington, DC",20011,6,Detached,2/25/14,Fairfax Realty Select (FXR1),"$580,000 "
1002786514,RES,CLS,714 Madison St NW,Washington,"Washington, DC",20011,3,Detached,3/28/14,"Long & Foster Real Estate, Inc. (LNG1)","$385,000 "
1002787136,RES,CLS,5708 Georgia Ave NW,Washington,"Washington, DC",20011,4,Twin/Semi-Detached,3/31/14,"Long & Foster Real Estate, Inc. (LNG1)","$450,000 "
1002788402,RES,CLS,1237 Shepherd St NW #B,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,4/4/14,Coldwell Banker Residential Brokerage (CBRB106),"$565,000 "
1002788804,RES,CLS,115 Madison St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,2/14/14,"Long & Foster Real Estate, Inc. (LNG194)","$515,000 "
1002788880,RES,CLS,4525 Arkansas Ave NW,Washington,"Washington, DC",20011,4,End of Row/Townhouse,2/28/14,Bennett Realty Solutions (EXBR1),"$764,900 "
1002789710,RES,CLS,408 Kennedy St NW #302,Washington,"Washington, DC",20011,2,Unit/Flat/Apartment,3/14/14,"Carter Realty Group, LLC (CRTG1)","$235,000 "
1002790520,RES,CLS,41 Milmarson Pl NW,Washington,"Washington, DC",20011,2,Detached,2/7/14,"Long & Foster Real Estate, Inc. (LNG196)","$310,000 "
1002790656,RES,CLS,513 Decatur St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,2/28/14,"RE/MAX Realty Centre, Inc. (RRC1)","$474,900 "
1002791740,RES,CLS,5820 3rd St NW,Washington,"Washington, DC",20011,4,Twin/Semi-Detached,5/2/14,Unity Realty (UNRT1),"$474,000 "
1002791864,RES,CLS,807 Varnum St NW #5,Washington,"Washington, DC",20011,1,Other,2/18/14,"Long & Foster Real Estate, Inc. (LNG194)","$262,000 "
