MLS #,Cat,Status,Address,City,County,Zip,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1003070208,RES,CLS,49 T St NE #2,Washington,"Washington, DC",20002,3,1-Feb,,8/20/14,Compass (LNRE1),"$519,000 "
1003071350,RES,CLS,1360 C St NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,8/8/14,Beasley Real Estate LLC (BEAS1),"$595,000 "
1003074218,RES,CLS,421 11th St NE,Washington,"Washington, DC",20002,3,Jan-00,Twin/Semi-Detached,7/23/14,Coldwell Banker Residential Brokerage (CBRB52),"$575,000 "
1003074876,RES,CLS,26 Evarts St NE,Washington,"Washington, DC",20002,4,1-Mar,Twin/Semi-Detached,8/27/14,Keller Williams Capital Properties (KWCP1),"$699,900 "
1003074922,RES,CLS,302 Oklahoma Ave NE #302,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,8/8/14,Keller Williams Capital Properties (KWCP1),"$222,000 "
1003075218,RES,CLS,1435 Ames Pl NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,8/27/14,"Washington Fine Properties, LLC (WFP3)","$699,000 "
1003078032,RES,CLS,2111 Rand Pl NE,Washington,"Washington, DC",20002,4,Jan-00,Detached,7/31/14,Coldwell Banker Residential Brokerage (CBRB52),"$300,000 "
1003078302,RES,CLS,913 12th St NE,Washington,"Washington, DC",20002,7,Mar-00,Row/Townhouse,7/29/14,Keller Williams Preferred Properties (KWPP1),"$775,000 "
1003079512,RES,CLS,1783 Lyman Pl NE,Washington,"Washington, DC",20002,4,Feb-00,Row/Townhouse,7/30/14,Bennett Realty Solutions (EXBR1),"$452,500 "
1003081102,RES,CLS,211 Bryant St NE,Washington,"Washington, DC",20002,3,Mar-00,Row/Townhouse,8/12/14,"Long & Foster Real Estate, Inc. (LNG44)","$485,000 "
1003081958,RES,CLS,1227 Morse St NE #1,Washington,"Washington, DC",20002,2,Feb-00,End of Row/Townhouse,8/11/14,Beasley Real Estate LLC (BEAS1),"$435,000 "
1003082810,RES,CLS,23 T St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,8/13/14,Coldwell Banker Residential Brokerage (CBRB106),"$725,000 "
1003083952,RES,CLS,432 24th St NE,Washington,"Washington, DC",20002,2,1-Mar,Row/Townhouse,7/31/14,Century 21 New Millennium (CENT2032),"$494,500 "
1003084438,RES,CLS,1145 4th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,8/1/14,Century 21 New Millennium (CENT2032),"$580,000 "
1003084864,RES,CLS,1326 Trinidad Ave NE,Washington,"Washington, DC",20002,4,Feb-00,Row/Townhouse,7/31/14,Bennett Realty Solutions (EXBR1),"$405,000 "
1003087534,RES,CLS,1020 7th St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,6/30/14,"Citylights Realty Group, LLC (CRGL1)","$580,000 "
1003089198,RES,CLS,139 13th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,8/25/14,Bennett Realty Solutions (EXBR1),"$1,175,000 "
1003094804,RES,CLS,706 16th St NE,Washington,"Washington, DC",20002,2,Jan-00,Detached,7/30/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL2)","$320,000 "
1003097910,RES,CLS,1309 F St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,8/5/14,Coldwell Banker Residential Brokerage (CBRB52),"$610,000 "
1003099362,RES,CLS,2615 4th St NE #B-2,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,8/26/14,McWilliams/Ballard Inc. (MCWB1),"$185,000 "
1003099632,RES,CLS,1258 Florida Ave NE,Washington,"Washington, DC",20002,3,Jan-00,End of Row/Townhouse,7/31/14,Keller Williams Capital Properties (KWCP1),"$560,000 "
1003099644,RES,CLS,213 14th Pl NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,8/15/14,"National Realty USA, LLC (NATL2)","$469,000 "
1003099914,RES,CLS,2809 4th St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,8/15/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$395,820 "
1003101530,RES,CLS,1352 North Carolina Ave NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,8/6/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$695,000 "
1003102172,RES,CLS,209 13th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,8/15/14,Coldwell Banker Residential Brokerage (CBRB52),"$739,000 "
1003102304,RES,CLS,302 Oklahoma Ave NE #202,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,8/13/14,Berkshire Hathaway HomeServices PenFed Realty (PFED23),"$219,900 "
1003102786,RES,CLS,36 Rhode Island Ave NE #2,Washington,"Washington, DC",20002,3,Mar-00,Unit/Flat/Apartment,8/26/14,RE/MAX Allegiance (RMAX125),"$575,000 "
1003103814,RES,CLS,1335 North Carolina Ave NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,8/12/14,Coldwell Banker Residential Brokerage (CBRB52),"$901,000 "
1003105094,RES,CLS,1266 Oates St NE,Washington,"Washington, DC",20002,4,1-Jan,Row/Townhouse,8/22/14,"Long & Foster Real Estate, Inc. (LNG44)","$430,000 "
1003108482,RES,CLS,219 T St NE #401,Washington,"Washington, DC",20002,1,Jan-00,Penthouse Unit/Flat/Apartment,8/15/14,TTR Sotheby's International Realty (TTRS2),"$235,000 "
1003109400,RES,CLS,139 Tennessee Ave NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,6/13/14,Coldwell Banker Residential Brokerage (CBRB52),"$825,000 "
1003110356,RES,CLS,331 11th St NE,Washington,"Washington, DC",20002,2,Feb-00,Twin/Semi-Detached,8/29/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$875,000 "
1003110916,RES,CLS,216 11th St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,7/14/14,"Long & Foster Real Estate, Inc. (LNG3)","$830,000 "
1003111940,RES,CLS,1741 Lang Pl NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,8/13/14,Fairfax Realty Elite (FXR4),"$331,900 "
1003112374,RES,CLS,1431 Ames Pl NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,8/19/14,Coldwell Banker Residential Brokerage (CBRB52),"$679,000 "
1003113878,RES,CLS,1908 2nd St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,8/19/14,"John C. Formant Real Estate, Inc. (JCF1)","$742,240 "
1003115300,RES,CLS,2120 Capitol St NW,Washington,"Washington, DC",20002,4,2-Apr,Row/Townhouse,8/19/14,RE/MAX Allegiance (RMAX120),"$650,000 "
1003116754,RES,CLS,313 14th St NE,Washington,"Washington, DC",20002,3,Mar-00,Row/Townhouse,8/22/14,Coldwell Banker Residential Brokerage (CBRB52),"$704,055 "
1003118534,RES,CLS,2104 D St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,8/1/14,RE/MAX Allegiance (RMAX20),"$424,000 "
1003119060,RES,CLS,509 M St NE #4,Washington,"Washington, DC",20002,2,1-Feb,Unit/Flat/Apartment,8/18/14,Keller Williams Capital Properties (KWCP1),"$560,900 "
1003121458,RES,CLS,1680 Kramer St NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,8/29/14,TTR Sotheby's International Realty (TTRS6),"$375,000 "
1003121608,RES,CLS,1009 9th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,8/29/14,"Long & Foster Real Estate, Inc. (LNG147)","$930,000 "
1003121662,RES,CLS,1227 Morse St NE #3,Washington,"Washington, DC",20002,2,Feb-00,Detached,8/8/14,Beasley Real Estate LLC (BEAS1),"$525,000 "
1003124108,RES,CLS,214 14th Pl NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,8/15/14,Coldwell Banker Residential Brokerage (CBRB63),"$665,000 "
1003124114,RES,CLS,1222 Maryland Ave NE #1,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,8/21/14,RE/MAX Allegiance (RMAX20),"$455,000 "
1003124286,RES,CLS,401 Constitution Ave NE,Washington,"Washington, DC",20002,4,1-Feb,Twin/Semi-Detached,7/22/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$955,000 "
1003124398,RES,CLS,808 Constitution Ave NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/22/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,250,000 "
1003125426,RES,CLS,233 Tennessee Ave NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,8/19/14,Keller Williams Capital Properties (KWCP1),"$875,000 "
1003125956,RES,CLS,642 L St NE,Washington,"Washington, DC",20002,4,Jan-00,Row/Townhouse,8/15/14,"Long & Foster Real Estate, Inc. (LNG42)","$535,000 "
1003126906,RES,CLS,832 5th St NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,8/29/14,"John C. Formant Real Estate, Inc. (JCF1)","$799,000 "
1003127520,RES,CLS,915 F St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,8/20/14,DCRE RESIDENTIAL LLC (DRESI1),"$761,500 "
1003131928,RES,CLS,1648 L St NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,8/29/14,"District One Properties, LLC. (DISO1)","$364,950 "
1003134234,RES,CLS,130 R St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,8/29/14,Coldwell Banker Residential Brokerage (CBRB52),"$650,000 "
1003137462,RES,CLS,1479 A St NE #1479,Washington,"Washington, DC",20002,2,1-Feb,Unit/Flat/Apartment,8/25/14,Coldwell Banker Residential Brokerage (CBRB106),"$563,000 "
1003140014,RES,CLS,901 D St NE #101,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,6/12/14,McWilliams/Ballard Inc. (MCWB1),"$890,000 "
1003142210,RES,CLS,1200 Staples St NE,Washington,"Washington, DC",20002,3,Feb-00,Twin/Semi-Detached,8/14/14,"Long & Foster Real Estate, Inc. (LNG194)","$499,000 "
1003158388,RES,CLS,912 3rd St NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,6/23/14,Keller Williams Capital Properties (KWCP1),"$565,000 "
1003163918,RES,CLS,209 Warren St NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,8/15/14,Coldwell Banker Residential Brokerage (CBRB52),"$565,000 "
1003171926,RES,CLS,901 D St NE #4,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/25/14,"Metropolitan Regional Information Systems, Inc. (MRIS1)","$446,000 "
1003176528,RES,CLS,1915 C St NE,Washington,"Washington, DC",20002,3,Mar-00,Detached,8/23/14,Coldwell Banker Residential Brokerage (CBRB52),"$460,000 "
1003180418,RES,CLS,725 10th St NE,Washington,"Washington, DC",20002,2,1-Jan,Twin/Semi-Detached,8/26/14,Coldwell Banker Residential Brokerage (CBRB106),"$550,000 "
1003207962,RES,CLS,901 D St NE #201,Washington,"Washington, DC",20002,2,1-Feb,Unit/Flat/Apartment,6/11/14,McWilliams/Ballard Inc. (MCWB1),"$929,900 "
1003283972,RES,CLS,613 21st St NE,Washington,"Washington, DC",20002,4,Apr-00,Row/Townhouse,5/28/14,"Metropolitan Regional Information Systems, Inc. (MRIS1)","$525,000 "
1003288530,RES,CLS,1230 I St NE #2,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,8/22/14,Beasley Real Estate LLC (BEAS1),"$740,000 "
1003288532,RES,CLS,1230 I St NE #1,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,8/22/14,Beasley Real Estate LLC (BEAS1),"$619,000 "
1003295372,RES,CLS,1709 Lang Pl NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,1/29/14,RE/MAX Allegiance (RMAX20),"$130,000 "
1003296590,RES,CLS,1844 Kendall St NE,Washington,"Washington, DC",20002,2,Jan-00,Detached,10/9/13,Exit Community Realty (EER1),"$99,750 "
1003303806,RES,CLS,410 15th St NE #15,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,12/23/13,Coldwell Banker Residential Brokerage (CBRB52),"$232,500 "
1003336190,RES,CLS,163 Rhode Island Ave NE,Washington,"Washington, DC",20002,3,Feb-00,End of Row/Townhouse,9/19/13,RE/MAX Specialists (RMSP1),"$371,923 "
1003366984,RES,CLS,2625 3rd St NE #204,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,5/16/14,Fairfax Realty Select (FXR1),"$166,600 "
1003385982,RES,CLS,27 R St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,9/20/13,Coldwell Banker Residential Brokerage (CBRB45),"$735,000 "
1003392190,RES,CLS,704 K St NE,Washington,"Washington, DC",20002,4,Feb-00,Row/Townhouse,11/1/13,The Real Estate Store (WRTH1),"$465,000 "
1003421706,RES,CLS,226 Channing St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,10/30/13,Fairfax Realty Elite (FXR13),"$220,000 "
1003423062,RES,CLS,1120 Oates St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,9/27/13,Allison James Estates & Homes (AJEH2),"$385,000 "
1003463790,RES,CLS,224 R St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,10/3/13,"Evers & Co. Real Estate, A Long & Foster Company (EVR3)","$415,000 "
1003481766,RES,CLS,113 3rd St NE,Washington,"Washington, DC",20002,4,Mar-00,Row/Townhouse,9/6/13,"Washington Fine Properties, LLC (WFP3)","$1,595,000 "
1003483386,RES,CLS,1304 Trinidad Ave NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,9/12/13,Keller Williams Preferred Properties (KWPP1),"$225,000 "
1003488012,RES,CLS,301 K St NE,Washington,"Washington, DC",20002,2,Jan-00,Twin/Semi-Detached,10/2/13,Coldwell Banker Residential Brokerage (CBRB45),"$399,999 "
1003506192,RES,CLS,1419 G St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,10/4/13,"A-K Real Estate, Inc. (AKR2)","$510,000 "
1003508678,RES,CLS,1321 Constitution Ave NE #1,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,9/6/13,Coldwell Banker Residential Brokerage (CBRB52),"$1,315,000 "
1003510294,RES,CLS,1323 Constitution Ave NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,9/17/13,Coldwell Banker Residential Brokerage (CBRB52),"$1,299,000 "
1003520926,RES,CLS,2008 C St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,9/6/13,Keller Williams Realty (KWR8),"$375,000 "
1003534472,RES,CLS,647 8th St NE,Washington,"Washington, DC",20002,4,1-Mar,Twin/Semi-Detached,10/25/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$870,000 "
1003550770,RES,CLS,1270 Penn St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,9/9/13,Exit Elite Realty (EER2),"$300,000 "
1003553124,RES,CLS,1622 Montello Ave NE,Washington,"Washington, DC",20002,2,Feb-00,,12/3/13,Bennett Realty Solutions (EXBR1),"$210,000 "
1003554024,RES,CLS,1538 Constitution Ave NE,Washington,"Washington, DC",20002,2,1-Feb,End of Row/Townhouse,10/8/13,Coldwell Banker Residential Brokerage (CBRB52),"$530,000 "
1003554492,RES,CLS,618 4th St NE,Washington,"Washington, DC",20002,1,Feb-00,Row/Townhouse,9/27/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$875,000 "
1003558124,RES,CLS,215 R St NE #A,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,10/31/13,"Long & Foster Real Estate, Inc. (LNG196)","$545,000 "
1003559278,RES,CLS,628 14th St NE #4,Washington,"Washington, DC",20002,2,1-Feb,Twin/Semi-Detached,9/6/13,"Urban Land Company, LLC (ULC1)","$740,000 "
1003565896,RES,CLS,663 Maryland Ave NE,Washington,"Washington, DC",20002,4,Mar-00,Twin/Semi-Detached,9/4/13,TTR Sotheby's International Realty (TTRS5),"$856,000 "
1003567020,RES,CLS,401 13th St NE #208,Washington,"Washington, DC",20002,0,Jan-00,Unit/Flat/Apartment,10/23/13,Dwell Residential Brokerage (DRB1),"$260,000 "
1003567602,RES,CLS,18 9th St NE #207,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,2/28/14,Coldwell Banker Residential Brokerage (CBRB52),"$250,000 "
1003567970,RES,CLS,614 Maryland Ave NE ##4,Washington,"Washington, DC",20002,2,1-Feb,Unit/Flat/Apartment,12/6/13,TTR Sotheby's International Realty (TTRS2),"$620,000 "
1003569546,RES,CLS,1313 E St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,9/27/13,Keller Williams Capital Properties (KWCP1),"$789,900 "
1003584370,RES,CLS,2625 3rd St NE #102,Washington,"Washington, DC",20002,0,Jan-00,Unit/Flat/Apartment,12/20/13,"Long & Foster Real Estate, Inc. (LNG182)","$115,000 "
1003589218,RES,CLS,641 Lexington Pl NE,Washington,"Washington, DC",20002,5,1-Apr,Row/Townhouse,10/22/13,Fairfax Realty Elite (FXR4),"$1,170,000 "
1003590754,RES,CLS,220 Randolph Pl NE,Washington,"Washington, DC",20002,3,1-Jan,Twin/Semi-Detached,12/5/13,"Realty Direct, INC (RLTD5)","$285,000 "
1003592010,RES,CLS,29 Q St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,12/23/13,Keller Williams Preferred Properties (KWPP1),"$500,000 "
1003593002,RES,CLS,423 18th St NE #6,Washington,"Washington, DC",20002,2,1-Feb,Unit/Flat/Apartment,10/31/13,Eco Realty Profressionals (ECOR1),"$295,000 "
1003594018,RES,CLS,303 Seaton Pl NE #1,Washington,"Washington, DC",20002,2,Jan-00,Other,9/19/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$250,000 "
1003594504,RES,CLS,228 E St NE,Washington,"Washington, DC",20002,5,2-Feb,Row/Townhouse,9/12/13,Coldwell Banker Residential Brokerage (CBRB52),"$1,295,000 "
1003594566,RES,CLS,410 11th St NE #2,Washington,"Washington, DC",20002,2,Jan-00,,10/24/13,"Long & Foster Real Estate, Inc. (LNG3)","$399,900 "
1003602132,RES,CLS,2406 2nd St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,2/19/14,RE/MAX Realty Services (RBE3),"$382,500 "
1003602578,RES,CLS,2625 3rd St NE #101,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/28/14,Fairfax Realty Select (FXR1),"$159,000 "
1003605776,RES,CLS,724 5th St NE,Washington,"Washington, DC",20002,3,Feb-00,Other,9/9/13,Coldwell Banker Residential Brokerage (CBRB106),"$805,000 "
1003606566,RES,CLS,1606 Isherwood St NE #3,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,10/9/13,"Long & Foster Real Estate, Inc. (LNG44)","$254,000 "
1003607136,RES,CLS,1014 I St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,9/5/13,"Long & Foster Real Estate, Inc. (LNG147)","$567,200 "
1003607378,RES,CLS,612 G St NE,Washington,"Washington, DC",20002,3,Mar-00,Row/Townhouse,10/8/13,USRealty.com LLP (HPADCOM),"$755,000 "
1003608826,RES,CLS,1002 F St NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,9/23/13,Berkshire Hathaway HomeServices PenFed Realty (PFED23),"$676,000 "
1003613028,RES,CLS,430 23rd Pl NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,12/18/13,"Capital Structures Real Estate, LLC. (CSTU1)","$407,500 "
1003613392,RES,CLS,2004 4th St NE,Washington,"Washington, DC",20002,4,Mar-00,Row/Townhouse,12/13/13,"Urban Land Company, LLC (ULC1)","$572,000 "
1003615166,RES,CLS,1211 Raum St NE,Washington,"Washington, DC",20002,4,Mar-00,Twin/Semi-Detached,7/8/14,Home Source Real Estate Solutions (HSLT1),"$300,000 "
1003615416,RES,CLS,2216 Rand Pl NE,Washington,"Washington, DC",20002,4,Feb-00,Detached,9/6/13,"Long & Foster Real Estate, Inc. (LNG42)","$165,000 "
1003620414,RES,CLS,226 Seaton Pl NE,Washington,"Washington, DC",20002,4,Feb-00,Twin/Semi-Detached,10/31/13,"Long & Foster Real Estate, Inc. (LNG194)","$399,999 "
1003621042,RES,CLS,1936 4th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,9/6/13,"Long & Foster Real Estate, Inc. (LNG196)","$325,000 "
1003621668,RES,CLS,602 21st St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,9/12/13,"Sentinel Realty Group, Inc. (STRG1)","$207,000 "
1003622276,RES,CLS,170 Todd Pl NE,Washington,"Washington, DC",20002,4,1-Jan,Row/Townhouse,11/22/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$226,524 "
1003622388,RES,CLS,729 10th St NE,Washington,"Washington, DC",20002,3,1-Jan,Twin/Semi-Detached,9/4/13,RE/MAX Allegiance (RMAX20),"$548,500 "
1003622750,RES,CLS,735 18th St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,10/11/13,"Habitat Real Estate, Inc. (HAB1)","$352,000 "
1003623842,RES,CLS,1815 Benning Rd NE #2,Washington,"Washington, DC",20002,1,Jan-00,Row/Townhouse,11/22/13,Compass (LNRE1),"$239,000 "
1003624004,RES,CLS,1603 Lincoln Rd NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,10/31/13,RE/MAX Professionals (RMXP3),"$285,000 "
1003624234,RES,CLS,1815 Benning Rd NE #4,Washington,"Washington, DC",20002,1,Jan-00,Row/Townhouse,11/4/13,Compass (LNRE1),"$305,000 "
1003624900,RES,CLS,516 13th St NE,Washington,"Washington, DC",20002,4,Feb-00,Twin/Semi-Detached,9/11/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$654,000 "
1003627092,RES,CLS,1651 C St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,10/30/13,"Washington Realty Centre, LLC. (WRTC1)","$600,000 "
1003627094,RES,CLS,254 Warren St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,9/2/13,Coldwell Banker Residential Brokerage (CBRB52),"$480,000 "
1003630132,RES,CLS,138 Quincy Pl NE #3,Washington,"Washington, DC",20002,2,1-Feb,Row/Townhouse,9/26/13,"GreenLine Real Estate, LLC (GNLN1)","$569,000 "
1003630192,RES,CLS,1921 Bennett Pl NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,2/24/14,Keller Williams Realty (KWR8),"$460,000 "
1003630860,RES,CLS,1224 Neal St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,9/23/13,"Long & Foster Real Estate, Inc. (LNG147)","$535,000 "
1003631456,RES,CLS,336 18th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,9/12/13,"Fairfax Realty, Inc. (FXR16)","$580,000 "
1003631874,RES,CLS,318 14th St NE,Washington,"Washington, DC",20002,2,Feb-00,Row/Townhouse,9/24/13,Coldwell Banker Residential Brokerage (CBRB52),"$595,000 "
1003635886,RES,CLS,40 15th St NE #40,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,9/17/13,RE/MAX Allegiance (RMAX20),"$340,000 "
1003635964,RES,CLS,1367 Florida Ave NE #402,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,9/30/13,Keller Williams Capital Properties (KWCP1),"$424,900 "
1003638048,RES,CLS,517 23rd Pl NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,10/10/13,"Washington Area Properties, LLC (WAPT1)","$270,000 "
1003638708,RES,CLS,911 12th St NE,Washington,"Washington, DC",20002,5,May-00,Twin/Semi-Detached,9/16/13,Powerhouse Realty (PWAL1),"$675,000 "
1003639152,RES,CLS,1922 C St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,11/1/13,Diplomat Realty 2000+ (DIPR1),"$339,500 "
1003639408,RES,CLS,1149 Abbey Pl NE,Washington,"Washington, DC",20002,4,Mar-00,Row/Townhouse,10/4/13,"Bradford Real Estate Group, LLC (BRLL1)","$645,000 "
1003639888,RES,CLS,301 Seaton Pl NE #3,Washington,"Washington, DC",20002,2,Jan-00,,10/31/13,"Zar Realty, LLC (ZRL1)","$255,000 "
1003640440,RES,CLS,1322 Constitution Ave NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,9/20/13,Keller Williams Capital Properties (KWCP1),"$835,000 "
1003641964,RES,CLS,61 14th St NE #61,Washington,"Washington, DC",20002,2,1-Feb,Row/Townhouse,9/13/13,Coldwell Banker Residential Brokerage (CBRB102),"$525,700 "
1003642298,RES,CLS,1661 Montello Ave NE,Washington,"Washington, DC",20002,4,Feb-00,End of Row/Townhouse,1/16/14,"Daniels Realty, LLC (DANR1)","$295,000 "
1003642874,RES,CLS,146 Uhland Ter NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,10/16/13,Century 21 New Millennium (CENT2007),"$339,000 "
1003643102,RES,CLS,2009 Gales St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,9/3/13,RE/MAX Realty Services (RBE1),"$349,900 "
1003643468,RES,CLS,900 13th St NE,Washington,"Washington, DC",20002,2,Feb-00,Row/Townhouse,2/28/14,Fairfax Realty Premier (FXR3),"$381,000 "
1003643730,RES,CLS,1134 4th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,9/27/13,Beasley Real Estate LLC (BEAS1),"$735,000 "
1003643884,RES,CLS,261 14th Pl NE,Washington,"Washington, DC",20002,2,1-Feb,Row/Townhouse,10/2/13,Jobin Realty (JOBN8),"$510,000 "
1003644490,RES,CLS,2436 2nd St NE,Washington,"Washington, DC",20002,2,Feb-00,Row/Townhouse,10/7/13,RE/MAX Realty Services (RBE1),"$300,000 "
1003644926,RES,CLS,201 Massachusetts Ave NE #405,Washington,"Washington, DC",20002,0,Jan-00,Unit/Flat/Apartment,4/7/14,RE/MAX Allegiance (RMAX17),"$187,000 "
1003645412,RES,CLS,1224 Montello Ave NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,1/31/14,Phoenix Real Estate Solutions (PHXS1),"$170,000 "
1003647240,RES,CLS,644 Massachusetts Ave NE #206,Washington,"Washington, DC",20002,0,Jan-00,Unit/Flat/Apartment,10/28/13,Century 21 Redwood Realty (RDWG3),"$238,000 "
1003648230,RES,CLS,1356 Levis St NE,Washington,"Washington, DC",20002,5,Mar-00,Row/Townhouse,10/3/13,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$363,000 "
1003651578,RES,CLS,663 K St NE,Washington,"Washington, DC",20002,3,Mar-00,Twin/Semi-Detached,12/9/13,Coldwell Banker Residential Brokerage (CBRB106),"$667,000 "
1003652694,RES,CLS,315 Evarts St NE #206,Washington,"Washington, DC",20002,2,Jan-00,Other,9/30/13,Jobin Realty (JOBN9),"$278,000 "
1003653902,RES,CLS,921 9th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,10/25/13,"ZipRealty, Inc. (ZIP2)","$605,000 "
1003655436,RES,CLS,1111 Owen Pl NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,9/30/13,Stages Premier (SRMD1),"$496,900 "
1003655480,RES,CLS,224 Ascot Pl NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,10/11/13,Urban Homes Realty (UBHR1),"$361,500 "
