MLS #,Cat,Status,Address,City,County,Zip,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1002958054,RES,CLS,331 7th St NE,Washington,"Washington, DC",20002,2,1-Feb,Twin/Semi-Detached,5/22/14,Coldwell Banker Residential Brokerage (CBRB52),"$864,000 "
1002958502,RES,CLS,1320 F St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,6/13/14,"John C. Formant Real Estate, Inc. (JCF1)","$655,000 "
1002958680,RES,CLS,811 8th St NE #2,Washington,"Washington, DC",20002,2,1-Feb,Twin/Semi-Detached,6/4/14,TTR Sotheby's International Realty (TTRS5),"$839,999 "
1002958796,RES,CLS,649 Lexington Pl NE,Washington,"Washington, DC",20002,6,1-May,Row/Townhouse,6/6/14,"Washington Fine Properties, LLC (WFP3)","$1,265,000 "
1002959714,RES,CLS,727 7th St NE,Washington,"Washington, DC",20002,2,1-Jan,Twin/Semi-Detached,5/28/14,Keller Williams Capital Properties (KWCP1),"$701,000 "
1002960316,RES,CLS,226 11th St NE,Washington,"Washington, DC",20002,4,Mar-00,Row/Townhouse,5/30/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,160,000 "
1002960630,RES,CLS,119 4th St NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,6/12/14,Chatel Real Estate Company (CHL2),"$1,183,000 "
1002961914,RES,CLS,2511 Capitol St NE,Washington,"Washington, DC",20002,5,1-Mar,Row/Townhouse,7/23/14,"Weichert, REALTORS (WEI43)","$605,000 "
1002962666,RES,CLS,1802 H St NE,Washington,"Washington, DC",20002,2,Feb-00,Row/Townhouse,6/13/14,Keller Williams Preferred Properties (KWPP1),"$360,000 "
1002963612,RES,CLS,1305 C St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,8/29/14,"Long & Foster Real Estate, Inc. (LNG42)","$590,000 "
1002964742,RES,CLS,834 21st St NE,Washington,"Washington, DC",20002,2,Feb-00,Row/Townhouse,4/28/14,Keller Williams Capital Properties (KWCP1),"$150,000 "
1002964772,RES,CLS,420 5th St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,6/10/14,Keller Williams Capital Properties (KWCP1),"$775,000 "
1002965070,RES,CLS,1525 Constitution Ave NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,6/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$459,000 "
1002965524,RES,CLS,912 K St NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,6/13/14,RE/MAX Allegiance (RMAX20),"$712,000 "
1002966038,RES,CLS,305 C St NE #102,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,8/18/14,"Promax Management, Inc. (PROM1)","$339,000 "
1002966326,RES,CLS,1367 Florida Ave NE #102,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,6/30/14,Keller Williams Capital Properties (KWCP1),"$369,000 "
1002966888,RES,CLS,120 10th St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,5/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$895,120 "
1002967166,RES,CLS,325 Maryland Ave NE,Washington,"Washington, DC",20002,5,1-Mar,Twin/Semi-Detached,6/23/14,TTR Sotheby's International Realty (TTRS4),"$1,600,000 "
1002967270,RES,CLS,317 Todd Pl NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,6/13/14,"Envision Realty, LLC (ENVI1)","$425,000 "
1002967562,RES,CLS,654 6th St NE,Washington,"Washington, DC",20002,3,Mar-00,Row/Townhouse,6/6/14,Keller Williams Capital Properties (KWCP1),"$852,000 "
1002968292,RES,CLS,2416 3rd St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,5/23/14,"Long & Foster Real Estate, Inc. (LNG176)","$350,000 "
1002968304,RES,CLS,1205 D St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,6/5/14,Coldwell Banker Residential Brokerage (CBRB106),"$803,205 "
1002968594,RES,CLS,704 K St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,6/13/14,"Matrix Realty, LLC (BMSA1)","$800,000 "
1002968664,RES,CLS,445 15th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,8/25/14,"Long & Foster Real Estate, Inc. (LNG147)","$724,000 "
1002969546,RES,CLS,1109 Abbey Pl NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,6/23/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$557,000 "
1002969656,RES,CLS,1213 West Virginia Ave NE,Washington,"Washington, DC",20002,6,1-Mar,Twin/Semi-Detached,6/9/14,Keller Williams Capital Properties (KWCP1),"$735,000 "
1002970356,RES,CLS,1107 16th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,7/22/14,"Murrell, Inc., REALTORS (MRL2)","$290,000 "
1002971624,RES,CLS,215 8th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,5/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$900,215 "
1002972006,RES,CLS,1436 North Carolina Ave NE,Washington,"Washington, DC",20002,4,1-Mar,Twin/Semi-Detached,6/5/14,Keller Williams Capital Properties (KWCP1),"$1,000,000 "
1002972514,RES,CLS,1024 Massachusetts Ave NE #2,Washington,"Washington, DC",20002,2,1-Jan,Twin/Semi-Detached,5/21/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$549,750 "
1002973110,RES,CLS,1740 L St NE,Washington,"Washington, DC",20002,3,1-Feb,Twin/Semi-Detached,8/25/14,Keller Williams Realty (KWR8),"$479,000 "
1002973380,RES,CLS,1521 Constitution Ave NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,6/18/14,Coldwell Banker Residential Brokerage (CBRB52),"$575,000 "
1002974144,RES,CLS,1339 A St NE,Washington,"Washington, DC",20002,4,1-Feb,Row/Townhouse,6/13/14,"Long & Foster Real Estate, Inc. (LNG196)","$855,000 "
1002974220,RES,CLS,53 Q St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,6/20/14,Coldwell Banker Residential Brokerage (CBRB45),"$685,000 "
1002974448,RES,CLS,1831 2nd St NE #405,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,6/13/14,Keller Williams Capital Properties (KWCP1),"$254,900 "
1002974492,RES,CLS,813 7th St NE,Washington,"Washington, DC",20002,5,1-Mar,Row/Townhouse,8/13/14,Sellstate Dominion Realty (SSDR1),"$575,000 "
1002974788,RES,CLS,618 L St NE #2 Ph,Washington,"Washington, DC",20002,3,Mar-00,Unit/Flat/Apartment,7/11/14,Fairfax Realty Elite (FXR4),"$790,000 "
1002974936,RES,CLS,2517 3rd St NE,Washington,"Washington, DC",20002,4,Jan-00,End of Row/Townhouse,6/11/14,USRealty.com LLP (HPADCOM),"$430,000 "
1002975596,RES,CLS,656 Orleans Pl NE,Washington,"Washington, DC",20002,3,1-Mar,Twin/Semi-Detached,6/20/14,"Bradford Real Estate Group, LLC (BRLL1)","$695,000 "
1002976450,RES,CLS,1845 L St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,6/18/14,Compass (LNRE1),"$369,000 "
1002979220,RES,CLS,934 4th St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,7/15/14,TTR Sotheby's International Realty (TTRS2),"$500,000 "
1002979556,RES,CLS,401 13th St NE #303,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,6/16/14,DCRE RESIDENTIAL LLC (DRESI1),"$365,000 "
1002979718,RES,CLS,251 8th St NE,Washington,"Washington, DC",20002,4,Jun-00,End of Row/Townhouse,7/9/14,"Washington Fine Properties, LLC (WFP1)","$1,297,500 "
1002981314,RES,CLS,318 Rhode Island Ave NE #103,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,6/11/14,RE/MAX Allegiance (RMAX17),"$160,000 "
1002981488,RES,CLS,737 18th St NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,6/12/14,"Washington Realty Brokers, LLC (WSRB1)","$529,000 "
1002981492,RES,CLS,730 11th St NE #301,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,6/20/14,Coldwell Banker Residential Brokerage (CBRB52),"$380,000 "
1002982636,RES,CLS,637 Elliott St NE,Washington,"Washington, DC",20002,4,Mar-00,Twin/Semi-Detached,6/18/14,RE/MAX Allegiance (RMAX20),"$798,000 "
1002982996,RES,CLS,1513 Constitution Ave NE #4,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,6/2/14,Keller Williams Capital Properties (KWCP2),"$382,000 "
1002983074,RES,CLS,637 8th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/17/14,"Long & Foster Real Estate, Inc. (LNG1)","$900,000 "
1002983218,RES,CLS,117 Rhode Island Ave NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,6/2/14,William Sawyer & Company (WSC1),"$525,000 "
1002984460,RES,CLS,234 F St NE,Washington,"Washington, DC",20002,3,Mar-00,Row/Townhouse,5/9/14,Bennett Realty Solutions (EXBR1),"$590,000 "
1002984606,RES,CLS,1609 Isherwood St NE #4,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/10/14,Coldwell Banker Residential Brokerage (CBRB52),"$265,000 "
1002984822,RES,CLS,522 24th St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,6/16/14,Keller Williams Capital Properties (KWCP1),"$476,000 "
1002985624,RES,CLS,520 E St NE #302,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,6/16/14,Keller Williams Capital Properties (KWCP1),"$546,000 "
1002986040,RES,CLS,616 Orleans Pl NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,6/12/14,RE/MAX Gateway (RMAX153),"$556,007 "
1002986730,RES,CLS,330 Rhode Island Ave NE #100,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,6/17/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$332,700 "
1002987742,RES,CLS,610 Maryland Ave NE,Washington,"Washington, DC",20002,5,1-May,Row/Townhouse,7/29/14,"McEnearney Associates, Inc. (MCE7)","$2,450,000 "
1002987874,RES,CLS,1426 E St NE,Washington,"Washington, DC",20002,2,Feb-00,Twin/Semi-Detached,6/17/14,Coldwell Banker Residential Brokerage (CBRB52),"$600,000 "
1002988136,RES,CLS,134-136 U St NE,Washington,"Washington, DC",20002,4,Jan-00,Row/Townhouse,6/6/14,RE/MAX Specialists (RMSP1),"$910,000 "
1002988718,RES,CLS,1125 G St NE #2,Washington,"Washington, DC",20002,3,1-Feb,Unit/Flat/Apartment,6/20/14,TTR Sotheby's International Realty (TTRS4),"$680,000 "
1002988774,RES,CLS,25 3rd St NE,Washington,"Washington, DC",20002,2,1-Feb,Row/Townhouse,7/3/14,Coldwell Banker Residential Brokerage (CBRB52),"$926,000 "
1002989224,RES,CLS,1523 Queen St NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,6/12/14,Fairfax Realty Elite (FXR4),"$285,000 "
1002989232,RES,CLS,822 Constitution Ave NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,6/20/14,Coldwell Banker Residential Brokerage (CBRB106),"$779,000 "
1002991116,RES,CLS,122 V St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/31/14,"Fairfax Realty, Inc. (FXR16)","$635,000 "
1002993908,RES,CLS,1257 Wylie St NE,Washington,"Washington, DC",20002,2,1-Jan,Twin/Semi-Detached,6/17/14,Century 21 New Millennium (CENT2032),"$430,000 "
1002995496,RES,CLS,1234 Trinidad Ave NE,Washington,"Washington, DC",20002,4,1-Feb,Row/Townhouse,6/20/14,Dwell Residential Brokerage (DRB1),"$608,500 "
1002995824,RES,CLS,1265 Penn St NE,Washington,"Washington, DC",20002,3,Feb-00,End of Row/Townhouse,7/28/14,Jobin Realty (JOBN1),"$439,900 "
1002996344,RES,CLS,1021 8th St NE,Washington,"Washington, DC",20002,3,1-Mar,End of Row/Townhouse,6/6/14,Keller Williams Capital Properties (KWCP1),"$779,000 "
1002997506,RES,CLS,1764 Lyman Pl NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,6/23/14,"Long & Foster Real Estate, Inc. (LNG3)","$380,000 "
1002998030,RES,CLS,1124 Park St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,7/25/14,"Weichert, REALTORS (WEI4)","$603,000 "
1002998278,RES,CLS,251 Warren St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,6/19/14,Coldwell Banker Residential Brokerage (CBRB52),"$560,000 "
1002999144,RES,CLS,310 14th St NE,Washington,"Washington, DC",20002,2,1-Feb,End of Row/Townhouse,6/23/14,Coldwell Banker Residential Brokerage (CBRB52),"$661,825 "
1003000142,RES,CLS,219 8th St NE,Washington,"Washington, DC",20002,3,2-Feb,Row/Townhouse,5/29/14,Coldwell Banker Residential Brokerage (CBRB52),"$980,000 "
1003000424,RES,CLS,636 14th Pl NE,Washington,"Washington, DC",20002,4,Feb-00,End of Row/Townhouse,7/2/14,TTR Sotheby's International Realty (TTRS5),"$693,000 "
1003001612,RES,CLS,1485 A St NE #1485,Washington,"Washington, DC",20002,2,1-Feb,Row/Townhouse,6/27/14,Coldwell Banker Residential Brokerage (CBRB52),"$563,000 "
1003002232,RES,CLS,330 Rhode Island Ave NE #203,Washington,"Washington, DC",20002,2,Feb-00,Unit/Flat/Apartment,7/1/14,"Long & Foster Real Estate, Inc. (LNG147)","$315,000 "
1003002552,RES,CLS,1145 Oates St NE,Washington,"Washington, DC",20002,4,1-Feb,Row/Townhouse,6/20/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$544,000 "
1003002636,RES,CLS,2420 4th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,7/8/14,Tree's Properties (TREP1),"$330,000 "
1003002832,RES,CLS,121 Tennessee Ave NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,6/27/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$1,085,000 "
1003003248,RES,CLS,635 20th St NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,6/13/14,Cottage Street Realty LLC (CTST1),"$420,000 "
1003003724,RES,CLS,6 14th St NE,Washington,"Washington, DC",20002,2,1-Jan,Detached,7/2/14,RE/MAX Gateway (RMAX153),"$490,000 "
1003004760,RES,CLS,1205 Linden Pl NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,6/11/14,"Malak Realty Company, LLC (MALA1)","$793,325 "
1003004938,RES,CLS,1132 7th St NE,Washington,"Washington, DC",20002,4,1-Feb,Row/Townhouse,7/15/14,"Washington Area Properties, LLC (WAPT1)","$659,900 "
1003007144,RES,CLS,623 4th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,6/27/14,"Washington Fine Properties, LLC (WFP3)","$997,000 "
1003007882,RES,CLS,315 I St NE #Ph,Washington,"Washington, DC",20002,3,1-Feb,,7/15/14,Investors Real Estate LLC (IVVV1),"$824,000 "
1003008552,RES,CLS,1314 Staples St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/14/14,"City Houses, LLC (CHS1)","$629,000 "
1003010156,RES,CLS,516 A St NE #104,Washington,"Washington, DC",20002,2,Jan-00,Unit/Flat/Apartment,7/11/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$452,500 "
1003012686,RES,CLS,305 E St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,6/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$800,000 "
1003013768,RES,CLS,1279 Penn St NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,7/16/14,RE/MAX Allegiance (RMAX34),"$459,000 "
1003014194,RES,CLS,321 U St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/8/14,Bennett Realty Solutions (EXBR1),"$645,000 "
1003014888,RES,CLS,1436 A St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,6/24/14,Berkshire Hathaway HomeServices PenFed Realty (PFED55),"$830,000 "
1003015542,RES,CLS,131 Quincy Pl NE #1,Washington,"Washington, DC",20002,3,Mar-00,Row/Townhouse,7/7/14,"GreenLine Real Estate, LLC (GNLN1)","$629,000 "
1003015560,RES,CLS,131 Quincy Pl NE #2,Washington,"Washington, DC",20002,3,Mar-00,Row/Townhouse,7/22/14,"GreenLine Real Estate, LLC (GNLN1)","$745,000 "
1003016818,RES,CLS,2024 3rd St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,6/26/14,"Citylights Realty Group, LLC (CRGL1)","$660,000 "
1003021142,RES,CLS,1742 Lang Pl NE,Washington,"Washington, DC",20002,3,Jan-00,Row/Townhouse,6/27/14,"Long & Foster Real Estate, Inc. (LNG102)","$300,000 "
1003022834,RES,CLS,13 14th St NE #13,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/8/14,Coldwell Banker Residential Brokerage (CBRB52),"$359,000 "
1003023812,RES,CLS,525 25th Pl NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,6/23/14,XRealty.NET LLC (XRN1),"$385,000 "
1003023946,RES,CLS,401 13th St NE #305,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/1/14,Capital Park Realty (RCRG1),"$480,000 "
1003025240,RES,CLS,516 A NE #306,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,8/25/14,Beasley Real Estate LLC (BEAS1),"$378,000 "
1003025400,RES,CLS,1812 L St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,7/1/14,DC Home Buzz (DIST1),"$379,000 "
1003026228,RES,CLS,1111 3rd St NE,Washington,"Washington, DC",20002,2,1-Jan,Twin/Semi-Detached,7/3/14,"KL Associates, Inc. (KLAI1)","$550,000 "
1003026950,RES,CLS,1100 7th St NE #4,Washington,"Washington, DC",20002,1,1-Jan,Unit/Flat/Apartment,7/11/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$339,000 "
1003028146,RES,CLS,834 5th St NE,Washington,"Washington, DC",20002,2,1-Feb,Row/Townhouse,6/30/14,Keller Williams Capital Properties (KWCP1),"$635,000 "
1003028898,RES,CLS,1104 Holbrook Ter NE #102,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/25/14,"Slate Properties, LLC (SLTP1)","$231,400 "
1003028914,RES,CLS,1601 Rosedale St NE,Washington,"Washington, DC",20002,3,1-Mar,End of Row/Townhouse,7/25/14,Compass (LNRE1),"$685,000 "
1003028966,RES,CLS,1104 Holbrook Ter NE #201,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,6/30/14,"Slate Properties, LLC (SLTP1)","$255,000 "
1003029468,RES,CLS,333 A St NE,Washington,"Washington, DC",20002,3,1-Feb,End of Row/Townhouse,7/1/14,Coldwell Banker Residential Brokerage (CBRB52),"$853,000 "
1003033754,RES,CLS,424 15th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/2/14,Coldwell Banker Residential Brokerage (CBRB45),"$925,000 "
1003034274,RES,CLS,1110 Orren St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/29/14,M Squared Real Estate LLC (MSQU1),"$690,000 "
1003034734,RES,CLS,664 Acker Pl NE,Washington,"Washington, DC",20002,2,Feb-00,Twin/Semi-Detached,7/25/14,Dwell Residential Brokerage (DRB1),"$692,000 "
1003035326,RES,CLS,147 R St NE #10,Washington,"Washington, DC",20002,2,Jan-00,Unit/Flat/Apartment,7/18/14,Coldwell Banker Residential Brokerage (CBRB106),"$388,500 "
1003035820,RES,CLS,320 16th St NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,8/29/14,M Squared Real Estate LLC (MSQU1),"$782,000 "
1003037448,RES,CLS,107 8th St NE,Washington,"Washington, DC",20002,2,Feb-00,Row/Townhouse,7/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$689,000 "
1003037482,RES,CLS,620 C St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,7/31/14,Keller Williams Capital Properties (KWCP1),"$858,500 "
1003037540,RES,CLS,643 Constitution Ave NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,6/27/14,Coldwell Banker Residential Brokerage (CBRB52),"$975,000 "
1003037884,RES,CLS,1200 East Capitol St NE #3,Washington,"Washington, DC",20002,1,1-Jan,Unit/Flat/Apartment,7/17/14,Coldwell Banker Residential Brokerage (CBRB52),"$655,000 "
1003038096,RES,CLS,628 F St NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,7/9/14,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$985,150 "
1003038664,RES,CLS,433 6th St NE,Washington,"Washington, DC",20002,3,Feb-00,Twin/Semi-Detached,7/9/14,Coldwell Banker Residential Brokerage (CBRB52),"$1,050,000 "
1003038844,RES,CLS,1227 Meigs Pl NE #D,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,8/8/14,Century 21 Redwood Realty (RDWG2),"$215,000 "
1003038866,RES,CLS,22 15th St NE #22,Washington,"Washington, DC",20002,2,1-Feb,Unit/Flat/Apartment,6/26/14,Coldwell Banker Residential Brokerage (CBRB52),"$560,000 "
1003040594,RES,CLS,1104 Holbrook Ter NE #202,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/10/14,"Slate Properties, LLC (SLTP1)","$257,000 "
1003040738,RES,CLS,401 13th St NE #408,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/29/14,Coldwell Banker Residential Brokerage (CBRB52),"$382,000 "
1003042016,RES,CLS,511 Tennessee Ave NE,Washington,"Washington, DC",20002,4,1-Mar,Row/Townhouse,7/18/14,"Fairfax Realty, Inc. (FXR16)","$777,500 "
1003042878,RES,CLS,1932 1st St NE,Washington,"Washington, DC",20002,3,2-Jan,Row/Townhouse,8/1/14,Keller Williams Capital Properties (KWCP1),"$570,000 "
1003043620,RES,CLS,1636 Trinidad Ave NE,Washington,"Washington, DC",20002,3,Jan-00,Twin/Semi-Detached,8/29/14,Keller Williams Realty Centre (KWR15),"$305,000 "
1003045220,RES,CLS,440 12th St NE #109,Washington,"Washington, DC",20002,2,Jan-00,Unit/Flat/Apartment,6/30/14,RE/MAX Allegiance (RMAX17),"$501,100 "
1003045948,RES,CLS,706 7th St NE,Washington,"Washington, DC",20002,2,1-Feb,Row/Townhouse,7/9/14,Century 21 Redwood Realty (RDWG3),"$725,000 "
1003046158,RES,CLS,649 20th St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,6/20/14,Fairfax Realty Elite (FXR4),"$230,000 "
1003046440,RES,CLS,1614 Isherwood St NE #201,Washington,"Washington, DC",20002,2,Jan-00,Other,7/18/14,Sky Real Estate Llc. (SKYR1),"$265,000 "
1003047260,RES,CLS,333 18th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,6/27/14,DCRE RESIDENTIAL LLC (DRESI1),"$380,000 "
1003048758,RES,CLS,51 Franklin St NE,Washington,"Washington, DC",20002,4,1-Feb,Row/Townhouse,7/23/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$599,900 "
1003049156,RES,CLS,1503 Constitution Ave NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,7/9/14,"Signature Executive Realtors, Inc. (SIER1)","$285,000 "
1003050098,RES,CLS,634 14th St NE,Washington,"Washington, DC",20002,3,1-Jan,Twin/Semi-Detached,7/18/14,Keller Williams Capital Properties (KWCP1),"$703,000 "
1003050450,RES,CLS,1121 3rd St NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,7/15/14,Coldwell Banker Residential Brokerage (CBRB106),"$552,501 "
1003050998,RES,CLS,516 F St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,7/3/14,"Help-U-Sell Federal City Realty, LLC (HFED1)","$850,000 "
1003051404,RES,CLS,718 13th St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,7/16/14,Coldwell Banker Residential Brokerage (CBRB52),"$770,000 "
1003051836,RES,CLS,630 Pickford Pl NE,Washington,"Washington, DC",20002,2,1-Jan,Twin/Semi-Detached,7/14/14,"Washington Fine Properties, LLC (WFP3)","$650,000 "
1003052992,RES,CLS,523 8th St NE #T2,Washington,"Washington, DC",20002,1,Jan-00,Unit/Flat/Apartment,7/23/14,Compass (LNRE1),"$358,000 "
1003053118,RES,CLS,1362 North Carolina Ave NE,Washington,"Washington, DC",20002,2,1-Jan,Row/Townhouse,6/27/14,Coldwell Banker Residential Brokerage (CBRB52),"$690,000 "
1003053618,RES,CLS,1949 H St NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,7/2/14,Coldwell Banker Residential Brokerage (CBRB53),"$464,000 "
1003054418,RES,CLS,629 Constitution Ave NE #103,Washington,"Washington, DC",20002,1,Feb-00,Other,7/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$379,900 "
1003055446,RES,CLS,518 Tennessee Ave NE,Washington,"Washington, DC",20002,3,1-Mar,Row/Townhouse,7/25/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$695,000 "
1003055722,RES,CLS,1413 A St NE #1413,Washington,"Washington, DC",20002,2,1-Feb,Unit/Flat/Apartment,7/15/14,Coldwell Banker Residential Brokerage (CBRB106),"$560,000 "
1003056796,RES,CLS,209 10th St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,7/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$895,000 "
1003058074,RES,CLS,1408 Montello Ave NE,Washington,"Washington, DC",20002,4,Mar-00,Row/Townhouse,7/14/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$418,000 "
1003059686,RES,CLS,1263 Morse St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,8/14/14,"Long & Foster Real Estate, Inc. (LNG196)","$550,000 "
1003060200,RES,CLS,429 19th St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,8/8/14,RE/MAX Allegiance (RMAX52),"$415,000 "
1003061108,RES,CLS,1031 6th St NE,Washington,"Washington, DC",20002,3,1-Feb,Row/Townhouse,7/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$593,000 "
1003063030,RES,CLS,1344 Levis St NE,Washington,"Washington, DC",20002,3,Mar-00,Other,6/17/14,"Spring Hill Real Estate, LLC. (SHIL1)","$350,000 "
1003066808,RES,CLS,2745 4th St NE,Washington,"Washington, DC",20002,3,Feb-00,Row/Townhouse,7/28/14,Keller Williams Capital Properties (KWCP1),"$399,999 "
1003066904,RES,CLS,724 4th St NE,Washington,"Washington, DC",20002,3,1-Jan,Row/Townhouse,7/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$750,000 "
1003067606,RES,CLS,645-Rear Constitution Ave NE,Washington,"Washington, DC",20002,2,Jan-00,Row/Townhouse,8/11/14,Coldwell Banker Residential Brokerage (CBRB52),"$549,500 "
1003069144,RES,CLS,27 U St NE,Washington,"Washington, DC",20002,4,Mar-00,Row/Townhouse,7/29/14,"Long & Foster Real Estate, Inc. (LNG54)","$560,000 "
1003069566,RES,CLS,1227 Morse St NE #2,Washington,"Washington, DC",20002,2,Feb-00,Detached,8/22/14,Beasley Real Estate LLC (BEAS1),"$485,000 "
