MLS #,Cat,Status,Address,City,County,Zip,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1002999030,RES,CLS,1617 Independence Ave SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,6/11/14,"Fairfax Realty, Inc. (FXR16)","$785,000 "
1002999112,RES,CLS,1391 Pennsylvania Ave SE #329,Washington,"Washington, DC",20003,2,Feb-00,Other,6/27/14,"Long & Foster Real Estate, Inc. (LNG194)","$460,000 "
1002999748,RES,CLS,105 6th St SE #109,Washington,"Washington, DC",20003,0,Jan-00,Unit/Flat/Apartment,6/20/14,TTR Sotheby's International Realty (TTRS5),"$228,500 "
1003000978,RES,CLS,315 13th St SE,Washington,"Washington, DC",20003,2,1-Feb,Row/Townhouse,6/20/14,Compass (LNRE1),"$711,000 "
1003003520,RES,CLS,119 Kentucky Ave SE,Washington,"Washington, DC",20003,4,1-Feb,Row/Townhouse,5/29/14,Keller Williams Capital Properties (KWCP1),"$906,000 "
1003003636,RES,CLS,1526 Massachusetts Ave SE #1,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,7/13/14,Beasley Real Estate LLC (BEAS1),"$715,000 "
1003006332,RES,CLS,1426 K St SE,Washington,"Washington, DC",20003,3,Mar-00,Row/Townhouse,6/16/14,Keller Williams Capital Properties (KWCP1),"$800,000 "
1003009600,RES,CLS,920 15th St SE #D,Washington,"Washington, DC",20003,2,1-Feb,Unit/Flat/Apartment,8/31/14,TTR Sotheby's International Realty (TTRS5),"$499,000 "
1003010456,RES,CLS,1441 East Capitol St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,6/30/14,Keller Williams Capital Properties (KWCP1),"$990,000 "
1003010562,RES,CLS,813 E St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,8/11/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$870,000 "
1003012770,RES,CLS,130 10th St SE,Washington,"Washington, DC",20003,3,1-Feb,Twin/Semi-Detached,7/15/14,Compass (LNRE1),"$845,000 "
1003014156,RES,CLS,1815 A St SE #103,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,6/27/14,RE/MAX Allegiance (RMAX17),"$329,777 "
1003014512,RES,CLS,1000 East Capitol St NE #2,Washington,"Washington, DC",20003,2,Jan-00,End of Row/Townhouse,7/13/14,"John C. Formant Real Estate, Inc. (JCF1)","$375,000 "
1003015446,RES,CLS,1341 East Capitol St SE #202,Washington,"Washington, DC",20003,2,Feb-00,Other,7/24/14,"John C. Formant Real Estate, Inc. (JCF1)","$458,500 "
1003015630,RES,CLS,535 6th St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,8/5/14,Keller Williams Capital Properties (KWCP1),"$1,205,000 "
1003019314,RES,CLS,1729 Independence Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,6/25/14,Century 21 Redwood Realty (RDWG3),"$557,000 "
1003020210,RES,CLS,1025 1st St SE #1103,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,7/25/14,Coldwell Banker Residential Brokerage (CBRB106),"$427,000 "
1003020520,RES,CLS,1000 New Jersey Ave SE #Parking,Washington,"Washington, DC",20003,0,/0,Unit/Flat/Apartment,2/14/14,Coldwell Banker Residential Brokerage (CBRB106),"$40,000 "
1003023872,RES,CLS,324 8th St SE,Washington,"Washington, DC",20003,3,Feb-00,End of Row/Townhouse,6/25/14,"Washington Fine Properties, LLC (WFP1)","$935,000 "
1003024970,RES,CLS,1632 G St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,7/7/14,Keller Williams Capital Properties (KWCP1),"$573,800 "
1003025090,RES,CLS,812 3rd St SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,7/10/14,Century 21 Redwood Realty (RDWG3),"$905,000 "
1003025464,RES,CLS,131 North Carolina Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,7/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$1,300,000 "
1003025546,RES,CLS,1391 Pennsylvania Ave SE #235,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,8/15/14,Coldwell Banker Residential Brokerage (CBRB106),"$437,000 "
1003026648,RES,CLS,8 4th St SE,Washington,"Washington, DC",20003,4,1-Mar,Twin/Semi-Detached,7/31/14,Coldwell Banker Residential Brokerage (CBRB52),"$1,450,000 "
1003027782,RES,CLS,15 10th St SE,Washington,"Washington, DC",20003,3,1-Jan,Twin/Semi-Detached,6/30/14,Coldwell Banker Residential Brokerage (CBRB52),"$867,500 "
1003027910,RES,CLS,612 C St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,7/18/14,Keller Williams Capital Properties (KWCP1),"$837,000 "
1003028904,RES,CLS,137 11th St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,6/20/14,"Long & Foster Real Estate, Inc. (LNG183)","$575,501 "
1003031478,RES,CLS,1313 Potomac Ave SE,Washington,"Washington, DC",20003,2,1-Jan,End of Row/Townhouse,7/10/14,"Slate Properties, LLC (SLTP1)","$557,500 "
1003033734,RES,CLS,1323 South Carolina Ave SE,Washington,"Washington, DC",20003,4,1-Feb,Row/Townhouse,7/3/14,Dwell Residential Brokerage (DRB1),"$945,500 "
1003034368,RES,CLS,245 15th St SE #305,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,7/18/14,RE/MAX Allegiance (RMAX20),"$368,000 "
1003034616,RES,CLS,127 18th St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,7/14/14,Keller Williams Preferred Properties (KWPP1),"$465,000 "
1003037886,RES,CLS,1000 New Jersey Ave SE #223,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,7/30/14,"McEnearney Associates, Inc. (MCE7)","$390,000 "
1003039498,RES,CLS,128 13th St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,7/31/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$1,175,000 "
1003042732,RES,CLS,1330 E St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,7/24/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$602,500 "
1003044580,RES,CLS,445 2nd St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,7/17/14,Coldwell Banker Residential Brokerage (CBRB52),"$900,000 "
1003046988,RES,CLS,1391 Pennsylvania Ave SE #239,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,7/8/14,DC Living Real Estate LLC (DCLR1),"$338,000 "
1003048084,RES,CLS,1329 E St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,6/30/14,"District One Properties, LLC. (DISO1)","$750,000 "
1003049536,RES,CLS,1732 Bay St SE #2,Washington,"Washington, DC",20003,2,Feb-00,,7/31/14,RE/MAX Allegiance (RMAX20),"$589,000 "
1003050662,RES,CLS,1732 Bay St SE #1,Washington,"Washington, DC",20003,2,Feb-00,,7/29/14,RE/MAX Allegiance (RMAX20),"$605,500 "
1003052214,RES,CLS,26 17th St SE #26,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,8/15/14,"Long & Foster Real Estate, Inc. (LNG1)","$272,000 "
1003053662,RES,CLS,1025 1st St SE #615,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,7/25/14,Keller Williams Capital Properties (KWCP1),"$595,300 "
1003054232,RES,CLS,1341 East Capitol St SE #108,Washington,"Washington, DC",20003,2,1-Jan,Unit/Flat/Apartment,7/17/14,"John C. Formant Real Estate, Inc. (JCF1)","$449,500 "
1003056700,RES,CLS,1391 Pennsylvania Ave SE #465,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,8/12/14,"Long & Foster Real Estate, Inc. (LNG202)","$435,000 "
1003057228,RES,CLS,1341 East Capitol St SE #308,Washington,"Washington, DC",20003,2,1-Feb,Unit/Flat/Apartment,7/31/14,"Long & Foster Real Estate, Inc. (LNG202)","$490,000 "
1003058780,RES,CLS,1391 Pennsylvania Ave SE #530,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,8/8/14,Tristar Realty Inc (TSTA1),"$364,000 "
1003059246,RES,CLS,1000 New Jersey Ave SE #720,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,6/18/14,Coldwell Banker Residential Brokerage (CBRB106),"$448,750 "
1003062320,RES,CLS,1619 E St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,7/28/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$625,000 "
1003062966,RES,CLS,915 C St SE,Washington,"Washington, DC",20003,2,1-Feb,Twin/Semi-Detached,7/21/14,Bratton Realty (BRT1),"$775,000 "
1003064818,RES,CLS,514 Independence Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Twin/Semi-Detached,7/25/14,Coldwell Banker Residential Brokerage (CBRB52),"$850,000 "
1003065054,RES,CLS,318 10th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,7/28/14,Coldwell Banker Residential Brokerage (CBRB52),"$808,500 "
1003065840,RES,CLS,263 14th St SE #B,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,7/29/14,Century 21 Redwood Realty (RDWG3),"$475,000 "
1003066656,RES,CLS,641 Independence Ave SE,Washington,"Washington, DC",20003,3,Feb-00,Twin/Semi-Detached,7/8/14,"Washington Fine Properties, LLC (WFP3)","$935,000 "
1003067112,RES,CLS,1617 H St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,7/22/14,Keller Williams Capital Properties (KWCP1),"$930,000 "
1003068178,RES,CLS,915 5th St SE,Washington,"Washington, DC",20003,3,1-Jan,End of Row/Townhouse,7/15/14,Keller Williams Capital Properties (KWCP2),"$535,000 "
1003068228,RES,CLS,1303 Potomac Ave SE,Washington,"Washington, DC",20003,2,1-Jan,End of Row/Townhouse,8/7/14,"John C. Formant Real Estate, Inc. (JCF1)","$499,500 "
1003068922,RES,CLS,1741 Independence Ave SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,7/22/14,DC Living Real Estate LLC (DCLR1),"$614,000 "
1003069302,RES,CLS,320 G St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,8/8/14,"Long & Foster Real Estate, Inc. (LNG42)","$720,000 "
1003074080,RES,CLS,503 Seward Sq SE,Washington,"Washington, DC",20003,4,Mar-00,Row/Townhouse,7/15/14,DC Home Buzz (DIST1),"$1,099,000 "
1003074520,RES,CLS,310 Capitol St NE #F,Washington,"Washington, DC",20003,2,1-Jan,Unit/Flat/Apartment,8/5/14,Fairfax Realty Elite (FXR13),"$625,000 "
1003075026,RES,CLS,139 Duddington Pl SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,7/25/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$750,000 "
1003076648,RES,CLS,316 Kentucky Ave SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,8/18/14,Century 21 New Millennium (CENT2032),"$504,000 "
1003077550,RES,CLS,1000 New Jersey Ave SE #1016,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,8/5/14,Coldwell Banker Residential Brokerage (CBRB106),"$339,508 "
1003078196,RES,CLS,1622 D St SE,Washington,"Washington, DC",20003,3,Jan-00,Row/Townhouse,7/25/14,Keller Williams Capital Properties (KWCP1),"$505,000 "
1003078212,RES,CLS,108 14th St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,8/8/14,Keller Williams Capital Properties (KWCP1),"$620,000 "
1003078248,RES,CLS,315 18th St SE,Washington,"Washington, DC",20003,4,1-Mar,End of Row/Townhouse,8/13/14,Keller Williams Capital Properties (KWCP1),"$820,000 "
1003078442,RES,CLS,412 3rd St SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,7/22/14,Coldwell Banker Residential Brokerage (CBRB52),"$1,175,412 "
1003080120,RES,CLS,1429 Ives Pl SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,8/29/14,Wheeler Realty LLC (WHLR1),"$350,000 "
1003089420,RES,CLS,1400 K St SE #2,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,3/18/14,"GreenLine Real Estate, LLC (GNLN1)","$855,000 "
1003089442,RES,CLS,1404 K St SE #2,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,2/27/14,"GreenLine Real Estate, LLC (GNLN1)","$650,000 "
1003090976,RES,CLS,1636 Massachusetts Ave SE,Washington,"Washington, DC",20003,6,Feb-00,Row/Townhouse,7/2/14,Keller Williams Capital Properties (KWCP1),"$500,000 "
1003092496,RES,CLS,220 4th St SE #2,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,8/14/14,Keller Williams Capital Properties (KWCP1),"$470,000 "
1003095792,RES,CLS,413 12th St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,7/31/14,"Continental Properties, Ltd. (CPRE1)","$635,000 "
1003096336,RES,CLS,1515 A St SE,Washington,"Washington, DC",20003,4,1-Feb,Row/Townhouse,8/15/14,RE/MAX Gateway (RMAX153),"$825,000 "
1003097576,RES,CLS,408 Seward Sq SE #7,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,8/14/14,RE/MAX Allegiance (RMAX20),"$399,999 "
1003100984,RES,CLS,1336 A St SE,Washington,"Washington, DC",20003,4,1-Mar,End of Row/Townhouse,7/11/14,Keller Williams Capital Properties (KWCP1),"$1,250,000 "
1003101028,RES,CLS,11 10th St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,7/30/14,Keller Williams Capital Properties (KWCP1),"$925,000 "
1003102262,RES,CLS,421 16th St SE,Washington,"Washington, DC",20003,4,1-Feb,End of Row/Townhouse,8/21/14,Keller Williams Capital Properties (KWCP1),"$671,000 "
1003102518,RES,CLS,606 3rd St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,8/21/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$725,000 "
1003103280,RES,CLS,649 G St SE,Washington,"Washington, DC",20003,3,1-Mar,Row/Townhouse,8/18/14,Coldwell Banker Residential Brokerage (CBRB52),"$857,649 "
1003103596,RES,CLS,920 15th St SE #B,Washington,"Washington, DC",20003,2,1-Feb,Unit/Flat/Apartment,8/20/14,RE/MAX Allegiance (RMAX20),"$460,000 "
1003104950,RES,CLS,105 6th St SE #106,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,8/7/14,RE/MAX Allegiance (RMAX20),"$309,000 "
1003105652,RES,CLS,1815 East Capitol St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,8/22/14,Fairfax Realty Elite (FXR13),"$679,500 "
1003106500,RES,CLS,1700 D St SE,Washington,"Washington, DC",20003,3,1-Mar,Twin/Semi-Detached,8/22/14,Keller Williams Capital Properties (KWCP1),"$780,000 "
1003110178,RES,CLS,219 14th St SE,Washington,"Washington, DC",20003,3,1-Jan,End of Row/Townhouse,8/11/14,RE/MAX Specialists (RMSP1),"$602,000 "
1003111396,RES,CLS,1537 E St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,8/13/14,Keller Williams Capital Properties (KWCP1),"$646,900 "
1003113650,RES,CLS,507 G St SE,Washington,"Washington, DC",20003,2,1-Feb,Row/Townhouse,7/17/14,Coldwell Banker Residential Brokerage (CBRB52),"$850,000 "
1003114744,RES,CLS,31 17th St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,8/26/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$416,000 "
1003115144,RES,CLS,442 Kentucky Ave SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,8/25/14,TTR Sotheby's International Realty (TTRS5),"$729,000 "
1003119336,RES,CLS,1621 C St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,8/15/14,Keller Williams Capital Properties (KWCP1),"$550,000 "
1003121768,RES,CLS,136 D St SE,Washington,"Washington, DC",20003,4,2-Mar,Row/Townhouse,8/6/14,Compass (COMPS1),"$1,325,000 "
1003122056,RES,CLS,644 E St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,8/28/14,RE/MAX Allegiance (RMAX20),"$705,000 "
1003124552,RES,CLS,36 18th St SE,Washington,"Washington, DC",20003,4,1-Mar,Twin/Semi-Detached,8/25/14,RE/MAX Allegiance (RMAX20),"$781,000 "
1003128156,RES,CLS,550 7th St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,8/29/14,"John C. Formant Real Estate, Inc. (JCF1)","$890,000 "
1003132876,RES,CLS,1815 A St SE #202,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,8/26/14,Coldwell Banker Residential Brokerage (CBRB52),"$240,000 "
1003134898,RES,CLS,1025 1st St SE #912,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,8/29/14,Keller Williams Capital Properties (KWCP2),"$574,900 "
1003150732,RES,CLS,741 10th St SE,Washington,"Washington, DC",20003,2,1-Feb,Row/Townhouse,8/29/14,Coldwell Banker Residential Brokerage (CBRB52),"$815,000 "
1003160418,RES,CLS,1000 New Jersey Ave SE #612,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,8/20/14,Coldwell Banker Residential Brokerage (CBRB106),"$455,508 "
1003179904,RES,CLS,1016 C St SE,Washington,"Washington, DC",20003,4,1-Mar,Twin/Semi-Detached,9/1/14,RE/MAX Allegiance (RMAX20),"$1,140,000 "
1003288696,RES,CLS,115 D St SE #103,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,3/31/14,DCRE RESIDENTIAL LLC (DRESI1),"$367,000 "
1003289370,RES,CLS,1539 C St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,8/29/14,Coldwell Banker Residential Brokerage (CBRB52),"$399,900 "
1003439282,RES,CLS,1025 1st St SE #101,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,10/7/13,Taylor Properties (TAYL1),"$477,500 "
1003464216,RES,CLS,1215 I St SE,Washington,"Washington, DC",20003,2,1-Jan,End of Row/Townhouse,10/10/13,"Long & Foster Real Estate, Inc. (LNG202)","$480,000 "
1003514968,RES,CLS,220 13th St SE #6,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,10/10/13,EXIT Elite Realty (EER3),"$270,000 "
1003521156,RES,CLS,1628 C St SE #303,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,9/30/13,Keller Williams Capital Properties (KWCP1),"$383,000 "
1003525030,RES,CLS,131 C St SE,Washington,"Washington, DC",20003,6,Jun-00,End of Row/Townhouse,10/16/13,Coldwell Banker Residential Brokerage (CBRB52),"$1,750,000 "
1003540344,RES,CLS,1025 1st St SE #313,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,9/27/13,Taylor Properties (TAYL1),"$644,900 "
1003542710,RES,CLS,321 18th St SE #6,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,9/27/13,"Urban Pace, a Long & Foster Company (URP1)","$394,900 "
1003543188,RES,CLS,1338 L St SE #1338,Washington,"Washington, DC",20003,2,1-Feb,Twin/Semi-Detached,9/27/13,Realty Associates (RASS1),"$459,000 "
1003544204,RES,CLS,445 15th St SE,Washington,"Washington, DC",20003,2,1-Jan,End of Row/Townhouse,9/12/13,Keller Williams Capital Properties (KWCP1),"$610,000 "
1003565352,RES,CLS,408 Capitol St NE,Washington,"Washington, DC",20003,3,Feb-00,Twin/Semi-Detached,9/4/13,RE/MAX Realty Services (RBE1),"$955,000 "
1003571496,RES,CLS,228 12th St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,10/18/13,Coldwell Banker Residential Brokerage (CBRB52),"$937,000 "
1003575884,RES,CLS,1630 E St SE,Washington,"Washington, DC",20003,3,Feb-00,Row/Townhouse,10/24/13,Keller Williams Capital Properties (KWCP1),"$600,000 "
1003582958,RES,CLS,1391 Pennsylvania Ave SE #257,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,9/12/13,Coldwell Banker Residential Brokerage (CBRB106),"$440,000 "
1003612652,RES,CLS,1391 Pennsylvania Ave SE #519,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,12/19/13,Coldwell Banker Residential Brokerage (CBRB52),"$520,000 "
1003613860,RES,CLS,105 13th St SE,Washington,"Washington, DC",20003,3,2-Feb,Row/Townhouse,9/13/13,Coldwell Banker Residential Brokerage (CBRB52),"$967,000 "
1003615650,RES,CLS,314 16th St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,9/6/13,Coldwell Banker Residential Brokerage (CBRB52),"$742,000 "
1003616954,RES,CLS,1314 C St SE,Washington,"Washington, DC",20003,3,1-Jan,Row/Townhouse,9/16/13,Coldwell Banker Residential Brokerage (CBRB52),"$640,000 "
1003617134,RES,CLS,1391 Pennsylvania Ave SE #422,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,9/3/13,"Long & Foster Real Estate, Inc. (LNG1)","$365,000 "
1003617234,RES,CLS,120 Duddington Pl SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,9/27/13,Coldwell Banker Residential Brokerage (CBRB52),"$670,000 "
1003617398,RES,CLS,913 5th St SE,Washington,"Washington, DC",20003,2,1-Feb,Twin/Semi-Detached,1/31/14,Keller Williams Capital Properties (KWCP2),"$510,000 "
1003621850,RES,CLS,712 5th St SE,Washington,"Washington, DC",20003,2,1-Feb,Row/Townhouse,9/17/13,RE/MAX Allegiance (RMAX20),"$728,000 "
1003624700,RES,CLS,245 15th St SE #205,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,10/11/13,RE/MAX Allegiance (RMAX20),"$358,900 "
1003627164,RES,CLS,2 17th St SE #102,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,9/6/13,"Citylights Realty Group, LLC (CRGL1)","$242,500 "
1003628656,RES,CLS,124 13th St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,9/20/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,167,500 "
1003631084,RES,CLS,522 10th St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,9/30/13,"John C. Formant Real Estate, Inc. (JCF1)","$665,000 "
1003631984,RES,CLS,1539 A St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,9/12/13,Keller Williams Capital Properties (KWCP1),"$450,000 "
1003632202,RES,CLS,132 18th St SE #2,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,10/28/13,Coldwell Banker Residential Brokerage (CBRB52),"$439,000 "
1003632256,RES,CLS,1447 East Capitol St SE #1,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,11/27/13,Berkshire Hathaway HomeServices PenFed Realty (PFED23),"$410,000 "
1003642488,RES,CLS,1815-1/2 East Capitol St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,3/31/14,Fairfax Realty Elite (FXR13),"$610,000 "
1003642924,RES,CLS,923 G St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,10/7/13,"John C. Formant Real Estate, Inc. (JCF1)","$665,000 "
1003644658,RES,CLS,318 North Carolina Ave SE,Washington,"Washington, DC",20003,4,Apr-00,Other,7/30/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,126,752 "
1003644900,RES,CLS,1000 New Jersey Ave SE #701,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,11/22/13,"Long & Foster Real Estate, Inc. (LNG35)","$343,500 "
1003650514,RES,CLS,1127 C St SE #4,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,10/30/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$370,000 "
1003650790,RES,CLS,613 A St SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,11/8/13,"Washington Fine Properties, LLC (WFP3)","$925,000 "
1003653776,RES,CLS,14 14th St SE,Washington,"Washington, DC",20003,2,Jan-00,Row/Townhouse,9/6/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$530,000 "
1003653852,RES,CLS,1328 A St SE,Washington,"Washington, DC",20003,4,1-Mar,Row/Townhouse,9/5/13,Keller Williams Capital Properties (KWCP1),"$1,100,000 "
1003655056,RES,CLS,1354 Independence Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Row/Townhouse,9/18/13,Coldwell Banker Residential Brokerage (CBRB52),"$799,000 "
1003655458,RES,CLS,921 E St SE,Washington,"Washington, DC",20003,2,1-Feb,Twin/Semi-Detached,12/31/13,"Long & Foster Real Estate, Inc. (LNG202)","$605,000 "
1003656012,RES,CLS,909 E St SE ##3,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,10/4/13,Coldwell Banker Residential Brokerage (CBRB52),"$295,000 "
1003660692,RES,CLS,112 7th St SE,Washington,"Washington, DC",20003,3,Jan-00,Row/Townhouse,10/16/13,RE/MAX Allegiance (RMAX20),"$809,000 "
1003663098,RES,CLS,651 A St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,9/17/13,Coldwell Banker Residential Brokerage (CBRB52),"$539,500 "
1003664282,RES,CLS,1701 Independence Ave SE,Washington,"Washington, DC",20003,3,Feb-00,Twin/Semi-Detached,12/12/13,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$542,000 "
1003667814,RES,CLS,101 North Carolina Ave SE #306,Washington,"Washington, DC",20003,0,Jan-00,Unit/Flat/Apartment,9/27/13,"Long & Foster Real Estate, Inc. (LNG176)","$240,000 "
1003670420,RES,CLS,1317 Carolina Ave SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,12/2/13,Keller Williams Capital Properties (KWCP1),"$770,000 "
1003674722,RES,CLS,284 15th St SE #301,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,10/25/13,"Long & Foster Real Estate, Inc. (LNG44)","$342,500 "
1003677110,RES,CLS,1411 Massachusetts Ave SE #4,Washington,"Washington, DC",20003,2,Jan-00,Unit/Flat/Apartment,9/24/13,RE/MAX Allegiance (RMAX20),"$375,000 "
1003678094,RES,CLS,1025 1st St SE #1101,Washington,"Washington, DC",20003,1,Jan-00,Unit/Flat/Apartment,9/30/13,Redfin Corporation (REFC1),"$473,000 "
1003680384,RES,CLS,819 E St SE,Washington,"Washington, DC",20003,2,Feb-00,Row/Townhouse,9/13/13,Coldwell Banker Residential Brokerage (CBRB52),"$586,000 "
1003681646,RES,CLS,36 18th St SE,Washington,"Washington, DC",20003,3,Jan-00,End of Row/Townhouse,10/4/13,Cosmopolitan Properties Real Estate Brokerage (CSMO1),"$465,000 "
1003684896,RES,CLS,1391 Pennsylvania Ave SE #356,Washington,"Washington, DC",20003,2,Feb-00,Other,9/26/13,TTR Sotheby's International Realty (TTRS4),"$429,000 "
1003685900,RES,CLS,132 18th St SE #3,Washington,"Washington, DC",20003,2,Feb-00,Unit/Flat/Apartment,9/9/13,Coldwell Banker Residential Brokerage (CBRB52),"$479,000 "
1003686790,RES,CLS,501 Kentucky Ave SE,Washington,"Washington, DC",20003,3,1-Feb,Twin/Semi-Detached,1/28/14,Keller Williams Capital Properties (KWCP2),"$725,000 "
1003687264,RES,CLS,1008 15th St SE,Washington,"Washington, DC",20003,2,1-Jan,Row/Townhouse,10/7/13,Coldwell Banker Residential Brokerage (CBRB52),"$509,000 "
