MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1001401937,RES,CLS,1301 Delaware Ave SW #N405,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,3/3/14,Coldwell Banker Residential Brokerage (CBRB106),"$95,000 "
1001401941,RES,CLS,1311 Delaware Ave SW #S634,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,6/6/14,Coldwell Banker Residential Brokerage (CBRB106),"$165,000 "
1002782792,RES,CLS,355 I St SW #S-616,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,2/7/14,"Slate Properties, LLC (SLTP1)","$355,000 "
1002782806,RES,CLS,355 I St SW #S-425,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,2/7/14,"Slate Properties, LLC (SLTP1)","$435,000 "
1002785388,RES,CLS,300 M St SW #N715,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,1/2/14,Compass (LNRE1),"$370,000 "
1002790370,RES,CLS,350 G St SW #N-605,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,2/12/14,Compass (LNRE1),"$355,000 "
1002794000,RES,CLS,346 N St SW #N-346,Washington,"Washington, DC",20024,4,Row/Townhouse,3/10/14,Compass (LNRE1),"$499,000 "
1002795632,RES,CLS,400 O St SW #401,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,2/28/14,Coldwell Banker Residential Brokerage (CBRB52),"$300,000 "
1002796604,RES,CLS,240 M St SW #E502,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,2/28/14,RE/MAX Allegiance (RMAX20),"$238,000 "
1002802808,RES,CLS,849 3rd St SW #100,Washington,"Washington, DC",20024,3,End of Row/Townhouse,2/18/14,"Long & Foster Real Estate, Inc. (LNG54)","$544,000 "
1002805048,RES,CLS,1435 4th St SW #B402,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,2/19/14,"Long & Foster Real Estate, Inc. (LNG44)","$234,900 "
1002805416,RES,CLS,510 N St SW #N625,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,7/10/14,Keller Williams Capital Properties (KWCP1),"$270,000 "
1002806196,RES,CLS,800 4th St SW #S-406,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,2/21/14,"Long & Foster Real Estate, Inc. (LNG54)","$254,500 "
1002807440,RES,CLS,560 N SW #N 512,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,2/20/14,"Weichert, REALTORS (WEI4)","$295,000 "
1002808080,RES,CLS,1301 Delaware Ave SW #N218,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,3/5/14,"Long & Foster Real Estate, Inc. (LNG14)","$155,000 "
1002809246,RES,CLS,800 4th St SW #S-825,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,2/25/14,"Central Properties, LLC, (CTRP1)","$266,500 "
1002811924,RES,CLS,560 N St SW #Ph-N904,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,3/4/14,Coldwell Banker Residential Brokerage (CBRB52),"$399,500 "
1002811982,RES,CLS,560 N St SW #N-203,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,5/22/14,"Welcome Home Realty, LLC (WELC1)","$274,900 "
1002815516,RES,CLS,1435 4th St SW #B408,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,3/24/14,"Long & Foster Real Estate, Inc. (LNG35)","$267,000 "
1002820858,RES,CLS,1101 3rd St SW #Ph #815,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,3/21/14,RE/MAX Allegiance (RMAX20),"$496,000 "
1002820978,RES,CLS,355 I St SW #S-517,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,3/19/14,"Long & Foster Real Estate, Inc. (LNG44)","$360,000 "
1002821338,RES,CLS,700 7th St SW #613,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,3/19/14,"Long & Foster Real Estate, Inc. (LNG202)","$182,500 "
1002828588,RES,CLS,1206 Half St SW,Washington,"Washington, DC",20024,3,Row/Townhouse,3/28/14,XRealty.NET LLC (XRN1),"$528,000 "
1002840604,RES,CLS,800 4th St SW #N-615,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,4/1/14,"Slate Properties, LLC (SLTP1)","$337,500 "
1002842992,RES,CLS,355 I St SW #S-215,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,3/31/14,Century 21 Redwood Realty (RDWG2),"$354,900 "
1002850298,RES,CLS,429 N St SW #S104,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,7/3/14,RE/MAX Allegiance (RMAX20),"$390,000 "
1002854884,RES,CLS,560 N St SW #N409,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,4/24/14,"McEnearney Associates, Inc. (MCE7)","$256,000 "
1002857232,RES,CLS,355 I St SW #S-324,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,3/21/14,Compass (LNRE1),"$439,900 "
1002862606,RES,CLS,800 4th St SW #S-607,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,4/4/14,"Washington Real Estate, Inc. (WARE1)","$267,900 "
1002862696,RES,CLS,1311 Delaware Ave SW #S-831,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,4/30/14,RE/MAX United Real Estate (RMXD1),"$218,500 "
1002863850,RES,CLS,560 N St SW #N604,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,4/18/14,DC Home Buzz (DIST1),"$485,000 "
1002866824,RES,CLS,1101 3rd St SW #505,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,5/1/14,Century 21 New Millennium (CENT2007),"$235,000 "
1002868708,RES,CLS,1301 Delaware Ave SW #N 801/802,Washington,"Washington, DC",20024,3,Unit/Flat/Apartment,5/2/14,Keller Williams Capital Properties (KWCP5),"$310,000 "
1002872686,RES,CLS,700 7th St SW #136,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,5/30/14,Coldwell Banker Residential Brokerage (CBRB45),"$255,000 "
1002873968,RES,CLS,1425 4th St SW #A815,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,4/15/14,"Ivan Brown Realty, Inc. (IVAN1)","$250,000 "
1002876884,RES,CLS,72 Q St SW,Washington,"Washington, DC",20024,2,End of Row/Townhouse,8/13/14,Rich Realtors Inc. (RICD1),"$245,000 "
1002880204,RES,CLS,560 N St SW #N-112,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,5/16/14,RE/MAX Allegiance (RMAX20),"$289,000 "
1002880406,RES,CLS,1301 Delaware Ave SW #N-712,Washington,"Washington, DC",20024,2,Unit/Flat/Apartment,4/30/14,"Long & Foster Real Estate, Inc. (LNG202)","$188,000 "
1002883964,RES,CLS,1332 Half St SW #1332,Washington,"Washington, DC",20024,2,End of Row/Townhouse,4/18/14,"Bradford Real Estate Group, LLC (BRLL1)","$499,950 "
1002886476,RES,CLS,429 N St SW #S-203,Washington,"Washington, DC",20024,0,Unit/Flat/Apartment,6/25/14,"Long & Foster Real Estate, Inc. (LNG83)","$185,000 "
1002890378,RES,CLS,1301 Delaware Ave SW #N223,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,4/14/14,Coldwell Banker Residential Brokerage (CBRB106),"$171,000 "
1002890788,RES,CLS,520 N St SW #S-416,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,5/5/14,Coldwell Banker Residential Brokerage (CBRB52),"$312,500 "
1002892334,RES,CLS,1101 3rd St SW #711,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,4/24/14,Coldwell Banker Residential Brokerage (CBRB52),"$299,711 "
1002892640,RES,CLS,1435 4th St SW #B215,Washington,"Washington, DC",20024,1,Unit/Flat/Apartment,6/9/14,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$263,000 "
