MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1002788130,RES,CLS,2511 Hurston Ln NE,Washington,"Washington, DC",20018,2,Row/Townhouse,1/24/14,Coldwell Banker Residential Brokerage (CBRB102),"$399,900 "
1002788650,RES,CLS,3708 24th St NE,Washington,"Washington, DC",20018,3,Detached,4/8/14,Keller Williams Realty (KWR21),"$430,000 "
1002791306,RES,CLS,3947 19th St NE,Washington,"Washington, DC",20018,3,Detached,3/14/14,"Alex Cooper Auctioneers, Inc. (ACAI1)","$304,220 "
1002796116,RES,CLS,2718 Hamlin St NE,Washington,"Washington, DC",20018,4,Detached,2/26/14,Keller Williams Capital Properties (KWCP1),"$505,000 "
1002797424,RES,CLS,2003 Kearny St NE,Washington,"Washington, DC",20018,4,Detached,3/3/14,Home Source Real Estate Solutions (HSLT1),"$599,000 "
1002802210,RES,CLS,1717 Kearny St NE,Washington,"Washington, DC",20018,4,Detached,3/28/14,Coldwell Banker Residential Brokerage (CBRB52),"$830,000 "
1002804394,RES,CLS,2434 Monroe St NE,Washington,"Washington, DC",20018,3,Detached,3/4/14,Keller Williams Capital Properties (KWCP1),"$432,000 "
1002806354,RES,CLS,2443 Monroe St NE,Washington,"Washington, DC",20018,3,Detached,4/4/14,"Matthew Spicer Real Estate, LLC (MSPI1)","$459,500 "
1002807062,RES,CLS,2419 Monroe St NE,Washington,"Washington, DC",20018,4,Detached,3/28/14,"212 Degrees Realty, LLC. (DEGE1)","$450,000 "
1002820574,RES,CLS,3121 18th St NE,Washington,"Washington, DC",20018,3,End of Row/Townhouse,3/14/14,RE/MAX Allegiance (RMAX20),"$479,000 "
1002820770,RES,CLS,3104 24th St NE,Washington,"Washington, DC",20018,2,Detached,3/28/14,CityDwellers LLC (CDL1),"$386,250 "
1002822054,RES,CLS,1901 Jackson St NE,Washington,"Washington, DC",20018,4,Detached,3/7/14,"Long & Foster Real Estate, Inc. (LNG196)","$350,000 "
1002831316,RES,CLS,2226 13th St NE,Washington,"Washington, DC",20018,3,Row/Townhouse,5/16/14,Fairfax Realty Premier (FXR3),"$226,900 "
1002834164,RES,CLS,3137 Berry Rd NE #17,Washington,"Washington, DC",20018,2,Row/Townhouse,6/27/14,Keller Williams Preferred Properties (KWPP1),"$199,900 "
1002837520,RES,CLS,3802 Hansberry Ct NE,Washington,"Washington, DC",20018,3,Row/Townhouse,4/23/14,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL2)","$489,000 "
1002838944,RES,CLS,3612 Fort Lincoln Dr NE,Washington,"Washington, DC",20018,2,Row/Townhouse,8/21/14,"NVR Services, Inc. (NVRS1)","$462,940 "
1002841214,RES,CLS,3219 Chestnut St NE,Washington,"Washington, DC",20018,3,Detached,3/21/14,"Urban Brokers, LLC (UBRO1)","$325,000 "
