MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC431742,RES,CLS,6427 Barnaby St NW,Washington,"Washington, DC",6,1-May,Detached,8/12/2019,Compass (COMPS2),2195000.00
DCDC432386,RES,CLS,4339 Harrison St NW #3,Washington,"Washington, DC",2,1,Row/Townhouse,8/20/2019,Compass (COMPS2),510000.00
DCDC431904,RES,CLS,3711 Harrison St NW,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,8/15/2019,Compass (COMPS1),980000.00
DCDC432032,RES,CLS,5225 Chevy Chase Pkwy NW,Washington,"Washington, DC",3,2,Twin/Semi-Detached,7/25/2019,"Long & Foster Real Estate, Inc. (LNG147)",915000.00
DCDC431720,RES,CLS,5201 Wisconsin Ave NW #406,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/14/2019,Keller Williams Capital Properties (KWCP5),580000.00
DCDC431642,RES,CLS,3378 Stephenson Pl NW,Washington,"Washington, DC",4,2-Mar,Detached,8/28/2019,Keller Williams Realty (KWR21),1055000.00
DCDC430734,RES,CLS,3125 Quesada St NW,Washington,"Washington, DC",5,1-Feb,Detached,8/23/2019,"Long & Foster Real Estate, Inc. (LNG338)",985000.00
DCDC429954,RES,CLS,5410 NW Connecticut Ave Ave NW #910,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/6/2019,"Long & Foster Real Estate, Inc. (LNG33)",195000.00
DCDC430458,RES,CLS,6339 31st St NW,Washington,"Washington, DC",4,1-Mar,Detached,8/28/2019,Compass (COMPS2),1150000.00
DCDC430724,RES,CLS,5315 Connecticut Ave NW #606,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/6/2019,"McEnearney Associates, Inc. (MCE7)",270000.00
DCDC429446,RES,CLS,3913 NW Military Rd NW,Washington,"Washington, DC",5,4,Detached,7/26/2019,"Washington Fine Properties, LLC (WFP1)",1263500.00
DCDC429764,RES,CLS,5542 29th St NW,Washington,"Washington, DC",4,1-Feb,Detached,7/10/2019,Compass (COMPS2),990000.00
DCDC429410,RES,CLS,6361 31st Pl NW,Washington,"Washington, DC",3,1-Mar,Detached,8/21/2019,"Long & Foster Real Estate, Inc. (LNG338)",1010000.00
DCDC430078,RES,CLS,5410 Connecticut Ave NW #416,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/16/2019,"Long & Foster Real Estate, Inc. (LNG147)",289000.00
DCDC429506,RES,CLS,3008 Dogwood St NW,Washington,"Washington, DC",4,3,Detached,8/30/2019,"Long & Foster Real Estate, Inc. (LNG338)",1079000.00
DCDC429728,RES,CLS,2750 Rittenhouse St NW,Washington,"Washington, DC",5,3,Detached,7/23/2019,"Long & Foster Real Estate, Inc. (LNG338)",1586002.00
DCDC429632,RES,CLS,3328 Runnymede Pl NW,Washington,"Washington, DC",5,1-Mar,Detached,6/2/2019,TTR Sotheby's International Realty (TTRS4),1525000.00
DCDC429468,RES,CLS,3104 Worthington St NW,Washington,"Washington, DC",4,2,Detached,7/30/2019,RE/MAX Realty Services (RBE1),860000.00
DCDC429234,RES,CLS,3600 Legation St NW,Washington,"Washington, DC",3,1-Jan,Detached,7/31/2019,"Long & Foster Real Estate, Inc. (LNG1)",802000.00
DCDC429142,RES,CLS,3310 Quesada St NW,Washington,"Washington, DC",4,1-Feb,Detached,6/25/2019,Compass (COMPS2),1265000.00
DCDC428700,RES,CLS,3700 Ingomar St NW,Washington,"Washington, DC",2,1-Mar,Twin/Semi-Detached,7/9/2019,"Long & Foster Real Estate, Inc. (LNG338)",995000.00
DCDC428186,RES,CLS,3110 Oliver St NW,Washington,"Washington, DC",3,2,Detached,6/25/2019,"Washington Fine Properties, LLC (WFP1)",906700.00
DCDC428380,RES,CLS,3523-3519 Quesada St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/20/2019,"Washington Fine Properties, LLC (WFP1)",1565000.00
DCDC427660,RES,CLS,7053 Western Ave NW,Washington,"Washington, DC",5,1-Apr,Detached,7/1/2019,"Long & Foster Real Estate, Inc. (LNG338)",1175000.00
DCDC427924,RES,CLS,5201B Wisconsin Ave NW #301,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/1/2019,TTR Sotheby's International Realty (TTRS2),450000.00
DCDC427810,RES,CLS,3701 Jenifer St NW,Washington,"Washington, DC",5,1-Mar,Twin/Semi-Detached,6/28/2019,Spicer Real Estate (SPCR1),1050000.00
DCDC427626,RES,CLS,5315 Connecticut Ave NW #409,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,7/1/2019,RLAH Real Estate (RLAH4),209000.00
DCDC427572,RES,CLS,2738 McKinley St NW,Washington,"Washington, DC",4,1-May,Detached,6/25/2019,TTR Sothebys International Realty (TTRS3),1685000.00
DCDC427508,RES,CLS,3717 Morrison St NW,Washington,"Washington, DC",6,1-Apr,Detached,7/15/2019,Compass (COMPS2),1825000.00
DCDC427436,RES,CLS,5229 Connecticut Ave NW #909,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,Compass (COMPS2),670000.00
DCDC427230,RES,CLS,6220 30th St NW,Washington,"Washington, DC",4,2-Feb,Detached,8/2/2019,"Long & Foster Real Estate, Inc. (LNG147)",950000.00
DCDC426986,RES,CLS,3230 Military Rd NW,Washington,"Washington, DC",4,3,Detached,6/5/2019,"Long & Foster Real Estate, Inc. (LNG338)",1125000.00
DCDC425012,RES,CLS,3911 Livingston St NW,Washington,"Washington, DC",5,2-Mar,Detached,8/21/2019,RE/MAX Allegiance (RMAX27),1570000.00
DCDC427264,RES,CLS,5233 Connecticut Ave NW #101,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/17/2019,Coldwell Banker Residential Brokerage (CBRB106),550000.00
DCDC427100,RES,CLS,6425 33rd St NW,Washington,"Washington, DC",5,1-Feb,Detached,7/11/2019,"Long & Foster Real Estate, Inc. (LNG338)",975000.00
DCDC426740,RES,CLS,5510 Nevada Ave NW,Washington,"Washington, DC",6,4,Detached,6/14/2019,Compass (COMPS3),1220000.00
DCDC426794,RES,CLS,5208 41st St NW,Washington,"Washington, DC",3,1-Jan,Detached,6/17/2019,"Long & Foster Real Estate, Inc. (LNG1)",1175000.00
DCDC426776,RES,CLS,3328 Northampton St NW,Washington,"Washington, DC",4,4,Detached,7/9/2019,"Long & Foster Real Estate, Inc. (LNG338)",1010000.00
DCDC426542,RES,CLS,3433 Oliver St NW,Washington,"Washington, DC",6,1-Mar,Detached,6/18/2019,Compass (COMPS1),1650000.00
DCDC423644,RES,CLS,5320 41st St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,6/13/2019,"Long & Foster Real Estate, Inc. (LNG44)",1187500.00
DCDC426128,RES,CLS,5724 27th St NW,Washington,"Washington, DC",3,1-Mar,Detached,6/14/2019,"Long & Foster Real Estate, Inc. (LNG338)",1175000.00
DCDC426554,RES,CLS,5432 31st St NW,Washington,"Washington, DC",3,2,Detached,6/21/2019,Goldberg Group Real Estate (GGRE2),875000.00
DCDC425610,RES,CLS,5604 Nevada Ave NW,Washington,"Washington, DC",3,2,Detached,7/3/2019,"Long & Foster Real Estate, Inc. (LNG147)",815000.00
DCDC423424,RES,CLS,4400 Harrison St NW,Washington,"Washington, DC",4,3,Detached,8/9/2019,"Long & Foster Real Estate, Inc. (LNG338)",919000.00
DCDC425618,RES,CLS,4339 Harrison St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/11/2019,Compass (COMPS1),579900.00
DCDC425284,RES,CLS,6151 31st Pl NW,Washington,"Washington, DC",4,1-Jan,Detached,6/28/2019,"Gerrety & Bragg Real Estate, Inc. (GNB1)",845000.00
DCDC424604,RES,CLS,5441 33rd St NW,Washington,"Washington, DC",5,1-Mar,Detached,6/14/2019,Compass (COMPS2),1485000.00
DCDC424552,RES,CLS,4339 Harrison St NW #7,Washington,"Washington, DC",3,2,Row/Townhouse,7/5/2019,Compass (COMPS2),850000.00
DCDC424530,RES,CLS,4339 Harrison St NW #6,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/12/2019,Compass (COMPS1),600000.00
DCDC423902,RES,CLS,6630 31st Pl NW,Washington,"Washington, DC",4,1-Mar,Detached,6/10/2019,TTR Sotheby's International Realty (TTRS5),1100000.00
DCDC424176,RES,CLS,5324 29th St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/7/2019,DC Living Real Estate LLC (DCLR1),1051000.00
DCDC423872,RES,CLS,6501 Barnaby St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/18/2019,Keller Williams Capital Properties (KWCP1),1295000.00
DCDC423618,RES,CLS,4301 Military Rd NW #105,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/13/2019,Compass (COMPS2),439900.00
DCDC423774,RES,CLS,4339 Harrison St NW #5,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/30/2019,Compass (COMPS2),624900.00
DCDC423706,RES,CLS,4339 Harrison St NW #8,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/8/2019,Compass (COMPS1),829900.00
DCDC423642,RES,CLS,4339 Harrison St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/15/2019,Compass (COMPS1),549900.00
DCDC423782,RES,CLS,3710 Harrison St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/11/2019,Redfin Corp (REFC3),1288000.00
DCDC423252,RES,CLS,4206 Ingomar St NW,Washington,"Washington, DC",4,1-Apr,Detached,7/1/2019,Compass (COMPS2),1694000.00
DCDC422894,RES,CLS,5410 Connecticut Ave NW #412,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/30/2019,RLAH Real Estate (RLAH1),399900.00
DCDC423392,RES,CLS,2744 Rittenhouse St NW,Washington,"Washington, DC",5,1-May,Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG338)",1440000.00
DCDC423154,RES,CLS,3704 Jenifer St NW,Washington,"Washington, DC",5,2-Mar,Twin/Semi-Detached,6/28/2019,Spicer Real Estate (SPCR1),1010000.00
DCDC423050,RES,CLS,3121 Tennyson St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/7/2019,"Long & Foster Real Estate, Inc. (LNG338)",1195000.00
DCDC423004,RES,CLS,2942 McKinley St NW,Washington,"Washington, DC",6,1-May,Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG338)",1650000.00
DCDC422570,RES,CLS,3810 Military Rd NW,Washington,"Washington, DC",4,2-Feb,Detached,6/17/2019,"Long & Foster Real Estate, Inc. (LNG338)",1301000.00
DCDC420130,RES,CLS,5400 Nebraska Ave NW,Washington,"Washington, DC",3,2-Jan,Detached,6/14/2019,"Stuart & Maury, Inc. (STU1)",925000.00
DCDC403616,RES,CLS,2824 Northampton St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/1/2019,"Long & Foster Real Estate, Inc. (LNG338)",1075000.00
DCDC402808,RES,CLS,3906 Ingomar St NW,Washington,"Washington, DC",6,1-Apr,Detached,7/16/2019,TTR Sotheby's International Realty (TTRS4),1597500.00
DCDC420698,RES,CLS,3752 Jocelyn St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/1/2019,Compass (COMPS2),1553752.00
DCDC420504,RES,CLS,4301 Military Rd NW #311,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/1/2019,Keller Williams Fairfax Gateway (KWR12),636500.00
DCDC403632,RES,CLS,3831 Military Rd NW,Washington,"Washington, DC",5,Apr-00,Detached,7/31/2019,I-Agent Realty Incorporated (IAGR1),1150000.00
DCDC402276,RES,CLS,4301 Military Rd NW #313,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/11/2019,RE/MAX Realty Services (RBE1),642000.00
DCDC403024,RES,CLS,6916 Greenvale St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/7/2019,"Long & Foster Real Estate, Inc. (LNG338)",1060000.00
DCDC398406,RES,CLS,5406 Connecticut Ave NW #203,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/26/2019,The ONE Street Company (ONERE1),349900.00
DCDC364490,RES,CLS,5312 43rd St NW,Washington,"Washington, DC",3,2-Feb,End of Row/Townhouse,8/16/2019,Keller Williams Realty (KWR8),920000.00
1005275791,RES,CLS,7019 31st St NW,Washington,"Washington, DC",4,Apr-00,Detached,6/3/2019,Keller Williams Realty (KWR8),950000.00
