MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC430464,RES,CLS,2 35th St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/26/2019,"Frontier Realty Group, LLC (FNTRG1)",350000.00
DCDC430380,RES,CLS,3020 M Pl SE,Washington,"Washington, DC",3,2,Twin/Semi-Detached,7/30/2019,M Squared Real Estate LLC (MSQU1),434000.00
DCDC430344,RES,CLS,4922 Sheriff Rd NE,Washington,"Washington, DC",4,1-Mar,Detached,6/24/2019,KW Metro Center (KWR9),475000.00
DCDC429892,RES,CLS,1208 34th Pl SE,Washington,"Washington, DC",4,2,Detached,7/10/2019,Redfin Corp (REFC3),486000.00
DCDC429864,RES,CLS,5356 E St SE,Washington,"Washington, DC",4,1-Mar,Detached,8/23/2019,RE/MAX Specialists (RMSP1),500000.00
DCDC429952,RES,CLS,4318 Bowen Rd SE,Washington,"Washington, DC",4,1-Feb,Detached,8/15/2019,Century 21 New Millennium (CENT2007),571000.00
DCDC429828,RES,CLS,4403 C St SE,Washington,"Washington, DC",2,Feb-00,Twin/Semi-Detached,7/29/2019,"Long & Foster Real Estate, Inc. (LNG210)",387250.00
DCDC428724,RES,CLS,4401 G St SE,Washington,"Washington, DC",3,Jan-00,Detached,7/2/2019,"Mitchell Realty, Inc. (MCH1)",230000.00
DCDC429550,RES,CLS,4257 Dix St NE,Washington,"Washington, DC",4,1-Feb,Detached,7/8/2019,"Continental Properties, Ltd. (CPRE1)",450000.00
DCDC429178,RES,CLS,4266 Southern Ave SE,Washington,"Washington, DC",4,1-Feb,Twin/Semi-Detached,7/12/2019,"Long & Foster Real Estate, Inc. (LNG36)",397200.00
DCDC429442,RES,CLS,4428 Alabama Ave SE,Washington,"Washington, DC",4,1-Mar,Detached,7/31/2019,Coldwell Banker Residential Brokerage (CBRB106),490000.00
DCDC428708,RES,CLS,3206 Dubois Pl SE,Washington,"Washington, DC",3,1-Feb,Detached,8/12/2019,Green Dot Realty (JCKL1),399900.00
DCDC429404,RES,CLS,1148 44th Pl SE,Washington,"Washington, DC",4,1-Mar,Detached,6/28/2019,Homes By Owner (HBO1),515000.00
DCDC429294,RES,CLS,4409 Polk St NE,Washington,"Washington, DC",2,1,Row/Townhouse,7/19/2019,Keller Williams Preferred Properties (KWPP1),275000.00
DCDC428840,RES,CLS,842 52nd St NE,Washington,"Washington, DC",2,1-Feb,Twin/Semi-Detached,8/30/2019,"Classic Realty, Ltd. (CLSS1)",365000.00
DCDC428798,RES,CLS,4422 Hunt Pl NE,Washington,"Washington, DC",3,1-Feb,Detached,7/10/2019,Keller Williams Realty (KWR21),435000.00
DCDC427846,RES,CLS,1431 Anacostia Ave NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,6/14/2019,"Long & Foster Real Estate, Inc. (LNG44)",320000.00
DCDC428908,RES,CLS,3103 E St SE,Washington,"Washington, DC",2,2,End of Row/Townhouse,6/21/2019,Compass (COMPS1),399900.00
DCDC426882,RES,CLS,1231 45th Pl SE,Washington,"Washington, DC",3,1-Mar,Detached,7/1/2019,"ANR Realty, LLC (ANRR1)",399900.00
DCDC428664,RES,CLS,907 44th St NE,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,7/16/2019,Fairfax Realty Select (FXR1),445000.00
DCDC424250,RES,CLS,4441 Texas Ave SE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,7/29/2019,Q. Williams Real Estate Associates (QWRE1),300000.00
DCDC428636,RES,CLS,4416 B St SE,Washington,"Washington, DC",2,Jan-00,Detached,8/30/2019,"Long & Foster Real Estate, Inc. (LNG42)",339000.00
DCDC428464,RES,CLS,3016 M Pl SE,Washington,"Washington, DC",3,Feb-00,Twin/Semi-Detached,7/19/2019,Green Homes Realty (GHPM1),300000.00
DCDC428446,RES,CLS,4215 Foote St NE,Washington,"Washington, DC",4,2,Twin/Semi-Detached,7/24/2019,Senate Realty (SENR1),340000.00
DCDC427920,RES,CLS,5208 Bass Pl SE,Washington,"Washington, DC",3,2,Detached,7/22/2019,"NetRealtyNow.com, LLC (NRN2)",225000.00
DCDC427848,RES,CLS,5612 Southern Ave SE,Washington,"Washington, DC",2,2,Twin/Semi-Detached,7/18/2019,Samson Properties (SAMP5),347000.00
DCDC427300,RES,CLS,6106 Clay St NE,Washington,"Washington, DC",3,1-Feb,Detached,7/29/2019,Keller Williams Realty Centre (KWR15),285000.00
DCDC427628,RES,CLS,4608 Jay St NE,Washington,"Washington, DC",4,Jan-00,Detached,7/22/2019,Century 21 New Millennium (CENT2032),230000.00
DCDC427050,RES,CLS,2721 N St SE,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,7/11/2019,The ONE Street Company (ONERE1),470000.00
DCDC426958,RES,CLS,5208 F St SE #3,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/13/2019,Tristar Realty Inc (TSTA1),185000.00
DCDC426948,RES,CLS,209 34th St NE,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,8/6/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),337000.00
DCDC426858,RES,CLS,815 Adrian St SE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,8/7/2019,"Long & Foster Real Estate, Inc. (LNG196)",285000.00
DCDC426670,RES,CLS,3034 M Pl SE,Washington,"Washington, DC",2,2,Twin/Semi-Detached,6/19/2019,RE/MAX United Real Estate (RMXD1),366500.00
DCDC426606,RES,CLS,1010 49th St NE,Washington,"Washington, DC",3,2,Detached,7/15/2019,RE/MAX Professionals (RMXP3),261000.00
DCDC426594,RES,CLS,4356 D St SE,Washington,"Washington, DC",3,3,Twin/Semi-Detached,6/7/2019,Latitudes LLC (LATD1),405000.00
DCDC426400,RES,CLS,204 46th St NE,Washington,"Washington, DC",5,3,Detached,6/18/2019,Compass (COMPS2),520000.00
DCDC426404,RES,CLS,3711 Grant Pl NE #3711,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/17/2019,Keller Williams Realty Centre (KWR15),299000.00
DCDC426316,RES,CLS,59 55th St SE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,7/26/2019,Redfin Corp (REFC3),393000.00
DCDC424906,RES,CLS,4919 Just St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/28/2019,Redfin Corp (REFC3),325000.00
DCDC424940,RES,CLS,4139 Alabama Ave SE,Washington,"Washington, DC",5,3,Detached,6/29/2019,Keller Williams Capital Properties (KWCP1),590000.00
DCDC425542,RES,CLS,4521 Clay St NE,Washington,"Washington, DC",4,Apr-00,Detached,7/31/2019,"Fortney Fine Properties, LLC (FRFP1)",499000.00
DCDC423106,RES,CLS,4408 Gault Pl NE,Washington,"Washington, DC",2,Jan-00,Detached,8/27/2019,"Homewise Realty Services, LLC (HWRS1)",135000.00
DCDC425480,RES,CLS,818 Hilltop Ter SE,Washington,"Washington, DC",3,1-Jan,Detached,7/30/2019,Keller Williams Flagship of Maryland (KWF1),420000.00
DCDC425478,RES,CLS,5203 Just St NE,Washington,"Washington, DC",2,2,Twin/Semi-Detached,6/30/2019,Cardinal Realty Brokerage Corporation (CRBC1),327900.00
DCDC425460,RES,CLS,4314 Gorman Ter SE,Washington,"Washington, DC",2,2,Twin/Semi-Detached,6/21/2019,The Real Estate Experts (TRAL1),335000.00
DCDC425456,RES,CLS,1102 46th St SE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,8/23/2019,Keller Williams Preferred Properties (KWPP1),379000.00
DCDC424336,RES,CLS,1032 45th St NE,Washington,"Washington, DC",4,1-Mar,Detached,8/30/2019,Fairfax Realty Select (FXR1),497000.00
DCDC425238,RES,CLS,4911 Fitch Pl NE,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,6/3/2019,Samson Properties (SAMP16),315100.00
DCDC424544,RES,CLS,816 51st St NE,Washington,"Washington, DC",2,2,Twin/Semi-Detached,7/17/2019,Keller Williams Capital Properties (KWCP4),365500.00
DCDC424864,RES,CLS,4609 Hillside Rd SE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,6/28/2019,KW Metro Center (KWR17),275000.00
DCDC425098,RES,CLS,3716 Roosevelt Pl NE,Washington,"Washington, DC",3,2,Row/Townhouse,6/7/2019,Compass (COMPS2),345500.00
DCDC424984,RES,CLS,4410 Nannie Helen Burroughs Ave NE,Washington,"Washington, DC",3,2,Detached,7/12/2019,"Long & Foster Real Estate, Inc. (LNG202)",275000.00
DCDC424862,RES,CLS,107 33rd St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/19/2019,"Weichert, REALTORS (WEI4)",277000.00
DCDC424498,RES,CLS,5542 C St SE,Washington,"Washington, DC",2,2,Twin/Semi-Detached,7/18/2019,Customer Realty LLC (CUST1),350000.00
DCDC424350,RES,CLS,5034 Queens Stroll Pl SE,Washington,"Washington, DC",4,1-Mar,Detached,6/21/2019,TTR Sotheby's International Realty (TTRS2),499000.00
DCDC424384,RES,CLS,3423 Baker St NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/26/2019,TTR Sotheby's International Realty (TTRS5),325000.00
DCDC423052,RES,CLS,3364 Alden Pl NE,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,6/17/2019,Coldwell Banker Residential Brokerage (CBRB106),429500.00
DCDC422430,RES,CLS,5158 H St SE,Washington,"Washington, DC",3,Mar-00,Twin/Semi-Detached,7/24/2019,"Long & Foster Real Estate, Inc. (LNG147)",257000.00
DCDC424292,RES,CLS,714 57th Pl NE,Washington,"Washington, DC",3,Feb-00,Twin/Semi-Detached,6/17/2019,Keller Williams Preferred Properties (KWPP1),385000.00
DCDC424178,RES,CLS,4414 Edson Pl NE,Washington,"Washington, DC",4,Feb-00,Detached,6/7/2019,Latitudes LLC (LATD1),425400.00
DCDC424244,RES,CLS,3352 Baker St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/28/2019,"Long & Foster Real Estate, Inc. (LNG338)",399999.00
DCDC424094,RES,CLS,3321 B St SE,Washington,"Washington, DC",4,3,Row/Townhouse,6/20/2019,Keller Williams Preferred Properties (KWPP1),386900.00
DCDC423554,RES,CLS,318 Burbank St SE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,8/7/2019,Tristar Realty Inc (TSTA1),294000.00
DCDC424064,RES,CLS,900 52nd St NE,Washington,"Washington, DC",2,2,Twin/Semi-Detached,6/11/2019,"Matthew Spicer Real Estate, LLC (MSPI1)",381000.00
DCDC423674,RES,CLS,1132 46th Pl SE,Washington,"Washington, DC",3,2,Twin/Semi-Detached,7/30/2019,Keller Williams Realty (KWR4),390000.00
DCDC423256,RES,CLS,108 Kenilworth Ave NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,6/13/2019,Redfin Corp (REFC3),418000.00
DCDC423848,RES,CLS,710 31st St SE,Washington,"Washington, DC",4,1,Detached,8/9/2019,RE/MAX Excellence Realty (RXER1),375000.00
DCDC423308,RES,CLS,806 48th Pl NE,Washington,"Washington, DC",4,1-Feb,Detached,6/17/2019,"Weichert, REALTORS (WEI4)",349000.00
DCDC423096,RES,CLS,5080 G St SE,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,6/28/2019,Better Homes & Gardens Real Estate Live Well Grp (AXR1),400000.00
DCDC423152,RES,CLS,632 Barnes St NE,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,7/31/2019,"SourceOne Realty Group, LLC. (SOUR1)",519999.00
DCDC423008,RES,CLS,921 Ridge Rd SE,Washington,"Washington, DC",3,1-Jan,Detached,7/17/2019,Coldwell Banker Residential Brokerage (CBRB52),215000.00
DCDC423018,RES,CLS,3307 NE Ames St NE,Washington,"Washington, DC",2,2,Row/Townhouse,8/2/2019,EXIT Deluxe Realty (EXDR1),391315.00
DCDC422898,RES,CLS,840 50th Pl NE,Washington,"Washington, DC",3,2,Twin/Semi-Detached,6/14/2019,Bennett Realty Solutions (EXBR1),390000.00
DCDC422832,RES,CLS,5348 E Capitol St NE,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,8/12/2019,DNS Realty Group (DNSR1),307000.00
DCDC422346,RES,CLS,4253 Clay St NE,Washington,"Washington, DC",4,2,Detached,6/27/2019,RE/MAX Allegiance (RMAX34),435000.00
DCDC422526,RES,CLS,134 57th St SE,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,6/25/2019,Century 21 New Millennium (CENT2001),410000.00
DCDC422330,RES,CLS,4515 Texas Ave SE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,7/17/2019,Senate Realty (SENR1),302000.00
DCDC422230,RES,CLS,4411 Eads St NE,Washington,"Washington, DC",2,1,Detached,6/21/2019,Senate Realty (SENR1),235000.00
DCDC422002,RES,CLS,214 34th St NE,Washington,"Washington, DC",2,1,Row/Townhouse,6/28/2019,Keller Williams Capital Properties (KWCP1),286000.00
DCDC422084,RES,CLS,1600 Eastern Ave NE,Washington,"Washington, DC",3,1-Mar,Detached,6/14/2019,"Long & Foster Real Estate, Inc. (LNG194)",490000.00
DCDC418264,RES,CLS,601 44th St NE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,6/4/2019,"Long & Foster Real Estate, Inc. (LNG34)",200000.00
DCDC421598,RES,CLS,3977 Ames St NE,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/25/2019,"Long & Foster Real Estate, Inc. (LNG42)",467500.00
DCDC421460,RES,CLS,4227 H St SE,Washington,"Washington, DC",2,1,End of Row/Townhouse,6/7/2019,Bennett Realty Solutions (EXBR1),335000.00
DCDC420492,RES,CLS,4403 Nash St NE,Washington,"Washington, DC",4,3,Detached,6/6/2019,"Long & Foster Real Estate, Inc. (LNG202)",460000.00
DCDC420298,RES,CLS,5032 Jay St NE,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,6/4/2019,Keller Williams Preferred Properties (KWPP1),252000.00
DCDC420098,RES,CLS,4272 Southern Ave SE,Washington,"Washington, DC",3,2,Twin/Semi-Detached,6/28/2019,Realty Advantage (FXR6),392000.00
DCDC419784,RES,CLS,4402 Kane Pl NE,Washington,"Washington, DC",3,1-Feb,Detached,8/30/2019,"KBM Realtors, LLC (KBMR1)",353500.00
DCDC419458,RES,CLS,4479 C St SE,Washington,"Washington, DC",4,1-Apr,Detached,7/22/2019,Capital Residential Realty (CPIR1),420000.00
DCDC403902,RES,CLS,4312 G St SE,Washington,"Washington, DC",3,2,Row/Townhouse,6/27/2019,The ONE Street Company (ONERE1),370000.00
DCDC403620,RES,CLS,713 49th Pl NE,Washington,"Washington, DC",3,2,Twin/Semi-Detached,7/19/2019,Bennett Realty Solutions (EXBR1),216100.00
DCDC403088,RES,CLS,3307 Loud Pl SE,Washington,"Washington, DC",4,3,Detached,8/14/2019,RE/MAX United Real Estate (RMXD1),535000.00
DCDC403062,RES,CLS,4507 Eads St NE,Washington,"Washington, DC",3,1,Detached,7/3/2019,Ashland Auction Group LLC (ASHLA1),275000.00
DCDC402492,RES,CLS,28 54th St SE,Washington,"Washington, DC",3,1,Twin/Semi-Detached,6/10/2019,"Northrop Realty, A Long & Foster Company (NRP2)",254625.00
DCDC399270,RES,CLS,5200 Jay St NE,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,6/4/2019,Exit Flagship Realty (GPPLL1),295000.00
DCDC401822,RES,CLS,4810 C St SE #101,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/28/2019,"Windows Over Washington Realty Group, LLC (WOWR1)",81000.00
DCDC401784,RES,CLS,4424 Hunt Pl NE,Washington,"Washington, DC",3,1-Feb,Detached,8/16/2019,RE/MAX 100 (RMAX1002),399900.00
DCDC401436,RES,CLS,528 NE 47th St NE,Washington,"Washington, DC",5,2,Detached,6/28/2019,Fairfax Realty Premier (FXR3),464000.00
DCDC401058,RES,CLS,707 56th Pl NE,Washington,"Washington, DC",3,Jan-00,Twin/Semi-Detached,8/9/2019,RE/MAX Specialists (RMSP1),200000.00
DCDC400876,RES,CLS,5426 B St SE,Washington,"Washington, DC",2,Feb-00,Twin/Semi-Detached,6/7/2019,Exit Elite Realty (EER2),355000.00
DCDC400546,RES,CLS,5106 F St SE #10,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/11/2019,Exit Landmark Realty (ELMR1),218000.00
DCDC400050,RES,CLS,948 Division Ave NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,6/28/2019,"The Bryan Group Real Estate, LLC (TBG1)",479000.00
DCDC364298,RES,CLS,630 Chaplin St SE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,7/1/2019,"Long & Foster Real Estate, Inc. (LNG196)",390000.00
DCDC395842,RES,CLS,5368 Hayes St NE,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,6/23/2019,Capital Services Mangement Inc. (CSMI1),345000.00
DCDC311242,RES,CLS,3301 Dubois Pl SE,Washington,"Washington, DC",2,2,Detached,6/28/2019,NBI  Realty LLC (NBI1),325000.00
DCDC358774,RES,CLS,314 Burbank St SE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,6/6/2019,United Real Estate HomeSource (RECU1),295000.00
DCDC309834,RES,CLS,950 Division Ave NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,8/29/2019,"The Bryan Group Real Estate, LLC (TBG1)",469000.00
DCDC309440,RES,CLS,919 45th Pl NE,Washington,"Washington, DC",3,3,Detached,6/24/2019,Keller Williams Capital Properties (KWCP1),237100.00
DCDC309050,RES,CLS,211 44th St NE,Washington,"Washington, DC",3,2,Detached,6/20/2019,Bennett Realty Solutions (EXBR1),399950.00
DCDC308266,RES,CLS,5351 NE Ames St NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,6/5/2019,Fairfax Realty Premier (FXR3),382000.00
DCDC308154,RES,CLS,4624 Hanna Pl SE,Washington,"Washington, DC",3,1-Mar,Twin/Semi-Detached,6/7/2019,Fairfax Realty Elite (FXR4),419000.00
DCDC128202,RES,CLS,4311 F St SE,Washington,"Washington, DC",2,1,Twin/Semi-Detached,8/13/2019,RE/MAX Allegiance (RMAX20),316800.00
DCDC100244,RES,CLS,5210 Ames St NE,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,6/14/2019,"Classic Realty, Ltd. (CLSS1)",439000.00
1001797570,RES,CLS,4929 Foote St NE #1,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/16/2019,"REALTYFORCE, INC. (FORC1)",128750.00
1004409739,RES,CLS,1046 48th Pl NE,Washington,"Washington, DC",5,Feb-00,Detached,8/30/2019,"Sold 100 Real Estate, Inc. (SODR1)",175000.00
1000122837,RES,CLS,5818 Field Pl NE,Washington,"Washington, DC",5,1-Jan,Detached,6/27/2019,Bennett Realty Solutions (EXBR1),675000.00
