MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1000395942,RES,CLS,2853 Ontario Rd NW #105,Washington,"Washington, DC",20009,3,Unit/Flat/Apartment,6/30/09,"McEnearney Associates, Inc. (MCE7)","$1,000,000 "
1000395956,RES,CLS,2853 Ontario Rd NW #511,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,10/28/08,"McEnearney Associates, Inc. (MCE7)","$425,000 "
1003132713,RES,CLS,1939 12th St NW #303,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,7/13/09,McWilliams/Ballard Inc. (MCWB1),"$525,000 "
1003367351,RES,CLS,1801 Clydesdale Pl NW #604,Washington,"Washington, DC",20009,0,Unit/Flat/Apartment,10/8/08,"Long & Foster Real Estate, Inc. (LNG44)","$150,000 "
1003977567,RES,CLS,1414 Belmont St NW #312,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,3/30/09,Comps (COMP1),"$307,500 "
1005111766,RES,CLS,1810 Kalorama Rd NW #A3,Washington,"Washington, DC",20009,2,Unit/Flat/Apartment,4/1/09,Prudential Carruthers REALTORS (PCR23),"$465,000 "
1005113656,RES,CLS,1728 New Hampshire Ave NW #302,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,2/13/09,Coldwell Banker Residential Brokerage (CBRB106),"$410,000 "
1005115166,RES,CLS,1530 Swann St NW,Washington,"Washington, DC",20009,4,Row/Townhouse,2/20/09,"City Houses, LLC (CHS1)","$998,000 "
1005115812,RES,CLS,2328 Champlain St NW #410,Washington,"Washington, DC",20009,2,Penthouse Unit/Flat/Apartment,3/13/09,"Long & Foster Real Estate, Inc. (LNG44)","$649,000 "
1005118854,RES,CLS,2407 20th St NW #100,Washington,"Washington, DC",20009,2,Unit/Flat/Apartment,2/6/09,TTR Sotheby's International Realty (TTRS2),"$569,000 "
1005118918,RES,CLS,2633 Adams Mill Rd NW #103,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,7/31/09,"Long & Foster Real Estate, Inc. (LNG44)","$365,000 "
1005120210,RES,CLS,1801 Clydesdale Pl NW #308,Washington,"Washington, DC",20009,0,Unit/Flat/Apartment,7/1/09,EJF Real Estate Services (EJF1),"$129,000 "
1005121166,RES,CLS,1901 Wyoming Ave NW #20,Washington,"Washington, DC",20009,1,Detached,7/1/09,"Long & Foster Real Estate, Inc. (LNG54)","$375,000 "
1005121646,RES,CLS,1612 Beekman Pl NW #D,Washington,"Washington, DC",20009,3,Row/Townhouse,4/10/09,Coldwell Banker Residential Brokerage (CBRB45),"$675,000 "
1005123404,RES,CLS,2017 Hillyer Pl NW,Washington,"Washington, DC",20009,5,Row/Townhouse,3/26/09,"Long & Foster Real Estate, Inc. (LNG35)","$1,450,000 "
1005123804,RES,CLS,1303 Clifton St NW #1,Washington,"Washington, DC",20009,2,Row/Townhouse,2/6/09,Fairfax Realty Premier (FXR3),"$399,995 "
1005123880,RES,CLS,1317 V St NW,Washington,"Washington, DC",20009,3,Twin/Semi-Detached,4/3/09,TTR Sotheby's International Realty (TTRS2),"$670,000 "
1005124118,RES,CLS,1701 16th St NW #721,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,2/28/09,"Weichert, REALTORS (WEI4)","$317,500 "
1005124206,RES,CLS,1458 Columbia Rd NW #208,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,4/30/09,"Cuzzi Realty, Inc. (CUZI3)","$197,000 "
1005124736,RES,CLS,1401 Q St NW #604,Washington,"Washington, DC",20009,2,Unit/Flat/Apartment,3/31/09,Coldwell Banker Residential Brokerage (CBRB45),"$1,060,000 "
1005124764,RES,CLS,2633 Adams Mill Rd NW #204,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,7/24/09,"Weichert, REALTORS (WEI59)","$359,900 "
1005125024,RES,CLS,1318 Girard St NW,Washington,"Washington, DC",20009,3,Twin/Semi-Detached,4/17/09,Bratton Realty (BRT1),"$602,000 "
1005125408,RES,CLS,1701 16th St NW #340,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,3/31/09,Coldwell Banker Residential Brokerage (CBRB106),"$277,000 "
1005126370,RES,CLS,1311 Wallach Pl NW,Washington,"Washington, DC",20009,3,Row/Townhouse,6/10/09,TTR Sotheby's International Realty (TTRS2),"$502,000 "
1005127824,RES,CLS,2456 Ontario Rd NW,Washington,"Washington, DC",20009,3,Row/Townhouse,3/28/09,Homes By Owner (HBO1),"$579,500 "
1005128448,RES,CLS,1116 Fairmont St NW,Washington,"Washington, DC",20009,4,Row/Townhouse,3/20/09,TTR Sotheby's International Realty (TTRS2),"$685,000 "
1005128834,RES,CLS,2801 Adams Mill Rd NW #212,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,4/15/09,"Long & Foster Real Estate, Inc. (LNG147)","$319,000 "
1005129314,RES,CLS,1619 R St NW #404,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,3/31/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$405,500 "
1005133282,RES,CLS,1624 Corcoran St NW #G,Washington,"Washington, DC",20009,2,Row/Townhouse,4/15/09,Coldwell Banker Residential Brokerage (CBRB106),"$535,000 "
1005133416,RES,CLS,1303 Clifton St NW #4,Washington,"Washington, DC",20009,2,Row/Townhouse,2/27/09,Fairfax Realty Premier (FXR3),"$540,000 "
1005134534,RES,CLS,2639 15th St NW #105,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,3/25/09,Tenacity Real Estate LLC (TERE1),"$310,000 "
1005134550,RES,CLS,2639 15th St NW #305,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,3/31/09,Tenacity Real Estate LLC (TERE1),"$304,500 "
1005138380,RES,CLS,1858 California St NW #23,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,3/6/09,"Long & Foster Real Estate, Inc. (LNG44)","$355,000 "
1005138396,RES,CLS,1757 T St NW #C,Washington,"Washington, DC",20009,1,Row/Townhouse,4/30/09,Coldwell Banker Residential Brokerage (CBRB45),"$469,000 "
1005138580,RES,CLS,1855 Calvert St NW #405,Washington,"Washington, DC",20009,2,Unit/Flat/Apartment,3/23/09,Coldwell Banker Residential Brokerage (CBRB53),"$390,000 "
1005139386,RES,CLS,1715 15th St NW #43,Washington,"Washington, DC",20009,2,Row/Townhouse,4/24/09,Coldwell Banker Residential Brokerage (CBRB106),"$399,900 "
1005141604,RES,CLS,1731 Willard St NW #106,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,3/20/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR3)","$322,000 "
1005141852,RES,CLS,1701 18th St NW #401,Washington,"Washington, DC",20009,3,Penthouse Unit/Flat/Apartment,2/26/09,"Weichert, REALTORS (WEI4)","$1,270,000 "
1005141974,RES,CLS,1224 R St NW #2,Washington,"Washington, DC",20009,3,Unit/Flat/Apartment,3/31/09,McWilliams/Ballard Inc. (MCWB1),"$810,000 "
1005142804,RES,CLS,2310 Ashmead Pl NW #401,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,8/28/09,Coldwell Banker Residential Brokerage (CBRB106),"$334,500 "
1005144232,RES,CLS,1915 Belmont Rd NW #1075,Washington,"Washington, DC",20009,2,Row/Townhouse,3/4/09,"McEnearney Associates, Inc. (MCE7)","$708,500 "
1005145858,RES,CLS,1725 17th St NW #406,Washington,"Washington, DC",20009,1,Unit/Flat/Apartment,5/20/09,Coldwell Banker Residential Brokerage (CBRB45),"$286,000 "
1005146822,RES,CLS,1458 Columbia Rd NW ##202,Washington,"Washington, DC",20009,3,Unit/Flat/Apartment,3/24/09,"Cuzzi Realty, Inc. (CUZI3)","$295,000 "
1005147788,RES,CLS,2316 20th St NW,Washington,"Washington, DC",20009,4,Row/Townhouse,2/27/09,"Tara Properties, LLC (SPM1)","$1,337,500 "
1005148610,RES,CLS,1704 Q St NW,Washington,"Washington, DC",20009,7,Row/Townhouse,9/1/09,"Long & Foster Real Estate, Inc. (LNG54)","$1,500,000 "
