MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1001909247,RES,CLS,3020 Tilden St NW #403,Washington,"Washington, DC",20008,2,Unit/Flat/Apartment,8/11/09,"Best Address Real Estate, LLC (BSTA1)","$485,000 "
1002352914,RES,CLS,3249 Newark St NW,Washington,"Washington, DC",20008,7,Detached,7/31/09,"Washington Fine Properties, LLC (WFP1)","$3,087,850 "
1004077367,RES,CLS,3026 Porter St NW #204,Washington,"Washington, DC",20008,1,Unit/Flat/Apartment,7/27/09,TTR Sotheby's International Realty (TTRS2),"$335,000 "
1005113382,RES,CLS,2730 Ordway St NW #5,Washington,"Washington, DC",20008,3,Unit/Flat/Apartment,3/2/09,"Long & Foster Real Estate, Inc. (LNG44)","$545,000 "
1005114890,RES,CLS,2269 Cathedral Ave NW,Washington,"Washington, DC",20008,6,Detached,3/15/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$1,880,000 "
1005117330,RES,CLS,2939 Van Ness St NW #417,Washington,"Washington, DC",20008,1,Unit/Flat/Apartment,3/27/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$337,500 "
1005117724,RES,CLS,3016 Tilden St NW #203,Washington,"Washington, DC",20008,2,Unit/Flat/Apartment,5/20/09,"Long & Foster Real Estate, Inc. (LNG54)","$462,000 "
1005119036,RES,CLS,3001 Veazey Ter NW #1615,Washington,"Washington, DC",20008,1,Unit/Flat/Apartment,5/8/09,RE/MAX Allegiance (RMAX17),"$275,000 "
1005119604,RES,CLS,3100 Connecticut Ave NW #409,Washington,"Washington, DC",20008,2,Unit/Flat/Apartment,3/6/09,"Long & Foster Real Estate, Inc. (LNG3)","$474,700 "
1005119776,RES,CLS,4534 Broad Branch Rd NW,Washington,"Washington, DC",20008,4,Detached,3/12/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$1,050,000 "
1005119856,RES,CLS,3001 Veazey Ter NW #1218,Washington,"Washington, DC",20008,1,Unit/Flat/Apartment,6/2/09,RE/MAX Allegiance (RMAX17),"$282,500 "
