MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1004429555,RES,CLS,3900 14th St NW #408,Washington,"Washington, DC",20011,1,Unit/Flat/Apartment,8/5/09,I-Agent Realty Incorporated (IAGR1),"$206,000 "
1005112790,RES,CLS,15 Gallatin St NW,Washington,"Washington, DC",20011,3,End of Row/Townhouse,2/6/09,"Weichert, REALTORS (WEI28)","$178,000 "
1005115920,RES,CLS,1108 Buchanan St NW,Washington,"Washington, DC",20011,3,End of Row/Townhouse,3/5/09,"Long & Foster Real Estate, Inc. (LNG1)","$289,900 "
1005116574,RES,CLS,5800 8th St NE,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,5/22/09,"Long & Foster Real Estate, Inc. (LNG196)","$260,000 "
1005117292,RES,CLS,5726 5th St NW,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,3/27/09,"John C. Formant Real Estate, Inc. (JCF1)","$436,500 "
1005117362,RES,CLS,5729 13th St NW,Washington,"Washington, DC",20011,5,Row/Townhouse,7/23/09,"UnionPlus Realty, Inc. (UPR1)","$289,000 "
1005117478,RES,CLS,428 Taylor St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,5/19/09,"Long & Foster Real Estate, Inc. (LNG1)","$225,000 "
1005121256,RES,CLS,764 Kennedy St NE,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,4/29/09,RE/MAX United Real Estate (RMXD1),"$250,000 "
1005124924,RES,CLS,764 Oglethorpe St NE,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,3/31/09,"Real Estate By Owner, Inc. (REBO1)","$266,000 "
1005124954,RES,CLS,601 Tuckerman St NW,Washington,"Washington, DC",20011,4,End of Row/Townhouse,4/17/09,"NetRealtyNow.com, LLC (NRN1)","$305,000 "
1005125808,RES,CLS,22 Hamilton St NE,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,3/19/09,RE/MAX United Real Estate (RMXD1),"$219,900 "
1005126316,RES,CLS,1322 Missouri Ave NW #405,Washington,"Washington, DC",20011,2,Unit/Flat/Apartment,7/17/09,"Ivan Brown Realty, Inc. (IVAN1)","$162,500 "
1005126488,RES,CLS,609 Quincy St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,2/27/09,"Long & Foster Real Estate, Inc. (LNG202)","$360,000 "
1005127598,RES,CLS,59 Farragut Pl NW,Washington,"Washington, DC",20011,3,End of Row/Townhouse,3/20/09,Rosselle Realty Services (RRS1),"$235,000 "
1005127708,RES,CLS,6209 4th St NW,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,3/23/09,Randall H. Hagner & Company (HAG1),"$425,000 "
1005130208,RES,CLS,4615 16th St NW,Washington,"Washington, DC",20011,4,Detached,4/24/09,"Long & Foster Real Estate, Inc. (LNG54)","$625,000 "
1005131542,RES,CLS,5304 Illinois Ave NW,Washington,"Washington, DC",20011,3,Row/Townhouse,4/9/09,"Long & Foster Real Estate, Inc. (LNG211)","$150,000 "
1005133402,RES,CLS,118 Varnum St NW,Washington,"Washington, DC",20011,4,Row/Townhouse,5/11/09,"John C. Formant Real Estate, Inc. (JCF1)","$489,500 "
1005134892,RES,CLS,219 Varnum St NW,Washington,"Washington, DC",20011,3,End of Row/Townhouse,6/16/09,Fairfax Realty Premier (FXR3),"$167,500 "
1005136070,RES,CLS,5425 Blair Rd NE,Washington,"Washington, DC",20011,3,Detached,3/30/09,RE/MAX Specialists (RMSP1),"$305,000 "
1005136498,RES,CLS,4120 14th St NW #44,Washington,"Washington, DC",20011,1,Unit/Flat/Apartment,6/25/09,Urban Suburban Real Estate LLC (USL1),"$99,000 "
1005137686,RES,CLS,5306 7th St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,2/27/09,Keller Williams Capital Properties (KWCP1),"$399,500 "
1005138144,RES,CLS,5105 13th St NW,Washington,"Washington, DC",20011,3,Detached,3/18/09,Coldwell Banker Residential Brokerage (CBRB45),"$190,000 "
1005140520,RES,CLS,5713 13th St NW,Washington,"Washington, DC",20011,4,Twin/Semi-Detached,4/9/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL9)","$230,000 "
1005143916,RES,CLS,640 Buchanan St NW #202,Washington,"Washington, DC",20011,1,Unit/Flat/Apartment,5/8/09,"Long & Foster Real Estate, Inc. (LNG11)","$109,900 "
1005145356,RES,CLS,323 Allison St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,6/30/09,"RE/MAX Supreme Properties, LLC. (RMAX115)","$221,200 "
1005145816,RES,CLS,410 Buchanan St NW,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,8/5/09,"Real T Properties, Inc. (RTPI1)","$210,000 "
1005145982,RES,CLS,213 Rock Creek Church Rd NW,Washington,"Washington, DC",20011,4,Row/Townhouse,6/12/09,Coldwell Banker Residential Brokerage (CBRB106),"$520,000 "
1005146800,RES,CLS,5405 9th St NW #101,Washington,"Washington, DC",20011,1,Other,1/27/09,"Urban Pace, a Long & Foster Company (URP1)","$189,000 "
1005147460,RES,CLS,738 Longfellow St NW #305,Washington,"Washington, DC",20011,1,Unit/Flat/Apartment,1/2/09,Gallagher & Co. Real Estate Inc. (GALC1),"$231,300 "
1005147672,RES,CLS,738 Longfellow St NW #409,Washington,"Washington, DC",20011,1,Unit/Flat/Apartment,12/12/08,Gallagher & Co. Real Estate Inc. (GALC1),"$222,500 "
1005147794,RES,CLS,520 Peabody St NW,Washington,"Washington, DC",20011,3,End of Row/Townhouse,4/28/09,Keller Williams Preferred Properties (KWPP1),"$210,000 "
1005148528,RES,CLS,206 Varnum St NW,Washington,"Washington, DC",20011,4,Row/Townhouse,4/17/09,RE/MAX Realty Services (RBE1),"$235,000 "
1005149002,RES,CLS,6334 North Capitol St NW,Washington,"Washington, DC",20011,3,Twin/Semi-Detached,6/26/09,"Long & Foster Real Estate, Inc. (LNG194)","$290,000 "
1005151498,RES,CLS,4214 Argyle Ter NW,Washington,"Washington, DC",20011,3,Detached,8/7/09,"Avery-Hess, REALTORS (AHR9)","$768,000 "
1005152104,RES,CLS,408 Kennedy St NW #302,Washington,"Washington, DC",20011,2,Other,6/10/09,"Long & Foster Real Estate, Inc. (LNG196)","$246,000 "
1005152172,RES,CLS,810 Missouri Ave NW,Washington,"Washington, DC",20011,4,End of Row/Townhouse,5/7/09,Brian Logan Real Estate (LGN1),"$256,400 "
1005152294,RES,CLS,5506 4th St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,3/25/09,"Urban Brokers, LLC (UBRO1)","$175,000 "
1005152302,RES,CLS,622 Delafield Pl NW,Washington,"Washington, DC",20011,5,Row/Townhouse,7/2/09,ERA Realty Group (RTR1),"$245,000 "
1005155120,RES,CLS,715 Quincy St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,7/14/09,Home Source Real Estate Solutions (HSLT1),"$420,000 "
1005158048,RES,CLS,1309 Gallatin St NW,Washington,"Washington, DC",20011,5,Detached,6/30/09,"Long & Foster Real Estate, Inc. (LNG3)","$669,000 "
1005158220,RES,CLS,1421 Varnum St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,4/27/09,"Long & Foster Real Estate, Inc. (LNG3)","$455,000 "
1005166730,RES,CLS,606 Farragut St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,3/31/09,"RE/MAX Gateway, LLC (RMAX118)","$399,000 "
1005168604,RES,CLS,5110 5th St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,5/12/09,Rosselle Realty Services (RRS1),"$280,000 "
1005168904,RES,CLS,1131 Allison St NW,Washington,"Washington, DC",20011,3,Row/Townhouse,3/30/09,"Smith Realty, Inc. (SMTR1)","$219,000 "
