MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1001907372,RES,CLS,764 Harvard St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,8/14/09,Keller Williams Realty (KWR8),"$388,000 "
1002058370,RES,CLS,1010 Massachusetts Ave NW #903,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,11/6/08,McWilliams/Ballard Inc. (MCWB1),"$565,000 "
1005112724,RES,CLS,1524 New Jersey Ave NW,Washington,"Washington, DC",20001,2,Row/Townhouse,6/5/09,"Long & Foster Real Estate, Inc. (LNG35)","$285,000 "
1005113862,RES,CLS,1123 5th St NW #4,Washington,"Washington, DC",20001,0,End of Row/Townhouse,2/23/09,BUYSELLDC (KENT1),"$211,500 "
1005114044,RES,CLS,70 V St NW,Washington,"Washington, DC",20001,5,Row/Townhouse,7/21/09,"Ivan Brown Realty, Inc. (IVAN1)","$582,000 "
1005115036,RES,CLS,777 7th St NW #817,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,2/13/09,RE/MAX Allegiance (RMAX127),"$325,000 "
1005116378,RES,CLS,1808 6th St NW,Washington,"Washington, DC",20001,2,Row/Townhouse,5/18/09,BUYSELLDC (KENT1),"$589,000 "
1005116478,RES,CLS,555 Massachusetts Ave NW #515,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,8/12/09,"Select Premium Properties, Inc (GRAN1)","$358,000 "
1005116776,RES,CLS,1414 3rd St NW,Washington,"Washington, DC",20001,3,Detached,4/17/09,"Long & Foster Real Estate, Inc. (LNG54)","$480,000 "
1005118476,RES,CLS,715 6th St NW #1003,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,5/27/09,"Long & Foster Real Estate, Inc. (LNG54)","$480,000 "
1005119334,RES,CLS,301 Massachusetts Ave NW #103,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,7/10/09,Prudential Carruthers REALTORS (PCR4),"$399,999 "
1005123472,RES,CLS,440 L NW #513,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,9/8/08,Comps (COMP1),"$430,110 "
1005123690,RES,CLS,2100 11th St NW #G-04,Washington,"Washington, DC",20001,1,Detached,4/21/09,McWilliams/Ballard Inc. (MCWB1),"$349,900 "
1005123788,RES,CLS,2100 11th St NW #407,Washington,"Washington, DC",20001,2,Detached,4/30/09,McWilliams/Ballard Inc. (MCWB1),"$625,000 "
1005125398,RES,CLS,436 M St NW #6,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,5/29/09,Coldwell Banker Residential Brokerage (CBRB52),"$544,500 "
1005125676,RES,CLS,2022-R 1st St NW,Washington,"Washington, DC",20001,2,Row/Townhouse,5/13/09,RE/MAX All Pro (RXAP1),"$269,000 "
1005125678,RES,CLS,437 New York Ave Ave NW #Y-4,Washington,"Washington, DC",20001,2,Other,4/10/09,McWilliams/Ballard Inc. (MCWB1),"$535,000 "
1005125720,RES,CLS,437 New York Ave Ave N #1004,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,5/13/09,McWilliams/Ballard Inc. (MCWB1),"$350,000 "
1005126136,RES,CLS,2117 10th St NW #201,Washington,"Washington, DC",20001,2,Twin/Semi-Detached,6/30/09,McWilliams/Ballard Inc. (MCWB1),"$669,000 "
1005126342,RES,CLS,2117 10th St NW #G-02,Washington,"Washington, DC",20001,1,Twin/Semi-Detached,6/25/09,McWilliams/Ballard Inc. (MCWB1),"$299,900 "
1005126662,RES,CLS,1111 11th St NW #807,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,2/27/09,"Long & Foster Real Estate, Inc. (LNG35)","$545,000 "
1005126754,RES,CLS,1217 10th St NW #C,Washington,"Washington, DC",20001,3,Detached,6/30/09,"Long & Foster Real Estate, Inc. (LNG1)","$876,500 "
1005130988,RES,CLS,66 New York Ave NW #204,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,4/1/09,"Long & Foster Real Estate, Inc. (LNG3)","$173,000 "
1005131546,RES,CLS,1006 M St NW #201,Washington,"Washington, DC",20001,2,End of Row/Townhouse,3/6/09,Coldwell Banker Residential Brokerage (CBRB106),"$506,370 "
1005134194,RES,CLS,1117 10th St NW #807,Washington,"Washington, DC",20001,0,Unit/Flat/Apartment,8/4/09,"Premiere Realty, LLC (PMEE2)","$215,000 "
1005134558,RES,CLS,150 V St NW #V201,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,5/28/09,"Urban Land Company, LLC (ULC1)","$280,000 "
1005139540,RES,CLS,625 Gresham Pl NW,Washington,"Washington, DC",20001,3,Row/Townhouse,3/31/09,Keller Williams Capital Properties (KWCP1),"$133,500 "
1005141826,RES,CLS,2007 Vermont Ave NW,Washington,"Washington, DC",20001,2,End of Row/Townhouse,4/24/09,"Weichert, REALTORS (WEI38)","$385,000 "
1005144320,RES,CLS,1258 10th St NW,Washington,"Washington, DC",20001,3,End of Row/Townhouse,3/9/09,"Long & Foster Real Estate, Inc. (LNG196)","$240,000 "
1005145518,RES,CLS,1824 11th St NW,Washington,"Washington, DC",20001,2,Row/Townhouse,2/27/09,Keller Williams Capital Properties (KWCP1),"$799,900 "
1005147818,RES,CLS,1639-1643 6th St NW #9,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,6/1/09,Heritage Realty Group (HRGP1),"$249,900 "
1005148548,RES,CLS,819 Euclid St NW,Washington,"Washington, DC",20001,2,Row/Townhouse,2/27/09,Coldwell Banker Residential Brokerage (CBRB106),"$365,000 "
1005149000,RES,CLS,301 Massachusetts Ave NW #902,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,4/27/09,Vanco Realty LLC (VANR1),"$335,000 "
1005149776,RES,CLS,2921 11th St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,3/19/09,"Long & Foster Real Estate, Inc. (LNG83)","$540,000 "
1005149836,RES,CLS,910 M St NW #903,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,5/1/09,Prudential Carruthers REALTORS (PCR23),"$425,000 "
1005150080,RES,CLS,32 Q St NW,Washington,"Washington, DC",20001,5,Row/Townhouse,4/17/09,Coldwell Banker Residential Brokerage (CBRB52),"$230,000 "
1005150848,RES,CLS,1815 2nd St NW,Washington,"Washington, DC",20001,4,Row/Townhouse,4/30/09,DROdio.com Realty (DRO1),"$310,000 "
1005151098,RES,CLS,915 W St NW,Washington,"Washington, DC",20001,2,Row/Townhouse,4/30/09,"Long & Foster Real Estate, Inc. (LNG64)","$140,000 "
1005152598,RES,CLS,150 V St NW #V402,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,7/17/09,"Urban Land Company, LLC (ULC1)","$324,450 "
1005152658,RES,CLS,150 V St NW #V104,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,4/23/09,"Urban Land Company, LLC (ULC1)","$355,695 "
1005158376,RES,CLS,1626 New Jersey Ave NW #1,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,4/27/09,Coldwell Banker Residential Brokerage (CBRB45),"$515,000 "
1005159102,RES,CLS,130 Q St NW #4,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,8/28/09,Prudential Carruthers REALTORS (PCR23),"$291,000 "
1005162472,RES,CLS,737 Hobart Pl NW,Washington,"Washington, DC",20001,3,End of Row/Townhouse,3/16/09,Keller Williams Realty (KWR8),"$350,000 "
1005163204,RES,CLS,1811 4th St NW,Washington,"Washington, DC",20001,4,Twin/Semi-Detached,6/22/09,Home Source Real Estate Solutions (HSLT1),"$310,000 "
1005164266,RES,CLS,946 Westminster St NW,Washington,"Washington, DC",20001,4,Row/Townhouse,4/30/09,Coldwell Banker Residential Brokerage (CBRB106),"$434,900 "
1005164584,RES,CLS,2004 11th St NW #428,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,4/29/09,Coldwell Banker Residential Brokerage (CBRB52),"$368,000 "
1005168000,RES,CLS,747 Harvard St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,5/26/09,RE/MAX Excellence Realty (RXER1),"$152,000 "
1005169086,RES,CLS,811 4th St NW #1016,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,1/30/09,Comps (COMP1),"$385,200 "
1005169816,RES,CLS,150 V St NW #V101,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,2/27/09,"Urban Land Company, LLC (ULC1)","$363,000 "
1005171094,RES,CLS,2120 Vermont Ave NW #305,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,6/30/09,Jobin Associates (JOBA1),"$334,000 "
1005171210,RES,CLS,475 K St NW #1118,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,8/18/09,The Mayhood Company (MHD1),"$392,900 "
1005174404,RES,CLS,70 Rhode Island Ave NW #202,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,5/7/09,"Urban Pace, LLC (URBP1)","$230,000 "
1005175300,RES,CLS,2207 1st St NW,Washington,"Washington, DC",20001,5,Row/Townhouse,1/28/09,RE/MAX Allegiance (RMAX20),"$585,000 "
1005175706,RES,CLS,439 Elm St NW,Washington,"Washington, DC",20001,2,Twin/Semi-Detached,5/29/09,Keller Williams Capital Properties (KWCP1),"$259,575 "
1005176044,RES,CLS,1206 Kirby St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,6/30/09,Coldwell Banker Residential Brokerage (CBRB52),"$350,000 "
1005176068,RES,CLS,301 Massachusetts Avenue NW #803,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,4/10/09,"W F Chesley Real Estate, LLC. (CHE2)","$470,000 "
1005176286,RES,CLS,1639-1643 6th St NW #5,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,6/1/09,Coldwell Banker Residential Brokerage (CBRB45),"$310,000 "
1005176662,RES,CLS,1229 10th St NW #2,Washington,"Washington, DC",20001,2,Unit/Flat/Apartment,6/1/09,TTR Sotheby's International Realty (TTRS2),"$624,800 "
1005179100,RES,CLS,555 Massachusetts Ave NW #417,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,3/31/09,RE/MAX Allegiance (RMAX17),"$340,000 "
1005182292,RES,CLS,1337 1st St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,4/29/09,RE/MAX Allegiance (RMAX20),"$390,000 "
1005183142,RES,CLS,2120 Vermont Ave NW #519,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,5/29/09,RE/MAX Allegiance (RMAX17),"$347,500 "
1005183620,RES,CLS,125 T St NW #3,Washington,"Washington, DC",20001,2,Row/Townhouse,8/14/09,"RE/MAX Gateway, LLC (RMAX118)","$377,500 "
1005183988,RES,CLS,2212 11th St NW,Washington,"Washington, DC",20001,2,Twin/Semi-Detached,5/6/09,"NetRealtyNow.com, LLC (NRN1)","$240,000 "
1005185138,RES,CLS,2721 11th St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,4/15/09,Fairfax Realty Premier (FXR3),"$600,000 "
1005185354,RES,CLS,555 Massachusetts Ave NW #516,Washington,"Washington, DC",20001,1,Unit/Flat/Apartment,8/20/09,Hounshell Real Estate (HOU1),"$325,000 "
1005186032,RES,CLS,610 Q St NW,Washington,"Washington, DC",20001,3,End of Row/Townhouse,5/29/09,RE/MAX Specialists (RMSP1),"$280,000 "
1005188786,RES,CLS,2116 10th St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,8/6/09,TTR Sotheby's International Realty (TTRS2),"$936,250 "
1005188886,RES,CLS,114 Adams St NW,Washington,"Washington, DC",20001,4,Row/Townhouse,7/17/09,"Long & Foster Real Estate, Inc. (LNG54)","$514,000 "
1005189434,RES,CLS,1708 4th St NW,Washington,"Washington, DC",20001,3,Row/Townhouse,5/20/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$439,000 "
1005190508,RES,CLS,435 Elm Street NW,Washington,"Washington, DC",20001,0,Row/Townhouse,5/14/09,"Theodore Wade & Company, Inc. (VAI1)","$132,500 "
1005193722,RES,CLS,2100 11th St NW #1-01,Washington,"Washington, DC",20001,2,Detached,4/29/09,McWilliams/Ballard Inc. (MCWB1),"$505,000 "
