MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
DCDC138870,RES,CLS,1387 H St NE,Washington,"Washington, DC",20002,4,Twin/Semi-Detached,9/9/08,RE/MAX Allegiance (RMAX126),"$630,000 "
DCDC119940,RES,CLS,2007 Gales St NE,Washington,"Washington, DC",20002,2,Row/Townhouse,10/22/08,RE/MAX Realty Services (RBE1),"$59,000 "
DCDC119858,RES,CLS,1033 10th St NE,Washington,"Washington, DC",20002,3,End of Row/Townhouse,1/30/09,TDA SALES & PROPERTY MANAGEMENT (EXTR1),"$367,500 "
DCDC119140,RES,CLS,1522 Constitution Ave NE,Washington,"Washington, DC",20002,3,End of Row/Townhouse,9/30/08,"Weichert, REALTORS (WEI7)","$140,750 "
DCDC118198,RES,CLS,2004 3rd St NE #104,Washington,"Washington, DC",20002,1,Unit/Flat/Apartment,9/29/08,RE/MAX Advantage Realty (RMA5),"$229,900 "
DCDC116904,RES,CLS,5 Girard St NE,Washington,"Washington, DC",20002,4,Row/Townhouse,10/30/08,"Long & Foster Real Estate, Inc. (LNG196)","$215,000 "
DCDC116334,RES,CLS,335 K St NE,Washington,"Washington, DC",20002,3,Row/Townhouse,1/15/09,Fairfax Realty Premier (FXR3),"$186,000 "
DCDC113116,RES,CLS,608 Maryland Ave NE,Washington,"Washington, DC",20002,6,End of Row/Townhouse,2/24/09,Coldwell Banker Residential Brokerage (CBRB52),"$2,445,000 "
DCDC111196,RES,CLS,319 V St NE,Washington,"Washington, DC",20002,4,Detached,3/12/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL9)","$170,000 "
DCDC107668,RES,CLS,14 S St NE #304,Washington,"Washington, DC",20002,3,Unit/Flat/Apartment,8/31/09,Cornerstone Realty Group LLC (CNRG1),"$304,000 "
DCDC107454,RES,CLS,14 S St NE #104,Washington,"Washington, DC",20002,2,Unit/Flat/Apartment,6/12/09,Cornerstone Realty Group LLC (CNRG1),"$257,400 "
DCDC107452,RES,CLS,14 S St NE #205,Washington,"Washington, DC",20002,1,Unit/Flat/Apartment,4/29/09,Cornerstone Realty Group LLC (CNRG1),"$182,200 "
1006119530,RES,CLS,627 Orleans Pl NE,Washington,"Washington, DC",20002,0,Row/Townhouse,12/8/08,"Metropolitan Regional Information Systems, Inc. (MRIS1)","$145,000 "
1006119504,RES,CLS,410 11th St NE #24,Washington,"Washington, DC",20002,2,Unit/Flat/Apartment,10/3/08,"Metropolitan Regional Information Systems, Inc. (MRIS1)","$369,000 "
1006106990,RES,CLS,1728 D St NE,Washington,"Washington, DC",20002,3,Row/Townhouse,2/12/09,DROdio.com Realty (DRO1),"$247,900 "
1006106578,RES,CLS,425 6th St NE,Washington,"Washington, DC",20002,5,Detached,7/13/09,Prudential Carruthers REALTORS (PCR4),"$753,000 "
1006105160,RES,CLS,2731 4th St NE,Washington,"Washington, DC",20002,3,Row/Townhouse,6/18/09,"Weichert, REALTORS (WEI28)","$205,000 "
1006102540,RES,CLS,410 11th St NE #24,Washington,"Washington, DC",20002,2,Unit/Flat/Apartment,11/13/08,"Long & Foster Real Estate, Inc. (LNG176)","$369,000 "
1006101876,RES,CLS,1228 Orren St NE,Washington,"Washington, DC",20002,3,Twin/Semi-Detached,6/1/09,"SourceOne Realty Group, LLC. (SOUR1)","$168,500 "
1006101704,RES,CLS,1647 Rosedale St NE,Washington,"Washington, DC",20002,3,Row/Townhouse,3/30/09,"Habitat Real Estate, Inc. (HAB1)","$152,000 "
1006098102,RES,CLS,641 C St NE,Washington,"Washington, DC",20002,3,Row/Townhouse,1/15/09,Coldwell Banker Residential Brokerage (CBRB45),"$689,500 "
1006097818,RES,CLS,908 13th St NE,Washington,"Washington, DC",20002,3,Row/Townhouse,6/1/09,Bennett Realty Solutions (EXBR1),"$355,000 "
1006097792,RES,CLS,1721 West Virginia Ave NE,Washington,"Washington, DC",20002,4,Row/Townhouse,2/25/09,"Long & Foster Real Estate, Inc. (LNG11)","$168,000 "
1006097466,RES,CLS,224 S St NE #1,Washington,"Washington, DC",20002,3,Other,6/19/09,"Weichert, REALTORS (WEI4)","$153,000 "
1006096884,RES,CLS,631 Orleans Pl NE,Washington,"Washington, DC",20002,4,Other,3/23/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL9)","$253,000 "
