MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1005111734,RES,CLS,1416 W St SE,Washington,"Washington, DC",20020,3,Twin/Semi-Detached,3/3/09,"Weichert, REALTORS (WEI7)","$285,000 "
1005113136,RES,CLS,3214 24th St SE,Washington,"Washington, DC",20020,4,Detached,4/3/09,EXIT Right Realty (EXRT1),"$340,000 "
1005113374,RES,CLS,1620 29th St SE #402,Washington,"Washington, DC",20020,2,Unit/Flat/Apartment,1/30/09,RE/MAX Colonial Homes Inc. (RCH4),"$229,900 "
1005113740,RES,CLS,1434 V St SE,Washington,"Washington, DC",20020,3,End of Row/Townhouse,8/13/09,RE/MAX Allegiance (RMAX34),"$70,000 "
1005114282,RES,CLS,3431 25th St SE,Washington,"Washington, DC",20020,3,Twin/Semi-Detached,3/16/09,GMAC Real Estate Service Center (GRSC1),"$200,000 "
1005114308,RES,CLS,1916 U Pl SE,Washington,"Washington, DC",20020,3,End of Row/Townhouse,6/30/09,Taylor Properties (TAYL1),"$245,000 "
1005114544,RES,CLS,2239 Ridge Pl SE,Washington,"Washington, DC",20020,3,Detached,8/31/09,RE/MAX Allegiance (RMAX20),"$310,000 "
1005115706,RES,CLS,2329 15th Pl SE,Washington,"Washington, DC",20020,3,End of Row/Townhouse,4/9/09,"Real Estate By Owner, Inc. (REBO1)","$229,000 "
1005116004,RES,CLS,2804 Jasper St SE,Washington,"Washington, DC",20020,4,Detached,8/31/09,Keller Williams Realty (KWR8),"$225,000 "
1005118172,RES,CLS,1628 V St SE,Washington,"Washington, DC",20020,3,Twin/Semi-Detached,8/27/09,Ranik Realty (RNIK1),"$124,500 "
1005118290,RES,CLS,1620 29th St SE #302,Washington,"Washington, DC",20020,2,Unit/Flat/Apartment,2/27/09,RE/MAX Colonial Homes Inc. (RCH4),"$219,900 "
1005121356,RES,CLS,1607 Minnesota Ave SE,Washington,"Washington, DC",20020,3,Twin/Semi-Detached,4/27/09,Fairfax Realty Premier (FXR3),"$70,000 "
1005122884,RES,CLS,1832 Bruce Pl SE,Washington,"Washington, DC",20020,3,End of Row/Townhouse,6/24/09,"Long & Foster Real Estate, Inc. (LNG1)","$198,000 "
1005122910,RES,CLS,1909 33rd St SE,Washington,"Washington, DC",20020,3,Detached,4/15/09,RE/MAX Colonial Homes Inc. (RCH4),"$325,000 "
1005123716,RES,CLS,3429 25th St SE,Washington,"Washington, DC",20020,3,,8/13/09,Realty Pros (RPA1),"$108,250 "
1005124402,RES,CLS,2904 Fort Baker Dr SE,Washington,"Washington, DC",20020,3,Detached,1/30/09,"Long & Foster Real Estate, Inc. (LNG3)","$351,000 "
1005125612,RES,CLS,1331 Valley Pl SE,Washington,"Washington, DC",20020,3,Row/Townhouse,2/23/09,Coldwell Banker Residential Brokerage (CBRB54),"$250,000 "
1005127052,RES,CLS,1847 Tubman Rd SE,Washington,"Washington, DC",20020,4,End of Row/Townhouse,5/28/09,Coldwell Banker Residential Brokerage (CBRB45),"$227,000 "
1005138440,RES,CLS,1545 Fort Davis St SE,Washington,"Washington, DC",20020,2,End of Row/Townhouse,6/10/09,Keller Williams Capital Properties (KWCP1),"$95,000 "
1005142754,RES,CLS,2605 Douglass Rd SE #403,Washington,"Washington, DC",20020,3,Unit/Flat/Apartment,8/4/09,"Long & Foster Real Estate, Inc. (LNG54)","$215,000 "
1005150070,RES,CLS,1620 29th St SE #303,Washington,"Washington, DC",20020,2,Unit/Flat/Apartment,6/1/09,RE/MAX Colonial Homes Inc. (RCH4),"$219,900 "
