MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1005114634,RES,CLS,638 Chesapeake St SE,Washington,"Washington, DC",20032,2,End of Row/Townhouse,4/23/09,RE/MAX Colonial Homes Inc. (RCH4),"$59,900 "
1005118010,RES,CLS,510 Chesapeake St SE,Washington,"Washington, DC",20032,2,Twin/Semi-Detached,7/17/09,Taylor Properties (TAYL1),"$150,000 "
1005128082,RES,CLS,4612 6th St SE,Washington,"Washington, DC",20032,3,End of Row/Townhouse,4/6/09,Exit Community Realty (EER1),"$190,900 "
1005128198,RES,CLS,3321 11th Pl SE,Washington,"Washington, DC",20032,4,Detached,5/8/09,"Long & Foster Real Estate, Inc. (LNG19)","$180,000 "
1005129082,RES,CLS,3319 12th St SE,Washington,"Washington, DC",20032,3,Detached,7/16/09,Keller Williams of Southern Maryland (KWSM1),"$73,500 "
1005130308,RES,CLS,3308 5th St SE,Washington,"Washington, DC",20032,3,Detached,2/25/09,Coldwell Banker Residential Brokerage (CBRB45),"$47,500 "
1005144478,RES,CLS,34 Galveston Pl SW,Washington,"Washington, DC",20032,4,Detached,8/26/09,"Long & Foster Real Estate, Inc. (LNG35)","$79,000 "
1005144590,RES,CLS,100 Chesapeake St SE #1,Washington,"Washington, DC",20032,2,Unit/Flat/Apartment,3/30/09,Coldwell Banker Residential Brokerage (CBRB49),"$35,000 "
1005150874,RES,CLS,550 Foxhall Pl SE,Washington,"Washington, DC",20032,3,,8/13/09,Home Source Real Estate Solutions (HSLT1),"$200,000 "
1005167026,RES,CLS,119 Danbury St SW,Washington,"Washington, DC",20032,3,Row/Townhouse,6/30/09,"Long & Foster Real Estate, Inc. (LNG42)","$240,000 "
1005174940,RES,CLS,1315 Barnaby Ter SE,Washington,"Washington, DC",20032,3,Row/Townhouse,3/27/09,Coldwell Banker Residential Brokerage (CBRB45),"$154,900 "
1005186976,RES,CLS,105 Danbury St SW,Washington,"Washington, DC",20032,3,Row/Townhouse,7/24/09,Premiere Realty (PMEE1),"$215,000 "
1005191938,RES,CLS,503 Lebaum St SE,Washington,"Washington, DC",20032,4,Twin/Semi-Detached,4/21/09,RE/MAX United Real Estate (RMXD1),"$109,900 "
1005211494,RES,CLS,859 Monteria Ct SE,Washington,"Washington, DC",20032,3,Row/Townhouse,6/11/09,Century 21 New Millennium (CENT2001),"$220,000 "
1005218858,RES,CLS,108 Brandywine Pl SW,Washington,"Washington, DC",20032,2,Detached,6/9/09,Byron Scott Real Estate Service Group LLC (BNSR1),"$65,000 "
1005232172,RES,CLS,856 Yuma St SE,Washington,"Washington, DC",20032,3,,7/30/09,Coldwell Banker Residential Brokerage (CBRB45),"$60,000 "
1005234678,RES,CLS,402 Orange St SE,Washington,"Washington, DC",20032,3,Twin/Semi-Detached,7/24/09,Realty Executives/2000 (RTE1),"$225,000 "
1005241118,RES,CLS,725 Brandywine St SE #301,Washington,"Washington, DC",20032,2,Unit/Flat/Apartment,7/17/09,"Long & Foster Real Estate, Inc. (LNG194)","$159,995 "
1005245260,RES,CLS,3210 12th St SE,Washington,"Washington, DC",20032,3,Row/Townhouse,3/30/09,Comps (COMP1),"$200,000 "
1005264424,RES,CLS,3 Danbury St SW,Washington,"Washington, DC",20032,2,End of Row/Townhouse,7/28/09,Arcadia Realty (SILR1),"$201,234 "
1005279364,RES,CLS,910-916 Barnaby St SE #201,Washington,"Washington, DC",20032,2,Unit/Flat/Apartment,6/2/09,"Urban Brokers, LLC (UBRO1)","$51,397 "
1005287380,RES,CLS,1313 Barnaby Ter SE,Washington,"Washington, DC",20032,3,Row/Townhouse,6/25/09,Inclusions & Associates Real Estate (IARE1),"$160,000 "
