MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1000254966,RES,CLS,3048 University Ter NW,Washington,"Washington, DC",20016,7,Detached,6/18/09,William Sawyer & Company (WSC1),"$2,600,000 "
1004077483,RES,CLS,4825 41st St NW,Washington,"Washington, DC",20016,2,Row/Townhouse,6/29/09,Coldwell Banker Residential Brokerage (CBRB45),"$499,000 "
1005111654,RES,CLS,4201 Cathedral Ave NW #923W,Washington,"Washington, DC",20016,2,Unit/Flat/Apartment,2/25/09,"Long & Foster Real Estate, Inc. (LNG35)","$425,000 "
1005115252,RES,CLS,4600 Asbury Pl NW,Washington,"Washington, DC",20016,4,Detached,4/30/09,"Long & Foster Real Estate, Inc. (LNG42)","$845,000 "
1005115898,RES,CLS,3620 38th St NW #263,Washington,"Washington, DC",20016,2,Unit/Flat/Apartment,3/4/09,"Long & Foster Real Estate, Inc. (LNG42)","$450,000 "
1005118132,RES,CLS,3407 Quebec St NW,Washington,"Washington, DC",20016,3,Twin/Semi-Detached,6/30/09,TTR Sotheby's International Realty (TTRS2),"$805,000 "
1005119436,RES,CLS,3470 39th St NW #677,Washington,"Washington, DC",20016,2,Unit/Flat/Apartment,6/9/09,Randall H. Hagner & Company (HAG1),"$403,000 "
1005119762,RES,CLS,3819 48th St NW,Washington,"Washington, DC",20016,4,Detached,6/30/09,"Weichert, REALTORS (WEI29)","$762,000 "
1005123586,RES,CLS,3813 48th St NW,Washington,"Washington, DC",20016,4,Detached,3/6/09,"Washington Fine Properties, LLC (WFP1)","$1,050,000 "
1005123620,RES,CLS,4838 Davenport St NW,Washington,"Washington, DC",20016,3,Detached,6/25/09,"Long & Foster Real Estate, Inc. (LNG3)","$717,000 "
1005128626,RES,CLS,3022 Wisconsin Ave NW #205,Washington,"Washington, DC",20016,1,Unit/Flat/Apartment,6/26/09,Tenacity Real Estate LLC (TERE1),"$274,500 "
1005129812,RES,CLS,4726 Sedgwick St NW,Washington,"Washington, DC",20016,2,Detached,3/27/09,"Long & Foster Real Estate, Inc. (LNG42)","$775,000 "
1005130220,RES,CLS,4201 Cathedral Ave NW #224W,Washington,"Washington, DC",20016,2,Unit/Flat/Apartment,3/13/09,"Long & Foster Real Estate, Inc. (LNG42)","$367,000 "
1005130458,RES,CLS,3010 Wisconsin Ave NW #403,Washington,"Washington, DC",20016,1,Unit/Flat/Apartment,3/3/09,"Weichert, REALTORS (WEI12)","$320,000 "
1005134008,RES,CLS,3100 Wisconsin Ave NW #B-6,Washington,"Washington, DC",20016,0,Unit/Flat/Apartment,7/31/09,Tenacity Real Estate LLC (TERE1),"$159,500 "
1005136670,RES,CLS,5124 Rockwood Pkwy NW,Washington,"Washington, DC",20016,5,Detached,4/15/09,"Long & Foster Real Estate, Inc. (LNG35)","$1,500,000 "
1005138286,RES,CLS,4200 Cathedral Ave NW #515,Washington,"Washington, DC",20016,2,Unit/Flat/Apartment,5/14/09,"Real Estate By Owner, Inc. (REBO1)","$280,000 "
1005142162,RES,CLS,3911 Watson Pl NW,Washington,"Washington, DC",20016,4,Row/Townhouse,3/20/09,Coldwell Banker Residential Brokerage (CBRB45),"$818,000 "
