MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1005114014,RES,CLS,5 Hawthorne Ct NE,Washington,"Washington, DC",20017,2,Row/Townhouse,5/11/09,"Samuel C Reynolds & Company, Inc. (RECI1)","$257,400 "
1005114140,RES,CLS,1601 Crittenden St NE,Washington,"Washington, DC",20017,3,Detached,5/29/09,"Matthew Spicer Real Estate, LLC (MSPI1)","$410,000 "
1005120508,RES,CLS,89 Hawthorne Ct NE #89,Washington,"Washington, DC",20017,2,End of Row/Townhouse,4/30/09,"Llewellyn, REALTORS (LLE1)","$297,000 "
1005121364,RES,CLS,1216 Taylor St NE,Washington,"Washington, DC",20017,4,Twin/Semi-Detached,6/30/09,"Long & Foster Real Estate, Inc. (LNG150)","$300,000 "
1005126690,RES,CLS,4100 13th St NE,Washington,"Washington, DC",20017,3,End of Row/Townhouse,3/18/09,Coldwell Banker Residential Brokerage (CBRB45),"$399,900 "
1005142418,RES,CLS,4221 12th Pl NE,Washington,"Washington, DC",20017,3,,2/27/09,Randall H. Hagner & Company (HAG1),"$241,000 "
1005145422,RES,CLS,653 Emerson St NE,Washington,"Washington, DC",20017,3,End of Row/Townhouse,6/15/09,Coldwell Banker Residential Brokerage (CBRB45),"$200,000 "
1005154258,RES,CLS,735 Emerson St NE,Washington,"Washington, DC",20017,2,Detached,3/4/09,Signature Real Estate Associates (KWPT1),"$193,000 "
1005157414,RES,CLS,1036 Jackson St NE,Washington,"Washington, DC",20017,3,Twin/Semi-Detached,2/6/09,"Long & Foster Real Estate, Inc. (LNG5)","$248,000 "
1005157846,RES,CLS,716 Delafield St NE,Washington,"Washington, DC",20017,3,Twin/Semi-Detached,6/26/09,"Long & Foster Real Estate, Inc. (LNG54)","$258,000 "
1005174264,RES,CLS,3000 7th St NE #118,Washington,"Washington, DC",20017,1,Unit/Flat/Apartment,6/19/09,Keller Williams Realty Consultants (KWRC1),"$67,000 "
1005187180,RES,CLS,753 Faraday Pl NE,Washington,"Washington, DC",20017,2,Row/Townhouse,8/31/09,RE/MAX Excellence Realty (RXER1),"$180,000 "
1005187888,RES,CLS,2915 7th St NE,Washington,"Washington, DC",20017,4,Row/Townhouse,6/4/09,"Habitat Real Estate, Inc. (HAB1)","$160,000 "
1005191382,RES,CLS,2819 5th St NE,Washington,"Washington, DC",20017,4,Row/Townhouse,4/22/09,Prudential Carruthers REALTORS (PCR4),"$374,500 "
1005191912,RES,CLS,2824 12th St NE #104,Washington,"Washington, DC",20017,1,Unit/Flat/Apartment,8/31/09,RE/MAX Allegiance (RMAX20),"$150,000 "
1005215110,RES,CLS,4833 16th St NE,Washington,"Washington, DC",20017,3,Detached,4/30/09,"Long & Foster Real Estate, Inc. (LNG25)","$360,000 "
1005220584,RES,CLS,3001 15th St NE,Washington,"Washington, DC",20017,3,Detached,5/29/09,Keller Williams Capital Properties (KWCP1),"$410,000 "
1005223752,RES,CLS,722 Delafield St NE,Washington,"Washington, DC",20017,3,Row/Townhouse,7/15/09,"Ivan Brown Realty, Inc. (IVAN1)","$227,000 "
1005238428,RES,CLS,1273 Delafield Pl NE,Washington,"Washington, DC",20017,3,Twin/Semi-Detached,8/21/09,RE/MAX Realty Services (RBE1),"$205,000 "
1005256836,RES,CLS,1218 Perry St NE #201,Washington,"Washington, DC",20017,1,Unit/Flat/Apartment,6/1/09,The Real Estate Store (WRTH1),"$165,000 "
1005257470,RES,CLS,511 Montana Ave NE,Washington,"Washington, DC",20017,3,Twin/Semi-Detached,5/7/09,Coldwell Banker Residential Brokerage (CBRB106),"$260,000 "
