MLS #,Cat,Status,Address,City,County,Zip,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1005740332,RES,CLS,631 D St NW #843,Washington,"Washington, DC",20004,2,1-Feb,Unit/Flat/Apartment,9/26/08,RE/MAX Realty Services (RBE1),"$540,000 "
1005762490,RES,CLS,616 E St NW #207,Washington,"Washington, DC",20004,0,Jan-00,Unit/Flat/Apartment,9/10/08,Coldwell Banker Residential Brokerage (CBRB52),"$323,000 "
1005792112,RES,CLS,801 Pennsylvania Ave NW #1001,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,12/15/08,Randall H. Hagner & Company (HAG1),"$725,000 "
1005832982,RES,CLS,601 Pennsylvania Ave NW #205,Washington,"Washington, DC",20004,2,Feb-00,Unit/Flat/Apartment,11/25/08,"Long & Foster Real Estate, Inc. (LNG35)","$465,000 "
1005849126,RES,CLS,912 F St NW #208,Washington,"Washington, DC",20004,2,1-Feb,Unit/Flat/Apartment,10/17/08,Coldwell Banker Residential Brokerage (CBRB106),"$972,500 "
1005872026,RES,CLS,601 Pennsylvania Ave NW #401,Washington,"Washington, DC",20004,2,Feb-00,Unit/Flat/Apartment,9/30/08,"Long & Foster Real Estate, Inc. (LNG35)","$498,000 "
1005897426,RES,CLS,915 E St NW #811,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,10/10/08,McWilliams/Ballard Inc. (MCWB1),"$412,500 "
1005924306,RES,CLS,616 E St NW #410,Washington,"Washington, DC",20004,0,Jan-00,Unit/Flat/Apartment,9/30/08,Stein and Associates (STE1),"$373,000 "
1005943272,RES,CLS,701 Pennsylvania Ave NW #1205,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,11/26/08,D M Hassanein LLC (DMH1),"$322,000 "
1005947262,RES,CLS,616 E St NW #823,Washington,"Washington, DC",20004,2,Jan-00,Unit/Flat/Apartment,10/1/08,Coldwell Banker Residential Brokerage (CBRB106),"$520,000 "
1005981712,RES,CLS,631 D St NW #1140,Washington,"Washington, DC",20004,3,1-Mar,Unit/Flat/Apartment,2/6/09,"Long & Foster Real Estate, Inc. (LNG35)","$735,000 "
1006006938,RES,CLS,915 E St NW #303,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,12/8/08,"SJM Properties, Inc. (SJM1)","$395,000 "
1006008572,RES,CLS,616 E St NW #210,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,1/30/09,"Long & Foster Real Estate, Inc. (LNG11)","$485,000 "
1006011304,RES,CLS,616 E St NW #702,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,12/29/08,Coldwell Banker Residential Brokerage (CBRB106),"$420,000 "
1006018532,RES,CLS,616 E St NW #502,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,1/2/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$385,000 "
1006024332,RES,CLS,912 F St NW #406,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,7/31/09,RE/MAX Realty Services (RBE1),"$399,900 "
1006031456,RES,CLS,616 E St NW #618,Washington,"Washington, DC",20004,2,Feb-00,Unit/Flat/Apartment,12/10/08,RE/MAX Specialists (RMSP1),"$650,000 "
1006039120,RES,CLS,915 E St NW #1102,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,1/15/09,Coldwell Banker Residential Brokerage (CBRB106),"$360,000 "
1006047604,RES,CLS,701 Pennsylvania Ave NW #1026,Washington,"Washington, DC",20004,1,Feb-00,Unit/Flat/Apartment,3/2/09,Randall H. Hagner & Company (HAG1),"$810,000 "
1006053036,RES,CLS,701 Pennsylvania Ave NW #Ph15,Washington,"Washington, DC",20004,2,Feb-00,Unit/Flat/Apartment,4/30/09,"Long & Foster Real Estate, Inc. (LNG35)","$730,000 "
1006057644,RES,CLS,616 E St NW #511,Washington,"Washington, DC",20004,2,Feb-00,Unit/Flat/Apartment,4/10/09,"Long & Foster Real Estate, Inc. (LNG35)","$600,000 "
1006075666,RES,CLS,601 Pennsylvania Ave NW #712,Washington,"Washington, DC",20004,2,Mar-00,Unit/Flat/Apartment,7/22/09,"Winston Real Estate, Inc. (WAW1)","$1,000,000 "
1006077488,RES,CLS,912 F St NW #206,Washington,"Washington, DC",20004,3,1-Feb,Unit/Flat/Apartment,4/24/09,"Continental Properties, Ltd. (CPRE1)","$1,090,000 "
1006083142,RES,CLS,616 E St NW #848,Washington,"Washington, DC",20004,2,1-Feb,Unit/Flat/Apartment,1/27/09,"Long & Foster Real Estate, Inc. (LNG206)","$550,000 "
1006083910,RES,CLS,601 Pennsylvania Ave NW #1403,Washington,"Washington, DC",20004,2,Feb-00,Unit/Flat/Apartment,2/9/09,"Long & Foster Real Estate, Inc. (LNG44)","$625,000 "
1006086916,RES,CLS,915 E St NW #710,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,1/21/09,Pacific Realty (PAF1),"$350,000 "
1006093018,RES,CLS,631 D St NW #331,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,2/27/09,Prudential Carruthers REALTORS (PCR4),"$415,000 "
1006118566,RES,CLS,801 Pennsylvania Ave NW #Ph13,Washington,"Washington, DC",20004,1,Jan-00,Unit/Flat/Apartment,5/29/09,"Metropolitan Regional Information Systems, Inc. (MRIS1)","$506,000 "
1006119432,RES,CLS,631 D St NW #933,Washington,"Washington, DC",20004,2,Jan-00,Unit/Flat/Apartment,9/5/08,"Metropolitan Regional Information Systems, Inc. (MRIS1)","$520,000 "
