MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1005138100,RES,CLS,1718 P St NW #502,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,2/18/09,Coldwell Banker Residential Brokerage (CBRB45),"$392,000 "
1005140994,RES,CLS,1401 17th St NW #805,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,3/6/09,"Chatel Real Estate, Inc. (CHL1)","$525,000 "
1005144036,RES,CLS,1301 20th St NW #601,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,4/9/09,Margaret S Lamberton Real Estate (MGSL1),"$243,000 "
1005156324,RES,CLS,1 Scott Cir NW #309,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,3/16/09,Coldwell Banker Residential Brokerage (CBRB106),"$200,000 "
1005156858,RES,CLS,2007 O St NW #202,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/9/09,TTR Sotheby's International Realty (TTRS2),"$381,000 "
1005171646,RES,CLS,1734 P St NW #46,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,3/27/09,"Long & Foster Real Estate, Inc. (LNG194)","$419,000 "
1005171724,RES,CLS,1545 18th St NW #503,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/4/09,Coldwell Banker Residential Brokerage (CBRB49),"$330,000 "
1005179292,RES,CLS,1401 17th St NW #604,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,8/19/09,Coldwell Banker Residential Brokerage (CBRB45),"$500,000 "
1005180432,RES,CLS,1747 Church St NW #4,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,3/18/09,"Long & Foster Real Estate, Inc. (LNG147)","$355,000 "
1005182378,RES,CLS,1514 21st St NW #4,Washington,"Washington, DC",20036,2,Twin/Semi-Detached,3/17/09,"Washington Fine Properties, LLC (WFP1)","$800,000 "
1005187122,RES,CLS,1260 21st St NW #413,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,2/26/09,"Long & Foster Real Estate, Inc. (LNG42)","$315,000 "
1005190894,RES,CLS,1401 17th St NW #211,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/20/09,Coldwell Banker Residential Brokerage (CBRB45),"$376,200 "
1005197424,RES,CLS,1 Scott Cir NW #218,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/24/09,Coldwell Banker Residential Brokerage (CBRB106),"$227,500 "
1005198594,RES,CLS,1330 New Hampshire Ave NW #724,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/8/09,TTR Sotheby's International Realty (TTRS2),"$283,000 "
1005209594,RES,CLS,1316 New Hampshire Ave NW #106,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/28/09,RE/MAX Allegiance (RMAX17),"$219,000 "
1005211796,RES,CLS,1756 Church St NW,Washington,"Washington, DC",20036,4,Row/Townhouse,5/15/09,TTR Sotheby's International Realty (TTRS2),"$1,335,000 "
1005239576,RES,CLS,1325 18th St NW #704,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,5/20/09,"Stuart & Maury, Inc. (STU1)","$625,000 "
1005241274,RES,CLS,1308 21st St NW #203,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,4/29/09,Coldwell Banker Residential Brokerage (CBRB53),"$279,000 "
1005244996,RES,CLS,1330 New Hampshire Ave NW #722,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,5/12/09,Coldwell Banker Residential Brokerage (CBRB45),"$260,000 "
1005247504,RES,CLS,1301 20th St NW #517,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,6/24/09,"REALTYFORCE, INC. (FORC1)","$230,000 "
1005252264,RES,CLS,1280 21st St NW #802,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,6/28/09,Coldwell Banker Residential Brokerage (CBRB106),"$318,800 "
1005260526,RES,CLS,1 Scott Cir NW #4,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/28/09,"McEnearney Associates, Inc. (MCE6)","$240,000 "
1005269496,RES,CLS,1325 18th St NW #1003,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,5/12/09,"Continental Properties, Ltd. (CPRE1)","$549,500 "
1005273924,RES,CLS,1628 P St NW,Washington,"Washington, DC",20036,3,End of Row/Townhouse,8/7/09,"Long & Foster Real Estate, Inc. (LNG1)","$1,015,000 "
1005277116,RES,CLS,1401 17th St NW #609,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,6/19/09,Coldwell Banker Residential Brokerage (CBRB45),"$368,000 "
1005282004,RES,CLS,1330 New Hampshire Ave NW #421,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,5/15/09,TTR Sotheby's International Realty (TTRS2),"$250,000 "
1005287026,RES,CLS,1711 Massachusetts Ave NW #108,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,6/8/09,"Long & Foster Real Estate, Inc. (LNG3)","$322,000 "
1005291236,RES,CLS,1401 17th St NW #906,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,6/9/09,Coldwell Banker Residential Brokerage (CBRB106),"$549,000 "
1005294630,RES,CLS,1711 Massachusetts Ave NW #407,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,6/1/09,USRealty.com LLP (HPADCOM),"$260,000 "
1005304510,RES,CLS,1330 New Hampshire Ave NW #814,Washington,"Washington, DC",20036,2,Other,7/17/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL9)","$420,000 "
1005327144,RES,CLS,1718 P St NW #913,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/10/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$279,000 "
1005329746,RES,CLS,1514 17th St NW #111,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,7/29/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL2)","$215,000 "
1005333706,RES,CLS,1711 Massachusetts Ave NW #823,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,7/21/09,"Long & Foster Real Estate, Inc. (LNG54)","$249,000 "
1005360820,RES,CLS,1260 21st St NW #303,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/30/09,Coldwell Banker Residential Brokerage (CBRB106),"$245,000 "
1005360918,RES,CLS,1 Scott Cir NW #501,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/29/09,Coldwell Banker Residential Brokerage (CBRB106),"$310,000 "
1005361300,RES,CLS,1 Scott Cir NW #808,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/21/09,Coldwell Banker Residential Brokerage (CBRB106),"$325,000 "
1005363186,RES,CLS,1545 18th St NW #211,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,8/19/09,Coldwell Banker Residential Brokerage (CBRB49),"$324,000 "
1005384238,RES,CLS,1545 18th St NW #918,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,8/21/09,"Long & Foster Real Estate, Inc. (LNG54)","$381,500 "
1005389128,RES,CLS,1330 New Hampshire Ave NW #1010,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/31/09,TTR Sotheby's International Realty (TTRS2),"$454,000 "
1005391382,RES,CLS,1711 Massachusetts Ave NW #103,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,7/15/09,"Long & Foster Real Estate, Inc. (LNG95)","$315,000 "
1005405720,RES,CLS,1514 17th St NW #208,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,8/28/09,Coldwell Banker Residential Brokerage (CBRB106),"$218,950 "
1005432550,RES,CLS,1320 21st St NW #202,Washington,"Washington, DC",20036,2,Unit/Flat/Apartment,8/31/09,"Forum Properties, Inc. (FRM1)","$415,000 "
1005433434,RES,CLS,1330 New Hampshire Ave NW #220,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,8/10/09,Coldwell Banker Residential Brokerage (CBRB106),"$256,000 "
1005435004,RES,CLS,1330 New Hampshire Ave NW #423,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,8/31/09,TTR Sotheby's International Realty (TTRS2),"$258,000 "
1005445786,RES,CLS,1330 New Hampshire Ave NW #410,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,8/21/09,TTR Sotheby's International Realty (TTRS2),"$399,999 "
1005815452,RES,CLS,1405 21st St NW,Washington,"Washington, DC",20036,6,Row/Townhouse,10/15/08,"Long & Foster Real Estate, Inc. (LNG44)","$1,550,000 "
1005829010,RES,CLS,1711 Massachusetts Ave NW #702,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,9/12/08,Coldwell Banker Residential Brokerage (CBRB45),"$273,500 "
1005884582,RES,CLS,1526 17th St NW #115,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,1/14/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR3)","$176,250 "
1005904376,RES,CLS,2007 O St NW #102,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,11/7/08,Coldwell Banker Residential Brokerage (CBRB49),"$480,500 "
1005908818,RES,CLS,1545 18th St NW #704,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,9/17/08,"McEnearney Associates, Inc. (MCE1)","$350,000 "
1005947270,RES,CLS,1718 P St NW #316,Washington,"Washington, DC",20036,0,Unit/Flat/Apartment,9/2/08,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$244,500 "
1005952788,RES,CLS,1330 New Hampshire Ave NW #611,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,9/10/08,Keller Williams Capital Properties (KWCP1),"$290,000 "
1005953108,RES,CLS,2012 O St NW #23,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,1/9/09,TTR Sotheby's International Realty (TTRS2),"$264,950 "
1005954224,RES,CLS,2012 O St NW #12,Washington,"Washington, DC",20036,1,Unit/Flat/Apartment,10/30/08,"Long & Foster Real Estate, Inc. (LNG183)","$312,000 "
