MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1000446960,RES,CLS,1239 Vermont Ave NW #310,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,7/17/09,"Long & Foster Real Estate, Inc. (LNG3)","$285,000 "
1005113836,RES,CLS,1515 15th St NW #413,Washington,"Washington, DC",20005,2,Unit/Flat/Apartment,12/19/08,DCRE (DCE1),"$1,048,533 "
1005116288,RES,CLS,1521 Kingman Pl NW #6,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,3/2/09,Arcadia Realty (SILR1),"$226,500 "
1005118736,RES,CLS,1514 12th St NW #3,Washington,"Washington, DC",20005,2,Row/Townhouse,3/27/09,"Long & Foster Real Estate, Inc. (LNG54)","$512,000 "
1005119274,RES,CLS,1300 13th St NW #108,Washington,"Washington, DC",20005,2,Unit/Flat/Apartment,6/5/09,Coldwell Banker Residential Brokerage (CBRB45),"$502,000 "
1005124140,RES,CLS,1317 Rhode Island Ave NW #1,Washington,"Washington, DC",20005,2,Unit/Flat/Apartment,3/12/09,TTR Sotheby's International Realty (TTRS2),"$385,000 "
1005128096,RES,CLS,1441 Rhode Island Ave NW #512,Washington,"Washington, DC",20005,2,Unit/Flat/Apartment,7/6/09,"Long & Foster Real Estate, Inc. (LNG42)","$475,000 "
1005129748,RES,CLS,1313 Vermont Ave NW #7,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,2/25/09,Coldwell Banker Residential Brokerage (CBRB45),"$322,000 "
1005133012,RES,CLS,1513 Vermont Ave NW,Washington,"Washington, DC",20005,4,Detached,4/21/09,Yigal Rappaport Real Estate (YRR1),"$820,000 "
1005137774,RES,CLS,1400 Church St NW #410,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,5/15/09,TTR Sotheby's International Realty (TTRS2),"$480,000 "
1005137862,RES,CLS,1320 13th St NW #2,Washington,"Washington, DC",20005,2,Unit/Flat/Apartment,3/26/09,"McEnearney Associates, Inc. (MCE7)","$399,999 "
1005138844,RES,CLS,1125 12th St NW #51,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,6/24/09,Prudential Carruthers REALTORS (PCR23),"$160,000 "
1005146770,RES,CLS,1502 13th St NW #4,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,2/18/09,"Long & Foster Real Estate, Inc. (LNG42)","$365,000 "
1005147574,RES,CLS,1306 O St NW #Ll2,Washington,"Washington, DC",20005,2,Twin/Semi-Detached,4/17/09,Coldwell Banker Residential Brokerage (CBRB45),"$300,000 "
1005153310,RES,CLS,1440 N St NW #808,Washington,"Washington, DC",20005,0,Unit/Flat/Apartment,3/27/09,Metropol Realty (MTP1),"$190,000 "
1005154274,RES,CLS,1326 Vermont Ave NW #6,Washington,"Washington, DC",20005,2,Row/Townhouse,4/15/09,Tilton Bernstein Walsh Real Estate LLC (TBMI1),"$570,000 "
1005154814,RES,CLS,1440 N St NW #1012,Washington,"Washington, DC",20005,0,Unit/Flat/Apartment,2/23/09,"Long & Foster Real Estate, Inc. (LNG11)","$199,000 "
1005154906,RES,CLS,1441 Rhode Island Ave NW #407,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,8/14/09,Coldwell Banker Residential Brokerage (CBRB106),"$399,999 "
1005158872,RES,CLS,1529 14th St NW #303,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,8/21/09,"Long & Foster Real Estate, Inc. (LNG35)","$438,000 "
1005162938,RES,CLS,1150 K St NW #606,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,5/2/09,"Key Realty Group, LLC (KYRG1)","$341,000 "
1005166662,RES,CLS,1515 15th St NW #602,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,2/6/09,DCRE (DCE1),"$544,900 "
1005167754,RES,CLS,1125 12th St NW #45,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,3/27/09,Coldwell Banker Residential Brokerage (CBRB45),"$175,000 "
1005170798,RES,CLS,1101 L St NW #705,Washington,"Washington, DC",20005,0,Unit/Flat/Apartment,3/13/09,TTR Sotheby's International Realty (TTRS2),"$150,575 "
1005176818,RES,CLS,1325 13th St NW #306,Washington,"Washington, DC",20005,2,Unit/Flat/Apartment,5/15/09,RE/MAX Distinctive (RMAX1009),"$469,000 "
1005184132,RES,CLS,1400 Church St NW #210,Washington,"Washington, DC",20005,1,Unit/Flat/Apartment,5/15/09,TTR Sotheby's International Realty (TTRS2),"$447,000 "
