MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1001470893,RES,CLS,950 25th St NW #514-S,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,8/26/09,Comps (COMP1),"$350,000 "
1002253122,RES,CLS,1177 22nd St NW #9-D,Washington,"Washington, DC",20037,3,Unit/Flat/Apartment,3/25/09,"Eastbanc Marketing, LLC (ESTM1)","$3,335,000 "
1002253128,RES,CLS,1177 22nd St NW #9G,Washington,"Washington, DC",20037,3,Unit/Flat/Apartment,9/23/08,"Eastbanc Marketing, LLC (ESTM1)","$3,898,500 "
1002253136,RES,CLS,1177 22nd St NW #3M,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,8/5/09,"Eastbanc Marketing, LLC (ESTM1)","$1,366,500 "
1002253150,RES,CLS,1177 22nd St NW #2C,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,5/31/09,"Eastbanc Marketing, LLC (ESTM1)","$1,399,000 "
1002253152,RES,CLS,1177 22nd St NW #4M,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,4/21/09,"Eastbanc Marketing, LLC (ESTM1)","$1,445,000 "
1002253156,RES,CLS,1177 22nd St NW #2-M,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,10/10/08,"Eastbanc Marketing, LLC (ESTM1)","$1,366,500 "
1002253158,RES,CLS,1177 22nd St NW #3C,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,7/29/09,"Eastbanc Marketing, LLC (ESTM1)","$1,500,000 "
1002253176,RES,CLS,1177 22nd St NW #5A,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,9/12/08,"Eastbanc Marketing, LLC (ESTM1)","$1,365,500 "
1002253178,RES,CLS,1177 22nd St NW #3D,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,7/31/09,"Eastbanc Marketing, LLC (ESTM1)","$1,778,500 "
1002253184,RES,CLS,1177 22nd St NW #7G,Washington,"Washington, DC",20037,3,Unit/Flat/Apartment,9/26/08,"Eastbanc Marketing, LLC (ESTM1)","$3,085,500 "
1002253198,RES,CLS,1177 22nd St NW #4A,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,10/23/08,"Eastbanc Marketing, LLC (ESTM1)","$1,344,500 "
1004689734,RES,CLS,2119 O St NW #2119,Washington,"Washington, DC",20037,4,Row/Townhouse,7/31/09,"Long & Foster Real Estate, Inc. (LNG194)","$1,050,000 "
1005115950,RES,CLS,1111 25th St NW #623,Washington,"Washington, DC",20037,1,Unit/Flat/Apartment,2/27/09,"Weichert, REALTORS (WEI4)","$410,000 "
1005117774,RES,CLS,700 New Hampshire Ave NW #809,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,7/15/09,"Winston Real Estate, Inc. (WAW1)","$400,000 "
1005119408,RES,CLS,911 Hughes Mews NW,Washington,"Washington, DC",20037,2,Twin/Semi-Detached,7/2/09,Chatel Real Estate Company (CHL2),"$459,100 "
1005119562,RES,CLS,1010 25th St NW #611,Washington,"Washington, DC",20037,1,Unit/Flat/Apartment,3/31/09,Realty Pros (RPA1),"$265,000 "
1005121186,RES,CLS,2401 H St NW #415,Washington,"Washington, DC",20037,1,Other,8/28/09,DeLuca & Associates Real Estate (DDD1),"$229,000 "
1005124102,RES,CLS,2425 L St NW #624,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,5/29/09,RE/MAX Allegiance (RMAX27),"$720,000 "
1005125178,RES,CLS,2425 L St NW #432,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,4/23/09,Brian Logan Real Estate (LGN1),"$680,000 "
1005125242,RES,CLS,2425 L St NW #214,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,6/24/09,"Washington Fine Properties, LLC (WFP1)","$930,000 "
1005125650,RES,CLS,2425 L St NW #807,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,3/3/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL2)","$880,000 "
1005125744,RES,CLS,2130 N St NW #308,Washington,"Washington, DC",20037,0,Unit/Flat/Apartment,4/30/09,"AP International Realty, LLC (APIR1)","$215,000 "
1005125816,RES,CLS,2525 I St NW,Washington,"Washington, DC",20037,2,Row/Townhouse,6/30/09,TTR Sotheby's International Realty (TTRS2),"$899,000 "
1005126290,RES,CLS,700 New Hampshire Ave NW #1104,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,8/7/09,"Winston Real Estate, Inc. (WAW1)","$865,000 "
1005126730,RES,CLS,2301 N St NW #517,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,4/9/09,Coldwell Banker Residential Brokerage (CBRB53),"$649,000 "
1005127886,RES,CLS,1155-NW 23rd St NW #N8F,Washington,"Washington, DC",20037,1,Unit/Flat/Apartment,5/5/09,"McEnearney Associates, Inc. (MCE7)","$733,000 "
1005128504,RES,CLS,700 New Hampshire Ave NW #1421,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,6/29/09,"Winston Real Estate, Inc. (WAW1)","$1,050,000 "
1005129338,RES,CLS,2425 L St NW #516,Washington,"Washington, DC",20037,1,Unit/Flat/Apartment,3/13/09,"HDF&B Realty Advisors, LLC (HDFB1)","$600,000 "
1005132000,RES,CLS,1111 23rd St NW #4E,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,3/13/09,"Washington Fine Properties, LLC (WFP1)","$700,000 "
1005134374,RES,CLS,2555 Pennsylvania Ave NW #519,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,5/26/09,"McEnearney Associates, Inc. (MCE6)","$435,000 "
1005138248,RES,CLS,1111 23rd St NW #7D,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,4/1/09,"Washington Fine Properties, LLC (WFP1)","$1,275,000 "
1005138342,RES,CLS,700 New Hampshire Ave NW #514,Washington,"Washington, DC",20037,1,Unit/Flat/Apartment,5/8/09,"Winston Real Estate, Inc. (WAW1)","$350,000 "
1005139002,RES,CLS,2500 Virginia Ave NW #711-S,Washington,"Washington, DC",20037,2,Unit/Flat/Apartment,6/18/09,"Winston Real Estate, Inc. (WAW1)","$340,000 "
1005139154,RES,CLS,1111 25th St NW #603,Washington,"Washington, DC",20037,1,Unit/Flat/Apartment,3/15/09,"Urban Brokers, LLC (UBRO1)","$399,999 "
