MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1005116138,RES,CLS,2825 Rittenhouse St NW,Washington,"Washington, DC",20015,3,Detached,2/19/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$765,000 "
1005121388,RES,CLS,3821 Jenifer St NW,Washington,"Washington, DC",20015,5,Detached,6/5/09,"Washington Fine Properties, LLC (WFP1)","$1,000,000 "
1005122782,RES,CLS,3028 Oliver St NW,Washington,"Washington, DC",20015,4,Detached,3/16/09,"Long & Foster Real Estate, Inc. (LNG192)","$895,000 "
1005124848,RES,CLS,5316 28th St NW,Washington,"Washington, DC",20015,5,Detached,4/7/09,"Long & Foster Real Estate, Inc. (LNG3)","$950,000 "
1005125892,RES,CLS,3139 Beech St NW,Washington,"Washington, DC",20015,3,Detached,2/3/09,"Long & Foster Real Estate, Inc. (LNG1)","$699,000 "
1005129366,RES,CLS,4546 Harrison St NW,Washington,"Washington, DC",20015,2,Detached,6/26/09,"Long & Foster Real Estate, Inc. (LNG3)","$632,500 "
1005131676,RES,CLS,5308 41st St NW,Washington,"Washington, DC",20015,4,Row/Townhouse,5/1/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$823,000 "
1005132480,RES,CLS,4301 Military Rd NW #Ph08,Washington,"Washington, DC",20015,2,Unit/Flat/Apartment,4/8/09,TTR Sotheby's International Realty (TTRS2),"$1,679,250 "
1005134508,RES,CLS,3521 Patterson St NW,Washington,"Washington, DC",20015,3,Detached,2/20/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$760,000 "
1005137334,RES,CLS,5410 Connecticut Ave NW #410,Washington,"Washington, DC",20015,0,Unit/Flat/Apartment,8/25/09,RE/MAX All Pro (RXAP1),"$200,000 "
1005138406,RES,CLS,6342 31st St NW,Washington,"Washington, DC",20015,3,Detached,7/14/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$625,000 "
1005139390,RES,CLS,3632 Jenifer St NW,Washington,"Washington, DC",20015,3,Twin/Semi-Detached,2/18/09,"Washington Fine Properties, LLC (WFP1)","$689,500 "
1005141676,RES,CLS,3721 Livingston St NW,Washington,"Washington, DC",20015,4,Detached,2/25/09,"McEnearney Associates, Inc. (MCE7)","$730,000 "
1005141908,RES,CLS,2825 Northampton St NW,Washington,"Washington, DC",20015,4,Detached,5/4/09,"Long & Foster Real Estate, Inc. (LNG3)","$775,000 "
1005144910,RES,CLS,2943 McKinley St NW,Washington,"Washington, DC",20015,4,Detached,4/30/09,"Real Estate By Owner, Inc. (REBO1)","$896,000 "
1005145998,RES,CLS,5353 29th St NW,Washington,"Washington, DC",20015,4,Detached,5/22/09,"Long & Foster Real Estate, Inc. (LNG192)","$730,000 "
1005148316,RES,CLS,3931 Livingston St NW,Washington,"Washington, DC",20015,7,Twin/Semi-Detached,2/27/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$830,000 "
1005160634,RES,CLS,3701 Jenifer St NW,Washington,"Washington, DC",20015,4,Twin/Semi-Detached,4/30/09,"Long & Foster Real Estate, Inc. (LNG183)","$815,000 "
1005163560,RES,CLS,3206 Oliver St NW,Washington,"Washington, DC",20015,4,Detached,3/16/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$810,000 "
1005164476,RES,CLS,5503 33rd St NW,Washington,"Washington, DC",20015,5,Detached,4/29/09,"Long & Foster Real Estate, Inc. (LNG1)","$867,000 "
1005166668,RES,CLS,5606 Broad Branch Rd NW,Washington,"Washington, DC",20015,2,Detached,6/2/09,"Long & Foster Real Estate, Inc. (LNG54)","$613,500 "
1005170842,RES,CLS,5227 Connecticut Ave NW #807,Washington,"Washington, DC",20015,3,End of Row/Townhouse,4/17/09,"Long & Foster Real Estate, Inc. (LNG84)","$535,000 "
1005174256,RES,CLS,3506 Legation St NW,Washington,"Washington, DC",20015,4,Detached,5/6/09,"Long & Foster Real Estate, Inc. (LNG3)","$805,000 "
1005174770,RES,CLS,5410 Connecticut Ave NW #611,Washington,"Washington, DC",20015,1,Unit/Flat/Apartment,7/30/09,"Help-U-Sell Federal City Realty, LLC (HFED1)","$259,000 "
1005177320,RES,CLS,3051 Oliver St NW,Washington,"Washington, DC",20015,4,Detached,4/22/09,"Long & Foster Real Estate, Inc. (LNG192)","$1,060,000 "
1005186514,RES,CLS,3802 Jocelyn St NW,Washington,"Washington, DC",20015,6,Detached,6/12/09,"Long & Foster Real Estate, Inc. (LNG1)","$1,250,000 "
1005188214,RES,CLS,3519 Patterson St NW,Washington,"Washington, DC",20015,4,Detached,6/26/09,"McEnearney Associates, Inc. (MCE7)","$907,000 "
1005188432,RES,CLS,3421 Morrison St NW,Washington,"Washington, DC",20015,3,Detached,4/27/09,"Gerlach real estate, inc. (KGB1)","$830,000 "
1005188810,RES,CLS,5327 28 St NW,Washington,"Washington, DC",20015,4,Detached,4/2/09,"Long & Foster Real Estate, Inc. (LNG147)","$825,000 "
1005189966,RES,CLS,5409 30th Pl NW,Washington,"Washington, DC",20015,3,Detached,4/17/09,"Long & Foster Real Estate, Inc. (LNG3)","$799,000 "
1005189974,RES,CLS,5318 32nd St NW,Washington,"Washington, DC",20015,3,Detached,6/25/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL1)","$665,000 "
1005190006,RES,CLS,6130 30th St NW,Washington,"Washington, DC",20015,3,Detached,6/5/09,"Long & Foster Real Estate, Inc. (LNG192)","$655,000 "
1005195268,RES,CLS,5366 28th St NW,Washington,"Washington, DC",20015,5,Detached,6/22/09,"V.I.P. Realtors, LLC (VIPR1)","$810,000 "
1005199322,RES,CLS,5540 32nd St NW,Washington,"Washington, DC",20015,4,Detached,6/30/09,"Long & Foster Real Estate, Inc. (LNG3)","$715,000 "
1005203452,RES,CLS,5337 28th St NW,Washington,"Washington, DC",20015,3,Detached,7/31/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$679,000 "
1005206248,RES,CLS,5509 33rd St NW,Washington,"Washington, DC",20015,6,Detached,8/28/09,"Long & Foster Real Estate, Inc. (LNG1)","$1,875,000 "
1005207382,RES,CLS,5321 Broad Branch Rd NW,Washington,"Washington, DC",20015,5,Detached,5/28/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$815,321 "
1005213094,RES,CLS,5309 Chevy Chase Pkwy NW,Washington,"Washington, DC",20015,4,Detached,5/26/09,"Long & Foster Real Estate, Inc. (LNG3)","$849,000 "
1005219158,RES,CLS,4301 Military Rd NW #104,Washington,"Washington, DC",20015,2,Unit/Flat/Apartment,6/16/09,Metropol Realty (MTP1),"$675,000 "
1005220944,RES,CLS,2935 Legation St NW,Washington,"Washington, DC",20015,4,Detached,5/28/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$715,000 "
1005221108,RES,CLS,5340 29th St NW,Washington,"Washington, DC",20015,3,Detached,6/19/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL6)","$729,000 "
1005224620,RES,CLS,3701 Ingomar St NW,Washington,"Washington, DC",20015,4,End of Row/Townhouse,6/12/09,"Long & Foster Real Estate, Inc. (LNG54)","$1,165,000 "
1005225738,RES,CLS,5235 43rd St NW,Washington,"Washington, DC",20015,2,Row/Townhouse,8/12/09,"Mayfair Properties Realty, Ltd. (MFP1)","$665,000 "
1005228072,RES,CLS,6669 32nd Pl NW,Washington,"Washington, DC",20015,4,Detached,6/26/09,"Gerlach real estate, inc. (KGB1)","$905,000 "
