MLS #,Cat,Status,Address,City,County,Zip,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
1005112752,RES,CLS,304 Aspen St NW #204,Washington,"Washington, DC",20012,1,Unit/Flat/Apartment,7/24/09,"Long & Foster Real Estate, Inc. (LNG176)","$235,000 "
1005113250,RES,CLS,300 Aspen St NW #102,Washington,"Washington, DC",20012,1,Unit/Flat/Apartment,7/17/09,"Long & Foster Real Estate, Inc. (LNG176)","$225,000 "
1005114256,RES,CLS,706 Geranium St NW,Washington,"Washington, DC",20012,3,Twin/Semi-Detached,3/18/09,"Matthew Spicer Real Estate, LLC (MSPI1)","$219,000 "
1005117634,RES,CLS,6424 13th St NW,Washington,"Washington, DC",20012,4,Detached,3/25/09,Fairfax Realty Premier (FXR3),"$427,000 "
1005126130,RES,CLS,7563 Alaska Ave NW,Washington,"Washington, DC",20012,3,Detached,4/14/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL9)","$475,000 "
1005134934,RES,CLS,7325 12th St NW,Washington,"Washington, DC",20012,3,Detached,7/10/09,"Long & Foster Real Estate, Inc. (LNG194)","$415,000 "
1005137724,RES,CLS,6609 13th Pl NW,Washington,"Washington, DC",20012,3,Detached,7/31/09,Lipscomb Realty Corp. (LIP1),"$300,000 "
1005139442,RES,CLS,62 Underwood Pl NW,Washington,"Washington, DC",20012,2,Twin/Semi-Detached,8/31/09,"Long & Foster Real Estate, Inc. (LNG36)","$187,000 "
1005144032,RES,CLS,6527 7th St NW,Washington,"Washington, DC",20012,3,Detached,7/18/09,Homes By Owner (HBO1),"$490,000 "
1005144672,RES,CLS,1331 Leegate Rd NW,Washington,"Washington, DC",20012,3,Detached,2/25/09,CityDwellers LLC (CDL1),"$358,500 "
1005144812,RES,CLS,6424 Eastern Ave NE,Washington,"Washington, DC",20012,4,Detached,5/12/09,Coldwell Banker Residential Brokerage (CBRB45),"$252,351 "
1005154000,RES,CLS,400 Whittier St NW,Washington,"Washington, DC",20012,4,Detached,4/10/09,EXIT Spivey Professional Realty Co. (ESPR1),"$465,000 "
1005154332,RES,CLS,1400 Floral St NW,Washington,"Washington, DC",20012,3,Detached,5/18/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$650,000 "
1005158968,RES,CLS,1358 Leegate Rd NW,Washington,"Washington, DC",20012,3,Detached,4/13/09,"Long & Foster Real Estate, Inc. (LNG3)","$485,000 "
1005159070,RES,CLS,1344 Iris St NW,Washington,"Washington, DC",20012,4,Detached,3/27/09,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$597,500 "
1005169404,RES,CLS,6630 Eastern Ave NW,Washington,"Washington, DC",20012,2,Detached,4/15/09,"Long & Foster Real Estate, Inc. (LNG194)","$335,000 "
1005187590,RES,CLS,6404 9th St NW,Washington,"Washington, DC",20012,3,Detached,8/28/09,"John C. Formant Real Estate, Inc. (JCF1)","$395,000 "
1005187674,RES,CLS,7213 8th St NW,Washington,"Washington, DC",20012,3,Detached,7/22/09,"Habitat Real Estate, Inc. (HAB1)","$300,000 "
1005188182,RES,CLS,3113 Naylor Rd SE #103,Washington,"Washington, DC",20012,2,Unit/Flat/Apartment,6/1/09,"Long & Foster Real Estate, Inc. (LNG147)","$169,500 "
1005190130,RES,CLS,1615 Myrtle St NW,Washington,"Washington, DC",20012,3,Detached,4/30/09,"Washington Fine Properties, LLC (WFP1)","$649,000 "
1005190368,RES,CLS,343 Cedar St NW #314,Washington,"Washington, DC",20012,2,Unit/Flat/Apartment,4/10/09,"Flaherty Group, Inc. (FGI1)","$347,500 "
1005210422,RES,CLS,1419 Van Buren St NW,Washington,"Washington, DC",20012,5,Twin/Semi-Detached,4/22/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL9)","$525,000 "
1005215146,RES,CLS,1825 Plymouth St NW,Washington,"Washington, DC",20012,4,Detached,3/6/09,"Gerlach real estate, inc. (KGB1)","$900,000 "
1005217850,RES,CLS,617 Fern Pl NW,Washington,"Washington, DC",20012,4,Twin/Semi-Detached,5/22/09,Coldwell Banker Residential Brokerage (CBRB52),"$390,000 "
1005223568,RES,CLS,730 Fern Pl NW,Washington,"Washington, DC",20012,3,Detached,5/27/09,"RE/MAX Preferred Prop., Inc. (RMAX8)","$380,000 "
1005230848,RES,CLS,7054 Eastern Ave NW #T-3,Washington,"Washington, DC",20012,2,Unit/Flat/Apartment,6/15/09,GMAC Real Estate Service Center (GRSC1),"$172,500 "
1005231426,RES,CLS,6618 Eastern Ave NW,Washington,"Washington, DC",20012,4,Detached,6/23/09,RE/MAX Metropolitan Realty (REMR1),"$235,000 "
1005232572,RES,CLS,1236 Underwood St NW,Washington,"Washington, DC",20012,3,Detached,6/16/09,RE/MAX Excellence Realty (RXER1),"$325,000 "
1005232848,RES,CLS,715 Dahlia St NW,Washington,"Washington, DC",20012,6,Detached,7/15/09,"Long & Foster Real Estate, Inc. (LNG194)","$625,000 "
1005233264,RES,CLS,6635 Harlan Pl NW,Washington,"Washington, DC",20012,3,Detached,6/17/09,Cranford & Associates (CRN1),"$435,000 "
