MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip
DCDC427626,RES,CLS,5315 Connecticut Ave NW #409,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,7/1/2019,RLAH Real Estate (RLAH4),209000,20015
DCDC427572,RES,CLS,2738 McKinley St NW,Washington,"Washington, DC",4,1-May,Detached,6/25/2019,TTR Sothebys International Realty (TTRS3),1685000,20015
DCDC427508,RES,CLS,3717 Morrison St NW,Washington,"Washington, DC",6,1-Apr,Detached,7/15/2019,Compass (COMPS2),1825000,20015
DCDC427436,RES,CLS,5229 Connecticut Ave NW #909,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/28/2019,Compass (COMPS2),670000,20015
DCDC427230,RES,CLS,6220 30th St NW,Washington,"Washington, DC",4,2-Feb,Detached,8/2/2019,"Long & Foster Real Estate, Inc. (LNG147)",950000,20015
DCDC426986,RES,CLS,3230 Military Rd NW,Washington,"Washington, DC",4,3,Detached,6/5/2019,"Long & Foster Real Estate, Inc. (LNG338)",1125000,20015
DCDC425012,RES,CLS,3911 Livingston St NW,Washington,"Washington, DC",5,2-Mar,Detached,8/21/2019,RE/MAX Allegiance (RMAX27),1570000,20015
DCDC427264,RES,CLS,5233 Connecticut Ave NW #101,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/17/2019,Coldwell Banker Residential Brokerage (CBRB106),550000,20015
DCDC427100,RES,CLS,6425 33rd St NW,Washington,"Washington, DC",5,1-Feb,Detached,7/11/2019,"Long & Foster Real Estate, Inc. (LNG338)",975000,20015
DCDC426740,RES,CLS,5510 Nevada Ave NW,Washington,"Washington, DC",6,4,Detached,6/14/2019,Compass (COMPS3),1220000,20015
DCDC426794,RES,CLS,5208 41st St NW,Washington,"Washington, DC",3,1-Jan,Detached,6/17/2019,"Long & Foster Real Estate, Inc. (LNG1)",1175000,20015
DCDC426776,RES,CLS,3328 Northampton St NW,Washington,"Washington, DC",4,4,Detached,7/9/2019,"Long & Foster Real Estate, Inc. (LNG338)",1010000,20015
DCDC426542,RES,CLS,3433 Oliver St NW,Washington,"Washington, DC",6,1-Mar,Detached,6/18/2019,Compass (COMPS1),1650000,20015
DCDC423644,RES,CLS,5320 41st St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,6/13/2019,"Long & Foster Real Estate, Inc. (LNG44)",1187500,20015
DCDC426128,RES,CLS,5724 27th St NW,Washington,"Washington, DC",3,1-Mar,Detached,6/14/2019,"Long & Foster Real Estate, Inc. (LNG338)",1175000,20015
DCDC426554,RES,CLS,5432 31st St NW,Washington,"Washington, DC",3,2,Detached,6/21/2019,Goldberg Group Real Estate (GGRE2),875000,20015
DCDC425610,RES,CLS,5604 Nevada Ave NW,Washington,"Washington, DC",3,2,Detached,7/3/2019,"Long & Foster Real Estate, Inc. (LNG147)",815000,20015
DCDC423424,RES,CLS,4400 Harrison St NW,Washington,"Washington, DC",4,3,Detached,8/9/2019,"Long & Foster Real Estate, Inc. (LNG338)",919000,20015
DCDC425618,RES,CLS,4339 Harrison St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/11/2019,Compass (COMPS1),579900,20015
DCDC425284,RES,CLS,6151 31st Pl NW,Washington,"Washington, DC",4,1-Jan,Detached,6/28/2019,"Gerrety & Bragg Real Estate, Inc. (GNB1)",845000,20015
DCDC424604,RES,CLS,5441 33rd St NW,Washington,"Washington, DC",5,1-Mar,Detached,6/14/2019,Compass (COMPS2),1485000,20015
DCDC424552,RES,CLS,4339 Harrison St NW #7,Washington,"Washington, DC",3,2,Row/Townhouse,7/5/2019,Compass (COMPS2),850000,20015
DCDC424530,RES,CLS,4339 Harrison St NW #6,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/12/2019,Compass (COMPS1),600000,20015
DCDC423902,RES,CLS,6630 31st Pl NW,Washington,"Washington, DC",4,1-Mar,Detached,6/10/2019,TTR Sotheby's International Realty (TTRS5),1100000,20015
DCDC424176,RES,CLS,5324 29th St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/7/2019,DC Living Real Estate LLC (DCLR1),1051000,20015
DCDC423872,RES,CLS,6501 Barnaby St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/18/2019,Keller Williams Capital Properties (KWCP1),1295000,20015
DCDC423618,RES,CLS,4301 Military Rd NW #105,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/13/2019,Compass (COMPS2),439900,20015
DCDC423774,RES,CLS,4339 Harrison St NW #5,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/30/2019,Compass (COMPS2),624900,20015
DCDC423706,RES,CLS,4339 Harrison St NW #8,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/8/2019,Compass (COMPS1),829900,20015
DCDC423642,RES,CLS,4339 Harrison St NW #2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/15/2019,Compass (COMPS1),549900,20015
DCDC423782,RES,CLS,3710 Harrison St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/11/2019,Redfin Corp (REFC3),1288000,20015
DCDC423252,RES,CLS,4206 Ingomar St NW,Washington,"Washington, DC",4,1-Apr,Detached,7/1/2019,Compass (COMPS2),1694000,20015
DCDC422894,RES,CLS,5410 Connecticut Ave NW #412,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/30/2019,RLAH Real Estate (RLAH1),399900,20015
DCDC423392,RES,CLS,2744 Rittenhouse St NW,Washington,"Washington, DC",5,1-May,Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG338)",1440000,20015
DCDC423154,RES,CLS,3704 Jenifer St NW,Washington,"Washington, DC",5,2-Mar,Twin/Semi-Detached,6/28/2019,Spicer Real Estate (SPCR1),1010000,20015
DCDC423050,RES,CLS,3121 Tennyson St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/7/2019,"Long & Foster Real Estate, Inc. (LNG338)",1195000,20015
DCDC423004,RES,CLS,2942 McKinley St NW,Washington,"Washington, DC",6,1-May,Detached,6/28/2019,"Long & Foster Real Estate, Inc. (LNG338)",1650000,20015
DCDC422570,RES,CLS,3810 Military Rd NW,Washington,"Washington, DC",4,2-Feb,Detached,6/17/2019,"Long & Foster Real Estate, Inc. (LNG338)",1301000,20015
DCDC420130,RES,CLS,5400 Nebraska Ave NW,Washington,"Washington, DC",3,2-Jan,Detached,6/14/2019,"Stuart & Maury, Inc. (STU1)",925000,20015
DCDC403616,RES,CLS,2824 Northampton St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/1/2019,"Long & Foster Real Estate, Inc. (LNG338)",1075000,20015
DCDC402808,RES,CLS,3906 Ingomar St NW,Washington,"Washington, DC",6,1-Apr,Detached,7/16/2019,TTR Sotheby's International Realty (TTRS4),1597500,20015
DCDC420698,RES,CLS,3752 Jocelyn St NW,Washington,"Washington, DC",4,1-Mar,Detached,7/1/2019,Compass (COMPS2),1553752,20015
DCDC420504,RES,CLS,4301 Military Rd NW #311,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/1/2019,Keller Williams Fairfax Gateway (KWR12),636500,20015
DCDC403632,RES,CLS,3831 Military Rd NW,Washington,"Washington, DC",5,Apr-00,Detached,7/31/2019,I-Agent Realty Incorporated (IAGR1),1150000,20015
DCDC402276,RES,CLS,4301 Military Rd NW #313,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/11/2019,RE/MAX Realty Services (RBE1),642000,20015
DCDC403024,RES,CLS,6916 Greenvale St NW,Washington,"Washington, DC",4,1-Mar,Detached,6/7/2019,"Long & Foster Real Estate, Inc. (LNG338)",1060000,20015
DCDC398406,RES,CLS,5406 Connecticut Ave NW #203,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/26/2019,The ONE Street Company (ONERE1),349900,20015
DCDC364490,RES,CLS,5312 43rd St NW,Washington,"Washington, DC",3,2-Feb,End of Row/Townhouse,8/16/2019,Keller Williams Realty (KWR8),920000,20015
1005275791,RES,CLS,7019 31st St NW,Washington,"Washington, DC",4,Apr-00,Detached,6/3/2019,Keller Williams Realty (KWR8),950000,20015
