MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price,Zip
DCDC434242,RES,CLS,1321 Wallach Pl NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/26/2019,TTR Sotheby's International Realty (TTRS5),1550000,20009
DCDC434374,RES,CLS,1340 Fairmont St NW #33,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/23/2019,RE/MAX Realty Services (RBE1),329000,20009
DCDC434174,RES,CLS,1901 19th St NW #202,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/30/2019,Compass (COMPS1),470555,20009
DCDC434288,RES,CLS,1910 Calvert St NW #1,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,8/18/2019,Compass (COMPS2),559000,20009
DCDC434246,RES,CLS,1112 T St NW,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,8/16/2019,"Washington Fine Properties, LLC (WFP1)",984000,20009
DCDC434300,RES,CLS,1441 Euclid St NW #107,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/8/2019,Compass (COMPS1),355000,20009
DCDC434212,RES,CLS,1458 Columbia Rd NW #508,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/16/2019,"Continental Properties, Ltd. (CPRE1)",305000,20009
DCDC433928,RES,CLS,2010 Kalorama Rd NW #502,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/19/2019,"Luxmanor Real Estate, Inc (LXRE1)",429900,20009
DCDC433360,RES,CLS,1767 U St NW #3,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/8/2019,Realty ONE Group Excellence (ROGE1),461000,20009
DCDC433082,RES,CLS,1825 T St NW #102,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,8/26/2019,"Long & Foster Real Estate, Inc. (LNG183)",250000,20009
DCDC432838,RES,CLS,1701 16th St NW #321,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/26/2019,Compass (COMPS1),379000,20009
DCDC433172,RES,CLS,2020 12th St NW #609,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/8/2019,Compass (COMPS1),799000,20009
DCDC432860,RES,CLS,1618 S St NW #4,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/20/2019,Compass (COMPS2),425000,20009
DCDC432674,RES,CLS,1801 Calvert St NW #G7,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/31/2019,TTR Sothebys International Realty (TTRS3),395000,20009
DCDC432800,RES,CLS,2223 12th Pl NW,Washington,"Washington, DC",2,1,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS2),706000,20009
DCDC431752,RES,CLS,1301 T St NW #2,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,8/26/2019,RLAH Real Estate (RLAH2),710000,20009
DCDC432718,RES,CLS,1718 Corcoran St NW #2,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/16/2019,Compass (COMPS2),309900,20009
DCDC432388,RES,CLS,1810 Wyoming Ave NW #1810,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/15/2019,Keller Williams Capital Properties (KWCP5),670000,20009
DCDC432092,RES,CLS,1929 16th St NW #302,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/22/2019,TTR Sotheby's International Realty (TTRS5),502000,20009
DCDC431996,RES,CLS,1800 R St NW #201,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/19/2019,"Long & Foster Real Estate, Inc. (LNG194)",512500,20009
DCDC432182,RES,CLS,1718 Corcoran St NW #35,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/24/2019,RLAH Real Estate (RLAH2),558500,20009
DCDC429136,RES,CLS,2261 12th Pl NW,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,8/30/2019,"Washington Fine Properties, LLC (WFP1)",721500,20009
DCDC432238,RES,CLS,2125 14th St NW #316,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,7/31/2019,Compass (COMPS1),774900,20009
DCDC432314,RES,CLS,2440 16th St NW #523,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/9/2019,KW Metro Center (KWR17),350000,20009
DCDC431830,RES,CLS,1300 Belmont St NW #301,Washington,"Washington, DC",2,1,End of Row/Townhouse,8/9/2019,Redfin Corp (REFC3),500000,20009
DCDC431736,RES,CLS,1641 13th St NW #B,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,8/1/2019,"Washington Fine Properties, LLC (WFP1)",1450000,20009
DCDC431838,RES,CLS,2535 13th St NW #404,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/2/2019,Redfin Corp (REFC3),515000,20009
DCDC432260,RES,CLS,1840 Vernon St NW #305,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/10/2019,"McEnearney Associates, Inc. (MCE1)",452000,20009
DCDC431872,RES,CLS,1518 Corcoran St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/31/2019,TTR Sotheby's International Realty (TTRS8),1299900,20009
DCDC432062,RES,CLS,2407-1/2 20th St NW #1095,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,8/13/2019,Tilton Bernstein Walsh Real Estate LLC (TBMI1),549000,20009
DCDC431398,RES,CLS,1718 Corcoran St NW #5,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/25/2019,Keller Williams Capital Properties (KWCP1),328900,20009
DCDC431826,RES,CLS,1830 17th St NW #201,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/26/2019,Margaret S Lamberton Real Estate (MGSL1),460000,20009
DCDC429112,RES,CLS,2301 Champlain St NW #305,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/26/2019,Coldwell Banker Residential Brokerage (CBRB106),699000,20009
DCDC430508,RES,CLS,1340 Wallach Pl NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,8/30/2019,EJF Real Estate Services (EJF1),1125000,20009
DCDC429928,RES,CLS,1761 Harvard St NW,Washington,"Washington, DC",3,2,Row/Townhouse,7/31/2019,Compass (COMPS2),958000,20009
DCDC430774,RES,CLS,2035 13th St NW #4,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/9/2019,Compass (COMPS1),909000,20009
DCDC431304,RES,CLS,1789 Lanier Pl NW #24,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/12/2019,"Washington Fine Properties, LLC (WFP3)",683500,20009
DCDC431000,RES,CLS,1822 Vernon St NW #303,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/16/2019,RLAH Real Estate (RLAH4),643000,20009
DCDC430896,RES,CLS,1439 Chapin St NW #102,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/10/2019,Redfin Corp (REFC3),549000,20009
DCDC430958,RES,CLS,1751 18th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,7/19/2019,Compass (COMPS2),1700000,20009
DCDC431306,RES,CLS,1841 R St NW #4,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/17/2019,BCL Properties LLC (BCLP1),450000,20009
DCDC430914,RES,CLS,2407 1/2 20th St NW #97,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/11/2019,Houwzer LLC (55732),760000,20009
DCDC431286,RES,CLS,1464 Harvard St NW #2,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/29/2019,Compass (COMPS1),380000,20009
DCDC430882,RES,CLS,2750 14th St NW #309,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/1/2019,Redfin Corp (REFC3),619000,20009
DCDC430736,RES,CLS,1901 16th St NW #201,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,7/15/2019,"Continental Properties, Ltd. (CPRE1)",226000,20009
DCDC430646,RES,CLS,1218 Euclid St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,7/18/2019,Century 21 Redwood Realty (RDWG3),1300300,20009
DCDC430628,RES,CLS,2656 15th St NW #301,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/29/2019,RE/MAX Allegiance (RMAX17),413000,20009
DCDC431076,RES,CLS,1700 17th St NW #403,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/15/2019,RLAH Real Estate (RLAH1),460000,20009
DCDC431008,RES,CLS,2300 18th St NW #107,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/16/2019,Samson Properties (SAMP7),374900,20009
DCDC430956,RES,CLS,1750 Harvard St NW #6D,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/25/2019,Compass (COMPS1),345000,20009
DCDC429918,RES,CLS,1305 Clifton St NW #1,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,7/26/2019,Keller Williams Capital Properties (KWCP5),520000,20009
DCDC430352,RES,CLS,2357 Champlain St NW #202,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/9/2019,"Long & Foster Real Estate, Inc. (LNG194)",599000,20009
DCDC430412,RES,CLS,1401 Columbia Rd NW #220,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/19/2019,Coldwell Banker Residential Brokerage (CBRB53),442000,20009
DCDC430388,RES,CLS,2750 14th St NW #306,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/8/2019,"Long & Foster Real Estate, Inc. (LNG302)",397000,20009
DCDC430244,RES,CLS,1401 Columbia Rd NW #305,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,6/28/2019,Coldwell Banker Residential Brokerage (CBRB53),490000,20009
DCDC430312,RES,CLS,1701 16th St NW #201,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/15/2019,"Washington Fine Properties, LLC (WFP3)",568000,20009
DCDC429942,RES,CLS,1669 Columbia Rd NW #402,Washington,"Washington, DC",,1,Unit/Flat/Apartment,7/17/2019,Berkshire Hathaway HomeServices PenFed Realty (PFED4),197000,20009
DCDC428904,RES,CLS,1731 T St NW #4,Washington,"Washington, DC",3,2,Unit/Flat/Apartment,8/23/2019,Compass (COMPS1),799900,20009
DCDC430050,RES,CLS,2023 Hillyer Pl NW,Washington,"Washington, DC",6,May-00,Row/Townhouse,7/10/2019,Compass (COMPS2),1800000,20009
DCDC430118,RES,CLS,1622 19th St NW #3,Washington,"Washington, DC",2,2,Row/Townhouse,7/9/2019,"Washington Fine Properties, LLC (WFP1)",849000,20009
DCDC430134,RES,CLS,1117 S St NW,Washington,"Washington, DC",3,2,Row/Townhouse,7/29/2019,Redfin Corp (REFC3),1050000,20009
DCDC430164,RES,CLS,1634 14th St NW #201,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/8/2019,"McEnearney Associates, Inc. (MCE7)",729900,20009
DCDC430032,RES,CLS,1816 New Hampshire Ave NW #705,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/5/2019,Compass (COMPS1),302900,20009
DCDC429848,RES,CLS,1624 Corcoran St NW #E,Washington,"Washington, DC",2,1-Jan,Unit/Flat/Apartment,7/8/2019,Compass (COMPS1),725000,20009
DCDC426446,RES,CLS,1911 Belmont Rd NW #72,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,7/9/2019,Keller Williams Capital Properties (KWCP2),905000,20009
DCDC425776,RES,CLS,1736 Willard St NW #401,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/2/2019,"Long & Foster Real Estate, Inc. (LNG336)",405000,20009
DCDC429886,RES,CLS,1309 Fairmont St NW #Penthouse (B),Washington,"Washington, DC",3,1-Feb,Row/Townhouse,6/27/2019,Compass (COMPS2),875000,20009
DCDC429856,RES,CLS,2125 14th St NW #609,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/13/2019,TTR Sotheby's International Realty (TTRS5),900000,20009
DCDC429816,RES,CLS,1390 V St NW #120,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,7/30/2019,Crossman & Co. Real Estate LLC (CRSM1),525000,20009
DCDC429532,RES,CLS,1701 16th St NW #318,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,7/1/2019,DC Living Real Estate LLC (DCLR1),209000,20009
DCDC429480,RES,CLS,1308 Belmont St NW #3,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/28/2019,Compass (COMPS8),610000,20009
DCDC429434,RES,CLS,1412 Chapin St NW #404,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,8/12/2019,Coldwell Banker Residential Brokerage (CBRB106),435000,20009
DCDC429006,RES,CLS,2301 Champlain St NW #108,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/22/2019,RLAH Real Estate (RLAH2),889000,20009
DCDC429214,RES,CLS,1654 Euclid St NW #105,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,8/6/2019,Keller Williams Realty (KWR4),615000,20009
DCDC429176,RES,CLS,1701 16th St NW #115,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,8/2/2019,"Washington Fine Properties, LLC (WFP3)",479000,20009
DCDC428896,RES,CLS,1669 Columbia Rd NW #313,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,8/2/2019,Compass (COMPS1),375000,20009
DCDC429198,RES,CLS,2229 12th Pl NW,Washington,"Washington, DC",3,1,Row/Townhouse,6/28/2019,City Chic Real Estate (CHIC1),628000,20009
DCDC428706,RES,CLS,1601 18th St NW #804,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/17/2019,"McEnearney Associates, Inc. (MCE7)",290000,20009
DCDC428044,RES,CLS,1621 T St NW #T2,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/25/2019,RLAH Real Estate (RLAH5),499900,20009
DCDC428890,RES,CLS,1840 Vernon St NW #204,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/25/2019,Compass (COMPS2),441300,20009
DCDC426706,RES,CLS,1447 Girard St NW #5,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/24/2019,Compass (COMPS1),759000,20009
DCDC426698,RES,CLS,2707 Adams Mill Rd NW #303,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,Compass (COMPS1),325000,20009
DCDC428276,RES,CLS,1621 T St NW #405,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/18/2019,TTR Sotheby's International Realty (TTRS5),415000,20009
DCDC428994,RES,CLS,1701 Kalorama Rd NW #413,Washington,"Washington, DC",2,2,Penthouse Unit/Flat/Apartment,7/19/2019,TTR Sotheby's International Realty (TTRS2),685000,20009
DCDC428682,RES,CLS,1736 V St NW,Washington,"Washington, DC",3,2,Row/Townhouse,7/8/2019,Compass (COMPS1),1210000,20009
DCDC428928,RES,CLS,1200 Euclid St NW #4,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,6/15/2019,Compass (COMPS1),570000,20009
DCDC428628,RES,CLS,1736 18th St NW #301,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/1/2019,TTR Sotheby's International Realty (TTRS5),585000,20009
DCDC423922,RES,CLS,1815 18th St NW #403,Washington,"Washington, DC",2,1-Jan,Unit/Flat/Apartment,6/21/2019,"Long & Foster Real Estate, Inc. (LNG183)",633000,20009
DCDC428696,RES,CLS,1424 Corcoran St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,8/15/2019,Compass (COMPS1),1875000,20009
DCDC428384,RES,CLS,2305 18th St NW #305,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/17/2019,TTR Sotheby's International Realty (TTRS2),347000,20009
DCDC428012,RES,CLS,1480 Harvard St NW #1,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/12/2019,"GreenLine Real Estate, LLC (GNLN1)",564000,20009
DCDC428242,RES,CLS,1617 Riggs Pl NW #4,Washington,"Washington, DC",2,2,Row/Townhouse,6/24/2019,Continental Real Estate Group (OCON02),786500,20009
DCDC428254,RES,CLS,2351 Champlain St NW #C1,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,7/8/2019,Keller Williams Capital Properties (KWCP1),885000,20009
DCDC427702,RES,CLS,1915 16th St NW #801,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/18/2019,"Continental Properties, Ltd. (CPRE1)",420000,20009
DCDC427780,RES,CLS,1930 18th St NW #34,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/15/2019,Keller Williams Capital Properties (KWCP5),420000,20009
DCDC427692,RES,CLS,1631-1/2 19th St NW #D,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,"Washington Fine Properties, LLC (WFP1)",632000,20009
DCDC427500,RES,CLS,1815 18th St NW #302,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/12/2019,"Long & Foster Real Estate, Inc. (LNG196)",450000,20009
DCDC427330,RES,CLS,1402 S Street NW #Carriage House,Washington,"Washington, DC",1,1-Jan,End of Row/Townhouse,7/2/2019,Compass (COMPS1),1195000,20009
DCDC427346,RES,CLS,1804 Riggs Pl NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/28/2019,"Chatel Real Estate, Inc. (CHL1)",1215000,20009
DCDC427326,RES,CLS,1402 S St NW,Washington,"Washington, DC",3,1-Feb,End of Row/Townhouse,6/24/2019,Compass (COMPS1),1350000,20009
DCDC427516,RES,CLS,2535 13th St NW #104,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/8/2019,Coldwell Banker Residential Brokerage (CBRB52),415000,20009
DCDC427564,RES,CLS,2227 20th St NW #405,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/3/2019,"Continental Properties, Ltd. (CPRE1)",605000,20009
DCDC427430,RES,CLS,2750 14th St NW #101,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/22/2019,Compass (COMPS3),415000,20009
DCDC427484,RES,CLS,2331 15th St NW #403-S,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/18/2019,RLAH Real Estate (RLAH1),517000,20009
DCDC427316,RES,CLS,3039 16th St NW #202,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/16/2019,"Long & Foster Real Estate, Inc. (LNG4)",699500,20009
DCDC427392,RES,CLS,1331 Florida Ave NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,8/5/2019,Compass (COMPS1),1099000,20009
DCDC427168,RES,CLS,2801 Adams Mill Rd NW #212,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/9/2019,Redfin Corp (REFC3),339000,20009
DCDC427088,RES,CLS,1902-1904 17th St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/2/2019,Compass (COMPS1),1250000,20009
DCDC427324,RES,CLS,1390 V St NW #222,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,"Long & Foster Real Estate, Inc. (LNG42)",457000,20009
DCDC427142,RES,CLS,1613 Harvard St NW #508,Washington,"Washington, DC",2,1,Unit/Flat/Apartment,7/1/2019,Compass (COMPS1),589000,20009
DCDC427306,RES,CLS,1736 Willard St NW #403,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/7/2019,Compass (COMPS2),395000,20009
DCDC427310,RES,CLS,1664 Beekman Pl NW #B,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/21/2019,Compass (COMPS1),795000,20009
DCDC427146,RES,CLS,2922 18th St NW #4,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,6/14/2019,Compass (COMPS1),382000,20009
DCDC424308,RES,CLS,2125 14th St NW #803,Washington,"Washington, DC",1,2,Unit/Flat/Apartment,6/17/2019,TTR Sotheby's International Realty (TTRS5),759000,20009
DCDC427164,RES,CLS,2125 14th St NW #722,Washington,"Washington, DC",1,2,Unit/Flat/Apartment,6/17/2019,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)",605500,20009
DCDC426800,RES,CLS,1401 R St NW #201,Washington,"Washington, DC",1,1,Unit/Flat/Apartment,7/12/2019,Compass (COMPS1),575000,20009
DCDC424610,RES,CLS,1211 Girard St NW,Washington,"Washington, DC",8,1-Mar,Row/Townhouse,6/25/2019,"Long & Foster Real Estate, Inc. (LNG336)",1090000,20009
DCDC426890,RES,CLS,2405 20th St NW #1106,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/12/2019,Redfin Corp (REFC3),764755,20009
DCDC427104,RES,CLS,1469 Florida Ave NW #8,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,6/26/2019,"Urban Pace, a Long & Foster Company (URP1)",949900,20009
DCDC426790,RES,CLS,1401 R St NW #Ph5,Washington,"Washington, DC",0,1,Unit/Flat/Apartment,6/20/2019,Compass (COMPS1),476500,20009
DCDC426828,RES,CLS,1625 Q St NW #102,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,6/18/2019,Keller Williams Capital Properties (KWCP2),725000,20009
DCDC426876,RES,CLS,1882 Columbia Rd NW #304,Washington,"Washington, DC",2,2,Unit/Flat/Apartment,7/17/2019,"Long & Foster Real Estate, Inc. (LNG84)",1200000,20009
