Age,Number,Percent
0,18,0.3
1,14,0.3
2,13,0.2
3,11,0.2
4,11,0.2
5,12,0.2
6,11,0.2
7,8,0.1
8,9,0.2
9,8,0.1
10,6,0.1
11,6,0.1
12,6,0.1
13,9,0.2
14,8,0.1
15,4,0.1
16,4,0.1
17,5,0.1
18,9,0.2
19,15,0.3
20 - 24,381,6.9
25 - 29,1133,20.5
30 - 34,1186,21.5
35 - 39,680,12.3
40 - 44,348,6.3
45 - 49,271,4.9
50 - 54,257,4.7
55 - 59,258,4.7
60 - 64,244,4.4
65 - 69,224,4.1
70 - 74,163,3
75 - 79,93,1.7
80 - 84,53,1
85+,47,0.9
