Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20017,DCDC100147,RES,CLS,706 Crittenden St NE,Washington,"Washington, DC",3,Twin/Semi-Detached,8/22/19,RLAH Real Estate (RLAH2),"$530,000 "
20017,DCDC434252,RES,CLS,1016 Taussig Pl NE,Washington,"Washington, DC",3,Twin/Semi-Detached,8/13/19,TTR Sotheby's International Realty (TTRS4),"$765,000 "
20017,DCDC435672,RES,CLS,901 Quincy St NE #4,Washington,"Washington, DC",2,Twin/Semi-Detached,8/26/19,Redfin Corp (REFC3),"$445,000 "
20017,DCDC436638,RES,CLS,74 Hawthorne Ct NE,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/12/19,Keller Williams Capital Properties (KWCP1),"$315,000 "
20017,DCDC436288,RES,CLS,1221 Randolph St NE,Washington,"Washington, DC",4,Detached,8/30/19,TTR Sotheby's International Realty (TTRS8),"$1,181,221 "
20017,DCDC436552,RES,CLS,4003 13th St NE,Washington,"Washington, DC",4,Row/Townhouse,8/30/19,XRealty.NET LLC (XRN1),"$855,000 "
20017,DCDC436156,RES,CLS,906 Jackson St NE,Washington,"Washington, DC",3,Twin/Semi-Detached,8/28/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$668,000 "
20017,DCDC435158,RES,CLS,3000 7th St NE #112,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/19/19,Keller Williams Capital Properties (KWCP1),"$227,700 "
20017,DCDC436276,RES,CLS,4707 13th Pl NE,Washington,"Washington, DC",3,Twin/Semi-Detached,8/28/19,EXQ Real Estate (EXQS1),"$550,000 "
20017,DCDC435864,RES,CLS,727 Kearny St NE,Washington,"Washington, DC",2,End of Row/Townhouse,8/19/19,"Spring Hill Real Estate, LLC. (SHIL1)","$650,000 "
20017,DCDC435616,RES,CLS,4920 8th St NE,Washington,"Washington, DC",3,Twin/Semi-Detached,8/7/19,Redfin Corp (REFC3),"$464,000 "
20017,DCDC435510,RES,CLS,1631 Webster St NE,Washington,"Washington, DC",4,Detached,8/19/19,Redfin Corp (REFC3),"$650,000 "
20017,DCDC435712,RES,CLS,913 Quincy St NE #2,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/17/19,Redfin Corp (REFC3),"$415,000 "
20017,DCDC435454,RES,CLS,1232 Perry St NE,Washington,"Washington, DC",3,Row/Townhouse,8/12/19,MDC Realty (MDC1),"$410,000 "
20017,DCDC435410,RES,CLS,1313 Quincy St NE,Washington,"Washington, DC",4,Detached,8/22/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,079,000 "
20017,DCDC435206,RES,CLS,591 Regent Pl NE,Washington,"Washington, DC",3,Row/Townhouse,8/23/19,Tristar Realty Inc (TSTA3),"$776,000 "
20017,DCDC434544,RES,CLS,421 Evarts St NE #2,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/14/19,RLAH Real Estate (RLAH2),"$375,000 "
20017,DCDC434826,RES,CLS,3614 12th St NE #4,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/26/19,Compass (COMPS2),"$364,900 "
20017,DCDC434820,RES,CLS,3614 12th St NE #2,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/27/19,Compass (COMPS2),"$310,000 "
20017,DCDC433390,RES,CLS,3614 12th St NE #3,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,Compass (COMPS2),"$355,000 "
20017,DCDC433380,RES,CLS,3614 12th St NE #7,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/23/19,Compass (COMPS2),"$539,000 "
20017,DCDC432882,RES,CLS,2875 Chancellors Way NE,Washington,"Washington, DC",4,End of Row/Townhouse,7/16/19,"Washington Fine Properties, LLC (WFP1)","$858,500 "
20017,DCDC432848,RES,CLS,523 Montana Ave NE #B,Washington,"Washington, DC",3,Unit/Flat/Apartment,7/31/19,"GreenLine Real Estate, LLC (GNLN1)","$775,000 "
20017,DCDC432772,RES,CLS,3823 13th St NE,Washington,"Washington, DC",3,Detached,7/30/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$906,000 "
20017,DCDC432760,RES,CLS,1211 Taylor St NE,Washington,"Washington, DC",4,Twin/Semi-Detached,7/17/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$749,000 "
20017,DCDC432670,RES,CLS,1435 Jackson St NE,Washington,"Washington, DC",2,Detached,7/16/19,"AEGIS REALTY COMPANY, LLC (DMVT1)","$465,000 "
20017,DCDC431930,RES,CLS,554 Regent Pl NE,Washington,"Washington, DC",2,Row/Townhouse,8/9/19,Compass (COMPS1),"$227,687 "
20017,DCDC431870,RES,CLS,1507 Newton St NE,Washington,"Washington, DC",6,Detached,8/6/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,140,000 "
20017,DCDC431836,RES,CLS,3000 7th St NE #319,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/2/19,"RE/MAX Gateway, LLC (RMAX154)","$230,000 "
20017,DCDC432096,RES,CLS,4724 South Dakota Ave NE,Washington,"Washington, DC",4,Twin/Semi-Detached,8/10/19,Redfin Corp (REFC3),"$490,000 "
20017,DCDC432054,RES,CLS,604 Allison St NE,Washington,"Washington, DC",3,Twin/Semi-Detached,8/7/19,Fairfax Realty Elite (FXR4),"$460,000 "
20017,DCDC431874,RES,CLS,907 Taylor St NE,Washington,"Washington, DC",3,End of Row/Townhouse,8/15/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$600,000 "
20017,DCDC431792,RES,CLS,701 Faraday Pl NE,Washington,"Washington, DC",2,End of Row/Townhouse,8/30/19,CENTURY 21 The Real Estate Centre (CREC3),"$400,000 "
20017,DCDC431764,RES,CLS,1334 Ritchie Pl NE,Washington,"Washington, DC",4,Twin/Semi-Detached,7/31/19,"BML Properties Realty, LLC. (BMLP1)","$540,000 "
20017,DCDC431518,RES,CLS,3614 12th St NE #5,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/29/19,Compass (COMPS2),"$364,900 "
20017,DCDC431504,RES,CLS,3049 Chancellors Way NE,Washington,"Washington, DC",3,Row/Townhouse,7/29/19,Compass (COMPS3),"$775,000 "
20017,DCDC430726,RES,CLS,39-55 Hawthorne Ct NE #39,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/9/19,Redfin Corp (REFC3),"$377,500 "
20017,DCDC431252,RES,CLS,4351 16th St NE,Washington,"Washington, DC",3,Detached,7/22/19,"McEnearney Associates, Inc. (MCE3)","$590,000 "
20017,DCDC430284,RES,CLS,1224 Jackson St NE,Washington,"Washington, DC",3,Twin/Semi-Detached,7/31/19,TTR Sotheby's International Realty (TTRS8),"$515,000 "
20017,DCDC429432,RES,CLS,4212 12th Pl NE,Washington,"Washington, DC",4,End of Row/Townhouse,8/26/19,I-Agent Realty Incorporated (IAGR1),"$799,999 "
20017,DCDC430008,RES,CLS,4213 12th St NE,Washington,"Washington, DC",5,Detached,8/7/19,Keller Williams Realty (KWR14),"$815,000 "
20017,DCDC431012,RES,CLS,4236 14th St NE,Washington,"Washington, DC",4,Twin/Semi-Detached,7/16/19,"Continental Properties, Ltd. (CPRE1)","$699,900 "
20017,DCDC430702,RES,CLS,2917 Chancellors Way NE,Washington,"Washington, DC",3,Row/Townhouse,7/29/19,Keller Williams Capital Properties (KWCP7),"$766,900 "
20017,DCDC430410,RES,CLS,1237 Irving St NE,Washington,"Washington, DC",4,Detached,8/21/19,RLAH Real Estate (RLAH4),"$785,000 "
20017,DCDC430328,RES,CLS,1503 Gallatin St NE,Washington,"Washington, DC",4,Row/Townhouse,8/26/19,Redfin Corp (REFC3),"$565,000 "
