Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20018,DCDC436042,RES,CLS,2006 Kearny St NE,Washington,"Washington, DC",3,Detached,8/15/19,Keller Williams Capital Properties (KWCP1),"$715,000 "
20018,DCDC435512,RES,CLS,3731 Jamison Street NE,Washington,"Washington, DC",4,Twin/Semi-Detached,7/11/19,Non Subscribing Office (NON1),"$572,540 "
20018,DCDC434830,RES,CLS,3199 Apple Rd NE #9,Washington,"Washington, DC",3,Row/Townhouse,8/19/19,United Real Estate HomeSource (RECU1),"$391,000 "
20018,DCDC434728,RES,CLS,2009 Lawrence St NE,Washington,"Washington, DC",4,Detached,8/16/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$1,015,000 "
20018,DCDC434584,RES,CLS,2427 Irving St NE,Washington,"Washington, DC",4,Detached,8/15/19,Compass (COMPS1),"$597,000 "
20018,DCDC433478,RES,CLS,2501 17th St NE,Washington,"Washington, DC",3,Detached,8/30/19,Keller Williams Realty (KWR4),"$637,000 "
20018,DCDC434232,RES,CLS,3060 NW 16th St NW #609,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/15/19,TTR Sotheby's International Realty (TTRS5),"$555,000 "
20018,DCDC433538,RES,CLS,1721 Franklin St NE,Washington,"Washington, DC",3,Detached,8/7/19,Coldwell Banker Residential Brokerage (CBRB52),"$481,000 "
20018,DCDC433430,RES,CLS,2223 15th St NE,Washington,"Washington, DC",3,Row/Townhouse,8/6/19,"Independent Realty, Inc (INDR1)","$594,999 "
20018,DCDC433208,RES,CLS,3078 Clinton St NE,Washington,"Washington, DC",4,Detached,8/9/19,"RE/MAX Distinctive, LLC (RMAXD1)","$660,000 "
20018,DCDC433046,RES,CLS,3801 South Dakota Ave NE,Washington,"Washington, DC",4,Detached,8/16/19,Redfin Corp (REFC3),"$775,000 "
20018,DCDC432420,RES,CLS,1703 Irving St NE,Washington,"Washington, DC",4,Detached,8/23/19,Coldwell Banker Residential Brokerage (CBRB52),"$520,000 "
20018,DCDC431918,RES,CLS,1603 Monroe St NE,Washington,"Washington, DC",3,Detached,7/12/19,TTR Sotheby's International Realty (TTRS5),"$801,000 "
20018,DCDC431880,RES,CLS,3922 20th St NE,Washington,"Washington, DC",3,Detached,7/26/19,Keller Williams Capital Properties (KWCP1),"$585,000 "
20018,DCDC431640,RES,CLS,3147 Cherry Rd NE #30,Washington,"Washington, DC",3,End of Row/Townhouse,7/30/19,"Murrell, Inc., REALTORS (MRL2)","$360,000 "
20018,DCDC431630,RES,CLS,4016 22nd St NE,Washington,"Washington, DC",2,Detached,6/14/19,"Residential Growth Properties, LLC. (RGP01)","$410,000 "
20018,DCDC430544,RES,CLS,3924 17th St NE,Washington,"Washington, DC",4,Detached,8/9/19,Coldwell Banker Residential Brokerage (CBRB53),"$568,000 "
20018,DCDC430382,RES,CLS,3808 Hansberry Ct NE,Washington,"Washington, DC",4,End of Row/Townhouse,7/15/19,Keller Williams Capital Properties (KWCP2),"$594,900 "
20018,DCDC430192,RES,CLS,1005 Bryant St NE #5,Washington,"Washington, DC",3,Twin/Semi-Detached,8/9/19,Compass (COMPS2),"$629,900 "
20018,DCDC429696,RES,CLS,2600 Rhode Island Ave NE,Washington,"Washington, DC",4,Detached,8/9/19,Century 21 New Millennium (CENT2007),"$450,000 "
