Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20015,DCDC433730,RES,CLS,3524 Rittenhouse St NW,Washington,"Washington, DC",6,Detached,6/14/19,Non Subscribing Office (NON1),"$3,436,644 "
20015,DCDC436898,RES,CLS,5711 32nd St NW,Washington,"Washington, DC",4,Detached,8/20/19,"Independent Realty, Inc (INDR1)","$929,471 "
20015,DCDC435306,RES,CLS,3247 Patterson St NW,Washington,"Washington, DC",3,Detached,8/26/19,"Realty Group, Inc. (RGI1)","$937,500 "
20015,DCDC436294,RES,CLS,3257 Worthington St NW,Washington,"Washington, DC",5,Detached,8/19/19,"Washington Fine Properties, LLC (WFP1)","$1,460,000 "
20015,DCDC436370,RES,CLS,3608 Quesada St NW,Washington,"Washington, DC",6,Detached,7/24/19,TTR Sotheby's International Realty (TTRS4),"$1,290,000 "
20015,DCDC436218,RES,CLS,5359 29th St NW,Washington,"Washington, DC",3,Detached,7/22/19,Compass (COMPS9),"$1,049,000 "
20015,DCDC435274,RES,CLS,5649 Moreland St NW,Washington,"Washington, DC",6,Detached,8/28/19,Compass (COMPS2),"$2,025,000 "
20015,DCDC435192,RES,CLS,6322 31st St NW,Washington,"Washington, DC",3,Detached,8/2/19,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$1,120,776 "
20015,DCDC434556,RES,CLS,3128 Patterson Pl NW,Washington,"Washington, DC",4,Detached,7/31/19,"Washington Fine Properties, LLC (WFP1)","$1,009,000 "
20015,DCDC433648,RES,CLS,5312 42nd St NW,Washington,"Washington, DC",5,Detached,8/30/19,"Long & Foster Real Estate, Inc. (LNG194)","$1,855,000 "
20015,DCDC433240,RES,CLS,3346 Stuyvesant Pl NW,Washington,"Washington, DC",4,Detached,6/27/19,Compass (COMPS2),"$1,270,000 "
20015,DCDC433150,RES,CLS,3219 McKinley St NW,Washington,"Washington, DC",5,Detached,7/24/19,"Washington Fine Properties, LLC (WFP1)","$1,492,500 "
20015,DCDC433022,RES,CLS,6007 34th Pl NW,Washington,"Washington, DC",3,Detached,8/1/19,"Long & Foster Real Estate, Inc. (LNG42)","$828,000 "
20015,DCDC432702,RES,CLS,2628 Moreland Pl NW,Washington,"Washington, DC",3,Detached,8/30/19,Keller Williams Capital Properties (KWCP2),"$710,000 "
20015,DCDC432924,RES,CLS,6950 Greenvale St NW,Washington,"Washington, DC",4,Detached,8/19/19,Compass (COMPS9),"$1,299,000 "
20015,DCDC423022,RES,CLS,5611 Chevy Chase Pkwy NW,Washington,"Washington, DC",4,Detached,7/11/19,"Long & Foster Real Estate, Inc. (LNG338)","$1,350,000 "
20015,DCDC432710,RES,CLS,3639 Jenifer St NW,Washington,"Washington, DC",3,Twin/Semi-Detached,7/31/19,Spicer Real Estate (SPCR1),"$935,000 "
20015,DCDC432510,RES,CLS,5608 39th St NW,Washington,"Washington, DC",4,Twin/Semi-Detached,7/14/19,Presidential Realty (PRE1),"$785,000 "
20015,DCDC432194,RES,CLS,6880 Oregon Ave NW,Washington,"Washington, DC",3,Detached,7/31/19,Compass (COMPS2),"$925,000 "
20015,DCDC431742,RES,CLS,6427 Barnaby St NW,Washington,"Washington, DC",6,Detached,8/12/19,Compass (COMPS2),"$2,195,000 "
20015,DCDC432390,RES,CLS,4339 Harrison St NW #4,Washington,"Washington, DC",2,Other,7/22/19,Compass (COMPS2),"$543,000 "
20015,DCDC432386,RES,CLS,4339 Harrison St NW #3,Washington,"Washington, DC",2,Row/Townhouse,8/20/19,Compass (COMPS2),"$510,000 "
20015,DCDC431904,RES,CLS,3711 Harrison St NW,Washington,"Washington, DC",3,Row/Townhouse,8/15/19,Compass (COMPS1),"$980,000 "
20015,DCDC432032,RES,CLS,5225 Chevy Chase Pkwy NW,Washington,"Washington, DC",3,Twin/Semi-Detached,7/25/19,"Long & Foster Real Estate, Inc. (LNG147)","$915,000 "
20015,DCDC431720,RES,CLS,5201 Wisconsin Ave NW #406,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/14/19,Keller Williams Capital Properties (KWCP5),"$580,000 "
20015,DCDC431642,RES,CLS,3378 Stephenson Pl NW,Washington,"Washington, DC",4,Detached,8/28/19,Keller Williams Realty (KWR21),"$1,055,000 "
20015,DCDC430734,RES,CLS,3125 Quesada St NW,Washington,"Washington, DC",5,Detached,8/23/19,"Long & Foster Real Estate, Inc. (LNG338)","$985,000 "
20015,DCDC429954,RES,CLS,5410 NW Connecticut Ave Ave NW #910,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/6/19,"Long & Foster Real Estate, Inc. (LNG33)","$195,000 "
20015,DCDC430458,RES,CLS,6339 31st St NW,Washington,"Washington, DC",4,Detached,8/28/19,Compass (COMPS2),"$1,150,000 "
20015,DCDC430724,RES,CLS,5315 Connecticut Ave NW #606,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/6/19,"McEnearney Associates, Inc. (MCE7)","$270,000 "
20015,DCDC429446,RES,CLS,3913 NW Military Rd NW,Washington,"Washington, DC",5,Detached,7/26/19,"Washington Fine Properties, LLC (WFP1)","$1,263,500 "
20015,DCDC429764,RES,CLS,5542 29th St NW,Washington,"Washington, DC",4,Detached,7/10/19,Compass (COMPS2),"$990,000 "
20015,DCDC429410,RES,CLS,6361 31st Pl NW,Washington,"Washington, DC",3,Detached,8/21/19,"Long & Foster Real Estate, Inc. (LNG338)","$1,010,000 "
20015,DCDC430078,RES,CLS,5410 Connecticut Ave NW #416,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/16/19,"Long & Foster Real Estate, Inc. (LNG147)","$289,000 "
20015,DCDC429506,RES,CLS,3008 Dogwood St NW,Washington,"Washington, DC",4,Detached,8/30/19,"Long & Foster Real Estate, Inc. (LNG338)","$1,079,000 "
20015,DCDC429728,RES,CLS,2750 Rittenhouse St NW,Washington,"Washington, DC",5,Detached,7/23/19,"Long & Foster Real Estate, Inc. (LNG338)","$1,586,002 "
20015,DCDC429632,RES,CLS,3328 Runnymede Pl NW,Washington,"Washington, DC",5,Detached,6/2/19,TTR Sotheby's International Realty (TTRS4),"$1,525,000 "
20015,DCDC429468,RES,CLS,3104 Worthington St NW,Washington,"Washington, DC",4,Detached,7/30/19,RE/MAX Realty Services (RBE1),"$860,000 "
