Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20004,DCDC436290,RES,CLS,631 D St NW #627,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/19/19,Samson Properties (SAMP5),"$491,900 "
20004,DCDC432180,RES,CLS,616 E St NW #1210,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,8/2/19,TTR Sotheby's International Realty (TTRS2),"$500,000 "
20004,DCDC434614,RES,CLS,601 Pennsylvania Ave NW #604,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/11/19,Berkshire Hathaway HomeServices PenFed Realty (PFED4),"$582,500 "
20004,DCDC431814,RES,CLS,915 E St NW #415,Washington,"Washington, DC",3,Unit/Flat/Apartment,7/17/19,Compass (COMPS1),"$799,000 "
20004,DCDC431780,RES,CLS,915 E St NW #412,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/23/19,Compass (COMPS1),"$420,000 "
20004,DCDC432138,RES,CLS,616 E St NW #504,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/27/19,Realty Brokerage Solutions LLC (RBSL1),"$462,500 "
20004,DCDC430858,RES,CLS,801 Pennsylvania Ave NW #1207,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,8/19/19,KW Metro Center (KWR17),"$600,000 "
20004,DCDC431144,RES,CLS,616 E St NW #850,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/12/19,Compass (COMPS1),"$640,000 "
20004,DCDC427834,RES,CLS,801 Pennsylvania Ave NW #1203,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/2/19,Keller Williams Capital Properties (KWCP5),"$445,000 "
20004,DCDC427442,RES,CLS,616 E St NW #818,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/14/19,Realty Brokerage Solutions LLC (RBSL1),"$795,000 "
20004,DCDC426038,RES,CLS,631 D St NW #330,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/7/19,Realty Brokerage Solutions LLC (RBSL1),"$476,000 "
20004,DCDC423298,RES,CLS,915 E St NW #1207,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/3/19,RE/MAX Allegiance (RMAX17),"$435,000 "
20004,DCDC421668,RES,CLS,616 E St NW #656,Washington,"Washington, DC",3,Unit/Flat/Apartment,7/25/19,TTR Sotheby's International Realty (TTRS2),"$750,000 "
20004,DCDC421552,RES,CLS,701 Pennsylvania Ave NW #1016,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/1/19,Compass (COMPS1),"$372,000 "
20004,DCDC420762,RES,CLS,616 E St NW #1155,Washington,"Washington, DC",3,Penthouse Unit/Flat/Apartment,5/28/19,"Long & Foster Real Estate, Inc. (LNG1)","$925,000 "
20004,DCDC421124,RES,CLS,616 E St NW #311,Washington,"Washington, DC",3,Penthouse Unit/Flat/Apartment,8/30/19,"Premier Properties, LLC (PREM2)","$949,000 "
20004,DCDC403998,RES,CLS,616 E St NW #213,Washington,"Washington, DC",2,Unit/Flat/Apartment,5/23/19,"Washington Fine Properties, LLC (WFP1)","$839,000 "
20004,DCDC403080,RES,CLS,616 E St NW #509,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/3/19,TTR Sotheby's International Realty (TTRS8),"$465,000 "
20004,DCDC403032,RES,CLS,915 E St NW #607,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/15/19,Samson Properties (SAMP1),"$410,000 "
20004,DCDC401794,RES,CLS,616 E St NW #822,Washington,"Washington, DC",1,Unit/Flat/Apartment,4/30/19,Century 21 Redwood Realty (RDWG3),"$477,000 "
20004,DCDC401556,RES,CLS,616 E St NW #801,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/28/19,Berkshire Hathaway HomeServices PenFed Realty (PFED58),"$489,900 "
20004,DCDC400140,RES,CLS,616 E St NW #1154,Washington,"Washington, DC",3,Unit/Flat/Apartment,4/30/19,"Washington Fine Properties, LLC (WFP1)","$918,000 "
20004,DCDC401166,RES,CLS,601 Pennsylvania Ave NW #1106,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/10/19,"McEnearney Associates, Inc. (MCE7)","$422,000 "
20004,DCDC401088,RES,CLS,616 E St NW #419,Washington,"Washington, DC",0,Unit/Flat/Apartment,3/20/19,RE/MAX Realty Services (RBE1),"$345,000 "
20004,DCDC400898,RES,CLS,616 E St NW #655,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/26/19,TTR Sotheby's International Realty (TTRS2),"$634,500 "
20004,DCDC400518,RES,CLS,631 D St NW #1135,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,3/29/19,Realty Brokerage Solutions LLC (RBSL1),"$496,000 "
20004,DCDC400378,RES,CLS,601 Pennsylvania Ave NW #502,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,3/28/19,Coldwell Banker Residential Brokerage (CBRB45),"$525,000 "
20004,DCDC398620,RES,CLS,915 E St NW #705,Washington,"Washington, DC",2,Unit/Flat/Apartment,4/12/19,"McEnearney Associates, Inc. (MCE6)","$678,000 "
20004,DCDC399328,RES,CLS,912 F St NW #706,Washington,"Washington, DC",2,Unit/Flat/Apartment,3/25/19,Brian Logan Real Estate (LGN1),"$960,000 "
20004,DCDC398800,RES,CLS,915 E St NW #1001,Washington,"Washington, DC",1,Unit/Flat/Apartment,4/10/19,"GreenLine Real Estate, LLC (GNLN1)","$447,450 "
20004,DCDC398934,RES,CLS,915 E St NW #1101,Washington,"Washington, DC",1,Unit/Flat/Apartment,3/19/19,Compass (COMPS2),"$449,000 "
20004,DCDC364824,RES,CLS,912 F St NW #500,Washington,"Washington, DC",1,Unit/Flat/Apartment,4/3/19,Compass (COMPS1),"$565,000 "
20004,DCDC310994,RES,CLS,616 E St NW #256,Washington,"Washington, DC",3,Unit/Flat/Apartment,4/4/19,"Long & Foster Real Estate, Inc. (LNG1)","$845,000 "
20004,DCDC310496,RES,CLS,616 E St NW #403,Washington,"Washington, DC",1,Unit/Flat/Apartment,2/22/19,Smith & Schnider LLC (SSSL1),"$427,000 "
20004,DCDC309804,RES,CLS,616 E St NW #253,Washington,"Washington, DC",2,Unit/Flat/Apartment,2/13/19,McWilliams/Ballard Inc. (MCWB1),"$655,000 "
20004,DCDC309718,RES,CLS,616 E St NW #1150,Washington,"Washington, DC",3,Unit/Flat/Apartment,5/7/19,TTR Sotheby's International Realty (TTRS2),"$920,000 "
20004,DCDC309118,RES,CLS,801 Pennsylvania Ave NW #1126,Washington,"Washington, DC",1,Unit/Flat/Apartment,2/12/19,"Long & Foster Real Estate, Inc. (LNG42)","$420,000 "
20004,DCDC308788,RES,CLS,912 F St NW #504,Washington,"Washington, DC",1,Unit/Flat/Apartment,4/15/19,Smith & Schnider LLC (SSSL1),"$560,000 "
20004,DCDC276194,RES,CLS,601 Pennsylvania Ave NW #207,Washington,"Washington, DC",1,Unit/Flat/Apartment,1/25/19,RE/MAX Professionals (RMXP3),"$412,500 "
