Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20037,DCDC437818,RES,CLS,1414 22nd St NW #62,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/20/19,Keller Williams Capital Properties (KWCP2),"$1,650,000 "
20037,DCDC437854,RES,CLS,2510 Virginia Ave NW #209n,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/29/19,"Long & Foster Real Estate, Inc. (LNG147)","$272,000 "
20037,DCDC436888,RES,CLS,730 24th St NW #415,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/29/19,TTR Sothebys International Realty (TTRS3),"$296,032 "
20037,DCDC436526,RES,CLS,2501 M St NW #203,Washington,"Washington, DC",2,Unit/Flat/Apartment,4/4/19,Non Subscribing Office (NON1),"$2,659,180 "
20037,DCDC436394,RES,CLS,730 24th St NW #714,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,Compass (COMPS2),"$359,900 "
20037,DCDC436416,RES,CLS,2501 M St NW #312,Washington,"Washington, DC",2,Unit/Flat/Apartment,3/11/19,Non Subscribing Office (NON1),"$1,550,000 "
20037,DCDC436086,RES,CLS,2475 Virginia Ave NW #813,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/31/19,Coldwell Banker Residential Brokerage (CBRB106),"$275,000 "
20037,DCDC435504,RES,CLS,3 Washington Cir NW #602,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/14/19,RLAH Real Estate (RLAH3),"$340,000 "
20037,DCDC435464,RES,CLS,922 24th St NW #215,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/23/19,"Long & Foster Real Estate, Inc. (LNG147)","$260,000 "
20037,DCDC435128,RES,CLS,1124 25th St NW #T-5,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/23/19,TTR Sotheby's International Realty (TTRS8),"$432,000 "
20037,DCDC428692,RES,CLS,950 25th St NW #307n,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,KW Metro Center (KWR17),"$285,000 "
20037,DCDC434308,RES,CLS,922 24th St NW #105A,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/7/19,Fairfax Realty Premier (FXR3),"$379,000 "
20037,DCDC434504,RES,CLS,922 24th St NW #102,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/1/19,Compass (COMPS1),"$249,500 "
20037,DCDC434546,RES,CLS,2515 K St NW #111,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/21/19,"Long & Foster Real Estate, Inc. (LNG336)","$339,000 "
20037,DCDC433256,RES,CLS,2141 I St NW #310,Washington,"Washington, DC",0,Unit/Flat/Apartment,7/23/19,EJF Real Estate Services (EJF1),"$226,500 "
20037,DCDC433804,RES,CLS,2501 M St NW #407,Washington,"Washington, DC",2,Unit/Flat/Apartment,3/28/19,Non Subscribing Office (NON1),"$1,235,000 "
20037,DCDC433302,RES,CLS,1140 NW 23rd St NW #501,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/21/19,TTR Sotheby's International Realty (TTRS5),"$410,000 "
20037,DCDC433030,RES,CLS,1230 23rd St NW #908,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/9/19,Redfin Corp (REFC3),"$445,000 "
20037,DCDC433128,RES,CLS,919 Hughes Ct NW,Washington,"Washington, DC",2,Row/Townhouse,8/13/19,Compass (COMPS3),"$680,000 "
20037,DCDC432556,RES,CLS,922 24th St NW #412,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/6/19,Century 21 New Millennium (CENT2007),"$285,000 "
20037,DCDC431962,RES,CLS,1275 25th St NW #700,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/9/19,TTR Sotheby's International Realty (TTRS5),"$625,300 "
20037,DCDC431594,RES,CLS,2141 P St NW #1008,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/31/19,Redfin Corp (REFC3),"$624,000 "
20037,DCDC431878,RES,CLS,2129 Newport Pl NW,Washington,"Washington, DC",3,Row/Townhouse,8/6/19,TTR Sotheby's International Realty (TTRS5),"$1,150,000 "
20037,DCDC431618,RES,CLS,913 Hughes Mews NW,Washington,"Washington, DC",2,Row/Townhouse,7/26/19,"Long & Foster Real Estate, Inc. (LNG1)","$615,000 "
