Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20032,DCDC440368,RES,CLS,1005 Congress St SE,Washington,"Washington, DC",4,Detached,8/30/19,McEnearney Associates (MCE14),"$475,000 "
20032,DCDC437740,RES,CLS,412 Woodcrest Dr SE #412B,Washington,"Washington, DC",3,End of Row/Townhouse,7/15/19,Non Subscribing Office (NON1),"$479,900 "
20032,DCDC100057,RES,CLS,3878 9th St SE #102,Washington,"Washington, DC",3,Unit/Flat/Apartment,8/23/19,Keller Williams Realty (KWR8),"$139,500 "
20032,DCDC437226,RES,CLS,5 Brandywine St SE,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/24/19,Non Subscribing Office (NON1),"$50,000 "
20032,DCDC436950,RES,CLS,1222 Trenton Pl SE,Washington,"Washington, DC",3,Twin/Semi-Detached,7/27/19,RE/MAX Allegiance (RMAX17),"$275,000 "
20032,DCDC434632,RES,CLS,224 Malcolm X Ave SE,Washington,"Washington, DC",7,Twin/Semi-Detached,7/31/19,Century 21 New Millennium (CENT2007),"$280,000 "
20032,DCDC434494,RES,CLS,4325 Halley Ter SE #202,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,8/30/19,The ONE Street Company (ONERE1),"$159,900 "
20032,DCDC433456,RES,CLS,115 Trenton Pl SE,Washington,"Washington, DC",2,Twin/Semi-Detached,8/23/19,Fairfax Realty Elite (FXR13),"$367,098 "
20032,DCDC432990,RES,CLS,133 Elmira St SW,Washington,"Washington, DC",4,Twin/Semi-Detached,8/29/19,Fairfax Realty Elite (FXR4),"$380,000 "
20032,DCDC432922,RES,CLS,1112 Savannah St SE #33,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/18/19,Non Subscribing Office (NON1),"$240,000 "
20032,DCDC432914,RES,CLS,1218 Trenton Pl SE,Washington,"Washington, DC",3,End of Row/Townhouse,7/31/19,Bennett Realty Solutions (EXBR1),"$300,000 "
20032,DCDC432452,RES,CLS,547 Foxhall Pl SE,Washington,"Washington, DC",4,Twin/Semi-Detached,7/16/19,"Nid Group, LLC (NIDG1)","$471,000 "
