Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20024,DCDC445356,RES,CLS,720 3rd St SW #170,Washington,"Washington, DC",3,Row/Townhouse,5/13/2019,Non Subscribing Office (NON1),"$565,000 "
20024,DCDC439552,RES,CLS,700 7th St SW #125,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/23/2019,"Long & Foster Real Estate, Inc. (LNG44)","$175,000 "
20024,DCDC437300,RES,CLS,530 N St SW #S707,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/3/2019,Compass (COMPS1),"$600,000 "
20024,DCDC436230,RES,CLS,300 M St SW #N714,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/23/2019,RE/MAX Allegiance (RMAX20),"$440,000 "
20024,DCDC435842,RES,CLS,800 4th St SW #S605,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/23/2019,Compass (COMPS4),"$339,000 "
20024,DCDC435398,RES,CLS,814 Capitol Square Pl SW,Washington,"Washington, DC",114,Row/Townhouse,7/15/2019,Non Subscribing Office (NON1),"$1,175,000 "
20024,DCDC434156,RES,CLS,530 N SW #107,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/15/2019,"Welcome Home Realty, LLC (WELC1)","$545,000 "
20024,DCDC434662,RES,CLS,350 G St SW #N314,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/16/2019,Redfin Corp (REFC3),"$397,000 "
20024,DCDC434034,RES,CLS,1231 Carrollsburg Pl SW,Washington,"Washington, DC",3,Row/Townhouse,8/23/2019,Senate Realty (SENR1),"$760,000 "
20024,DCDC433944,RES,CLS,1534 2nd St SW,Washington,"Washington, DC",3,Row/Townhouse,8/16/2019,"Frontier Realty Group, LLC (FNTRG1)","$560,000 "
20024,DCDC433798,RES,CLS,510 N St SW #N420,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,7/31/2019,Compass (COMPS6),"$332,000 "
20024,DCDC433066,RES,CLS,490 M SW #W-509,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/7/2019,RE/MAX Town Center (RXTC2),"$240,000 "
20024,DCDC432932,RES,CLS,800 4th St SW #S706,Washington,"Washington, DC",0,Penthouse Unit/Flat/Apartment,7/19/2019,"Long & Foster Real Estate, Inc. (LNG183)","$299,990 "
20024,DCDC432832,RES,CLS,335 N St SW,Washington,"Washington, DC",2,Row/Townhouse,8/5/2019,Compass (COMPS4),"$527,000 "
20024,DCDC432566,RES,CLS,276 M St SW #276,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/19/2019,Allison James Estates & Homes (AJEH2),"$382,000 "
20024,DCDC432066,RES,CLS,608 H St SW,Washington,"Washington, DC",3,Row/Townhouse,7/26/2019,"Long & Foster Real Estate, Inc. (LNG5)","$950,000 "
20024,DCDC429956,RES,CLS,1250 4th St SW #W502,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/16/2019,Gordon James Brokerage (GRJB1),"$295,000 "
20024,DCDC431760,RES,CLS,1101 3rd St SW #109,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/16/2019,Goodman Realtors (GDRM1),"$344,000 "
20024,DCDC427398,RES,CLS,800 4th St SW #S116,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/1/2019,"Pearson Smith Realty, LLC (PSTH1)","$339,990 "
20024,DCDC431290,RES,CLS,429 N SW #405,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/14/2019,Compass (COMPS1),"$510,000 "
20024,DCDC430920,RES,CLS,355 I St SW #604,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/31/2019,Redfin Corp (REFC3),"$489,000 "
20024,DCDC430800,RES,CLS,800 4th St SW #N716,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/20/2019,"Long & Foster Real Estate, Inc. (LNG59)","$335,000 "
20024,DCDC431026,RES,CLS,1301 Delaware Ave SW #N508,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/26/2019,Fairfax Realty Elite (FXR13),"$175,000 "
20024,DCDC431018,RES,CLS,1301 Delaware Ave SW #N520,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/9/2019,McWilliams/Ballard Inc. (MCWB3),"$219,900 "
20024,DCDC430996,RES,CLS,800 4th St SW #N817,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/30/2019,"Long & Foster Real Estate, Inc. (LNG147)","$365,000 "
20024,DCDC422770,RES,CLS,700 7th St SW #433,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/9/2019,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$475,000 "
20024,DCDC430206,RES,CLS,240 M St SW #E806,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,7/23/2019,Compass (COMPS1),"$409,000 "
20024,DCDC429860,RES,CLS,500 H St SW,Washington,"Washington, DC",3,End of Row/Townhouse,7/31/2019,Compass (COMPS1),"$875,000 "
20024,DCDC430102,RES,CLS,540 N St SW #S-604,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/11/2019,"McEnearney Associates, Inc. (MCE7)","$950,000 "
20024,DCDC429966,RES,CLS,350 G St SW #N102,Washington,"Washington, DC",0,Unit/Flat/Apartment,7/16/2019,RLAH Real Estate (RLAH4),"$275,000 "
20024,DCDC430012,RES,CLS,680 9th St SW,Washington,"Washington, DC",4,Row/Townhouse,6/5/2019,Compass (COMPS1),"$1,020,000 "
20024,DCDC426916,RES,CLS,1301 Delaware Ave SW #N510,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/24/2019,Keller Williams Capital Properties (KWCP1),"$217,500 "
20024,DCDC428882,RES,CLS,429 N St SW #S102,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/30/2019,Compass (COMPS4),"$230,000 "
20024,DCDC428906,RES,CLS,700 7th St SW #811,Washington,"Washington, DC",2,Penthouse Unit/Flat/Apartment,6/21/2019,Redfin Corp (REFC3),"$502,400 "
20024,DCDC428852,RES,CLS,700 7th St SW #421,Washington,"Washington, DC",2,Unit/Flat/Apartment,5/29/2019,Compass (COMPS4),"$399,999 "
20024,DCDC428136,RES,CLS,1311 SW Delaware Ave SW #S446,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/2/2019,Home Source Real Estate Solutions (HSLT1),"$205,000 "
