Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20006,DCDC436406,RES,CLS,2030 F St NW #610,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/22/19,Compass (COMPS2),"$268,000 "
20006,DCDC432276,RES,CLS,522 21st St NW #205,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/12/19,"Long & Foster Real Estate, Inc. (LNG147)","$247,000 "
20006,DCDC426688,RES,CLS,522 21st St NW #305,Washington,"Washington, DC",0,Unit/Flat/Apartment,6/21/19,TTR Sothebys International Realty (TTRS3),"$260,000 "
20006,DCDC424368,RES,CLS,2030 F St NW #705,Washington,"Washington, DC",1,Other,5/30/19,Keller Williams Capital Properties (KWCP1),"$245,000 "
20006,DCDC421320,RES,CLS,2030 F St NW #201,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/5/19,Keller Williams Preferred Properties (KWPP1),"$380,000 "
20006,DCDC401332,RES,CLS,522 21st St NW #27-P2,Washington,"Washington, DC",0,Garage/Parking Space,7/2/19,Optime Realty (OPMR1),"$42,000 "
20006,DCDC399916,RES,CLS,2030 F St NW #707,Washington,"Washington, DC",0,Unit/Flat/Apartment,4/11/19,Margaret S Lamberton Real Estate (MGSL1),"$225,000 "
20006,DCDC380412,RES,CLS,2030 F St NW #503,Washington,"Washington, DC",0,Unit/Flat/Apartment,6/29/18,Non Subscribing Office (NON1),"$225,000 "
20006,1005582018,RES,CLS,2030 F St NW #305,Washington,"Washington, DC",0,Unit/Flat/Apartment,1/27/10,"Long & Foster Real Estate, Inc. (LNG1)","$190,000 "
20006,1005500620,RES,CLS,522 21st St NW #712,Washington,"Washington, DC",0,Unit/Flat/Apartment,11/30/09,"Long & Foster Real Estate, Inc. (LNG54)","$200,000 "
20006,1005454214,RES,CLS,2030 F St NW #209,Washington,"Washington, DC",0,Unit/Flat/Apartment,11/23/09,"City Houses, LLC (CHS1)","$193,000 "
20006,1005408178,RES,CLS,522 21st St NW #408,Washington,"Washington, DC",1,Unit/Flat/Apartment,10/31/09,"Arlington Realty, Inc. (ARL1)","$286,500 "
