Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20005,DCDC438672,RES,CLS,1245 13th St NW #312,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,Century  21 New Millennium (CENT5),"$387,990 "
20005,DCDC437032,RES,CLS,1450 Church St NW #404,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/27/19,"Long & Foster Real Estate, Inc. (LNG44)","$569,900 "
20005,DCDC100375,RES,CLS,1150 K St NW #802,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/30/19,Redfin Corp (REFC3),"$579,900 "
20005,DCDC437354,RES,CLS,1440 N St NW #815,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/27/19,RLAH Real Estate (RLAH1),"$246,000 "
20005,DCDC100033,RES,CLS,1109 M St NW #1,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/23/19,Keller Williams Realty (KWR14),"$403,500 "
20005,DCDC436878,RES,CLS,1311 13th St NW #402,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/13/19,"RE/MAX Distinctive Real Estate, Inc. (RMAX5)","$490,000 "
20005,DCDC436640,RES,CLS,1426 Rhode Island Ave NW #D,Washington,"Washington, DC",3,Unit/Flat/Apartment,8/22/19,Compass (COMPS1),"$1,010,000 "
20005,DCDC436342,RES,CLS,1306 Rhode Island Ave NW #1,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/23/19,"Long & Foster Real Estate, Inc. (LNG44)","$665,000 "
20005,DCDC436186,RES,CLS,1150 K St NW #409,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/20/19,"McEnearney Associates, Inc. (MCE7)","$570,000 "
20005,DCDC435798,RES,CLS,1320 13th St NW #34,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/9/19,Compass (COMPS1),"$680,000 "
20005,DCDC433898,RES,CLS,1306 O St NW #203,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/15/19,"Long & Foster Real Estate, Inc. (LNG44)","$530,000 "
20005,DCDC435288,RES,CLS,1325 13th St NW #9,Washington,"Washington, DC",3,Unit/Flat/Apartment,8/8/19,Compass (COMPS1),"$945,000 "
20005,DCDC435396,RES,CLS,1504 P St NW #B,Washington,"Washington, DC",1,Row/Townhouse,8/7/19,Coldwell Banker Residential Brokerage (CBRB106),"$479,000 "
20005,DCDC434434,RES,CLS,1311 13th St NW #T05,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/28/19,Keller Williams Realty (KWR14),"$280,000 "
20005,DCDC434508,RES,CLS,1239 Vermont Ave NW #302,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/15/19,Compass (COMPS1),"$475,000 "
20005,DCDC433414,RES,CLS,1120 Rhode Island Ave NW #6,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,Redfin Corp (REFC3),"$500,000 "
20005,DCDC433010,RES,CLS,1211 13th St NW #207,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/9/19,"Washington Fine Properties ,LLC (WFP8)","$601,000 "
20005,DCDC433924,RES,CLS,1239 Vermont Ave NW #610,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/28/19,"Long & Foster Real Estate, Inc (LNG333)","$277,500 "
20005,DCDC432124,RES,CLS,1440 Church St NW #105,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,"Long & Foster Real Estate, Inc. (LNG1)","$529,000 "
20005,DCDC432056,RES,CLS,1133 14th St NW #1006,Washington,"Washington, DC",1,Penthouse Unit/Flat/Apartment,8/8/19,Green Valley Realty LLC. (GRVR1),"$489,000 "
20005,DCDC432414,RES,CLS,1520 O St NW #203,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/20/19,Keller Williams Capital Properties (KWCP1),"$723,000 "
20005,DCDC431932,RES,CLS,1300 N St NW #610,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/28/19,Compass (COMPS1),"$424,500 "
20005,DCDC431078,RES,CLS,1445 Church St NW #2,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/24/19,Compass (COMPS2),"$480,000 "
20005,DCDC432302,RES,CLS,1401 Church St NW #323,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/11/19,TTR Sotheby's International Realty (TTRS5),"$525,370 "
20005,DCDC432220,RES,CLS,1420 N St NW #315,Washington,"Washington, DC",0,Unit/Flat/Apartment,7/23/19,Redfin Corp (REFC3),"$255,000 "
20005,DCDC432084,RES,CLS,1437 Rhode Island Ave NW #601,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/23/19,Keller Williams Realty (KWR4),"$625,000 "
20005,DCDC431832,RES,CLS,1401 Church St NW #514,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/19/19,Compass (COMPS1),"$899,900 "
20005,DCDC431850,RES,CLS,1444 Church St NW #603,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/17/19,Non Subscribing Office (NON1),"$645,000 "
20005,DCDC431852,RES,CLS,1400 Church St NW #301,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/15/19,TTR Sotheby's International Realty (TTRS5),"$880,000 "
20005,DCDC431142,RES,CLS,1133 14th St NW #806,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/15/19,Compass (COMPS1),"$515,000 "
20005,DCDC431172,RES,CLS,1303 P St NW #5,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/22/19,"Washington Fine Properties, LLC (WFP1)","$702,500 "
20005,DCDC430298,RES,CLS,1150 K St NW #309,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/11/19,Century 21 Redwood Realty (RDWG3),"$575,000 "
20005,DCDC429516,RES,CLS,1420 N St NW #611,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/30/19,RE/MAX Advantage Realty (RMA6),"$227,500 "
20005,DCDC429448,RES,CLS,1414 15th St NW #2,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/3/19,"RE/MAX Gateway, LLC (RMAX154)","$800,000 "
20005,DCDC429412,RES,CLS,1401 Church St NW #518,Washington,"Washington, DC",2,Penthouse Unit/Flat/Apartment,8/6/19,"Long & Foster Real Estate, Inc. (LNG147)","$1,128,000 "
20005,DCDC428878,RES,CLS,1245 13th St NW #906,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/15/19,Compass (COMPS1),"$628,500 "
20005,DCDC428146,RES,CLS,1441 Rhode Island Ave NW #708,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/13/19,Compass (COMPS2),"$527,500 "
20005,DCDC427622,RES,CLS,1444 Church St NW #108,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/12/19,McWilliams/Ballard Inc. (MCWB1),"$631,900 "
20005,DCDC427556,RES,CLS,1221 12th St NW #2,Washington,"Washington, DC",1,Row/Townhouse,6/28/19,Compass (COMPS2),"$389,900 "
20005,DCDC427344,RES,CLS,1245 13th St NW #409,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/11/19,"Select Premium Properties, Inc (GRAN1)","$399,000 "
20005,DCDC426634,RES,CLS,1300 N St NW #609,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/29/19,Houwzer LLC (55732),"$469,900 "
20005,DCDC426742,RES,CLS,1300 13th St NW #605,Washington,"Washington, DC",3,Unit/Flat/Apartment,6/21/19,"Long & Foster Real Estate, Inc. (LNG336)","$945,000 "
20005,DCDC426486,RES,CLS,1150 K St NW #708,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/3/19,Samson Properties (SAMP14),"$595,000 "
20005,DCDC426590,RES,CLS,1441 Rhode Island Ave NW #805,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/24/19,XRealty.NET LLC (XRN1),"$504,000 "
20005,DCDC426412,RES,CLS,1313 Rhode Island Ave NW #C,Washington,"Washington, DC",2,Row/Townhouse,5/10/19,Compass (COMPS6),"$812,000 "
20005,DCDC426454,RES,CLS,1225 13th St NW #306,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/20/19,"GreenLine Real Estate, LLC (GNLN1)","$399,000 "
20005,DCDC425806,RES,CLS,1239 Vermont Ave NW #805,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/7/19,"Washington Fine Properties, LLC (WFP2)","$475,000 "
20005,DCDC425818,RES,CLS,1215 N St NW #8,Washington,"Washington, DC",2,Row/Townhouse,7/24/19,Redfin Corp (REFC3),"$718,000 "
20005,DCDC425234,RES,CLS,1441 Rhode Island Ave NW #709,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/21/19,Compass (COMPS1),"$515,000 "
20005,DCDC424670,RES,CLS,1245 13th St NW #108,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/20/19,"Washington Fine Properties, LLC (WFP1)","$499,000 "
20005,DCDC425148,RES,CLS,1245 13th St NW #602,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/28/19,Compass (COMPS1),"$579,000 "
20005,DCDC424522,RES,CLS,1420 N St NW #408,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/7/19,Realty Advantage (FXR6),"$480,000 "
20005,DCDC424810,RES,CLS,1416 15th St NW,Washington,"Washington, DC",5,Row/Townhouse,7/31/19,Coldwell Banker Residential Brokerage (CBRB106),"$2,970,000 "
20005,DCDC424462,RES,CLS,1515 15th St NW #408,Washington,"Washington, DC",3,Other,6/26/19,"Washington Fine Properties ,LLC (WFP8)","$1,680,000 "
20005,DCDC422768,RES,CLS,1300 N St NW #206,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/10/19,"Long & Foster Real Estate, Inc. (LNG191)","$592,500 "
20005,DCDC423610,RES,CLS,1410 12th St NW #4,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/28/19,Redfin Corp (REFC3),"$548,000 "
20005,DCDC423668,RES,CLS,1520 O St NW #T4,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/18/19,Redfin Corp (REFC3),"$636,500 "
20005,DCDC423630,RES,CLS,1331 Vermont Ave NW #B,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/31/19,Compass (COMPS4),"$485,000 "
20005,DCDC422548,RES,CLS,1300 13th St NW #309,Washington,"Washington, DC",2,Unit/Flat/Apartment,5/30/19,TTR Sotheby's International Realty (TTRS2),"$650,000 "
20005,DCDC423078,RES,CLS,1239 Vermont Ave NW #404,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/20/19,Samson Properties (SAMP1),"$420,000 "
20005,DCDC423114,RES,CLS,1441 Rhode Island Ave NW #310,Washington,"Washington, DC",2,Unit/Flat/Apartment,6/14/19,Compass (COMPS1),"$610,500 "
20005,DCDC422256,RES,CLS,1400 Church St NW #509,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/27/19,"Central Properties, LLC, (CTRP1)","$685,000 "
20005,DCDC422146,RES,CLS,1150 K St NW #507,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/14/19,"Continental Properties, Ltd. (CPRE1)","$435,000 "
20005,DCDC422012,RES,CLS,1120 Rhode Island Ave NW #5,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/1/19,Compass (COMPS2),"$522,000 "
20005,DCDC421992,RES,CLS,1150 K St NW #804,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/31/19,Compass (COMPS1),"$445,000 "
20005,DCDC421696,RES,CLS,1520 O St NW #101,Washington,"Washington, DC",2,Unit/Flat/Apartment,5/17/19,"Long & Foster Real Estate, Inc. (LNG1)","$832,500 "
20005,DCDC421858,RES,CLS,1445 N St NW #106,Washington,"Washington, DC",2,Unit/Flat/Apartment,5/29/19,Compass (COMPS2),"$627,500 "
20005,DCDC421942,RES,CLS,1300 Massachusetts Ave NW #506,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/10/19,Compass (COMPS3),"$345,000 "
20005,DCDC421330,RES,CLS,1411 N St NW #4,Washington,"Washington, DC",2,Penthouse Unit/Flat/Apartment,8/9/19,"Washington Fine Properties ,LLC (WFP8)","$1,350,000 "
20005,DCDC421474,RES,CLS,1325 13th St NW #504,Washington,"Washington, DC",1,Unit/Flat/Apartment,4/11/19,McEnearney Associates (MCE14),"$475,000 "
20005,DCDC421382,RES,CLS,1401 Church St NW #524,Washington,"Washington, DC",3,Unit/Flat/Apartment,6/3/19,Compass (COMPS1),"$1,650,000 "
20005,DCDC420628,RES,CLS,1300 13th St NW #203,Washington,"Washington, DC",1,Unit/Flat/Apartment,4/23/19,Compass (COMPS4),"$518,000 "
20005,DCDC420534,RES,CLS,1301 Rhode Island Ave NW #4,Washington,"Washington, DC",2,Row/Townhouse,5/31/19,Redfin Corp (REFC3),"$824,000 "
20005,DCDC403058,RES,CLS,1150 K St NW #1008,Washington,"Washington, DC",2,Unit/Flat/Apartment,5/30/19,Redfin Corp (REFC3),"$593,000 "
20005,DCDC413110,RES,CLS,1338 Vermont Ave NW #3,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/14/19,"Smart Realty, LLC (CMAR1)","$430,000 "
20005,DCDC403716,RES,CLS,1205 N St NW #A,Washington,"Washington, DC",2,Row/Townhouse,5/2/19,"Long & Foster Real Estate, Inc. (LNG44)","$530,000 "
