Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20036,DCDC440466,RES,CLS,1330 New Hampshire Ave NW #924,Washington,"Washington, DC",,Unit/Flat/Apartment,9/1/19,Compass (COMPS1),"$332,000 "
20036,DCDC438374,RES,CLS,1316 New Hampshire Ave NW #209,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,Compass (COMPS2),"$424,000 "
20036,DCDC436818,RES,CLS,1520 16th St NW #302,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/27/19,"Washington Fine Properties, LLC (WFP1)","$585,000 "
20036,DCDC434410,RES,CLS,1 Scott Cir NW #1,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/27/19,KW Metro Center (KWR19),"$394,000 "
20036,DCDC435664,RES,CLS,1330 New Hampshire Ave NW #424,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,TTR Sotheby's International Realty (TTRS5),"$335,000 "
20036,DCDC435048,RES,CLS,2017 O St NW #G,Washington,"Washington, DC",1,End of Row/Townhouse,8/19/19,Compass (COMPS2),"$360,000 "
20036,DCDC432788,RES,CLS,1711 Massachusetts Ave NW #422,Washington,"Washington, DC",,Unit/Flat/Apartment,8/12/19,RLAH Real Estate (RLAH2),"$300,000 "
20036,DCDC434122,RES,CLS,1330 NW 21st St NW #2,Washington,"Washington, DC",3,Row/Townhouse,8/8/19,TTR Sotheby's International Realty (TTRS4),"$1,110,000 "
20036,DCDC433892,RES,CLS,1301 20th St NW #908,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/5/19,Compass (COMPS1),"$359,900 "
20036,DCDC433368,RES,CLS,1310 21st St NW,Washington,"Washington, DC",4,Row/Townhouse,8/29/19,TTR Sotheby's International Realty (TTRS2),"$2,207,550 "
20036,DCDC429278,RES,CLS,1320 21st St NW #202,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/2/19,"Long & Foster Real Estate, Inc. (LNG1)","$575,000 "
20036,DCDC432912,RES,CLS,1745 NW N St NW #207,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/29/19,McWilliams/Ballard Inc. (MCWB1),"$635,000 "
20036,DCDC432082,RES,CLS,1526 17th St NW #105,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/5/19,TTR Sotheby's International Realty (TTRS8),"$339,000 "
20036,DCDC432012,RES,CLS,1314 21st St NW #P3,Washington,"Washington, DC",,Garage/Parking Space,8/12/19,Coldwell Banker Residential Brokerage (CBRB106),"$125,000 "
20036,DCDC429720,RES,CLS,1260 21st St NW #311,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/30/19,RLAH Real Estate (RLAH1),"$420,000 "
20036,DCDC431554,RES,CLS,1545 18th St NW #420,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/31/19,"District Real Estate, LLC. (DCRLS1)","$465,000 "
20036,DCDC430954,RES,CLS,1718 P St NW #617,Washington,"Washington, DC",1,Unit/Flat/Apartment,6/28/19,Compass (COMPS2),"$367,718 "
20036,DCDC431034,RES,CLS,1301 20th St NW #906,Washington,"Washington, DC",1,Unit/Flat/Apartment,7/23/19,Compass (COMPS1),"$414,900 "
