Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20010,DCDC441626,RES,CLS,3209 Adams Mill Rd NW,Washington,"Washington, DC",3,Row/Townhouse,8/27/19,Non Subscribing Office (NON1),"$1,500,000 "
20010,DCDC100323,RES,CLS,1673 Park Rd NW #505,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/1/19,Compass (COMPS2),"$376,000 "
20010,DCDC437068,RES,CLS,1722 Irving St NW,Washington,"Washington, DC",5,Row/Townhouse,7/30/19,Compass (COMPS9),"$1,240,000 "
20010,DCDC436514,RES,CLS,809 Otis Pl NW #303,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/23/19,RLAH Real Estate (RLAH2),"$395,000 "
20010,DCDC436788,RES,CLS,522 Irving St NW,Washington,"Washington, DC",3,Row/Townhouse,7/31/19,REMAX Platinum Realty (RXPT1),"$669,000 "
20010,DCDC436498,RES,CLS,3220 17th St NW #307,Washington,"Washington, DC",2,Penthouse Unit/Flat/Apartment,8/27/19,"Washington Fine Properties, LLC (WFP1)","$652,000 "
20010,DCDC435742,RES,CLS,1430 Newton St NW #201,Washington,"Washington, DC",2,Row/Townhouse,8/30/19,Keller Williams Capital Properties (KWCP1),"$543,000 "
20010,DCDC435714,RES,CLS,1354 Kenyon St NW #4,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/19/19,RLAH Real Estate (RLAH4),"$349,900 "
20010,DCDC435606,RES,CLS,1360 Kenyon St NW #1,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/28/19,TTR Sotheby's International Realty (TTRS5),"$595,000 "
20010,DCDC434240,RES,CLS,1495 Newton St NW #405,Washington,"Washington, DC",2,Unit/Flat/Apartment,8/28/19,RLAH Real Estate (RLAH2),"$350,000 "
20010,DCDC435282,RES,CLS,3612 Park Pl NW #Ph-B,Washington,"Washington, DC",3,Row/Townhouse,8/15/19,Compass (COMPS1),"$879,000 "
20010,DCDC435172,RES,CLS,1726 Irving St NW,Washington,"Washington, DC",3,Row/Townhouse,8/9/19,United Real Estate HomeSource (RECU1),"$800,000 "
20010,DCDC435102,RES,CLS,3123 Adams Mill Rd NW,Washington,"Washington, DC",4,Row/Townhouse,7/12/19,TTR Sotheby's International Realty (TTRS4),"$925,000 "
20010,DCDC434676,RES,CLS,442 Luray Pl NW,Washington,"Washington, DC",4,End of Row/Townhouse,8/1/19,Compass (COMPS1),"$840,000 "
20010,DCDC434912,RES,CLS,1005 Quebec Pl NW,Washington,"Washington, DC",3,Row/Townhouse,8/30/19,Compass (COMPS2),"$740,000 "
20010,DCDC434956,RES,CLS,1362 Perry Pl NW #1,Washington,"Washington, DC",2,Row/Townhouse,8/26/19,TTR Sotheby's International Realty (TTRS5),"$553,000 "
20010,DCDC434690,RES,CLS,1759 Lamont St NW,Washington,"Washington, DC",5,Row/Townhouse,7/26/19,TTR Sotheby's International Realty (TTRS5),"$1,615,000 "
20010,DCDC434500,RES,CLS,3540 Hertford Pl NW,Washington,"Washington, DC",3,End of Row/Townhouse,8/28/19,Compass (COMPS6),"$550,000 "
20010,DCDC434382,RES,CLS,1437 Spring Rd NW #34,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/30/19,Keller Williams Capital Properties (KWCP1),"$353,000 "
20010,DCDC434450,RES,CLS,529 Lamont St NW #306,Washington,"Washington, DC",3,Unit/Flat/Apartment,8/13/19,"Jackson B. Prentice Real Estate Services, LLC (JACP1)","$483,500 "
20010,DCDC434192,RES,CLS,1454 Newton St NW #401,Washington,"Washington, DC",2,Row/Townhouse,8/8/19,Crossman & Co. Real Estate LLC (CRSM1),"$410,000 "
