Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20001,1004602286,RES,CLS,66 New York Ave NW #305,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/22/11,RE/MAX 100 (RMAX1002),"$187,000 "
20001,1004601950,RES,CLS,426 M St NW #D,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/15/12,DCRE (DCE1),"$275,000 "
20001,1004601502,RES,CLS,605 Rhode Island Ave NW #3,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,3/23/12,TTR Sotheby's International Realty (TTRS2),"$375,000 "
20001,1004601426,RES,CLS,426 M St NW #B,Washington,"Washington, DC",2,2-Jan,Unit/Flat/Apartment,9/4/12,DCRE (DCE1),"$350,000 "
20001,1004599780,RES,CLS,47 Bates St NW,Washington,"Washington, DC",4,Feb-00,,2/7/12,"Thos D. Walsh, Inc. (TDW1)","$329,000 "
20001,1004599654,RES,CLS,67 Bryant St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,10/21/11,"Long & Foster Real Estate, Inc. (LNG177)","$370,100 "
20001,1004599404,RES,CLS,1117 10th St NW #613,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/30/11,DCRE (DCE1),"$405,000 "
20001,1004599378,RES,CLS,2910 Georgia Ave NW #203,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,12/16/11,McWilliams/Ballard Inc. (MCWB1),"$389,000 "
20001,1004599192,RES,CLS,320 U St NW,Washington,"Washington, DC",4,1-Jan,Row/Townhouse,12/31/11,"Long & Foster Real Estate, Inc. (LNG3)","$410,000 "
20001,1004599112,RES,CLS,2250 11th St NW #104,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/3/11,DCRE (DCE1),"$515,000 "
20001,1004598522,RES,CLS,2218 1st St NW,Washington,"Washington, DC",5,Jan-00,Row/Townhouse,12/11/11,RE/MAX Realty Services (RBE1),"$435,000 "
20001,1004597706,RES,CLS,1132 6th St NW #1,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/18/11,Coldwell Banker Residential Brokerage (CBRB106),"$349,555 "
20001,1004597622,RES,CLS,226 Q St NW #A And B,Washington,"Washington, DC",5,Feb-00,Other,2/21/12,RE/MAX Specialists (RMSP1),"$345,000 "
20001,1004597618,RES,CLS,1132 6th St NW #2,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/14/11,Coldwell Banker Residential Brokerage (CBRB106),"$479,500 "
20001,1004597316,RES,CLS,1243 New Jersey Ave NW,Washington,"Washington, DC",10,Jul-00,End of Row/Townhouse,10/11/11,RE/MAX Allegiance (RMAX20),"$840,000 "
20001,1004597280,RES,CLS,1132 6th St NW #3,Washington,"Washington, DC",3,Mar-00,Unit/Flat/Apartment,10/28/11,Coldwell Banker Residential Brokerage (CBRB106),"$618,555 "
20001,1004596790,RES,CLS,2120 Vermont Ave NW #523,Washington,"Washington, DC",3,Feb-00,Unit/Flat/Apartment,11/29/11,Fairfax Realty Premier (FXR3),"$605,000 "
20001,1004596572,RES,CLS,400 Massachusetts Ave NW #1009,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/16/11,RE/MAX Allegiance (RMAX20),"$375,000 "
20001,1004595594,RES,CLS,777 7th St NW #322,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/14/11,EXIT Right Realty (EXRT1),"$357,000 "
20001,1004594736,RES,CLS,1010 Massachusetts Ave NW #211,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/28/11,"Glass House Real Estate, Inc. (GLSS1)","$329,900 "
20001,1004592642,RES,CLS,2909 Sherman Ave NW,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,12/26/12,Keller Williams Preferred Properties (KWPP1),"$390,000 "
20001,1004591594,RES,CLS,617 Rhode Island Ave NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,12/30/11,"Central Properties, LLC, (CTRP1)","$480,000 "
20001,1004591582,RES,CLS,2120 Vermont Ave NW #122,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,3/26/12,Senate Realty (SENR1),"$328,500 "
20001,1004590996,RES,CLS,1610 New Jersey Ave NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,10/7/11,USRealty.com LLP (HPADCOM),"$572,000 "
20001,1004589872,RES,CLS,1500 1st St NW,Washington,"Washington, DC",2,1-Feb,Twin/Semi-Detached,10/27/11,"Long & Foster Real Estate, Inc. (LNG3)","$500,000 "
20001,1004589654,RES,CLS,1634 5th St NW #2,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,10/14/11,RE/MAX Allegiance (RMAX20),"$627,000 "
20001,1004589040,RES,CLS,1907 3rd St NW #402,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/9/11,"Urban Land Company, LLC (ULC1)","$325,000 "
20001,1004589022,RES,CLS,71 P St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,10/28/11,Coldwell Banker Residential Brokerage (CBRB88),"$489,000 "
20001,1004587870,RES,CLS,1621 4th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,11/30/11,Redfin Corporation (REFC1),"$609,000 "
20001,1004586808,RES,CLS,2612 Sherman Ave NW,Washington,"Washington, DC",4,Mar-00,Twin/Semi-Detached,10/31/11,"W Realty Services, LLC (WRLS1)","$289,900 "
20001,1004586794,RES,CLS,777 Hobart Pl NW,Washington,"Washington, DC",4,Feb-00,Row/Townhouse,10/27/11,"Long & Foster Real Estate, Inc. (LNG44)","$369,000 "
20001,1004585700,RES,CLS,555 Massachusetts Ave NW #1316,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,1/6/12,Coldwell Banker Residential Brokerage (CBRB45),"$388,000 "
20001,1004584878,RES,CLS,1634 5th St NW #1,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,10/14/11,RE/MAX Allegiance (RMAX20),"$575,000 "
20001,1004584056,RES,CLS,2200 1st St NW,Washington,"Washington, DC",5,1-Mar,Twin/Semi-Detached,12/16/11,Keller Williams Capital Properties (KWCP1),"$899,000 "
20001,1004583636,RES,CLS,802 Rhode Island Ave NW,Washington,"Washington, DC",6,Mar-00,Detached,3/12/12,"Long & Foster Real Estate, Inc. (LNG54)","$587,000 "
20001,1004583570,RES,CLS,1536 6th St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,1/6/12,Coldwell Banker Residential Brokerage (CBRB106),"$386,000 "
20001,1004583358,RES,CLS,310 Q St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,9/30/11,"Long & Foster Real Estate, Inc. (LNG44)","$513,000 "
20001,1004583088,RES,CLS,125 T St NW #3,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,11/22/11,Coldwell Banker Residential Brokerage (CBRB106),"$430,000 "
20001,1004583016,RES,CLS,440 L St NW #708,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/18/11,RE/MAX Allegiance (RMAX128),"$387,500 "
20001,1004582902,RES,CLS,910 M St NW #412,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/28/11,RE/MAX Allegiance (RMAX27),"$520,000 "
20001,1004582678,RES,CLS,719 Harvard St NW,Washington,"Washington, DC",4,Feb-00,Row/Townhouse,4/10/12,Cosmopolitan Properties Real Estate Brokerage (CSMO1),"$320,000 "
20001,1004582636,RES,CLS,811 4th St NW #412,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,4/5/12,The Mayhood Company (MHD1),"$495,000 "
20001,1004581074,RES,CLS,2238 11th St NW #2,Washington,"Washington, DC",2,1-Feb,Twin/Semi-Detached,12/20/11,Coldwell Banker Residential Brokerage (CBRB52),"$620,000 "
20001,1004580446,RES,CLS,333 U St NW,Washington,"Washington, DC",4,1-Mar,Twin/Semi-Detached,7/20/12,Century 21 New Millennium (CENT2007),"$545,000 "
20001,1004580386,RES,CLS,43 Adams St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,10/13/11,DCRE (DCE1),"$639,900 "
20001,1004580286,RES,CLS,777 7th St NW #402,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,3/6/12,Coldwell Banker Residential Brokerage (CBRB58),"$223,000 "
20001,1004580090,RES,CLS,1612 6th St NW,Washington,"Washington, DC",3,1-Feb,Twin/Semi-Detached,11/30/11,"McEnearney Associates, Inc. (MCE7)","$610,000 "
20001,1004577868,RES,CLS,811 4th St NW #405,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,12/7/11,Century 21 New Millennium (CENT2007),"$549,900 "
20001,1004575368,RES,CLS,440 Rhode Island Ave NW #T-103,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/11/11,"Urban Land Company, LLC (ULC1)","$343,000 "
20001,1004575230,RES,CLS,903 M St NW #C,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,10/17/11,Phoenix Real Estate Solutions (PHXS1),"$200,000 "
20001,1004574950,RES,CLS,26 Quincy Pl NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,9/30/11,RE/MAX Specialists (RMSP1),"$300,000 "
20001,1004571196,RES,CLS,1526 Marion St NW,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,10/14/11,Coldwell Banker Residential Brokerage (CBRB45),"$425,000 "
20001,1004569458,RES,CLS,19 Bryant St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,1/23/12,"Urban Brokers, LLC (UBRO1)","$636,000 "
20001,1004569054,RES,CLS,32 Bryant St NW,Washington,"Washington, DC",5,1-Apr,Row/Townhouse,9/23/11,DCRE (DCE1),"$765,000 "
20001,1004567006,RES,CLS,937 Westminster St NW,Washington,"Washington, DC",6,1-Jan,Row/Townhouse,9/30/11,"Long & Foster Real Estate, Inc. (LNG3)","$590,000 "
20001,1004566544,RES,CLS,640 Q St NW,Washington,"Washington, DC",2,Jan-00,End of Row/Townhouse,9/23/11,Prudential Carruthers REALTORS (PCR4),"$300,000 "
20001,1004565674,RES,CLS,760 Gresham Pl NW,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,8/29/12,Keller Williams Realty (KWR8),"$215,000 "
20001,1004565580,RES,CLS,33 T St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,12/30/11,Keller Williams Realty (KWR8),"$599,000 "
20001,1004564986,RES,CLS,55 M St NW #307,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,1/25/12,RE/MAX Leading Edge (RMLE3),"$144,900 "
20001,1004564400,RES,CLS,81 Florida Ave NW,Washington,"Washington, DC",3,1-Jan,End of Row/Townhouse,2/27/12,"Habitat Real Estate, Inc. (HAB1)","$265,000 "
20001,1004564010,RES,CLS,61 Bryant St NW,Washington,"Washington, DC",3,Mar-00,Detached,10/28/11,"Theodore Wade & Company, Inc. (VAI1)","$500,000 "
20001,1004563244,RES,CLS,437 New York Ave NW #806,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/12/11,"Weichert, REALTORS (WEI59)","$397,000 "
20001,1004562518,RES,CLS,2910 Georgia Ave NW #303,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/13/11,McWilliams/Ballard Inc. (MCWB1),"$389,900 "
20001,1004560268,RES,CLS,144 W St NW,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,11/7/11,"Central Properties, LLC, (CTRP1)","$629,900 "
20001,1004560158,RES,CLS,1010 Massachusetts Ave NW #Ph-110,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,9/29/11,"Long & Foster Real Estate, Inc. (LNG35)","$700,000 "
20001,1004558354,RES,CLS,412 M St NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,11/3/11,Century 21 Redwood Realty (RDWG2),"$569,500 "
20001,1004557782,RES,CLS,146 W St NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,10/21/11,Coldwell Banker Residential Brokerage (CBRB106),"$433,500 "
20001,1004557148,RES,CLS,777 7th St NW #1006,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/31/11,Realty Pros (RPA1),"$474,000 "
20001,1004556008,RES,CLS,609 U St NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,10/14/11,RE/MAX Specialists (RMSP1),"$502,000 "
20001,1004554384,RES,CLS,2120 Vermont Ave NW #25,Washington,"Washington, DC",0,Jan-00,Other,1/26/12,Senate Realty (SENR1),"$192,500 "
20001,1004554074,RES,CLS,2910 Georgia Ave NW #104,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/17/11,McWilliams/Ballard Inc. (MCWB1),"$349,900 "
20001,1004553852,RES,CLS,1018 W St NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,9/26/11,Keller Williams Realty (KWR22),"$599,000 "
20001,1004552130,RES,CLS,406 U St NW,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,10/31/11,Brian Logan Real Estate (LGN1),"$630,000 "
20001,1004551670,RES,CLS,76 V St NW,Washington,"Washington, DC",5,1-Apr,Row/Townhouse,9/16/11,DCRE (DCE1),"$765,000 "
20001,1004551520,RES,CLS,910 M St NW #408,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/12/11,"Long & Foster Real Estate, Inc. (LNG1)","$390,000 "
20001,1004551282,RES,CLS,1632 New Jersey Ave NW,Washington,"Washington, DC",2,Mar-00,Row/Townhouse,10/31/11,Lloyd And Associates Real Estate Group (LLRE1),"$450,000 "
20001,1004548686,RES,CLS,2910 Georgia Ave NW #103,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,10/11/11,McWilliams/Ballard Inc. (MCWB1),"$309,900 "
20001,1004547534,RES,CLS,775 Harvard St NW,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,11/7/11,"Long & Foster Real Estate, Inc. (LNG1)","$300,000 "
20001,1004547166,RES,CLS,407 Warner St NW,Washington,"Washington, DC",2,2-Jan,Row/Townhouse,10/3/11,PenFed Realty LLC (PERL1),"$450,000 "
20001,1004546694,RES,CLS,1616 11th St NW #201,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,9/30/11,William Sawyer & Company (WSC1),"$476,500 "
20001,1004545832,RES,CLS,109 Rhode Island Ave NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,9/20/11,RE/MAX Realty Services (RBE1),"$702,150 "
20001,1004544424,RES,CLS,715 6th St NW #305,Washington,"Washington, DC",1,Feb-00,Unit/Flat/Apartment,11/18/11,DCRE (DCE1),"$490,000 "
20001,1004544348,RES,CLS,2910 Georgia Ave NW #C01,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/28/11,McWilliams/Ballard Inc. (MCWB1),"$219,900 "
20001,1004544338,RES,CLS,929 Florida Ave NW #2007,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/5/11,"Urban Land Company, LLC (ULC1)","$614,000 "
20001,1004544288,RES,CLS,2910 Georgia Ave NW #304,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/30/11,McWilliams/Ballard Inc. (MCWB1),"$249,900 "
20001,1004543584,RES,CLS,143 Rhode Island Ave NW #8,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/24/11,"Urban Pace, a Long & Foster Company (URP1)","$324,900 "
20001,1004543560,RES,CLS,143 Rhode Island Ave NW #5,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/30/11,"Urban Pace, a Long & Foster Company (URP1)","$319,900 "
20001,1004543462,RES,CLS,143 Rhode Island Ave NW #3,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,8/5/11,"Urban Pace, a Long & Foster Company (URP1)","$239,900 "
20001,1004543350,RES,CLS,143 Rhode Island Ave NW #4,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/5/11,"Urban Pace, a Long & Foster Company (URP1)","$279,900 "
20001,1004543160,RES,CLS,1010 Massachusetts Ave NW #503,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/4/11,Coldwell Banker Residential Brokerage (CBRB106),"$495,000 "
20001,1004542552,RES,CLS,400 Massachusetts Ave NW #811,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,9/30/11,RE/MAX Allegiance (RMAX20),"$595,000 "
20001,1004542470,RES,CLS,400 Massachusetts Ave NW #1001,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/14/11,"Giant Realty, Inc. (NSRI1)","$399,999 "
20001,1004540456,RES,CLS,910 M St NW #706,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,2/29/12,"Washington Fine Properties, LLC (WFP1)","$396,000 "
20001,1004539754,RES,CLS,2120 Vermont Ave NW #610,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/28/11,Redfin Corporation (REFC1),"$536,000 "
20001,1004539630,RES,CLS,715 6th St NW #604,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,1/17/12,EJF Real Estate Services (EJF1),"$463,500 "
20001,1004537816,RES,CLS,107 Seaton Pl NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,8/11/11,"Trademark Realty, Inc (TRA1)","$370,000 "
20001,1004536692,RES,CLS,1111 11th St NW #810,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/9/11,"NetRealtyNow.com, LLC (NRN1)","$340,000 "
20001,1004536330,RES,CLS,2910 Georgia Ave NW #205,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/31/11,McWilliams/Ballard Inc. (MCWB1),"$259,900 "
20001,1004536232,RES,CLS,215 R St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,10/3/11,"Capitol Asset, LLC (CPIA1)","$500,000 "
20001,1004535880,RES,CLS,2910 Georgia Ave NW #404,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/11/11,McWilliams/Ballard Inc. (MCWB1),"$409,900 "
20001,1004534214,RES,CLS,923 French St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,9/21/11,"Evers & Co. Real Estate, A Long & Foster Company (EVR1)","$690,000 "
20001,1004533998,RES,CLS,1006 M St NW #Ph-1,Washington,"Washington, DC",3,Feb-00,End of Row/Townhouse,10/18/11,TTR Sotheby's International Realty (TTRS5),"$685,000 "
20001,1004533306,RES,CLS,2910 Georgia Ave NW #301,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/27/11,McWilliams/Ballard Inc. (MCWB1),"$279,900 "
20001,1004533292,RES,CLS,1637 Marion St NW #200,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,9/2/11,TTR Sotheby's International Realty (TTRS2),"$369,900 "
20001,1004532438,RES,CLS,1639 Marion St NW #100,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/21/11,TTR Sotheby's International Realty (TTRS2),"$369,900 "
20001,1004531896,RES,CLS,402 Rhode Island Ave NW,Washington,"Washington, DC",3,1-Mar,,11/18/11,Fairfax Realty Select (FXR1),"$387,000 "
20001,1004530894,RES,CLS,301 Massachusetts Ave NW #607,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,8/26/11,Century 21 New Millennium (CENT2007),"$469,900 "
20001,1004529612,RES,CLS,72 O St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,8/25/11,"Realty Direct, LLC (RLTD1)","$245,000 "
20001,1004527848,RES,CLS,1337 10th St NW,Washington,"Washington, DC",9,Sep-00,Row/Townhouse,1/31/12,Coldwell Banker Residential Brokerage (CBRB45),"$1,950,000 "
20001,1004526792,RES,CLS,440 L St NW #103,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/28/11,"Long & Foster Real Estate, Inc. (LNG1)","$373,000 "
20001,1004524504,RES,CLS,334 Oakdale Pl NW,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,9/20/11,"Long & Foster Real Estate, Inc. (LNG196)","$225,000 "
20001,1004524278,RES,CLS,1010 Massachusetts Ave NW #404,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,5/16/12,Keller Williams Capital Properties (KWCP1),"$790,000 "
20001,1004524194,RES,CLS,2910 Georgia Ave NW #C04,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/13/11,McWilliams/Ballard Inc. (MCWB1),"$274,900 "
20001,1004518650,RES,CLS,170 Bryant St NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,12/21/11,RE/MAX United Real Estate (RMXD1),"$389,900 "
20001,1004517430,RES,CLS,427 R St NW,Washington,"Washington, DC",3,Jan-00,End of Row/Townhouse,9/2/11,"Trademark Realty, Inc (TRA1)","$399,900 "
20001,1004516468,RES,CLS,2910 Georgia Ave NW #403,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/25/11,McWilliams/Ballard Inc. (MCWB1),"$394,900 "
20001,1004515304,RES,CLS,2910 Georgia Ave NW #302,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/12/11,McWilliams/Ballard Inc. (MCWB1),"$354,900 "
20001,1004514832,RES,CLS,1814 1st St NW,Washington,"Washington, DC",4,Feb-00,Row/Townhouse,11/16/11,Home Source Real Estate Solutions (HSLT1),"$510,000 "
20001,1004514106,RES,CLS,2910 Georgia Ave NW #101,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/7/11,McWilliams/Ballard Inc. (MCWB1),"$279,900 "
20001,1004514062,RES,CLS,2910 Georgia Ave NW #C03,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,3/27/12,McWilliams/Ballard Inc. (MCWB1),"$299,900 "
20001,1004512382,RES,CLS,2004 11th St NW #237,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/15/11,"Long & Foster Real Estate, Inc. (LNG187)","$493,000 "
20001,1004507900,RES,CLS,910 M St NW #402,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/16/11,Coldwell Banker Residential Brokerage (CBRB106),"$381,000 "
20001,1004506990,RES,CLS,62 U St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,8/18/11,Fairfax Realty Premier (FXR3),"$610,000 "
20001,1004506570,RES,CLS,391 Rhode Island Ave NW,Washington,"Washington, DC",2,Feb-00,Detached,9/20/11,Randall H. Hagner & Company (HAG1),"$850,000 "
20001,1004506504,RES,CLS,1907 3rd St NW #303,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/26/11,"Urban Land Company, LLC (ULC1)","$250,000 "
20001,1004505762,RES,CLS,475 K St NW #725,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/7/11,Prudential Carruthers REALTORS (PCR4),"$479,500 "
20001,1004505208,RES,CLS,239 Florida Ave NW,Washington,"Washington, DC",6,Mar-00,Row/Townhouse,11/18/11,Realty Executives Home Center (CERX1),"$470,000 "
20001,1004504982,RES,CLS,70 W St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,9/23/11,"Habitat Real Estate, Inc. (HAB1)","$403,000 "
20001,1004504756,RES,CLS,143 Rhode Island Ave NW #1,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,8/22/11,"Urban Pace, a Long & Foster Company (URP1)","$219,900 "
20001,1004504732,RES,CLS,143 Rhode Island Ave NW #7,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/25/11,"Urban Pace, a Long & Foster Company (URP1)","$343,900 "
20001,1004504712,RES,CLS,143 Rhode Island Ave NW #6,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/18/11,"Urban Pace, a Long & Foster Company (URP1)","$299,900 "
20001,1004504692,RES,CLS,143 Rhode Island Ave NW #2,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,8/26/11,"Urban Pace, a Long & Foster Company (URP1)","$239,900 "
20001,1004504572,RES,CLS,437 New York Ave NW #405,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,2/24/12,Jobin Realty (JOBN9),"$392,000 "
20001,1004502970,RES,CLS,2020 10th St NW,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,9/7/11,Coldwell Banker Residential Brokerage (CBRB45),"$479,000 "
20001,1004501504,RES,CLS,400 Massachusetts Ave NW #1114,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/16/11,"Washington Fine Properties, LLC (WFP1)","$372,500 "
20001,1004500934,RES,CLS,210 S St NW,Washington,"Washington, DC",4,1-Jan,Row/Townhouse,7/22/11,Home Source Real Estate Solutions (HSLT1),"$330,000 "
20001,1004500494,RES,CLS,1423 1st St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,9/30/11,Jobin Realty (JOBN9),"$624,000 "
20001,1004500310,RES,CLS,122 V St NW,Washington,"Washington, DC",5,1-Feb,Row/Townhouse,4/6/12,Advanced Realty Concepts (AVRC1),"$650,000 "
20001,1004495904,RES,CLS,1846 2nd St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,8/16/11,H.A. Gill & Son (GIL1),"$410,000 "
20001,1004490148,RES,CLS,125 New York Ave NW,Washington,"Washington, DC",5,1-Feb,End of Row/Townhouse,1/24/12,"Long & Foster Real Estate, Inc. (LNG42)","$442,000 "
20001,1004489210,RES,CLS,440 Rhode Island Ave NW #T-101,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,8/31/11,"Urban Land Company, LLC (ULC1)","$349,750 "
20001,1004489022,RES,CLS,1613 6th St NW #2,Washington,"Washington, DC",2,Feb-00,Twin/Semi-Detached,9/1/11,Compass (LNRE1),"$450,000 "
20001,1004488848,RES,CLS,1907 3rd St NW #102,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,1/27/12,"Urban Land Company, LLC (ULC1)","$341,000 "
20001,1004488550,RES,CLS,1613 5th St NW,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,7/21/11,"Long & Foster Real Estate, Inc. (LNG54)","$373,000 "
20001,1004488042,RES,CLS,2125 10th St NW,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,8/17/11,"REALTYFORCE, INC. (FORC1)","$390,000 "
20001,1004487918,RES,CLS,777 7th St NW #502,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,12/9/11,"Long & Foster Real Estate, Inc. (LNG84)","$245,000 "
20001,1004486018,RES,CLS,"63 R Street,NW NW",Washington,"Washington, DC",0,/0,Row/Townhouse,10/21/11,ERA Realty Group (RTR2),"$490,600 "
20001,1004485538,RES,CLS,25 W St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,7/26/11,DCRE (DCE1),"$615,000 "
20001,1004485376,RES,CLS,555 Massachusetts Ave NW #405,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,8/8/11,RE/MAX Allegiance (RMAX34),"$374,000 "
20001,1004483046,RES,CLS,1514 6th St NW,Washington,"Washington, DC",2,1-Jan,Twin/Semi-Detached,8/5/11,"Washington Metro Realty, LLC (WMET1)","$455,000 "
20001,1004482134,RES,CLS,777 7th St NW #736,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/14/11,Coldwell Banker Residential Brokerage (CBRB52),"$425,000 "
20001,1004481052,RES,CLS,1709 4th St NW,Washington,"Washington, DC",4,Feb-00,End of Row/Townhouse,11/2/11,Fairfax Realty Premier (FXR3),"$410,000 "
20001,1004480676,RES,CLS,1010 Massachusetts Ave NW #402,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,7/8/11,Coldwell Banker Residential Brokerage (CBRB106),"$560,000 "
