Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Baths,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20001,1005593642,RES,CLS,811 4th St NW #304,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,3/30/10,Comps (COMP1),"$446,450 "
20001,1005592976,RES,CLS,811 4th St NW #303,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,2/18/10,Comps (COMP1),"$446,450 "
20001,1005592818,RES,CLS,811 4th St NW #503,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,1/14/10,The Mayhood Company (MHD1),"$445,000 "
20001,1005592244,RES,CLS,811 4th St NW #703,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/23/09,Comps (COMP1),"$442,000 "
20001,1005591956,RES,CLS,437 New York Ave NW #309,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/24/09,Comps (COMP1),"$331,000 "
20001,1005591632,RES,CLS,150 V St NW #V407,Washington,"Washington, DC",1,Jan-00,Penthouse Unit/Flat/Apartment,9/16/09,"Urban Land Company, LLC (ULC1)","$330,000 "
20001,1005591364,RES,CLS,475 K St NW #1030,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,12/30/09,KW Metro Center (KWR19),"$475,000 "
20001,1005589546,RES,CLS,1820 9th St NW #A,Washington,"Washington, DC",3,1-Jan,End of Row/Townhouse,2/23/10,"Trademark Realty, Inc (TRA1)","$320,000 "
20001,1005589286,RES,CLS,1639-1643 6th St NW #6,Washington,"Washington, DC",3,Mar-00,Other,5/28/10,KW Metro Center (KWR19),"$414,000 "
20001,1005585558,RES,CLS,910 M St NW #602,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,4/15/10,Coldwell Banker Residential Brokerage (CBRB106),"$384,000 "
20001,1005585522,RES,CLS,226 P St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,2/12/10,Keller Williams Preferred Properties (KWPP1),"$300,000 "
20001,1005584970,RES,CLS,301 Massachusetts Ave NW #702,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,2/2/10,"Ivan Brown Realty, Inc. (IVAN1)","$370,000 "
20001,1005584940,RES,CLS,322 Elm St NW,Washington,"Washington, DC",2,1-Jan,Row/Townhouse,2/12/10,"Alex Cooper Auctioneers, Inc. (ACAI1)","$259,900 "
20001,1005584750,RES,CLS,74-76 Q St NW,Washington,"Washington, DC",5,Mar-00,Row/Townhouse,6/22/10,Ernestine J. Wilson Real Estate LLC (EJWR1),"$498,000 "
20001,1005584202,RES,CLS,726 Hobart Pl NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,1/11/10,Keller Williams Capital Properties (KWCP1),"$196,000 "
20001,1005583822,RES,CLS,902 T St NW #A,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,4/30/10,"Long & Foster Real Estate, Inc. (LNG147)","$535,000 "
20001,1005583786,RES,CLS,1123 5th St NW #1,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,1/22/10,Heritage Realty Group (HRGP1),"$240,000 "
20001,1005583216,RES,CLS,811 4th St NW #1204,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,2/8/10,Prudential Carruthers REALTORS (PCR8),"$495,000 "
20001,1005583012,RES,CLS,124 Q St NW,Washington,"Washington, DC",8,Apr-00,Unit/Flat/Apartment,5/7/10,"John C. Formant Real Estate, Inc. (JCF1)","$395,000 "
20001,1005582868,RES,CLS,902 T St NW #B,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,5/19/10,"Long & Foster Real Estate, Inc. (LNG147)","$525,000 "
20001,1005582184,RES,CLS,762 Fairmont St NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,2/25/10,Fairfax Realty Premier (FXR3),"$319,920 "
20001,1005581758,RES,CLS,811 4th St NW #1110,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,12/10/09,Comps (COMP1),"$453,000 "
20001,1005578766,RES,CLS,555 Massachusetts Ave NW #208,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,4/5/10,RE/MAX Allegiance (RMAX20),"$335,725 "
20001,1005578386,RES,CLS,1828 9th St NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,2/24/10,"Long & Foster Real Estate, Inc. (LNG1)","$663,000 "
20001,1005578200,RES,CLS,426 Q St NW,Washington,"Washington, DC",5,1-Feb,Row/Townhouse,5/24/10,Brian Logan Real Estate (LGN1),"$389,000 "
20001,1005578156,RES,CLS,47 Quincy Pl NW,Washington,"Washington, DC",4,2-Feb,Row/Townhouse,11/23/10,Brian Logan Real Estate (LGN1),"$416,000 "
20001,1005576634,RES,CLS,2719 11th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,3/23/10,"Long & Foster Real Estate, Inc. (LNG54)","$605,000 "
20001,1005576384,RES,CLS,636 Q St NW,Washington,"Washington, DC",6,1-Mar,End of Row/Townhouse,4/9/10,Horizon Signature Properties (HZRE1),"$575,000 "
20001,1005575540,RES,CLS,142 Adams St NW,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,3/24/10,Coldwell Banker Residential Brokerage (CBRB53),"$399,990 "
20001,1005575536,RES,CLS,2010 2nd St NW,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,2/8/10,Keller Williams Realty (KWR13),"$217,900 "
20001,1005573874,RES,CLS,1329 1st St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,4/8/10,"Long & Foster Real Estate, Inc. (LNG1)","$174,000 "
20001,1005573642,RES,CLS,760 Girard St NW #101,Washington,"Washington, DC",2,Feb-00,,12/30/09,RE/MAX Realty Services (RBE1),"$301,000 "
20001,1005573308,RES,CLS,1010 Massachusetts Ave NW #912,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,1/13/10,"Samuel C Reynolds & Company, Inc. (RECI1)","$352,400 "
20001,1005573184,RES,CLS,811 4th St NW #1115,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/30/09,The Mayhood Company (MHD1),"$367,450 "
20001,1005573110,RES,CLS,402 U St NW,Washington,"Washington, DC",3,Feb-00,Twin/Semi-Detached,6/30/10,"Long & Foster Real Estate, Inc. (LNG3)","$424,000 "
20001,1005572992,RES,CLS,57 Bryant St NW #2,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,1/20/10,Fairfax Realty Premier (FXR3),"$516,000 "
20001,1005570312,RES,CLS,784 Girard St NW,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,4/16/10,"D N K Real Estate, LLC (DNK1)","$180,000 "
20001,1005569688,RES,CLS,475 K St NW #913,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/20/09,The Mayhood Company (MHD1),"$390,000 "
20001,1005569120,RES,CLS,1330 5th St NW #2,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,1/8/10,RE/MAX Pros-Germantown (RRP1),"$468,000 "
20001,1005568034,RES,CLS,1020 Fairmont St NW #4,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,1/28/10,"Long & Foster Real Estate, Inc. (LNG54)","$270,000 "
20001,1005567692,RES,CLS,1316 9th St NW #2,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,1/6/10,"Urban Pace, a Long & Foster Company (URP1)","$399,900 "
20001,1005567686,RES,CLS,1316 9th St NW #4,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,1/7/10,"Urban Pace, a Long & Foster Company (URP1)","$400,000 "
20001,1005565812,RES,CLS,713 Harvard St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,3/15/10,"Habitat Real Estate, Inc. (HAB1)","$199,000 "
20001,1005565716,RES,CLS,3029 11th St NW,Washington,"Washington, DC",5,Apr-00,Row/Townhouse,12/21/09,Coldwell Banker Residential Brokerage (CBRB45),"$350,000 "
20001,1005565698,RES,CLS,62 T St NW,Washington,"Washington, DC",4,Mar-00,Row/Townhouse,12/21/09,Coldwell Banker Residential Brokerage (CBRB45),"$265,000 "
20001,1005563204,RES,CLS,915 W St NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,1/12/10,"Urban Brokers, LLC (UBRO1)","$520,000 "
20001,1005563196,RES,CLS,910 M St NW #429,Washington,"Washington, DC",1,Feb-00,Unit/Flat/Apartment,6/24/10,Prudential Carruthers REALTORS (PCR23),"$430,000 "
20001,1005562060,RES,CLS,66 New York Ave NW #404,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/24/10,DROdio.com Realty (DRO1),"$100,000 "
20001,1005561724,RES,CLS,777 7th St NW #915,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,5/3/10,Keller Williams Capital Properties (KWCP1),"$250,000 "
20001,1005561002,RES,CLS,720 Girard St NW,Washington,"Washington, DC",4,1-Feb,End of Row/Townhouse,3/5/10,Brian Logan Real Estate (LGN1),"$455,000 "
20001,1005560680,RES,CLS,"770 Fairmont St NW #November 12, 20009",Washington,"Washington, DC",5,Feb-00,Row/Townhouse,4/15/10,Keller Williams Capital Properties (KWCP1),"$330,000 "
20001,1005560134,RES,CLS,417 T St NW,Washington,"Washington, DC",4,1-Mar,End of Row/Townhouse,1/28/10,Nexttier Realty LLC (NEXR1),"$580,000 "
20001,1005558938,RES,CLS,1316 9th St NW #3,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/30/09,"Urban Pace, a Long & Foster Company (URP1)","$375,000 "
20001,1005556386,RES,CLS,2004 11th St NW #339,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,3/1/10,"Long & Foster Real Estate, Inc. (LNG35)","$375,000 "
20001,1005556268,RES,CLS,811 4th St NW #118,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,10/30/09,RE/MAX Allegiance (RMAX17),"$394,731 "
20001,1005556026,RES,CLS,2011 4th St NW,Washington,"Washington, DC",2,1-Feb,Row/Townhouse,5/14/10,"Long & Foster Real Estate, Inc. (LNG194)","$355,000 "
20001,1005555980,RES,CLS,1117 10th St NW #705,Washington,"Washington, DC",0,Jan-00,Unit/Flat/Apartment,12/17/09,"Long & Foster Real Estate, Inc. (LNG183)","$206,000 "
20001,1005555960,RES,CLS,1203 New Jersey Ave NW,Washington,"Washington, DC",5,1-Mar,Row/Townhouse,12/31/09,Keller Williams Capital Properties (KWCP1),"$664,500 "
20001,1005555282,RES,CLS,2118 Flagler Pl NW,Washington,"Washington, DC",4,1-Feb,Row/Townhouse,12/18/09,Fairfax Realty Premier (FXR3),"$260,000 "
20001,1005552910,RES,CLS,1622 6th St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,2/26/10,"City Houses, LLC (CHS1)","$780,000 "
20001,1005552022,RES,CLS,1639-1643 6th St NW #8,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,1/24/10,Your Realty Inc. (YOUR1),"$180,000 "
20001,1005551378,RES,CLS,910 M St NW #1022,Washington,"Washington, DC",3,1-Feb,Unit/Flat/Apartment,12/17/09,Prudential Carruthers REALTORS (PCR23),"$990,000 "
20001,1005550956,RES,CLS,50 Florida Ave NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,12/30/09,RE/MAX Realty Services (RBE1),"$375,000 "
20001,1005550662,RES,CLS,406 Rhode Island Ave NW,Washington,"Washington, DC",5,1-Apr,Row/Townhouse,2/17/10,Century 21 New Millennium (CENT2007),"$425,000 "
20001,1005550484,RES,CLS,626 Columbia Rd NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,10/29/09,Keller Williams Realty (KWR8),"$374,955 "
20001,1005550060,RES,CLS,66 P St NW,Washington,"Washington, DC",3,1-Feb,Row/Townhouse,11/26/09,Coldwell Banker Residential Brokerage (CBRB106),"$320,000 "
20001,1005549896,RES,CLS,602 Columbia Rd NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,12/10/09,Colonial Homes Real Estate (CLHR2),"$175,000 "
20001,1005549844,RES,CLS,6 Rhode Island Ave NW #8,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,5/14/10,"Urban Land Company, LLC (ULC1)","$280,000 "
20001,1005549834,RES,CLS,6 Rhode Island Ave NW #5,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,4/21/10,"Urban Land Company, LLC (ULC1)","$259,850 "
20001,1005549620,RES,CLS,907 Euclid St NW #304,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,1/15/10,"Urban Land Company, LLC (ULC1)","$315,250 "
20001,1005549530,RES,CLS,907 Euclid St NW #301,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,2/2/10,"Urban Land Company, LLC (ULC1)","$299,750 "
20001,1005545688,RES,CLS,429 Warner St NW,Washington,"Washington, DC",1,Jan-00,Row/Townhouse,2/25/10,"Long & Foster Real Estate, Inc. (LNG35)","$320,000 "
20001,1005545216,RES,CLS,13 S St NW,Washington,"Washington, DC",3,1-Mar,End of Row/Townhouse,3/16/10,Keller Williams Capital Properties (KWCP1),"$540,000 "
20001,1005543758,RES,CLS,405 Richardson Pl NW,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,11/24/09,"W.C. & A.N. Miller, Realtors, A Long & Foster Co. (MIL9)","$407,000 "
20001,1005541852,RES,CLS,811 4th St NW #116,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/15/09,The Mayhood Company (MHD1),"$356,400 "
20001,1005541602,RES,CLS,907 Euclid St NW #303,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,1/29/10,"Urban Land Company, LLC (ULC1)","$289,875 "
20001,1005541358,RES,CLS,782 Columbia Rd NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,12/18/09,RE/MAX Allegiance (RMAX17),"$250,000 "
20001,1005540584,RES,CLS,907 Euclid St NW #204,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,2/4/10,"Urban Land Company, LLC (ULC1)","$305,000 "
20001,1005539926,RES,CLS,2124 1st St NW,Washington,"Washington, DC",6,1-Apr,Row/Townhouse,9/22/10,RE/MAX Specialists (RMSP1),"$585,000 "
20001,1005539238,RES,CLS,811 4th St NW #706,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/31/11,RE/MAX Allegiance (RMAX17),"$352,000 "
20001,1005539014,RES,CLS,1117 10th St NW #711,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,12/15/09,DCRE (DCE1),"$441,300 "
20001,1005538500,RES,CLS,1117 10th St NW #601,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,12/15/09,DCRE (DCE1),"$515,000 "
20001,1005538068,RES,CLS,440 Rhode Island Ave NW #201,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,4/16/10,Prudential Carruthers REALTORS (PCR23),"$411,900 "
20001,1005537836,RES,CLS,1915 11th St NW,Washington,"Washington, DC",6,Mar-00,Row/Townhouse,11/20/09,Keller Williams Capital Properties (KWCP1),"$725,000 "
20001,1005537210,RES,CLS,475 K St NW #515,Washington,"Washington, DC",2,1-Feb,Unit/Flat/Apartment,1/15/10,The Mayhood Company (MHD1),"$640,000 "
20001,1005537158,RES,CLS,475 K St NW #705,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,12/23/09,The Mayhood Company (MHD1),"$399,900 "
20001,1005537134,RES,CLS,475 K St NW #730,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,3/15/10,The Mayhood Company (MHD1),"$443,400 "
20001,1005537008,RES,CLS,1017 Fairmont St NW,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,2/12/10,"RE/MAX Supreme Properties, LLC. (RMAX115)","$447,000 "
20001,1005536414,RES,CLS,1629 New Jersey Ave NW,Washington,"Washington, DC",4,Jan-00,Row/Townhouse,12/10/09,Coldwell Banker Residential Brokerage (CBRB49),"$255,000 "
20001,1005536264,RES,CLS,475 K St NW #1001,Washington,"Washington, DC",2,Jan-00,Unit/Flat/Apartment,11/24/09,The Mayhood Company (MHD1),"$455,500 "
20001,1005536164,RES,CLS,475 K St NW #823,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/20/09,The Mayhood Company (MHD1),"$443,900 "
20001,1005535932,RES,CLS,475 K St NW #804,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,2/23/10,The Mayhood Company (MHD1),"$389,900 "
20001,1005534642,RES,CLS,1619 4th St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,11/23/09,"Long & Foster Real Estate, Inc. (LNG44)","$429,000 "
20001,1005533830,RES,CLS,910 M St NW #1104,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/13/09,"Long & Foster Real Estate, Inc. (LNG194)","$426,500 "
20001,1005533516,RES,CLS,3028 Park Pl NW,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,11/24/09,Coldwell Banker Residential Brokerage (CBRB45),"$350,000 "
20001,1005533498,RES,CLS,811 4th St NW #1021,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/10/09,"Long & Foster Real Estate, Inc. (LNG54)","$370,000 "
20001,1005533446,RES,CLS,956 Florida Ave NW,Washington,"Washington, DC",2,Jan-00,Row/Townhouse,11/24/09,Hounshell Real Estate (HOU1),"$399,000 "
20001,1005533290,RES,CLS,132 U St NW,Washington,"Washington, DC",4,Feb-00,Row/Townhouse,12/4/09,Cosmopolitan Properties Real Estate Brokerage (CSMO1),"$375,000 "
20001,1005533098,RES,CLS,505 Q St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,12/18/09,TTR Sotheby's International Realty (TTRS2),"$615,000 "
20001,1005532832,RES,CLS,81 Seaton Pl NW,Washington,"Washington, DC",0,1-Jan,Other,4/15/10,"Summit Commercial Real Estate, LLC. (SCOR1)","$235,000 "
20001,1005532628,RES,CLS,503 Q St NW,Washington,"Washington, DC",5,1-Mar,End of Row/Townhouse,12/21/09,TTR Sotheby's International Realty (TTRS2),"$625,000 "
20001,1005532142,RES,CLS,751 Hobart Pl NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,12/31/09,Ikon Realty (IKON6),"$249,000 "
20001,1005531228,RES,CLS,1416 5th St NW #1,Washington,"Washington, DC",2,Feb-00,Detached,3/6/10,Coldwell Banker Residential Brokerage (CBRB106),"$169,000 "
20001,1005530344,RES,CLS,111 P St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,11/30/09,RE/MAX Excellence Realty (RXER1),"$295,000 "
20001,1005527926,RES,CLS,9 Adams St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,1/19/10,"Murrell, Inc., REALTORS (MRL2)","$278,000 "
20001,1005527678,RES,CLS,11 U St NW,Washington,"Washington, DC",5,Feb-00,End of Row/Townhouse,11/25/09,"Realinvestors Real Estate Services, LLC (RIOM1)","$365,000 "
20001,1005525514,RES,CLS,1225 5th St NW,Washington,"Washington, DC",4,Apr-00,End of Row/Townhouse,12/28/10,"Weichert, REALTORS (WEI26)","$650,000 "
20001,1005522884,RES,CLS,New York Ave NW #506,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/18/09,Comps (COMP1),"$360,000 "
20001,1005522302,RES,CLS,312 P St NW,Washington,"Washington, DC",4,Apr-00,Row/Townhouse,12/1/09,"Thos D. Walsh, Inc. (TDW1)","$290,000 "
20001,1005521820,RES,CLS,2120 Vermont Ave NW #3,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/23/09,"Howard Brock Realty Company, Inc. (BRCK1)","$299,900 "
20001,1005521196,RES,CLS,2911 Sherman Ave NW,Washington,"Washington, DC",2,1-Jan,End of Row/Townhouse,10/30/09,Coldwell Banker Residential Brokerage (CBRB49),"$206,151 "
20001,1005519212,RES,CLS,310 M St NW #5,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/25/09,"Long & Foster Real Estate, Inc. (LNG3)","$200,000 "
20001,1005518244,RES,CLS,531 Florida Ave NW,Washington,"Washington, DC",5,Feb-00,Row/Townhouse,3/14/11,Keller Williams Preferred Properties (KWPP1),"$400,000 "
20001,1005518126,RES,CLS,3018 Warder St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,2/5/10,Realty Pros (RPA1),"$192,000 "
20001,1005517606,RES,CLS,1634 6th St NW #2,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,12/22/09,Coldwell Banker Residential Brokerage (CBRB106),"$324,900 "
20001,1005516554,RES,CLS,130 Bates St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,10/23/09,EXIT Right Realty (EXRT1),"$318,000 "
20001,1005516498,RES,CLS,1506 1st St NW,Washington,"Washington, DC",3,Jan-00,Row/Townhouse,11/18/09,Keller Williams Capital Properties (KWCP1),"$325,000 "
20001,1005516382,RES,CLS,1123 5th St NW #2,Washington,"Washington, DC",1,1-Jan,Other,10/30/09,RE/MAX Realty Services (RBE1),"$180,000 "
20001,1005516246,RES,CLS,82 Seaton Pl NW,Washington,"Washington, DC",3,1-Jan,Twin/Semi-Detached,1/27/10,Randall H. Hagner & Company (HAG1),"$315,000 "
20001,1005516078,RES,CLS,2120 Vermont Ave NW #18,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/6/09,DROdio.com Realty (DRO1),"$382,000 "
20001,1005515532,RES,CLS,475 K St NW #514,Washington,"Washington, DC",1,1-Jan,Unit/Flat/Apartment,2/11/10,The Mayhood Company (MHD1),"$431,000 "
20001,1005514510,RES,CLS,811 4th St NW #1214,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,9/17/09,RE/MAX Allegiance (RMAX17),"$369,000 "
20001,1005513328,RES,CLS,781 Fairmont St NW,Washington,"Washington, DC",4,Feb-00,Row/Townhouse,10/20/09,Coldwell Banker Residential Brokerage (CBRB52),"$362,000 "
20001,1005513210,RES,CLS,33 R St NW,Washington,"Washington, DC",3,Feb-00,Row/Townhouse,11/5/09,"Urban Pace, a Long & Foster Company (URP1)","$539,000 "
20001,1005513012,RES,CLS,1111 11th St NW #301,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,10/23/09,"Long & Foster Real Estate, Inc. (LNG44)","$440,000 "
20001,1005512924,RES,CLS,910 M St NW #506,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/5/09,TTR Sotheby's International Realty (TTRS2),"$368,000 "
20001,1005512276,RES,CLS,400 Massachusetts Ave NW #1106,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,10/29/09,Hounshell Real Estate (HOU1),"$410,000 "
20001,1005511572,RES,CLS,404 Rhode Island Ave NW,Washington,"Washington, DC",5,1-Apr,Row/Townhouse,10/23/09,Century 21 New Millennium (CENT2007),"$447,000 "
20001,1005511510,RES,CLS,38 V St NW,Washington,"Washington, DC",6,Mar-00,Row/Townhouse,2/26/10,"Long & Foster Real Estate, Inc. (LNG36)","$500,000 "
20001,1005510748,RES,CLS,916 G St NW #801,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/30/09,"Long & Foster Real Estate, Inc. (LNG54)","$640,000 "
20001,1005509622,RES,CLS,2035 2nd St NW #G109,Washington,"Washington, DC",2,Feb-00,Unit/Flat/Apartment,11/19/09,"Urban Land Company, LLC (ULC1)","$399,500 "
20001,1005509382,RES,CLS,3005 Sherman Ave NW,Washington,"Washington, DC",4,Feb-00,Row/Townhouse,10/29/09,RE/MAX United Real Estate (RMXD1),"$217,000 "
20001,1005509302,RES,CLS,57 Bryant St NW #1,Washington,"Washington, DC",3,Mar-00,Row/Townhouse,4/16/10,Fairfax Realty Premier (FXR3),"$449,900 "
20001,1005508848,RES,CLS,125 T St NW #2,Washington,"Washington, DC",2,Feb-00,Row/Townhouse,10/28/09,"Long & Foster Real Estate, Inc. (LNG1)","$387,500 "
20001,1005507458,RES,CLS,205 R St NW,Washington,"Washington, DC",3,1-Mar,Row/Townhouse,3/19/10,Fairfax Realty Select (FXR1),"$282,000 "
20001,1005506972,RES,CLS,520 T St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,1/5/10,DROdio.com Realty (DRO1),"$330,000 "
20001,1005506914,RES,CLS,2128 1st St NW,Washington,"Washington, DC",8,Apr-00,Row/Townhouse,9/30/10,RE/MAX United Real Estate (RMXD1),"$370,000 "
20001,1005506590,RES,CLS,2010 1st St NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,11/20/09,Rosselle Realty Services (RRS1),"$430,000 "
20001,1005506496,RES,CLS,1117 10th St NW #1009,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/13/09,"Long & Foster Real Estate, Inc. (LNG147)","$350,000 "
20001,1005505938,RES,CLS,1718 New Jersey Ave NW,Washington,"Washington, DC",4,1-Mar,Row/Townhouse,1/29/10,"Long & Foster Real Estate, Inc. (LNG44)","$594,000 "
20001,1005505918,RES,CLS,555 Massachusetts Ave NW #209,Washington,"Washington, DC",1,Jan-00,Unit/Flat/Apartment,11/2/09,Realty World Johnson Price & Associates (JOPR1),"$324,900 "
20001,1005505496,RES,CLS,771 Harvard St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,12/9/09,Realty Pros (RPA1),"$195,000 "
20001,1005504772,RES,CLS,1617 8th St NW,Washington,"Washington, DC",3,1-Jan,Row/Townhouse,10/28/09,RE/MAX Allegiance (RMAX17),"$602,000 "
20001,1005504710,RES,CLS,202 Morgan St NW,Washington,"Washington, DC",3,Jan-00,Twin/Semi-Detached,11/20/09,Coldwell Banker Residential Brokerage (CBRB52),"$365,000 "
