Zip Code,MLS #,Cat,Status,Address,City,County,Beds,Structure Type,Status Contractual Search Date,List Office Name,Current Price
20003,DCDC444140,RES,CLS,515-1/2 6th St SE,Washington,"Washington, DC",2,Row/Townhouse,5/31/19,Non Subscribing Office (NON1),"$832,000 "
20003,DCDC440642,RES,CLS,1300 4th St SE #Ph2,Washington,"Washington, DC",3,Unit/Flat/Apartment,3/28/19,Non Subscribing Office (NON1),"$2,049,900 "
20003,DCDC440450,RES,CLS,516 5th St SE,Washington,"Washington, DC",2,Twin/Semi-Detached,8/31/19,Compass (COMPS3),"$900,000 "
20003,DCDC438464,RES,CLS,1440 E St SE,Washington,"Washington, DC",3,Row/Townhouse,8/15/19,Compass (COMPS3),"$825,000 "
20003,DCDC437584,RES,CLS,1324 E St SE #213,Washington,"Washington, DC",1,Unit/Flat/Apartment,5/25/18,Non Subscribing Office (NON1),"$499,000 "
20003,DCDC434448,RES,CLS,1300 4th St SE #707,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/1/19,Compass (COMPS1),"$554,900 "
20003,DCDC436518,RES,CLS,123 17th St SE #3,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/23/19,"Long & Foster Real Estate, Inc. (LNG194)","$329,900 "
20003,DCDC432400,RES,CLS,1314 C St SE,Washington,"Washington, DC",3,Row/Townhouse,6/18/19,Non Subscribing Office (NON1),"$850,000 "
20003,DCDC436264,RES,CLS,412 16th St SE,Washington,"Washington, DC",3,Row/Townhouse,8/19/19,Compass (COMPS1),"$850,412 "
20003,DCDC436204,RES,CLS,1391 Pennsylvania Ave SE #M08,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/28/19,Coldwell Banker Residential Brokerage (CBRB106),"$445,000 "
20003,DCDC434038,RES,CLS,541 14th St SE,Washington,"Washington, DC",3,Row/Townhouse,8/23/19,Coldwell Banker Residential Brokerage (CBRB52),"$1,095,000 "
20003,DCDC435182,RES,CLS,610 3rd St SE #11,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/22/19,Century 21 New Millennium (CENT2032),"$366,610 "
20003,DCDC435472,RES,CLS,1208 Walter St SE,Washington,"Washington, DC",2,Row/Townhouse,8/31/19,RE/MAX Allegiance (RMAX20),"$774,120 "
20003,DCDC435362,RES,CLS,1300 4th SE #1002,Washington,"Washington, DC",0,Unit/Flat/Apartment,8/28/19,"PN Hoffman Realty, LLC (PNH1)","$445,000 "
20003,DCDC434074,RES,CLS,732 13th St SE,Washington,"Washington, DC",2,Row/Townhouse,8/21/19,Glass House Real Estate (PTRET1),"$820,000 "
20003,DCDC435008,RES,CLS,322 2nd St SE,Washington,"Washington, DC",3,Row/Townhouse,8/19/19,Compass (COMPS1),"$1,265,000 "
20003,DCDC435146,RES,CLS,1111 Pennsylvania Ave SE #406,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/3/19,Non Subscribing Office (NON1),"$1,254,900 "
20003,DCDC434994,RES,CLS,201 E St SE #2,Washington,"Washington, DC",2,Unit/Flat/Apartment,7/31/19,Compass (COMPS1),"$501,111 "
20003,DCDC435026,RES,CLS,1000 New Jersey Ave SE #601,Washington,"Washington, DC",1,Unit/Flat/Apartment,8/22/19,TTR Sotheby's International Realty (TTRS5),"$395,000 "
