,index,geometry,icon,id,name,place_id,plus_code,rating,reference,types,user_ratings_total,vicinity,opening_hours,price_level,locations,Zip Code
514,1592,"{'location': {'lat': 38.9371226, 'lng': -77.10726389999999}, 'viewport': {'northeast': {'lat': 38.9386514302915, 'lng': -77.1059194697085}, 'southwest': {'lat': 38.9359534697085, 'lng': -77.1086174302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,fd46dbc38d97decad74c58803dbf86ad29f53ca4,Au Bon Pain,ChIJb-dcRAfKt4kR50cxM2W7AWY,"{'compound_code': 'WVPV+R3 Washington, District of Columbia, United States', 'global_code': '87C4WVPV+R3'}",3.4,ChIJb-dcRAfKt4kR50cxM2W7AWY,"['cafe', 'bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",16,"5255 Loughboro Road Northwest, Washington",{'open_now': False},2,"{'Match_addr': '5215 Loughboro Rd NW, Washington, District of Columbia, 20016', 'LongLabel': '5215 Loughboro Rd NW, Washington, DC, 20016, USA', 'ShortLabel': '5215 Loughboro Rd NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '5215', 'Address': '5215 Loughboro Rd NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
526,1626,"{'location': {'lat': 38.93004199999999, 'lng': -77.106494}, 'viewport': {'northeast': {'lat': 38.9313447802915, 'lng': -77.1052719197085}, 'southwest': {'lat': 38.9286468197085, 'lng': -77.1079698802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,d9648a3b5d56eea241e245e5913fe1aedd95c275,DC Boathouse,ChIJPeGLmP61t4kRqVlMb0twRf4,"{'compound_code': 'WVJV+2C Washington, District of Columbia, United States', 'global_code': '87C4WVJV+2C'}",4.3,ChIJPeGLmP61t4kRqVlMb0twRf4,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",152,"5441 MacArthur Boulevard Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'DC Boathouse', 'LongLabel': 'DC Boathouse, 5441 MacArthur Blvd NW, Washington, DC, 20016, USA', 'ShortLabel': 'DC Boathouse', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'DC Boathouse', 'AddNum': '5441', 'Address': '5441 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
561,1748,"{'location': {'lat': 38.9254772, 'lng': -77.10225419999999}, 'viewport': {'northeast': {'lat': 38.9268658802915, 'lng': -77.10084586970851}, 'southwest': {'lat': 38.9241679197085, 'lng': -77.10354383029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,214334efb3a6210a313b79062ba7c7ed0525f61e,Et Voila!,ChIJT1foige2t4kRxgQXziwybOM,"{'compound_code': 'WVGX+53 Washington, District of Columbia, United States', 'global_code': '87C4WVGX+53'}",4.6,ChIJT1foige2t4kRxgQXziwybOM,"['restaurant', 'food', 'point_of_interest', 'establishment']",217,"5120 MacArthur Boulevard, Washington",{'open_now': True},3,"{'Match_addr': 'Et Voila', 'LongLabel': 'Et Voila, 5120 MacArthur Blvd NW, Washington, DC, 20016, USA', 'ShortLabel': 'Et Voila', 'Addr_type': 'POI', 'Type': 'Belgian Food', 'PlaceName': 'Et Voila', 'AddNum': '5120', 'Address': '5120 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
570,1777,"{'location': {'lat': 38.9253296, 'lng': -77.1012401}, 'viewport': {'northeast': {'lat': 38.92664218029149, 'lng': -77.0998360697085}, 'southwest': {'lat': 38.9239442197085, 'lng': -77.10253403029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,46529d28c73a2b12c627ee0a59fac459b52d203e,Bambu Asian Cuisine,ChIJU872lAe2t4kRXmGOqsmYywY,"{'compound_code': 'WVGX+4G Washington, District of Columbia, United States', 'global_code': '87C4WVGX+4G'}",4.1,ChIJU872lAe2t4kRXmGOqsmYywY,"['restaurant', 'food', 'point_of_interest', 'establishment']",114,"5101 MacArthur Boulevard, Washington",{'open_now': False},2,"{'Match_addr': 'Bambu', 'LongLabel': 'Bambu, 5101 MacArthur Blvd NW, Washington, DC, 20016, USA', 'ShortLabel': 'Bambu', 'Addr_type': 'POI', 'Type': 'Sushi', 'PlaceName': 'Bambu', 'AddNum': '5101', 'Address': '5101 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
571,1778,"{'location': {'lat': 38.925322, 'lng': -77.101407}, 'viewport': {'northeast': {'lat': 38.9266219302915, 'lng': -77.10013716970849}, 'southwest': {'lat': 38.9239239697085, 'lng': -77.1028351302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5e2d04b12b4677d1b662869f17dcc1be5d6fb017,SWEET AGAVE Bar&Grill,ChIJgRx6lAe2t4kRv8nCc6gIPiA,"{'compound_code': 'WVGX+4C Washington, District of Columbia, United States', 'global_code': '87C4WVGX+4C'}",4.5,ChIJgRx6lAe2t4kRv8nCc6gIPiA,"['restaurant', 'food', 'point_of_interest', 'establishment']",76,"5105 MacArthur Boulevard Northwest, Washington",{'open_now': True},,"{'Match_addr': 'Sur la Place', 'LongLabel': 'Sur la Place, 5105 MacArthur Blvd NW, Washington, DC, 20016, USA', 'ShortLabel': 'Sur la Place', 'Addr_type': 'POI', 'Type': 'Belgian Food', 'PlaceName': 'Sur la Place', 'AddNum': '5105', 'Address': '5105 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
572,1779,"{'location': {'lat': 38.9256334, 'lng': -77.10168949999999}, 'viewport': {'northeast': {'lat': 38.92692013029149, 'lng': -77.10043501970848}, 'southwest': {'lat': 38.92422216970849, 'lng': -77.1031329802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5530b85fc571e142ef5cb9adad50bf84c7be6126,Salt & Pepper Restaurant,ChIJD9YY0P21t4kRxAlH0D-8ut0,"{'compound_code': 'WVGX+78 Washington, District of Columbia, United States', 'global_code': '87C4WVGX+78'}",4.4,ChIJD9YY0P21t4kRxAlH0D-8ut0,"['restaurant', 'food', 'point_of_interest', 'establishment']",72,"5125 MacArthur Boulevard, Washington",{'open_now': True},2,"{'Match_addr': 'Salt and Pepper Restaurant', 'LongLabel': 'Salt and Pepper Restaurant, 5125 MacArthur Blvd NW, Washington, DC, 20016, USA', 'ShortLabel': 'Salt and Pepper Restaurant', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Salt and Pepper Restaurant', 'AddNum': '5125', 'Address': '5125 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
573,1780,"{'location': {'lat': 38.9255488, 'lng': -77.1015188}, 'viewport': {'northeast': {'lat': 38.9268204302915, 'lng': -77.1002871697085}, 'southwest': {'lat': 38.9241224697085, 'lng': -77.10298513029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,159cc63cf69c8c8a07c96d0b21b1058833664a40,Chen's Gourmet,ChIJ6T5mkQe2t4kR16zU6EFulxg,"{'compound_code': 'WVGX+69 Washington, District of Columbia, United States', 'global_code': '87C4WVGX+69'}",4,ChIJ6T5mkQe2t4kR16zU6EFulxg,"['restaurant', 'food', 'point_of_interest', 'establishment']",26,"5117 MacArthur Boulevard Northwest, Washington",{'open_now': True},1,"{'Match_addr': ""Chen's Gourmet Chinese Carryout"", 'LongLabel': ""Chen's Gourmet Chinese Carryout, 5117 MacArthur Blvd NW, Washington, DC, 20016, USA"", 'ShortLabel': ""Chen's Gourmet Chinese Carryout"", 'Addr_type': 'POI', 'Type': 'Chinese Food', 'PlaceName': ""Chen's Gourmet Chinese Carryout"", 'AddNum': '5117', 'Address': '5117 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
574,1781,"{'location': {'lat': 38.9249207, 'lng': -77.1016981}, 'viewport': {'northeast': {'lat': 38.9263075802915, 'lng': -77.10027241970849}, 'southwest': {'lat': 38.9236096197085, 'lng': -77.1029703802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,7e512cd725d159ac03d532f17599e479d4fac8f5,Bistro Aracosia,ChIJY0cU7Ae2t4kR1-im3ksVvIs,"{'compound_code': 'WVFX+X8 Washington, District of Columbia, United States', 'global_code': '87C4WVFX+X8'}",4.9,ChIJY0cU7Ae2t4kR1-im3ksVvIs,"['restaurant', 'food', 'point_of_interest', 'establishment']",230,"5100 MacArthur Boulevard, Washington",{'open_now': True},2,"{'Match_addr': 'Bistro Aracosia', 'LongLabel': 'Bistro Aracosia, 5100 MacArthur Blvd NW, Washington, DC, 20016, USA', 'ShortLabel': 'Bistro Aracosia', 'Addr_type': 'POI', 'Type': 'Middle Eastern Food', 'PlaceName': 'Bistro Aracosia', 'AddNum': '5100', 'Address': '5100 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
575,1782,"{'location': {'lat': 38.9255488, 'lng': -77.1015188}, 'viewport': {'northeast': {'lat': 38.9268204302915, 'lng': -77.1002871697085}, 'southwest': {'lat': 38.9241224697085, 'lng': -77.10298513029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,cfb3bd215a4a97c2ec234bb0aae4673ee43dc575,Chen's Gourmet,ChIJS8aCsOO3t4kRhqxsCVklWLA,"{'compound_code': 'WVGX+69 Washington, District of Columbia, United States', 'global_code': '87C4WVGX+69'}",5,ChIJS8aCsOO3t4kRhqxsCVklWLA,"['restaurant', 'food', 'point_of_interest', 'establishment']",1,"5117 MacArthur Boulevard Northwest, Washington",,,"{'Match_addr': ""Chen's Gourmet Chinese Carryout"", 'LongLabel': ""Chen's Gourmet Chinese Carryout, 5117 MacArthur Blvd NW, Washington, DC, 20016, USA"", 'ShortLabel': ""Chen's Gourmet Chinese Carryout"", 'Addr_type': 'POI', 'Type': 'Chinese Food', 'PlaceName': ""Chen's Gourmet Chinese Carryout"", 'AddNum': '5117', 'Address': '5117 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Palisades', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
647,1961,"{'location': {'lat': 38.9178836, 'lng': -77.0968996}, 'viewport': {'northeast': {'lat': 38.9191700302915, 'lng': -77.09559876970849}, 'southwest': {'lat': 38.9164720697085, 'lng': -77.09829673029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,d56c9760107b2029be59c7f9ba8f040db51f6ee2,7th Hill Pizza Palisades,ChIJe0QGNjK4t4kRfGxOrywzoP4,"{'compound_code': 'WW93+56 Washington, District of Columbia, United States', 'global_code': '87C4WW93+56'}",4.5,ChIJe0QGNjK4t4kRfGxOrywzoP4,"['restaurant', 'food', 'point_of_interest', 'establishment']",190,"4885 MacArthur Boulevard Northwest, Washington",{'open_now': False},2,"{'Match_addr': '7th Hill Pizza Palisades', 'LongLabel': '7th Hill Pizza Palisades, 4885 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': '7th Hill Pizza Palisades', 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': '7th Hill Pizza Palisades', 'AddNum': '4885', 'Address': '4885 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
686,2079,"{'location': {'lat': 38.9167576, 'lng': -77.0963933}, 'viewport': {'northeast': {'lat': 38.9181743302915, 'lng': -77.09493826970849}, 'southwest': {'lat': 38.9154763697085, 'lng': -77.0976362302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,b85264d62d314b3eab4e29aad0b1da231cf92354,Kotobuki,ChIJ4SFpdAy2t4kRsknQX-aXuh4,"{'compound_code': 'WW83+PC Washington, District of Columbia, United States', 'global_code': '87C4WW83+PC'}",4.5,ChIJ4SFpdAy2t4kRsknQX-aXuh4,"['restaurant', 'food', 'point_of_interest', 'establishment']",168,"4822 MacArthur Boulevard Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'Makoto Restaurant', 'LongLabel': 'Makoto Restaurant, 4822 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': 'Makoto Restaurant', 'Addr_type': 'POI', 'Type': 'Japanese Food', 'PlaceName': 'Makoto Restaurant', 'AddNum': '4822', 'Address': '4822 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
687,2080,"{'location': {'lat': 38.9165851, 'lng': -77.0961762}, 'viewport': {'northeast': {'lat': 38.91799803029149, 'lng': -77.09473271970849}, 'southwest': {'lat': 38.91530006970849, 'lng': -77.09743068029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,26ff517ae67f2bf3808b77f325997abd703d42f6,Lupo Verde Osteria Palisades,ChIJhQvYcwy2t4kRWOKz-OdNrJc,"{'compound_code': 'WW83+JG Washington, District of Columbia, United States', 'global_code': '87C4WW83+JG'}",4.7,ChIJhQvYcwy2t4kRWOKz-OdNrJc,"['restaurant', 'food', 'point_of_interest', 'establishment']",67,"4814 MacArthur Boulevard Northwest, Washington",{'open_now': True},3,"{'Match_addr': 'Nazarian Brothers', 'LongLabel': 'Nazarian Brothers, 4820 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': 'Nazarian Brothers', 'Addr_type': 'POI', 'Type': 'Furniture Store', 'PlaceName': 'Nazarian Brothers', 'AddNum': '4820', 'Address': '4820 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
688,2081,"{'location': {'lat': 38.9167552, 'lng': -77.0963873}, 'viewport': {'northeast': {'lat': 38.9181712802915, 'lng': -77.09493326970849}, 'southwest': {'lat': 38.9154733197085, 'lng': -77.09763123029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,2b59d57f649ad436268fac60df037ccc099fc338,Rakumi,ChIJD4VHNrS3t4kRh1fXazBMk4c,"{'compound_code': 'WW83+PC Washington, District of Columbia, United States', 'global_code': '87C4WW83+PC'}",4.4,ChIJD4VHNrS3t4kRh1fXazBMk4c,"['restaurant', 'food', 'point_of_interest', 'establishment']",7,"4822 MacArthur Boulevard Northwest, Washington",{'open_now': False},,"{'Match_addr': 'Makoto Restaurant', 'LongLabel': 'Makoto Restaurant, 4822 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': 'Makoto Restaurant', 'Addr_type': 'POI', 'Type': 'Japanese Food', 'PlaceName': 'Makoto Restaurant', 'AddNum': '4822', 'Address': '4822 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
689,2082,"{'location': {'lat': 38.9178104, 'lng': -77.0965978}, 'viewport': {'northeast': {'lat': 38.9190801802915, 'lng': -77.0953529197085}, 'southwest': {'lat': 38.9163822197085, 'lng': -77.09805088029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,518220e8204d018612d7e39b322a9eba552dfb4b,BlackSalt Fish Market & Restaurant,ChIJg9NR4wu2t4kRyH0vH7jToiM,"{'compound_code': 'WW93+49 Washington, District of Columbia, United States', 'global_code': '87C4WW93+49'}",4.6,ChIJg9NR4wu2t4kRyH0vH7jToiM,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",513,"4883 MacArthur Boulevard Northwest, Washington",{'open_now': False},3,"{'Match_addr': 'Black Salt Fish Market', 'LongLabel': 'Black Salt Fish Market, 4883 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': 'Black Salt Fish Market', 'Addr_type': 'POI', 'Type': 'Seafood', 'PlaceName': 'Black Salt Fish Market', 'AddNum': '4883', 'Address': '4883 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
690,2084,"{'location': {'lat': 38.9168957, 'lng': -77.0965671}, 'viewport': {'northeast': {'lat': 38.9183177802915, 'lng': -77.0951036697085}, 'southwest': {'lat': 38.9156198197085, 'lng': -77.09780163029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,e5e85f4052dc85eafc6734df528015695bf991c4,Little China Cafe,ChIJyWYUdQy2t4kR89qRGZQUSj4,"{'compound_code': 'WW83+Q9 Washington, District of Columbia, United States', 'global_code': '87C4WW83+Q9'}",3.8,ChIJyWYUdQy2t4kR89qRGZQUSj4,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",61,"4830 MacArthur Boulevard Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Canal Express & China', 'LongLabel': 'Canal Express & China, 4830 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': 'Canal Express & China', 'Addr_type': 'POI', 'Type': 'Chinese Food', 'PlaceName': 'Canal Express & China', 'AddNum': '4830', 'Address': '4830 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
691,2086,"{'location': {'lat': 38.91684480000001, 'lng': -77.0964843}, 'viewport': {'northeast': {'lat': 38.91826133029151, 'lng': -77.09502956970849}, 'southwest': {'lat': 38.91556336970851, 'lng': -77.0977275302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4d92a462814316c8cc9f38bc80c6ea1d52d69b2d,Momo's Cafe,ChIJDdksAke3t4kR1-blrNgA-7A,"{'compound_code': 'WW83+PC Washington, District of Columbia, United States', 'global_code': '87C4WW83+PC'}",4.5,ChIJDdksAke3t4kR1-blrNgA-7A,"['restaurant', 'food', 'point_of_interest', 'establishment']",56,"4828 MacArthur Boulevard Northwest, Washington",{'open_now': False},,"{'Match_addr': 'Nazarian Brothers', 'LongLabel': 'Nazarian Brothers, 4828 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': 'Nazarian Brothers', 'Addr_type': 'POI', 'Type': 'Specialty Store', 'PlaceName': 'Nazarian Brothers', 'AddNum': '4828', 'Address': '4828 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
692,2089,"{'location': {'lat': 38.9178727, 'lng': -77.0967806}, 'viewport': {'northeast': {'lat': 38.9191432302915, 'lng': -77.0954944697085}, 'southwest': {'lat': 38.9164452697085, 'lng': -77.0981924302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,f6a3837425257e22e81ac539e2c83e9a233daa65,Black Coffee,ChIJ__-v-Au2t4kRWa8D2OdrFTI,"{'compound_code': 'WW93+47 Washington, District of Columbia, United States', 'global_code': '87C4WW93+47'}",4.5,ChIJ__-v-Au2t4kRWa8D2OdrFTI,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",54,"4885 MacArthur Boulevard Northwest, Washington",{'open_now': False},,"{'Match_addr': '7th Hill Pizza Palisades', 'LongLabel': '7th Hill Pizza Palisades, 4885 MacArthur Blvd NW, Washington, DC, 20007, USA', 'ShortLabel': '7th Hill Pizza Palisades', 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': '7th Hill Pizza Palisades', 'AddNum': '4885', 'Address': '4885 MacArthur Blvd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Foxhall Crescent', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
693,2093,"{'location': {'lat': 38.94526869999999, 'lng': -77.0965067}, 'viewport': {'northeast': {'lat': 38.9466627802915, 'lng': -77.0951065197085}, 'southwest': {'lat': 38.9439648197085, 'lng': -77.0978044802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,fc64779028e056d08185632437195d764bdde9cd,Le Pain Quotidien,ChIJQbG2MvfJt4kR-9kHIDkKx-0,"{'compound_code': 'WWW3+49 Washington, District of Columbia, United States', 'global_code': '87C4WWW3+49'}",3.7,ChIJQbG2MvfJt4kR-9kHIDkKx-0,"['restaurant', 'bakery', 'cafe', 'food', 'point_of_interest', 'store', 'establishment']",118,"4874 Massachusetts Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'Le Pain Quotidien', 'LongLabel': 'Le Pain Quotidien, 4874 Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': 'Le Pain Quotidien', 'Addr_type': 'POI', 'Type': 'Belgian Food', 'PlaceName': 'Le Pain Quotidien', 'AddNum': '4874', 'Address': '4874 Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Spring Valley', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
694,2094,"{'location': {'lat': 38.9450516, 'lng': -77.0963747}, 'viewport': {'northeast': {'lat': 38.94647843029151, 'lng': -77.0949339197085}, 'southwest': {'lat': 38.94378046970851, 'lng': -77.0976318802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,76e73b4a00680ff1a204015bd0396f04353bf288,Millie's Spring Valley,ChIJHZCKyPDJt4kR0Lw_J9Blz0M,"{'compound_code': 'WWW3+2F Washington, District of Columbia, United States', 'global_code': '87C4WWW3+2F'}",4.4,ChIJHZCKyPDJt4kR0Lw_J9Blz0M,"['restaurant', 'food', 'point_of_interest', 'establishment']",322,"4866 Massachusetts Avenue Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'Chicken Out', 'LongLabel': 'Chicken Out, 4866 Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': 'Chicken Out', 'Addr_type': 'POI', 'Type': 'Chicken Restaurant', 'PlaceName': 'Chicken Out', 'AddNum': '4866', 'Address': '4866 Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Spring Valley', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
695,2095,"{'location': {'lat': 38.9448251, 'lng': -77.09598989999999}, 'viewport': {'northeast': {'lat': 38.9461305302915, 'lng': -77.0945846697085}, 'southwest': {'lat': 38.9434325697085, 'lng': -77.0972826302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,967d521c0b439b1a6185087bb6b88e68b8b8ae6e,Pizzeria Paradiso Spring Valley,ChIJf7vYXVPJt4kRZl9dc25aWn0,"{'compound_code': 'WWV3+WJ Washington, District of Columbia, United States', 'global_code': '87C4WWV3+WJ'}",4.3,ChIJf7vYXVPJt4kRZl9dc25aWn0,"['restaurant', 'food', 'point_of_interest', 'establishment']",62,"4850 Massachusetts Avenue Northwest, Washington",{'open_now': True},,"{'Match_addr': '4850 Massachusetts Ave NW, Washington, District of Columbia, 20016', 'LongLabel': '4850 Massachusetts Ave NW, Washington, DC, 20016, USA', 'ShortLabel': '4850 Massachusetts Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '4850', 'Address': '4850 Massachusetts Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20016', 'PostalExt': '', 'CountryCode': 'USA'}",20016
