,index,geometry,icon,id,name,place_id,plus_code,rating,reference,types,user_ratings_total,vicinity,opening_hours,price_level,locations,Zip Code
2756,8788,"{'location': {'lat': 38.9172119, 'lng': -77.02872119999999}, 'viewport': {'northeast': {'lat': 38.9185605802915, 'lng': -77.02743836970849}, 'southwest': {'lat': 38.9158626197085, 'lng': -77.0301363302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,eade5458fac7ed9a2335682dc4e11ab077d28624,Ben's Next Door,ChIJBXkJbOa3t4kR-wZt42uAQgw,"{'compound_code': 'WX8C+VG Washington, District of Columbia, United States', 'global_code': '87C4WX8C+VG'}",4.2,ChIJBXkJbOa3t4kR-wZt42uAQgw,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",375,"1211 U Street Northwest, Washington",{'open_now': True},2,"{'Match_addr': ""Ben's Chili Bowl"", 'LongLabel': ""Ben's Chili Bowl, 1213 U St NW, Washington, DC, 20009, USA"", 'ShortLabel': ""Ben's Chili Bowl"", 'Addr_type': 'POI', 'Type': 'Historical Monument', 'PlaceName': ""Ben's Chili Bowl"", 'AddNum': '1213', 'Address': '1213 U St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Cardozo/Shaw', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20009', 'PostalExt': '', 'CountryCode': 'USA'}",20009
2757,8793,"{'location': {'lat': 38.9299362, 'lng': -77.0279377}, 'viewport': {'northeast': {'lat': 38.93115003029151, 'lng': -77.0265236197085}, 'southwest': {'lat': 38.92845206970851, 'lng': -77.0292215802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a224e99099fcee687c8730ddf4a6b2e8c6c968f3,The Wonderland Ballroom,ChIJa3yNoR7It4kRYXMKdbrF-t0,"{'compound_code': 'WXHC+XR Washington, District of Columbia, United States', 'global_code': '87C4WXHC+XR'}",4.3,ChIJa3yNoR7It4kRYXMKdbrF-t0,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",661,"1101 Kenyon Street Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Wonderland Ballroom', 'LongLabel': 'Wonderland Ballroom, 1101 Kenyon St NW, Washington, DC, 20010, USA', 'ShortLabel': 'Wonderland Ballroom', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Wonderland Ballroom', 'AddNum': '1101', 'Address': '1101 Kenyon St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Columbia Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20010', 'PostalExt': '', 'CountryCode': 'USA'}",20010
2758,8794,"{'location': {'lat': 38.9304976, 'lng': -77.0281289}, 'viewport': {'northeast': {'lat': 38.93185983029149, 'lng': -77.02668981970848}, 'southwest': {'lat': 38.92916186970849, 'lng': -77.0293877802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,29df0b394c8b3804520169c1517ca28e310e16f7,Room 11,ChIJy9YSrx7It4kRhZXgJiGnODs,"{'compound_code': 'WXJC+5P Washington, District of Columbia, United States', 'global_code': '87C4WXJC+5P'}",4.5,ChIJy9YSrx7It4kRhZXgJiGnODs,"['bakery', 'cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",246,"3234 11th Street Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'Room 11', 'LongLabel': 'Room 11, 3234 11th St NW, Washington, DC, 20010, USA', 'ShortLabel': 'Room 11', 'Addr_type': 'POI', 'Type': 'International Food', 'PlaceName': 'Room 11', 'AddNum': '3234', 'Address': '3234 11th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Columbia Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20010', 'PostalExt': '', 'CountryCode': 'USA'}",20010
2759,8795,"{'location': {'lat': 38.93026710000001, 'lng': -77.0280506}, 'viewport': {'northeast': {'lat': 38.93157233029149, 'lng': -77.02670201970851}, 'southwest': {'lat': 38.9288743697085, 'lng': -77.02939998029152}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,adc31adc6412540b656ebc12b659466539563109,Bad Saint,ChIJbdq0pR7It4kRIHzjG70zNNY,"{'compound_code': 'WXJC+4Q Washington, District of Columbia, United States', 'global_code': '87C4WXJC+4Q'}",4.5,ChIJbdq0pR7It4kRIHzjG70zNNY,"['restaurant', 'food', 'point_of_interest', 'establishment']",370,"3226 11th Street Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'Bad Saint', 'LongLabel': 'Bad Saint, 3226 11th St NW, Washington, DC, 20010, USA', 'ShortLabel': 'Bad Saint', 'Addr_type': 'POI', 'Type': 'Filipino Food', 'PlaceName': 'Bad Saint', 'AddNum': '3226', 'Address': '3226 11th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Columbia Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20010', 'PostalExt': '', 'CountryCode': 'USA'}",20010
2760,8797,"{'location': {'lat': 38.9316823, 'lng': -77.0280133}, 'viewport': {'northeast': {'lat': 38.9331249302915, 'lng': -77.0267157697085}, 'southwest': {'lat': 38.93042696970851, 'lng': -77.02941373029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,f8237b487a93adecf4c8ff1321b041ccd51fc457,RedRocks Columbia Heights,ChIJmcSgUBnIt4kRRZuZMy4V_RI,"{'compound_code': 'WXJC+MQ Washington, District of Columbia, United States', 'global_code': '87C4WXJC+MQ'}",4.3,ChIJmcSgUBnIt4kRRZuZMy4V_RI,"['restaurant', 'food', 'point_of_interest', 'establishment']",265,"1036 Park Road Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'Redrocks', 'LongLabel': 'Redrocks, 1036 Park Rd NW, Washington, DC, 20010, USA', 'ShortLabel': 'Redrocks', 'Addr_type': 'POI', 'Type': 'Pizza', 'PlaceName': 'Redrocks', 'AddNum': '1036', 'Address': '1036 Park Rd NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Columbia Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20010', 'PostalExt': '', 'CountryCode': 'USA'}",20010
2761,8798,"{'location': {'lat': 38.9321663, 'lng': -77.0285485}, 'viewport': {'northeast': {'lat': 38.9335300302915, 'lng': -77.0271046697085}, 'southwest': {'lat': 38.9308320697085, 'lng': -77.02980263029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,13c9d6e0bc57408867b2f3af45f2d705171df3c2,Queen’s English,ChIJi4CqOLTJt4kR7KJtJkpPPQ0,"{'compound_code': 'WXJC+VH Washington, District of Columbia, United States', 'global_code': '87C4WXJC+VH'}",4.5,ChIJi4CqOLTJt4kR7KJtJkpPPQ0,"['restaurant', 'food', 'point_of_interest', 'establishment']",43,"3410 11th Street Northwest, Washington",{'open_now': True},,"{'Match_addr': ""Queen's English"", 'LongLabel': ""Queen's English, 3410 11th St NW, Washington, DC, 20010, USA"", 'ShortLabel': ""Queen's English"", 'Addr_type': 'POI', 'Type': 'Chinese Food', 'PlaceName': ""Queen's English"", 'AddNum': '3410', 'Address': '3410 11th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Columbia Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20010', 'PostalExt': '', 'CountryCode': 'USA'}",20010
2762,8799,"{'location': {'lat': 38.93192539999999, 'lng': -77.0284456}, 'viewport': {'northeast': {'lat': 38.9332860802915, 'lng': -77.0270214697085}, 'southwest': {'lat': 38.9305881197085, 'lng': -77.02971943029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,9dc2d77a011141ee231228fd4b85e79ba6b0907e,Makan,ChIJgaDCgDXJt4kRnAEel9P894w,"{'compound_code': 'WXJC+QJ Washington, District of Columbia, United States', 'global_code': '87C4WXJC+QJ'}",5,ChIJgaDCgDXJt4kRnAEel9P894w,"['restaurant', 'food', 'point_of_interest', 'establishment']",3,Washington,,,"{'Match_addr': 'Meridian Pint', 'LongLabel': 'Meridian Pint, 3400 11th St NW, Washington, DC, 20010, USA', 'ShortLabel': 'Meridian Pint', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Meridian Pint', 'AddNum': '3400', 'Address': '3400 11th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Columbia Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20010', 'PostalExt': '', 'CountryCode': 'USA'}",20010
2763,8800,"{'location': {'lat': 38.93259580000001, 'lng': -77.0281198}, 'viewport': {'northeast': {'lat': 38.9339367802915, 'lng': -77.0269334697085}, 'southwest': {'lat': 38.9312388197085, 'lng': -77.0296314302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ef0484d7ba867e3672999ec8124ad99c110cd54a,The Coupe,ChIJ45GEXBnIt4kRoOAe0y91i44,"{'compound_code': 'WXMC+2Q Washington, District of Columbia, United States', 'global_code': '87C4WXMC+2Q'}",4.3,ChIJ45GEXBnIt4kRoOAe0y91i44,"['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",1057,"3415 11th Street Northwest, Washington",{'open_now': True},2,"{'Match_addr': 'The Coupe', 'LongLabel': 'The Coupe, 3415 11th St NW, Washington, DC, 20010, USA', 'ShortLabel': 'The Coupe', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'The Coupe', 'AddNum': '3415', 'Address': '3415 11th St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Columbia Heights', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20010', 'PostalExt': '', 'CountryCode': 'USA'}",20010
2764,8802,"{'location': {'lat': 38.95320419999999, 'lng': -77.02795239999999}, 'viewport': {'northeast': {'lat': 38.9545645802915, 'lng': -77.02642846970849}, 'southwest': {'lat': 38.9518666197085, 'lng': -77.0291264302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,0ba47d12e60c729734c94c4d8754f266df252c15,Popeyes Louisiana Kitchen,ChIJ_U52M2nIt4kREvfdrgfMmiA,"{'compound_code': 'XX3C+7R Washington, District of Columbia, United States', 'global_code': '87C4XX3C+7R'}",4,ChIJ_U52M2nIt4kREvfdrgfMmiA,"['restaurant', 'food', 'point_of_interest', 'establishment']",778,"5200 Georgia Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Popeyes', 'LongLabel': 'Popeyes, 5200 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Popeyes', 'Addr_type': 'POI', 'Type': 'Chicken Restaurant', 'PlaceName': 'Popeyes', 'AddNum': '5200', 'Address': '5200 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2765,8803,"{'location': {'lat': 38.95470479999999, 'lng': -77.028027}, 'viewport': {'northeast': {'lat': 38.9560622802915, 'lng': -77.0265806197085}, 'southwest': {'lat': 38.9533643197085, 'lng': -77.0292785802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5f88080aa68cf7c37e768b1b002ae30a3dcede88,J J's Carryout,ChIJ8Qwg0mjIt4kRAsyjCzp_1Nk,"{'compound_code': 'XX3C+VQ Washington, District of Columbia, United States', 'global_code': '87C4XX3C+VQ'}",4,ChIJ8Qwg0mjIt4kRAsyjCzp_1Nk,"['restaurant', 'food', 'point_of_interest', 'establishment']",21,"5314 Georgia Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': ""JJ's Carryout"", 'LongLabel': ""JJ's Carryout, 5314 Georgia Ave NW, Washington, DC, 20011, USA"", 'ShortLabel': ""JJ's Carryout"", 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': ""JJ's Carryout"", 'AddNum': '5314', 'Address': '5314 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2766,8804,"{'location': {'lat': 38.9559939, 'lng': -77.0281459}, 'viewport': {'northeast': {'lat': 38.9573498802915, 'lng': -77.0267274197085}, 'southwest': {'lat': 38.9546519197085, 'lng': -77.0294253802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,0c515de13b13d18782078d2d463691ed736c4066,Odalis Restaurant and Bar,ChIJaRXls2jIt4kRwpGR08nbpVA,"{'compound_code': 'XX4C+9P Washington, District of Columbia, United States', 'global_code': '87C4XX4C+9P'}",3.9,ChIJaRXls2jIt4kRwpGR08nbpVA,"['restaurant', 'food', 'point_of_interest', 'establishment']",72,"5422 Georgia Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': '5422 Georgia Ave NW, Washington, District of Columbia, 20011', 'LongLabel': '5422 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': '5422 Georgia Ave NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '5422', 'Address': '5422 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2767,8805,"{'location': {'lat': 38.9602331, 'lng': -77.02823769999999}, 'viewport': {'northeast': {'lat': 38.9615785302915, 'lng': -77.02681041970848}, 'southwest': {'lat': 38.9588805697085, 'lng': -77.0295083802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/bar-71.png,53efc4e2f74490020618567c9e46dfaf9bf2997b,Simple Bar and Grill,ChIJE55co2bIt4kREzC0-NbiPwQ,"{'compound_code': 'XX6C+3P Washington, District of Columbia, United States', 'global_code': '87C4XX6C+3P'}",4.5,ChIJE55co2bIt4kREzC0-NbiPwQ,"['bar', 'restaurant', 'food', 'point_of_interest', 'establishment']",90,"5802 Georgia Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': 'Turntable Restaurant & Disco', 'LongLabel': 'Turntable Restaurant & Disco, 5802 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Turntable Restaurant & Disco', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Turntable Restaurant & Disco', 'AddNum': '5802', 'Address': '5802 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2768,8806,"{'location': {'lat': 38.9601132, 'lng': -77.0283209}, 'viewport': {'northeast': {'lat': 38.96145508029149, 'lng': -77.02685811970849}, 'southwest': {'lat': 38.9587571197085, 'lng': -77.0295560802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,eedbbe34af8ad741bc6758b143d7dc24c7e6795e,Papa John's Pizza,ChIJcSH_kGbIt4kRMo7UPjuWcdA,"{'compound_code': 'XX6C+2M Washington, District of Columbia, United States', 'global_code': '87C4XX6C+2M'}",3.4,ChIJcSH_kGbIt4kRMo7UPjuWcdA,"['restaurant', 'food', 'point_of_interest', 'establishment']",66,"5764 Georgia Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': ""Papa John's"", 'LongLabel': ""Papa John's, 5764 Georgia Ave NW, Washington, DC, 20011, USA"", 'ShortLabel': ""Papa John's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Papa John's"", 'AddNum': '5764', 'Address': '5764 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2769,8807,"{'location': {'lat': 38.9601634, 'lng': -77.028255}, 'viewport': {'northeast': {'lat': 38.96150713029149, 'lng': -77.02682236970848}, 'southwest': {'lat': 38.9588091697085, 'lng': -77.0295203302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a98aa4204e32351acc2fc2bb51e35dcb7942a269,Elsa Kitchen,ChIJS8m84jHJt4kRoRMLsO8Hhs8,"{'compound_code': 'XX6C+3M Washington, District of Columbia, United States', 'global_code': '87C4XX6C+3M'}",4.8,ChIJS8m84jHJt4kRoRMLsO8Hhs8,"['restaurant', 'food', 'point_of_interest', 'establishment']",9,"5768 Georgia Avenue Northwest, Washington",{'open_now': False},,"{'Match_addr': ""Papa John's"", 'LongLabel': ""Papa John's, 5764 Georgia Ave NW, Washington, DC, 20011, USA"", 'ShortLabel': ""Papa John's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""Papa John's"", 'AddNum': '5764', 'Address': '5764 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2770,8808,"{'location': {'lat': 38.960956, 'lng': -77.02845599999999}, 'viewport': {'northeast': {'lat': 38.96229493029149, 'lng': -77.0268927197085}, 'southwest': {'lat': 38.95959696970849, 'lng': -77.0295906802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,e0256cee98bc5a8970721f08b8cda4fa01a8d2e0,The Bar @ Milk & Honey,ChIJbVoSDanJt4kR7Eiagjkbqak,"{'compound_code': 'XX6C+9J Washington, District of Columbia, United States', 'global_code': '87C4XX6C+9J'}",4.2,ChIJbVoSDanJt4kR7Eiagjkbqak,"['restaurant', 'food', 'point_of_interest', 'establishment']",340,"5832 Georgia Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'Simple Bar and Grill', 'LongLabel': 'Simple Bar and Grill, 5828 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Simple Bar and Grill', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Simple Bar and Grill', 'AddNum': '5828', 'Address': '5828 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2771,8809,"{'location': {'lat': 38.960967, 'lng': -77.028256}, 'viewport': {'northeast': {'lat': 38.96231058029149, 'lng': -77.0267919697085}, 'southwest': {'lat': 38.95961261970849, 'lng': -77.02948993029152}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,675ebccc0ee1a49cdf89465a078e98b210e71355,BBQ BUS SMOKEHOUSE & CATERING,ChIJZ-EKmGbIt4kRH0UFlvE5zhg,"{'compound_code': 'XX6C+9M Washington, District of Columbia, United States', 'global_code': '87C4XX6C+9M'}",4.4,ChIJZ-EKmGbIt4kRH0UFlvE5zhg,"['restaurant', 'food', 'point_of_interest', 'establishment']",93,"5830 Georgia Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': 'Chocolate Crust', 'LongLabel': 'Chocolate Crust, 5830 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Chocolate Crust', 'Addr_type': 'POI', 'Type': 'Pizza', 'PlaceName': 'Chocolate Crust', 'AddNum': '5830', 'Address': '5830 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2772,8810,"{'location': {'lat': 38.9615196, 'lng': -77.0284473}, 'viewport': {'northeast': {'lat': 38.9629046302915, 'lng': -77.0270622197085}, 'southwest': {'lat': 38.9602066697085, 'lng': -77.0297601802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,58d39d6076c71c04224c0cf90eaced5b37b57cd6,Eva's Place,ChIJ-QTosWbIt4kRFJoC39Pux1E,"{'compound_code': 'XX6C+JJ Washington, District of Columbia, United States', 'global_code': '87C4XX6C+JJ'}",,ChIJ-QTosWbIt4kRFJoC39Pux1E,"['restaurant', 'food', 'point_of_interest', 'establishment']",,"5900 Georgia Avenue Northwest, Washington",{'open_now': False},,"{'Match_addr': 'Missouri Avenue Market', 'LongLabel': 'Missouri Avenue Market, 5900 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Missouri Avenue Market', 'Addr_type': 'POI', 'Type': 'Grocery', 'PlaceName': 'Missouri Avenue Market', 'AddNum': '5900', 'Address': '5900 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2773,8811,"{'location': {'lat': 38.9623913, 'lng': -77.0283092}, 'viewport': {'northeast': {'lat': 38.96370178029149, 'lng': -77.02696221970848}, 'southwest': {'lat': 38.96100381970849, 'lng': -77.0296601802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,47c97f33be921a29d91bfe1f843aedaaf30ad1b3,McDonald's,ChIJSQjET2HIt4kRSMFJKYTtWzo,"{'compound_code': 'XX6C+XM Washington, District of Columbia, United States', 'global_code': '87C4XX6C+XM'}",3.7,ChIJSQjET2HIt4kRSMFJKYTtWzo,"['cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",991,"5948 Georgia Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': ""McDonald's"", 'LongLabel': ""McDonald's, 5948 Georgia Ave NW, Washington, DC, 20011, USA"", 'ShortLabel': ""McDonald's"", 'Addr_type': 'POI', 'Type': 'Fast Food', 'PlaceName': ""McDonald's"", 'AddNum': '5948', 'Address': '5948 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2774,8814,"{'location': {'lat': 38.9647502, 'lng': -77.0280046}, 'viewport': {'northeast': {'lat': 38.96608803029149, 'lng': -77.02651306970849}, 'southwest': {'lat': 38.9633900697085, 'lng': -77.0292110302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,67692f5cb31d8567b558f4d47f30bf976b1a7298,Deset Ethiopian Restaurant,ChIJ78VGh2HIt4kR4ueX8GiphCs,"{'compound_code': 'XX7C+WQ Washington, District of Columbia, United States', 'global_code': '87C4XX7C+WQ'}",4.5,ChIJ78VGh2HIt4kR4ueX8GiphCs,"['restaurant', 'food', 'point_of_interest', 'establishment']",135,"6128 Georgia Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Desta Ethopian Restaurant', 'LongLabel': 'Desta Ethopian Restaurant, 6128 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Desta Ethopian Restaurant', 'Addr_type': 'POI', 'Type': 'African Food', 'PlaceName': 'Desta Ethopian Restaurant', 'AddNum': '6128', 'Address': '6128 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2775,8815,"{'location': {'lat': 38.9650788, 'lng': -77.0278369}, 'viewport': {'northeast': {'lat': 38.9664240802915, 'lng': -77.0264135697085}, 'southwest': {'lat': 38.9637261197085, 'lng': -77.0291115302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,cefc0b5a9618023ff1da9d2648bb70436315e726,Wonder Chicken,ChIJCUKeiGHIt4kRLPYMCjlKIQk,"{'compound_code': 'XX8C+2V Washington, District of Columbia, United States', 'global_code': '87C4XX8C+2V'}",4.5,ChIJCUKeiGHIt4kRLPYMCjlKIQk,"['restaurant', 'food', 'point_of_interest', 'establishment']",83,"6200 Georgia Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Wonder Chicken', 'LongLabel': 'Wonder Chicken, 6200 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Wonder Chicken', 'Addr_type': 'POI', 'Type': 'American Food', 'PlaceName': 'Wonder Chicken', 'AddNum': '6200', 'Address': '6200 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
2776,8816,"{'location': {'lat': 38.9658823, 'lng': -77.0278689}, 'viewport': {'northeast': {'lat': 38.9672255802915, 'lng': -77.0263967697085}, 'southwest': {'lat': 38.9645276197085, 'lng': -77.0290947302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,7097f248bcfafb8d29696344317c17c2c85697aa,Wapa Café - Boutique,ChIJp5aw9WHIt4kR3oJPGjraPQE,"{'compound_code': 'XX8C+9V Washington, District of Columbia, United States', 'global_code': '87C4XX8C+9V'}",4.7,ChIJp5aw9WHIt4kR3oJPGjraPQE,"['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment']",166,"6230 Georgia Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': 'Enat Ethiopia Grocery', 'LongLabel': 'Enat Ethiopia Grocery, 6224 Georgia Ave NW, Washington, DC, 20011, USA', 'ShortLabel': 'Enat Ethiopia Grocery', 'Addr_type': 'POI', 'Type': 'Grocery', 'PlaceName': 'Enat Ethiopia Grocery', 'AddNum': '6224', 'Address': '6224 Georgia Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Brightwood', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20011', 'PostalExt': '', 'CountryCode': 'USA'}",20011
