geometry,icon,id,name,place_id,plus_code,rating,reference,types,user_ratings_total,vicinity,opening_hours,price_level,locations,Zip Code
"{'location': {'lat': 38.9644903, 'lng': -77.0757607}, 'viewport': {'northeast': {'lat': 38.96590218029149, 'lng': -77.0742391697085}, 'southwest': {'lat': 38.96320421970849, 'lng': -77.07693713029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,ce2ae95abce7ab63008401d6ffde8a81d3580c42,Bread & Chocolate,ChIJ79GHCKPJt4kRGtc0ucvy35I,"{'compound_code': 'XW7F+QM Washington, District of Columbia, United States', 'global_code': '87C4XW7F+QM'}",4,ChIJ79GHCKPJt4kRGtc0ucvy35I,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",141,"5542 Connecticut Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'Bread & Chocolate', 'LongLabel': 'Bread & Chocolate, 5542 Connecticut Ave NW, Washington, DC, 20015, USA', 'ShortLabel': 'Bread & Chocolate', 'Addr_type': 'POI', 'Type': 'Food and Beverage Shop', 'PlaceName': 'Bread & Chocolate', 'AddNum': '5542', 'Address': '5542 Connecticut Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Chevy Chase', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20015', 'PostalExt': '', 'CountryCode': 'USA'}",20015
"{'location': {'lat': 38.9052359, 'lng': -77.06862629999999}, 'viewport': {'northeast': {'lat': 38.9064946302915, 'lng': -77.06727281970849}, 'southwest': {'lat': 38.90379666970851, 'lng': -77.06997078029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,5206267f55e30421f8b1811a77af90a7c778c902,Pie Sisters,ChIJX1XoBUa2t4kR6M-8yIaXfzg,"{'compound_code': 'WW4J+3G Washington, District of Columbia, United States', 'global_code': '87C4WW4J+3G'}",4.4,ChIJX1XoBUa2t4kR6M-8yIaXfzg,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",191,"3423 M Street Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'Pie Sisters', 'LongLabel': 'Pie Sisters, 3423 M St NW, Washington, DC, 20007, USA', 'ShortLabel': 'Pie Sisters', 'Addr_type': 'POI', 'Type': 'Specialty Store', 'PlaceName': 'Pie Sisters', 'AddNum': '3423', 'Address': '3423 M St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.9047267, 'lng': -77.0665291}, 'viewport': {'northeast': {'lat': 38.90604293029151, 'lng': -77.0651789197085}, 'southwest': {'lat': 38.90334496970851, 'lng': -77.06787688029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,1a0d3a06353182e2a11af0a8596977245bf3b5f4,Leopold's Kafe Restaurant,ChIJK4vGt0i2t4kRERWO_pibRJI,"{'compound_code': 'WW3M+V9 Washington, District of Columbia, United States', 'global_code': '87C4WW3M+V9'}",4.3,ChIJK4vGt0i2t4kRERWO_pibRJI,"['bakery', 'bar', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",612,"3315 Cady's Alley Northwest, Washington",{'open_now': True},2,"{'Match_addr': ""Cady's Alley"", 'LongLabel': ""Cady's Alley, 3318 M St NW, Washington, DC, 20007, USA"", 'ShortLabel': ""Cady's Alley"", 'Addr_type': 'POI', 'Type': 'Building', 'PlaceName': ""Cady's Alley"", 'AddNum': '3318', 'Address': '3318 M St NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.94754640000001, 'lng': -77.0657349}, 'viewport': {'northeast': {'lat': 38.94902063029151, 'lng': -77.0646628697085}, 'southwest': {'lat': 38.94632266970851, 'lng': -77.0673608302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,3212a089c3c1c8fc1eae3f0ae7020e26223ddb74,Bread Furst,ChIJMxbP78jJt4kRFcLu8NNh8m0,"{'compound_code': 'WWXM+2P Washington, District of Columbia, United States', 'global_code': '87C4WWXM+2P'}",4.5,ChIJMxbP78jJt4kRFcLu8NNh8m0,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",655,"4434 Connecticut Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'Bread Furst', 'LongLabel': 'Bread Furst, 4434 Connecticut Ave NW, Washington, DC, 20008, USA', 'ShortLabel': 'Bread Furst', 'Addr_type': 'POI', 'Type': 'Food and Beverage Shop', 'PlaceName': 'Bread Furst', 'AddNum': '4434', 'Address': '4434 Connecticut Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'North Cleveland Park', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20008', 'PostalExt': '', 'CountryCode': 'USA'}",20008
"{'location': {'lat': 38.9049593, 'lng': -77.06079749999999}, 'viewport': {'northeast': {'lat': 38.9064277302915, 'lng': -77.0594595697085}, 'southwest': {'lat': 38.90372976970851, 'lng': -77.06215753029151}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,6ca8c55af45260c5b393e61422051c905ef319b1,Ladurée Washington DC M Street,ChIJdydU60u2t4kRcnCgIAxBMjQ,"{'compound_code': 'WW3Q+XM Washington, District of Columbia, United States', 'global_code': '87C4WW3Q+XM'}",4.3,ChIJdydU60u2t4kRcnCgIAxBMjQ,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",375,"3060 M Street Northwest, Washington",{'open_now': False},3,"{'Match_addr': 'MAC', 'LongLabel': 'MAC, 3060 M St NW, Washington, DC, 20007, USA', 'ShortLabel': 'MAC', 'Addr_type': 'POI', 'Type': 'Specialty Store', 'PlaceName': 'MAC', 'AddNum': '3060', 'Address': '3060 M St NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Georgetown', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20007', 'PostalExt': '', 'CountryCode': 'USA'}",20007
"{'location': {'lat': 38.9055232, 'lng': -77.0503186}, 'viewport': {'northeast': {'lat': 38.9069339302915, 'lng': -77.0488622697085}, 'southwest': {'lat': 38.9042359697085, 'lng': -77.0515602302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,1589cd406d9c38011285007643c84c197970ab0a,Bread & Chocolate,ChIJ1RZufra3t4kR7dDtNmArR4E,"{'compound_code': 'WW4X+6V Washington, District of Columbia, United States', 'global_code': '87C4WW4X+6V'}",4,ChIJ1RZufra3t4kR7dDtNmArR4E,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",272,"2301 M Street Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'West End Cinema', 'LongLabel': 'West End Cinema, 2301 M St NW, Washington, DC, 20037, USA', 'ShortLabel': 'West End Cinema', 'Addr_type': 'POI', 'Type': 'Building', 'PlaceName': 'West End Cinema', 'AddNum': '2301', 'Address': '2301 M St NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20037', 'PostalExt': '', 'CountryCode': 'USA'}",20037
"{'location': {'lat': 38.9132445, 'lng': -77.0459181}, 'viewport': {'northeast': {'lat': 38.9146357302915, 'lng': -77.04444761970849}, 'southwest': {'lat': 38.9119377697085, 'lng': -77.0471455802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,57e7769cad5d3f874bb692a4e0bbe458905ed3b0,Bethesda Bagels,ChIJgWRwRc-3t4kRKGk_R77kCuU,"{'compound_code': 'WX73+7J Washington, District of Columbia, United States', 'global_code': '87C4WX73+7J'}",4.3,ChIJgWRwRc-3t4kRKGk_R77kCuU,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",492,"1718 Connecticut Avenue Northwest, Washington",{'open_now': False},1,"{'Match_addr': 'Bethesda Bagels', 'LongLabel': 'Bethesda Bagels, 1718 Connecticut Ave NW, Washington, DC, 20009, USA', 'ShortLabel': 'Bethesda Bagels', 'Addr_type': 'POI', 'Type': 'Food and Beverage Shop', 'PlaceName': 'Bethesda Bagels', 'AddNum': '1718', 'Address': '1718 Connecticut Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Dupont Circle', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20009', 'PostalExt': '', 'CountryCode': 'USA'}",20009
"{'location': {'lat': 38.913913, 'lng': -77.0454951}, 'viewport': {'northeast': {'lat': 38.9152126302915, 'lng': -77.04428726970849}, 'southwest': {'lat': 38.9125146697085, 'lng': -77.0469852302915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,4059e81aea52a9abcd8750400251005593408562,Flippin' Pizza - Dupont Circle,ChIJ9yWoZ8-3t4kRcgjBe3RmGRM,"{'compound_code': 'WX73+HR Washington, District of Columbia, United States', 'global_code': '87C4WX73+HR'}",3.8,ChIJ9yWoZ8-3t4kRcgjBe3RmGRM,"['meal_delivery', 'bakery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",232,"1745 Connecticut Avenue Northwest, Washington",{'open_now': True},1,"{'Match_addr': 'Flippin Pizza', 'LongLabel': 'Flippin Pizza, 1745 Connecticut Ave NW, Washington, DC, 20009, USA', 'ShortLabel': 'Flippin Pizza', 'Addr_type': 'POI', 'Type': 'Pizza', 'PlaceName': 'Flippin Pizza', 'AddNum': '1745', 'Address': '1745 Connecticut Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Dupont Circle', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20009', 'PostalExt': '', 'CountryCode': 'USA'}",20009
"{'location': {'lat': 38.903629, 'lng': -77.04321999999999}, 'viewport': {'northeast': {'lat': 38.9050361802915, 'lng': -77.04187011970849}, 'southwest': {'lat': 38.9023382197085, 'lng': -77.0445680802915}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,a96eb0bf091697972eabaaa4bc062e1e0117a299,Corner Bakery Cafe,ChIJx6nzurm3t4kRLwOQV0evmFk,"{'compound_code': 'WX34+FP Washington, District of Columbia, United States', 'global_code': '87C4WX34+FP'}",4.3,ChIJx6nzurm3t4kRLwOQV0evmFk,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",301,"1828 L Street Northwest Ste 101, Washington",{'open_now': False},1,"{'Match_addr': '1075 19th St NW, Washington, District of Columbia, 20036', 'LongLabel': '1075 19th St NW, Washington, DC, 20036, USA', 'ShortLabel': '1075 19th St NW', 'Addr_type': 'PointAddress', 'Type': '', 'PlaceName': '', 'AddNum': '1075', 'Address': '1075 19th St NW', 'Block': '', 'Sector': '', 'Neighborhood': '', 'District': '', 'City': 'Washington', 'MetroArea': '', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20036', 'PostalExt': '', 'CountryCode': 'USA'}",20036
"{'location': {'lat': 38.8996059, 'lng': -77.0409354}, 'viewport': {'northeast': {'lat': 38.90084248029149, 'lng': -77.03965131970848}, 'southwest': {'lat': 38.8981445197085, 'lng': -77.04234928029149}}}",https://maps.gstatic.com/mapfiles/place_api/icons/restaurant-71.png,7033ba6b476fc7871d8cd29de0901b6d3d2d043a,Bread Line,ChIJe-1jo7u3t4kR6EMIxrKn8jE,"{'compound_code': 'VXX5+RJ Washington, District of Columbia, United States', 'global_code': '87C4VXX5+RJ'}",4.2,ChIJe-1jo7u3t4kR6EMIxrKn8jE,"['bakery', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment']",214,"1751 Pennsylvania Avenue Northwest, Washington",{'open_now': False},2,"{'Match_addr': 'Roti Mediterranean Grill', 'LongLabel': 'Roti Mediterranean Grill, 1747 Pennsylvania Ave NW, Washington, DC, 20006, USA', 'ShortLabel': 'Roti Mediterranean Grill', 'Addr_type': 'POI', 'Type': 'Greek Food', 'PlaceName': 'Roti Mediterranean Grill', 'AddNum': '1747', 'Address': '1747 Pennsylvania Ave NW', 'Block': '', 'Sector': '', 'Neighborhood': 'Connecticut Avenue/K Street', 'District': '', 'City': 'Washington', 'MetroArea': 'Washington DC Metro Area', 'Subregion': 'District of Columbia', 'Region': 'District of Columbia', 'Territory': '', 'Postal': '20006', 'PostalExt': '', 'CountryCode': 'USA'}",20006
