geometry,icon,id,name,opening_hours,photos,place_id,plus_code,price_level,rating,reference,types,user_ratings_total,locations,Zip Code
"{'location': {'lat': 38.91686, 'lng': -77.029397}, 'viewport': {'northeast': {'lat': 38.91827967989273, 'lng': -77.02804752010728}, 'southwest': {'lat': 38.91558002010729, 'lng': -77.03074717989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,a2c451330894b76c8e0541919a7c31f17aefa33c,Starbucks,{'open_now': True},"[{'height': 794, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111163861954948715840/photos"">Starbucks</a>'], 'photo_reference': 'CmRaAAAASiszKGwo7jH4d9odDV-BujtKpDrY0EItLtWfxmM1NMQs4slBiok8ejh1NjFbxzNtvH6zVLXLRF-9o-pSbt_bB9mEk27LajRtahPBDIjWNy93w0soxluPVgJ_6p4xNdsbEhDUf2quM5w37AUfOmDWC3DKGhRB2MQOeKiMivzUdiqgPKQsuN18EQ', 'width': 1415}]",ChIJ4bXJPua3t4kRIrMjDhwbk9o,"{'compound_code': 'WX8C+P6 Washington, District of Columbia', 'global_code': '87C4WX8C+P6'}",2,3.7,ChIJ4bXJPua3t4kRIrMjDhwbk9o,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",96,"1250 U St NW, Washington, DC 20009, USA",20009
"{'location': {'lat': 38.902758, 'lng': -77.034357}, 'viewport': {'northeast': {'lat': 38.90404842989272, 'lng': -77.03300672010728}, 'southwest': {'lat': 38.90134877010728, 'lng': -77.03570637989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,2487d2b0e75dc14cac33dd28032d546feb04f8e3,Starbucks,{'open_now': True},"[{'height': 4048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108798047527388881373/photos"">Mike Reid</a>'], 'photo_reference': 'CmRaAAAAmLvmik7Y5zlwfM92HCTh-zRBJDss69QyWHc2e9BS1MiwkgIW6zvIWiIaA-xihpMC_91UcZ7w_tjitj8fn1RGnsLAUNFdhVgxFdtyhMoJC5LKRyZIFDQIuQRYiv3QouDBEhBnbGTlrXJezQn_zClfN2QuGhT81Ebi-opILv8XPXAgAbzB8qUlow', 'width': 3036}]",ChIJlxGrAr63t4kR9Wk8KG_oTTg,"{'compound_code': 'WX38+47 Washington, District of Columbia', 'global_code': '87C4WX38+47'}",2,4.2,ChIJlxGrAr63t4kR9Wk8KG_oTTg,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",103,"1455 K St NW, Washington, DC 20005, USA",20005
"{'location': {'lat': 38.899092, 'lng': -77.027755}, 'viewport': {'northeast': {'lat': 38.90044322989272, 'lng': -77.02656837010727}, 'southwest': {'lat': 38.89774357010727, 'lng': -77.0292680298927}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,57098c4742c698639ae2f262a48679d04b052185,Starbucks,{'open_now': True},"[{'height': 3120, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/105395465164965861221/photos"">Pablo Martín</a>'], 'photo_reference': 'CmRaAAAABt5X3QRH_AsvTt63Zv9RkiASA3NK2vjlAzaqcRJ4f4EHjilOqN3ktyg6ofZ_m4ULkT0_G0EiPP53DTaZmOMYZLHmoM2FZwYkfSgEiNsRJPVWoYYdgpNI7D9EMdCdw6V5EhBFzgH5JRzlqNB6a8WU7L7kGhQMykQIeaad4AB12SM6FWrfyshf2A', 'width': 4160}]",ChIJa7cOs5a3t4kRALfCio97AGU,"{'compound_code': 'VXXC+JV Washington, District of Columbia', 'global_code': '87C4VXXC+JV'}",2,4.2,ChIJa7cOs5a3t4kRALfCio97AGU,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",50,"775 12th St NW, Washington, DC 20005, USA",20005
"{'location': {'lat': 38.884761, 'lng': -77.015534}, 'viewport': {'northeast': {'lat': 38.88611212989272, 'lng': -77.01400957010728}, 'southwest': {'lat': 38.88341247010727, 'lng': -77.01670922989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,4ae36a2a8ec92188ddcd846ae4df433489e26bdc,Starbucks,{'open_now': True},"[{'height': 4224, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/110804172362775442829/photos"">Luka Zupanc</a>'], 'photo_reference': 'CmRaAAAAEzmI9Psm6T6sf9j6u3m1DJOiJJcAQTXrNfZ9ERCvMntyJwual35IYN9XhnEACfYqO3dN74cSqCLjF1-YoFFgG8LuECXlFSyGG6j5iTaHaZKHLMnpabT98vartFHsKHglEhC2ZlPfcgGQCAcxea0_QNZuGhT53_qO6J-lZOfLig6UU5PkNZICkg', 'width': 3168}]",ChIJl4m8koG3t4kRCcZYWGfjTiI,"{'compound_code': 'VXMM+WQ Washington, District of Columbia', 'global_code': '87C4VXMM+WQ'}",2,3.8,ChIJl4m8koG3t4kRCcZYWGfjTiI,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",194,"409 3rd St SW Suite 105, Washington, DC 20024, USA",20024
"{'location': {'lat': 38.902302, 'lng': -77.036846}, 'viewport': {'northeast': {'lat': 38.90371512989272, 'lng': -77.03549782010728}, 'southwest': {'lat': 38.90101547010728, 'lng': -77.03819747989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,c761549d439f5bc303ea6e83d8b10a30fe2d37dc,Starbucks,{'open_now': True},"[{'height': 4640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/118063661480571359568/photos"">Josh Sternfeld</a>'], 'photo_reference': 'CmRaAAAAVjTN9INeLEpkoEapW4xOIhbihtXUCT9XetMTa5oQsxUXCl6pUgVAPLAoRvTJY4u8DileW7EeXKvoZVBol-feoQTelZncVUVuhZSh3TZ2cyyPIiP54_Mav_6ww7xryOIlEhBklmYzpS2cNtkOgAds9B9lGhRKqn0KUP3jmEF3ebad4u723U2AdA', 'width': 2610}]",ChIJm75djL63t4kRPct5hWaNN-U,"{'compound_code': 'WX27+W7 Washington, District of Columbia', 'global_code': '87C4WX27+W7'}",2,4,ChIJm75djL63t4kRPct5hWaNN-U,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",285,"1600 K St NW, Washington, DC 20006, USA",20006
"{'location': {'lat': 38.8861, 'lng': -77.02118999999999}, 'viewport': {'northeast': {'lat': 38.88763917989273, 'lng': -77.01992907010728}, 'southwest': {'lat': 38.88493952010728, 'lng': -77.02262872989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,c85ecc66c8fda98e8e61b8876785c6fa11646b77,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/116257400793921665176/photos"">DonCrews</a>'], 'photo_reference': 'CmRaAAAAOcjT5W7rLcSYXArrqi66bwkR4zU2ZfnPUnVXZhH20wcrHMscZjVI0FkDvK6WtoN41bQFtFUppey1dopGktDmo8lF6nyMck7omzhKf6bPZCs48APh3GS1_x17P86im2kZEhBqb-9f8MBhu0d64y6q1JxQGhQ4s2pnRfIUelUxm9x-TEuD6rBouQ', 'width': 3024}]",ChIJi-Vb3IK3t4kRlrW0mbK3ycc,"{'compound_code': 'VXPH+CG Washington, District of Columbia', 'global_code': '87C4VXPH+CG'}",2,4.1,ChIJi-Vb3IK3t4kRlrW0mbK3ycc,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",162,"600 Maryland Ave SW, Washington, DC 20024, USA",20024
"{'location': {'lat': 38.905463, 'lng': -77.006078}, 'viewport': {'northeast': {'lat': 38.90681162989272, 'lng': -77.00462972010727}, 'southwest': {'lat': 38.90411197010727, 'lng': -77.00732937989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,d5c1b0d0aff16eae9e0c06afe370745b347c35b4,Starbucks,{'open_now': True},"[{'height': 5312, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/104753849583704885413/photos"">Robin Esak</a>'], 'photo_reference': 'CmRaAAAA8jKKJnMJjdPAfMbP62hLVhOeclj2dwaTzuiBAtlz_JUGcDGmdMvPVnrkvLDlyY-GMW9q46Cl5lkc4CWqbhCUb8MqLumv5yToiv6lBqxhvsipIEtLNmvX25gcMtrnELFmEhD8jjrRQ3YjuVWCZqLoA8PcGhRefp0M7EiFjUd1WrUyyqbo01Kybw', 'width': 2988}]",ChIJ3RFoIB-4t4kRIKUdrCTqxUs,"{'compound_code': 'WX4V+5H Washington, District of Columbia', 'global_code': '87C4WX4V+5H'}",2,3.8,ChIJ3RFoIB-4t4kRIKUdrCTqxUs,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",253,"1160 First St NE, Washington, DC 20002, USA",20002
"{'location': {'lat': 38.901542, 'lng': -77.03338699999999}, 'viewport': {'northeast': {'lat': 38.90288402989272, 'lng': -77.03216092010726}, 'southwest': {'lat': 38.90018437010728, 'lng': -77.03486057989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,c3b889096815ef76c60420e82b0e7bd70910e905,Starbucks,{'open_now': True},"[{'height': 4160, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/107291767635367203977/photos"">Nolene Ritter</a>'], 'photo_reference': 'CmRaAAAAjpMSbxszt9_lXkcR-jrYvJTs868km_uZIhPj7a5AyPoFTil4sFKZHDZWmuZvuemZo6D9QAIUvv1rYcf0Hr40CdwHxEhsrqVoyswJt1jj4eRwTXHeWckrxVZX_YzqJX5XEhBCT-cG-LehDMRU_EVSCmcCGhSsgabTbr2DwWLlmhYFy8YBxRTMjA', 'width': 2340}]",ChIJKyRx-L23t4kRm2x6FtPBI2U,"{'compound_code': 'WX28+JJ Washington, District of Columbia', 'global_code': '87C4WX28+JJ'}",2,4.1,ChIJKyRx-L23t4kRm2x6FtPBI2U,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",184,"901 15th St NW, Washington, DC 20005, USA",20005
"{'location': {'lat': 38.909786, 'lng': -77.03312799999999}, 'viewport': {'northeast': {'lat': 38.91106897989272, 'lng': -77.03177822010728}, 'southwest': {'lat': 38.90836932010728, 'lng': -77.03447787989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,bb0801fd0e5b9f2a7a2119de3550309e04d705f6,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/113090154661790710275/photos"">Khoi Nguyen</a>'], 'photo_reference': 'CmRaAAAAv24kCgmkoPtv9zOVJMSEU7rMcUcre7bxmMonlCiRugfxVZSUid6J4h7NC5x5KsuXiiY_f2zP2ZP-wgLZqojYijpRCOabA4YDn54_MgXlORGp8i3i6pJ_-oPo_0oMGUJREhAlKVaJQ4S6WqgBFVgZyprBGhTDc9-J9JESbgYtPMWHsLYOOgEjCg', 'width': 3024}]",ChIJ4xlTc-q3t4kRaKn1Rl_K42Y,"{'compound_code': 'WX58+WP Washington, District of Columbia', 'global_code': '87C4WX58+WP'}",2,4,ChIJ4xlTc-q3t4kRaKn1Rl_K42Y,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",151,"1425 P St NW, Washington, DC 20005, USA",20005
"{'location': {'lat': 38.90149299999999, 'lng': -77.042399}, 'viewport': {'northeast': {'lat': 38.90276787989272, 'lng': -77.04104917010727}, 'southwest': {'lat': 38.90006822010728, 'lng': -77.04374882989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,2d37d562d052e8b41361a128856950bd59c1e742,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112449945273666497378/photos"">Dash Adamson</a>'], 'photo_reference': 'CmRaAAAAXO-jRPWMyqKwsnoZL0hrtaQ29GtW_GtBOuw-wPfvZ5OQuX9Kl3wAnec52Pu0yqKpvwEtHkbzeSljOIiqDOHBdQgcmDVYdb-4xLt0ltjDpomutjVtTcHubAx0Ts8Kg_CNEhCk0RPQBgM3mRgpe5EZGCHDGhSAtO-TQOWjjV6JsFGAh6YOXs9jqA', 'width': 3024}]",ChIJQcJfLLq3t4kRz47I2eJ6YlU,"{'compound_code': 'WX25+H2 Washington, District of Columbia', 'global_code': '87C4WX25+H2'}",2,3.3,ChIJQcJfLLq3t4kRz47I2eJ6YlU,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",119,"1825 I St NW, Washington, DC 20006, USA",20006
"{'location': {'lat': 38.91686, 'lng': -77.036965}, 'viewport': {'northeast': {'lat': 38.91828097989272, 'lng': -77.03566147010727}, 'southwest': {'lat': 38.91558132010728, 'lng': -77.03836112989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,ad36b4955e28ad2c376abee047aae1e0daef4914,Starbucks,{'open_now': True},"[{'height': 3264, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/108656149438661210739/photos"">Sarah De los Santos</a>'], 'photo_reference': 'CmRaAAAAkkXfMePTuqyqHQFc0ACM6sPFKqcCB2Y4NPhJb0lLFlvQejxldlQmQek0fa0WL8T-00VIKjnnv9SBpUce0MXIyuyyDnYePmM9DvSl7tLZLUOdFWJ9fmfPvGjPOcdjRZ3MEhC2LVDybcY0ppQQzcRetblTGhRVNOQ400XB51qTC8ud4iImtjDLbg', 'width': 2448}]",ChIJK6iFzdy3t4kR8oj0jFyc44c,"{'compound_code': 'WX87+P6 Washington, District of Columbia', 'global_code': '87C4WX87+P6'}",2,3.9,ChIJK6iFzdy3t4kR8oj0jFyc44c,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",155,"1600 U St NW, Washington, DC 20009, USA",20009
"{'location': {'lat': 38.903591, 'lng': -77.040827}, 'viewport': {'northeast': {'lat': 38.90502792989272, 'lng': -77.03953857010727}, 'southwest': {'lat': 38.90232827010728, 'lng': -77.04223822989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,6f7d69f6fb3dabdbc5cafeac9e3a32053cb55d63,Starbucks,{'open_now': True},"[{'height': 794, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100908217875082978537/photos"">Starbucks</a>'], 'photo_reference': 'CmRaAAAAB-SlXb8LdVBpaa8IGNWp3-IEcxcmUsU4wnuayiJPeYwPkJ04SpWYd8dZWwHlvorIYaU7ZgVkeL-KIHGwG32fjqYRPRySjNcmxNTA9MOdQxmy2yjxMFdFBwIUovPscRXnEhAyCuvJ36PJyytySvwSTY-rGhSe66U3_n35aH_Yzt7d6yThmB0C3g', 'width': 1415}]",ChIJtYeEdru3t4kRPfvtiZ40AhQ,"{'compound_code': 'WX35+CM Washington, District of Columbia', 'global_code': '87C4WX35+CM'}",2,3.6,ChIJtYeEdru3t4kRPfvtiZ40AhQ,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",59,"1734 L St NW, Washington, DC 20036, USA",20036
"{'location': {'lat': 38.903914, 'lng': -77.045119}, 'viewport': {'northeast': {'lat': 38.90517847989272, 'lng': -77.0437694201073}, 'southwest': {'lat': 38.90247882010728, 'lng': -77.04646907989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,08d356437b5fbad458fdc4c5a17f6806217d2fda,Starbucks,{'open_now': True},"[{'height': 640, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111217555321708444427/photos"">A Google User</a>'], 'photo_reference': 'CmRaAAAA8jkICX9sYfVkfSaB-tQfpgrFV2j-4PolEM8_gIWfi-cMXG37RZPFocu4K0nY5DIvnbGJEQemrMGXsolrRO_5GSpNO0gr057kYDxxXbjBuBI3C1on9YW5lJRwVHU0NhpSEhDZuSB1rcrniGKdAgbDdkv_GhQDlFBWbsPh4K-LG1P0hlf7_FSpog', 'width': 480}]",ChIJQ3N6Zbe3t4kR_m9lBDVk_6g,"{'compound_code': 'WX33+HX Washington, District of Columbia', 'global_code': '87C4WX33+HX'}",2,4.2,ChIJQ3N6Zbe3t4kR_m9lBDVk_6g,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",96,"2001 L St NW, Washington, DC 20036, USA",20036
"{'location': {'lat': 38.910597, 'lng': -77.04371300000001}, 'viewport': {'northeast': {'lat': 38.91192722989272, 'lng': -77.04241902010727}, 'southwest': {'lat': 38.90922757010728, 'lng': -77.04511867989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,488b3cdde5307f15d0658361114aa4dd849d3aa3,Starbucks,{'open_now': True},"[{'height': 2603, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/106945112399249457341/photos"">Glenn from Seattle Davis</a>'], 'photo_reference': 'CmRaAAAAKyNa3UJTFQb-MbA42MkEeprUhnisbZZHJvzx1sPkhqxOd2nvzAkAZyiu5bEk4s5MAc-5mfSu4vW3X6GIKbOxjNrp2Fpv7kwPl4eR5ELbRXYu_mbGVtFb9b4yrfsXw3r_EhBZYKfS2B-fq4ZOz9rt0fjIGhQSOH-12jNCANy51mQSvJZ6IpKGIg', 'width': 3905}]",ChIJKSjjOMa3t4kRGjyVhLs9VaE,"{'compound_code': 'WX64+6G Washington, District of Columbia', 'global_code': '87C4WX64+6G'}",2,4,ChIJKSjjOMa3t4kRGjyVhLs9VaE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",543,"1501 Connecticut Ave NW, Washington, DC 20036, USA",20036
"{'location': {'lat': 38.919875, 'lng': -77.021709}, 'viewport': {'northeast': {'lat': 38.92122187989273, 'lng': -77.02045992010727}, 'southwest': {'lat': 38.91852222010728, 'lng': -77.02315957989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,93b60ecbec18b518a900a13d634563eda86de96c,Starbucks,{'open_now': True},"[{'height': 289, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/101142960169517593920/photos"">Starbucks</a>'], 'photo_reference': 'CmRaAAAAk_fNUAzZT2WTVteT9-7fIoUy2coBFKQxb2lchGVDZyBHnFfMpzdzKQEhRr7Uk4yIKPed54S5OKgXPn-svqklNJcMt0hrEG9yQLFeM1dhzG21LOaKpE82O9BSpudTCB1sEhA8tocUnkyQllTpMTcpDJ1DGhRb2e9c78yQGni0vHSvjmbdwqjdrA', 'width': 512}]",ChIJe0yXVvu3t4kRAt5UCd8ennQ,"{'compound_code': 'WX9H+W8 Washington, District of Columbia', 'global_code': '87C4WX9H+W8'}",2,3.9,ChIJe0yXVvu3t4kRAt5UCd8ennQ,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",85,"2225 Georgia Ave NW 1st Floor, Washington, DC 20059, USA",20059
"{'location': {'lat': 38.884181, 'lng': -77.0236903}, 'viewport': {'northeast': {'lat': 38.88520797989273, 'lng': -77.0226009}, 'southwest': {'lat': 38.88250832010728, 'lng': -77.02695849999999}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,6beb434398b31f66aebddfaad9597519cef45a30,Starbucks,{'open_now': True},"[{'height': 2048, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/103923698304099001056/photos"">Mica Thompson</a>'], 'photo_reference': 'CmRaAAAA-qaCbzARd_TG8DNAuqRMJtTg1hEUrT2OXZQ8KEpqFuJiWMMxJSOOxY9c1BPkQrcq7yML0TrfrIq7DYvSeeGQsP1rolkeH5WN-incQUceVBhGGXkhvHGF4To9zBRJCeQvEhDF9y54bPbCnk-r2IEvM8EoGhRtXSM3VyRHmUUgqOze68qx17WKSg', 'width': 1152}]",ChIJC_N-Qnm3t4kRYe2uYARCozE,"{'compound_code': 'VXMG+MG Washington, District of Columbia', 'global_code': '87C4VXMG+MG'}",2,3.7,ChIJC_N-Qnm3t4kRYe2uYARCozE,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",105,"470 L'Enfant Plaza, E St SW #812, Washington, DC 20024, United States",20024
"{'location': {'lat': 38.886893, 'lng': -77.00224}, 'viewport': {'northeast': {'lat': 38.88830117989272, 'lng': -77.00085002010728}, 'southwest': {'lat': 38.88560152010728, 'lng': -77.00354967989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,dcde0383cdda0e9336bc87408c19fe6a50f8bd84,Starbucks,{'open_now': True},"[{'height': 1920, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/112440223536481741909/photos"">h doldorih</a>'], 'photo_reference': 'CmRaAAAArq1pldBRQQKhw3_RLsfld9qTd1EZBuDZYOcbl7GwmMJkK_owWPWGdc9egTooErZlEmqXccPXFWAf9HXjIKxVT3kElZ6n-_34IgygNPYi6TQmMIpiRSECXzbtTf6KeN6yEhBg5A0Hdwcae8bxzUzXk76_GhTvscrJ-XXvVYFPDcLFthhKCU7asw', 'width': 2560}]",ChIJXxsWKSy4t4kRzmsx95_QR6A,"{'compound_code': 'VXPX+Q4 Washington, District of Columbia', 'global_code': '87C4VXPX+Q4'}",2,4.2,ChIJXxsWKSy4t4kRzmsx95_QR6A,"['cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment']",365,"237 Pennsylvania Ave SE, Washington, DC 20003, USA",20003
"{'location': {'lat': 38.902772, 'lng': -77.048609}, 'viewport': {'northeast': {'lat': 38.90405807989272, 'lng': -77.04725757010728}, 'southwest': {'lat': 38.90135842010728, 'lng': -77.04995722989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,8c43bb6701c932106c9b1d53021abf01f2defba8,Starbucks,{'open_now': True},"[{'height': 2988, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/115211109634621519759/photos"">Cruise Planners - Nik Cannell</a>'], 'photo_reference': 'CmRaAAAAaEsqqBlTFDQLgaLlc0itXo9hT9qy9gnY2NemqWcO5BFJEO2qaLLmgQSnUDJnD-KujyoSRaaCky5gA_G_VXDU8CHvc9a1eqJz0IyltfhWeIBlE9VrVhwNfH0ziSZ7PwOrEhAwaGCBHUldGN2Ga5JhA0WzGhS0Q2En_1sbojUZWFMk71ozQHNsrw', 'width': 5312}]",ChIJh6sc0ra3t4kR-PkietZxjqQ,"{'compound_code': 'WX32+4H Washington, District of Columbia', 'global_code': '87C4WX32+4H'}",2,4.1,ChIJh6sc0ra3t4kR-PkietZxjqQ,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",211,"2175 K Street, NW, Washington, DC 20037, USA",20037
"{'location': {'lat': 38.899409, 'lng': -77.048401}, 'viewport': {'northeast': {'lat': 38.90084457989272, 'lng': -77.0470610201073}, 'southwest': {'lat': 38.89814492010728, 'lng': -77.04976067989273}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,2ead9a1798a8854081d184b72043eafd0760d256,Starbucks,{'open_now': True},"[{'height': 4128, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/111389904439602227125/photos"">Lynn Horne-Moyer</a>'], 'photo_reference': 'CmRaAAAAvqhJa0J5S1f20uHjBpUS0S7Ci14vp4IOBoHlyc7LFvS87nFYIe_ox62cvDRYwXqiCOHAe4KwHNdfFfsoKCCjyO-h8JuM-_Ye2hUUJ2E8WRgfqyLWxY5UZu_zliVtStXeEhCpX7czbWKo10OVWg55Cu-kGhSvBmM4k7nOD1ADRdNVmEnUTd0Vyg', 'width': 3096}]",ChIJEZLBVrC3t4kRGbhVgb5SJKw,"{'compound_code': 'VXX2+QJ Washington, District of Columbia', 'global_code': '87C4VXX2+QJ'}",2,3,ChIJEZLBVrC3t4kRGbhVgb5SJKw,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",99,"2130 H St NW, Washington, DC 20052, USA",20052
"{'location': {'lat': 38.900015, 'lng': -76.99748699999999}, 'viewport': {'northeast': {'lat': 38.90146362989272, 'lng': -76.99611967010726}, 'southwest': {'lat': 38.89876397010728, 'lng': -76.99881932989271}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,3dd692341a96806010485b32c22fe76c58417d87,Starbucks,{'open_now': True},"[{'height': 4656, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/100390138149488549428/photos"">Aldo Gutierrez Ubau</a>'], 'photo_reference': 'CmRaAAAA9cKYuIFNwe7SOTcw0CLCW-qxsuEJxonAbjA7DqCCOe9l_8EvYQ4Yqsg8E1Q7MprGAvsci40MQqyOo2zBL0a4MpmcEa4CcnohsYDpikRFASILekaWOXEn1lg3v7qdT8IUEhCmK8r6Iju4nMZy7D2MqeGfGhTvHwn34vUw7uxRLab9aBnfEEt2yg', 'width': 2620}]",ChIJa8KPGD24t4kRcVoK3l5gYiY,"{'compound_code': 'W223+22 Washington, District of Columbia', 'global_code': '87C5W223+22'}",2,4.3,ChIJa8KPGD24t4kRcVoK3l5gYiY,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",197,"625 H St NE B, Washington, DC 20002, USA",20002
"{'location': {'lat': 38.900632, 'lng': -76.979557}, 'viewport': {'northeast': {'lat': 38.90203602989273, 'lng': -76.97819557010729}, 'southwest': {'lat': 38.89933637010728, 'lng': -76.98089522989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,253a55c86c1620aee03480d703527ef301ff5e9c,Starbucks,{'open_now': True},"[{'height': 1280, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/102156216606281479815/photos"">Dustin Goodman</a>'], 'photo_reference': 'CmRaAAAAPdJdt22RJhnqg8ck_JZ3r3f7rr9dSg-iEoQl3pu79nimXpTr4pVuxnjmKYU0gf43Bjf3HlxwNEZdauVNDjEQqpTUtPuSwiVodkoSYpYQM_8wIOOG3c8R9_ttqZudqHUZEhAXOCs1Pimu-YKUIC6TzcQYGhSAbPPzkbf5uePw4uimtGQOI4j7uw', 'width': 720}]",ChIJzytUxWm4t4kRzDxzaYRGi7I,"{'compound_code': 'W22C+75 Washington, District of Columbia', 'global_code': '87C5W22C+75'}",2,3.5,ChIJzytUxWm4t4kRzDxzaYRGi7I,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",26,"1601 Maryland Ave NE, Washington, DC 20002, USA",20002
"{'location': {'lat': 38.88364199999999, 'lng': -76.99518599999999}, 'viewport': {'northeast': {'lat': 38.88499167989271, 'lng': -76.99372967010729}, 'southwest': {'lat': 38.88229202010727, 'lng': -76.99642932989272}}}",https://maps.gstatic.com/mapfiles/place_api/icons/cafe-71.png,4ff28cd2533979acc75d33b5b00d02c9ebfe3048,Starbucks,{'open_now': True},"[{'height': 4032, 'html_attributions': ['<a href=""https://maps.google.com/maps/contrib/109905231844379577336/photos"">Shante Hawkins</a>'], 'photo_reference': 'CmRaAAAAQoDOpAB74EdE0BY2jp3VAWR8RB1muYJu_fWVeRFu_z4DHV94UPaoNTKV31vBOtxd04JS5eQDXFVSZ4daTN_AMPPlmk2bG6MYMgA00dGckX8UoVG3qkoIjdezU0eTqZz6EhB_Gc965EHCAhOEvnM5UcgcGhSbNWSHm4fCelxWx0pt4fgrJm7GmQ', 'width': 3024}]",ChIJQQjQBzO4t4kRXCBVyTEAmIc,"{'compound_code': 'V2M3+FW Washington, District of Columbia', 'global_code': '87C5V2M3+FW'}",2,3.9,ChIJQQjQBzO4t4kRXCBVyTEAmIc,"['cafe', 'food', 'point_of_interest', 'store', 'establishment']",212,"401 8th St SE, Washington, DC 20003, USA",20003
